Gene	SRR1822445	SRR1822446	SRR1822447	SRR1822448	SRR1822449	SRR1822450	SRR1822451	SRR1822452	SRR1822453	SRR1822454	SRR1822455	SRR1822456	SRR1822457	SRR1822458	SRR1822459	SRR1822460	SRR1822461	SRR1822462	SRR1822463	SRR1822464	SRR1822465	SRR1822466	SRR1822467	SRR1822468	SRR1822469	SRR1822470	SRR1822471	SRR1822472	SRR1822473	SRR1822474	SRR1822475	SRR1822476
Q0143	0.28018817801421986	0.26580658298499094	0.29865439759317475	0.22584400631272386	0.4909072547181514	0.5449841268928532	0.45566701754736233	0.40713177732309774	0.18882836782400303	0.21248314192294807	0.37204290234242376	0.4195568835237914	0.3776865652665918	0.05739812177397464	0.22584400631272386	0.2173663900763731	0.416936432281173	0.2859437068125136	0.2549474735910296	0.301858937033238	0.4585503481113194	0.08061421875457914	0.45190030509058	0.12752380112971362	0.23330297553128873	0.2910593819793166	0.28803943992831266	0.23048617174591496	0.38939318611571405	0.15286941738577312	0.48597931357153734	0.46539492567081775
Q0144	0.722895382901105	0.26580658298499094	0.29865439759317475	0.6451396986603857	0.10452607310270096	0.574088308375805	0.5987823369696342	0.11853364587382181	0.18882836782400303	0.21248314192294807	0.1296456372453514	0.15153979915869764	0.1986720436706721	0.17273114192088365	0.21429884884847547	0.05991785287024575	0.416936432281173	0.2859437068125136	0.6830685864230827	0.301858937033238	0.34692584321605996	0.33044580365872017	0.43478578545936736	0.4418698184192296	0.23330297553128873	0.2910593819793166	0.28803943992831266	0.23048617174591496	0.17698262878082258	0.02852556199986332	0.2760779512525135	0.35712000437583225
Q0158	10.844656263224461	11.00159888932874	10.81015640473891	11.00159888932874	4.073882342470501	3.0484609464179986	5.108253646737072	4.991099547910796	11.00159888932874	10.912307204971501	10.844656263224461	10.912307204971501	2.319030918203482	3.509709136952973	2.9246030864342725	3.266910781249353	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	4.556701568062817	4.973675280173218	4.790289491312537	5.12846245029528	10.81015640473891	10.912307204971501	10.912307204971501	11.00159888932874	1.9811740004538003	2.1165212370222917	5.464189704562201	4.412980926090814
Q0160	0.28018817801421986	0.7903932658762556	0.9031577171989357	0.894328237976615	0.8457057700773368	0.716988059776866	0.8127067333295377	0.7561655349262256	0.6534673012745752	0.629800363206072	0.44709301438078825	0.6282870540334032	0.563321978413024	0.601677450111175	0.5261006204665526	0.5341550385466125	0.416936432281173	0.693194842168367	0.6611245480453573	0.6911496195327205	0.6906777922172267	0.6160635677483824	0.6217723579214387	0.5298961015676911	0.23330297553128873	0.2910593819793166	0.28803943992831266	0.23048617174591496	0.4773364695648305	0.3110533168224849	0.5883866073761919	0.6250017472885552
Q0182	0.6611245480453573	0.26580658298499094	0.897260499424777	0.580007707518512	0.10452607310270096	0.08732820189071992	0.26276487995542747	0.11853364587382181	0.18882836782400303	0.5652730428570533	0.1296456372453514	0.15153979915869764	0.011089190829528705	0.32656551084756413	0.05905261665440087	0.26471067451022995	0.8569121719360124	0.2859437068125136	0.2549474735910296	0.301858937033238	0.094500771256062	0.2351965095385567	0.08903479605704027	0.12752380112971362	0.23330297553128873	0.2910593819793166	0.28803943992831266	0.23048617174591496	0.05739812177397464	0.1159231208648187	0.10666002717647864	0.34858953239622353
Q0250	1.2095497764982577	1.1277848395602084	1.223161468199497	1.1449132173585894	0.757094056010594	0.7281818702098921	0.7232846327512157	0.7802549391495825	1.1332703850200438	1.1071664762359916	0.8962460347578071	0.8653875869893902	0.6507430280222217	0.6727359236224265	0.6727359236224265	0.6847331257292735	1.355656294821308	1.2084135965955751	0.8063237854509726	1.042312138036281	0.7391126700983338	0.7298782814925215	0.7162666741660011	0.6942986406283591	1.525972680249664	1.3251833451447748	0.9630201701417429	1.2092121480210518	0.7007830463075948	0.7130370742700757	0.7366880815227069	0.710668261738584
Q0255	0.606463475652012	0.7628425901221484	1.1230248259996807	0.6002351120894922	0.5054916756836888	0.2582686250420561	0.5277041886583345	0.5322542047504792	0.18882836782400303	0.677376750408216	0.45532081884020703	0.6106531505887312	0.2091087093699222	0.46477009632643895	0.39824484643036984	0.2760779512525135	1.0039876098422933	0.732285481544336	0.7191628301935666	0.7753720462014426	0.5341550385466125	0.5322542047504792	0.4759534501364876	0.12752380112971362	0.5675406656767246	0.7552022275937245	0.6408197130769728	0.7023033096131384	0.05739812177397464	0.27359411131952976	0.4635904556217429	0.45532081884020703
Q0275	1.1861996809601945	1.1435093002611563	1.7831131398007458	1.136452047189262	0.7600788758569519	0.6911496195327205	0.707369690742344	0.7903932658762556	1.3284336259639096	1.4400051599690813	1.1798981981312535	0.987646160474418	0.7110681275338336	0.791327576179793	0.7000733406631053	0.7015817725170177	1.1780347604500943	1.303972785922936	0.8965296497524815	1.0813844627376465	0.7294391461039643	0.7646071721649352	0.7903932658762556	0.7655219986765288	1.3148486997734488	1.0266135223538781	0.8063237854509726	1.8481195117050657	0.6557617739994056	0.6992547547300882	0.7600788758569519	0.7859255125399847
Q0285	0.7115099871053032	0.8587677141755604	1.0385017599233142	0.9305462478281223	0.27192296771113056	0.25745313646075263	0.09534603529946473	0.11853364587382181	0.7526077496393166	0.6906777922172267	0.7080680723810979	0.7491674002750874	0.011089190829528705	0.05739812177397464	0.05905261665440087	0.17795800863226827	0.9730493947980918	0.6984213324220316	0.894601065855437	0.819677187883741	0.094500771256062	0.22319517240113806	0.23937424086159717	0.12752380112971362	0.7405835483578995	0.7825694994201431	0.8264516754861073	0.9991083593317969	0.05739812177397464	0.02852556199986332	0.10666002717647864	0.19586777958285878
Q0297	0.775660930172639	0.7394882846151295	1.7146632643422655	0.8212563065464553	0.10452607310270096	0.27688854493044196	0.4121288325189958	0.11853364587382181	0.7795967607280236	0.8308419684130421	0.7673485449037742	0.7700679604454129	0.18543109682786815	0.47702622927533	0.4719676881004735	0.4341484091419673	0.8454338294722632	0.8234718657291354	0.8634356106544081	0.746461699138165	0.094500771256062	0.08061421875457914	0.08903479605704027	0.12752380112971362	0.23330297553128873	0.2910593819793166	0.28803943992831266	0.8697249442257973	0.05739812177397464	0.02852556199986332	0.10666002717647864	0.22319517240113806
RDN18-1	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	11.237759902083965	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	11.746071809201743	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	11.237759902083965	11.746071809201743	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859
RDN25-1	11.746071809201743	11.237759902083965	11.746071809201743	11.237759902083965	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	12.573847217818859	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	12.573847217818859	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743
RDN37-1	9.805057292625115	9.52481585548779	10.912307204971501	10.641639102468298	10.142519078392704	11.237759902083965	11.237759902083965	10.380967930368602	9.959292194791908	9.425309129682937	9.319358897355142	9.805057292625115	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	7.7327225049248325	10.912307204971501	10.912307204971501	10.912307204971501	11.00159888932874	10.641639102468298	10.912307204971501	10.912307204971501	7.797260870173277	7.71512858707781	9.425309129682937	10.844656263224461	10.912307204971501	11.00159888932874	11.237759902083965	11.237759902083965
RDN5-1	11.00159888932874	10.844656263224461	10.844656263224461	10.844656263224461	10.280278690157264	10.142519078392704	10.280278690157264	10.464779104646581	10.464779104646581	10.641639102468298	10.171459498227641	10.522352049194033	9.959292194791908	10.142519078392704	10.280278690157264	10.380967930368602	10.844656263224461	10.81015640473891	10.81015640473891	10.81015640473891	10.142519078392704	10.142519078392704	10.435731055875108	10.522352049194033	10.142519078392704	10.81015640473891	10.81015640473891	10.81015640473891	9.959292194791908	10.280278690157264	10.435731055875108	10.574262456909707
RDN5-2	0.9722034559835395	0.8880061602379032	1.001690533988641	1.0268598957628912	0.8254036925217366	1.030636491252467	0.9143713437948127	1.1986494621509758	0.9190303516611946	0.7983323225574993	0.6694817273596404	0.6996539401835988	0.819677187883741	0.7498178338046669	0.7310553430017928	0.7357455839932083	0.9360831640143892	0.9883835186432552	0.8783278655729567	0.9878761455248936	0.8507753593602431	0.7700679604454129	0.9207033761235819	0.8697249442257973	0.7986315564105952	0.8918577550080478	0.8708525845185034	1.4181790240910255	0.7640187107291017	0.8753024548802321	0.7122835846192512	0.7198301667489863
