Gene	SRR1555415	SRR1555416	SRR1555417	SRR1555418	SRR1555419	SRR1555420	SRR1555421	SRR1555422	SRR1555423	SRR1555424	SRR1555425	SRR1555426	SRR1555427	SRR1555428	SRR1555429	SRR1555430	SRR1555431	SRR1555432
ETS1-1	1.6761256213357534	2.2290109047642828	1.825551722049143	2.2011876759701527	2.1790017281314187	2.6395420796856266	1.4756546747980708	1.794499993236399	1.5805531563812447	1.9069017903743752	1.642397921205263	2.8826939482571508	1.7558072474126658	1.8974446631289204	1.779858076902495	1.3322400498776052	3.1833473948006494	2.4855398621437756
ETS2-1	0.12277209466402564	0.08816121027237388	0.4891778896442357	0.10494644478496984	0.29439924570638293	0.3798775213740352	0.11122176887695245	0.12148386137061415	0.11327535634084275	0.3814879418882996	0.10833521771768795	0.34692584321605996	0.2618484804207891	0.34778725541832833	0.15793632431344284	0.419202242320631	0.25662980673829683	0.11122176887695245
HRA1	0.8044481977040198	0.8127067333295377	0.908876374270428	0.859400819449836	0.8824871143464539	0.8552015296503253	0.8554779256733471	0.8182327439692989	0.8018840340461219	0.8677021040273802	0.786566789112934	0.8783278655729567	0.8327683486128787	0.8454338294722632	0.8410643315307594	0.8662069297418873	0.8107858346614554	0.956941045007058
ICR1	0.7669483916627768	0.8814026611787837	1.0815814869965255	0.9722034559835395	0.8665607935252733	1.0830074364225044	0.7842169212265224	0.9156492135934993	0.9630201701417429	1.0279679621525177	0.9554768400933411	0.9858699957457125	0.7750709428168733	0.946601630140386	1.1069309435609456	1.0868748387934117	1.0438751793849514	1.0195858238285196
IRT1	0.46605496690945786	0.5771001440446915	0.4032037460775635	0.5594353649956719	0.5790284656813238	0.5648021994459289	0.3128007333445408	0.5419077702183329	0.5731576639557814	0.5458873724281819	0.5436766210011217	0.5883866073761919	0.5436766210011217	0.6381422854777505	0.46191811066646876	0.5917738348274523	0.5490332218983595	0.6199512487744979
ITS1-1	0.9788131991478303	1.2587242527177336	1.0726212032420115	1.26251763504236	1.2817887660317409	1.5627580352839003	0.8686853116738152	0.897260499424777	0.9266650172928423	1.2706977794886458	1.0721243823942577	1.63131612205309	1.0564924386958003	1.1060443319297926	1.1216818276527338	0.8410643315307594	1.7376136839565888	1.5484473938102592
ITS2-1	0.9168990756275559	1.189526923217274	1.1451846328294015	1.3573307212163384	1.291584798030202	1.5340821572913481	0.9010634428551558	1.097176718175807	1.0090302689969575	1.24032210556528	1.1689614482388622	1.6145224675147185	1.076070565836825	1.1624735444027914	1.2075333296156616	1.0129869973601566	1.7134252312162492	1.4669568166348803
LSR1	0.9307799761728526	1.0723271046182334	0.836671663642754	1.0436125314865472	1.1009587257684257	0.9653762186839342	0.8665607935252733	0.8839212189147913	0.7440606215502414	0.9830928534222654	0.792738820596042	1.2689983176949862	0.9416335392573751	0.9915892103486077	0.9138709659055333	0.6472316178025689	1.4487117239379521	1.178934121698747
NME1	0.5047014186457337	0.6694817273596404	0.7673485449037742	0.7498178338046669	0.7733622669504312	0.876125319931597	0.4499277743875222	0.6340445096882371	0.631883458665481	0.7443886325940751	0.7916112239034648	0.757094056010594	0.4779409114596589	0.6539059050343109	0.6539059050343109	0.746461699138165	0.8758192971028678	0.9605843630498654
PWR1	0.12277209466402564	0.08816121027237388	0.13204734766811826	0.10494644478496984	0.10748600221306437	0.12628717608581289	0.11122176887695245	0.12148386137061415	0.11327535634084275	0.09492111191535677	0.10833521771768795	0.12190384823502498	0.07896732466064874	0.08356300254105213	0.15793632431344284	0.09197801597946935	0.08610681275759909	0.11122176887695245
Q0010	0.12277209466402564	0.08816121027237388	0.13204734766811826	0.10494644478496984	0.10748600221306437	0.43106630907011145	0.11122176887695245	0.12148386137061415	0.11327535634084275	0.09492111191535677	0.10833521771768795	0.12190384823502498	0.07896732466064874	0.08356300254105213	0.15793632431344284	0.09197801597946935	0.08610681275759909	0.11122176887695245
Q0017	0.12277209466402564	0.08816121027237388	0.13204734766811826	0.10494644478496984	0.10748600221306437	0.314488435443962	0.11122176887695245	0.12148386137061415	0.11327535634084275	0.09492111191535677	0.10833521771768795	0.12190384823502498	0.07896732466064874	0.08356300254105213	0.15793632431344284	0.09197801597946935	0.08610681275759909	0.11122176887695245
Q0020	0.9034148287159447	0.9887917887217891	0.7842169212265224	1.1744267380368787	1.1160724011384704	0.9401020737262188	0.7600788758569519	0.876825330330889	0.7302479465131955	1.0946528483688078	0.9201967026473358	1.5629764920132145	0.9019122172582668	1.0666160659285238	0.9768091408041174	0.718210048496937	1.7043230581825686	1.4806413004538024
Q0032	0.12277209466402564	0.08816121027237388	0.13204734766811826	0.10494644478496984	0.10748600221306437	0.12628717608581289	0.11122176887695245	0.12148386137061415	0.11327535634084275	0.09492111191535677	0.10833521771768795	0.12190384823502498	0.07896732466064874	0.08356300254105213	0.15793632431344284	0.09197801597946935	0.08610681275759909	0.11122176887695245
Q0045	0.5711449061221573	0.693194842168367	0.13204734766811826	0.7473548703201256	0.6006944787757413	0.5183650748209939	0.386768183432551	0.5521116404009705	0.3010589943341316	0.6777665098433647	0.5207135315645959	0.9855151007667677	0.65791213700214	0.6552060991827248	0.6482707567971081	0.33678970631092847	1.0206022002370172	0.8808657636266111
Q0050	0.5027696719146055	0.6330048461543683	0.4560169715159633	0.6942986406283591	0.6739944865519218	0.594413626154197	0.11122176887695245	0.12148386137061415	0.11327535634084275	0.09492111191535677	0.10833521771768795	0.12190384823502498	0.07896732466064874	0.08356300254105213	0.15793632431344284	0.09197801597946935	0.08610681275759909	0.11122176887695245
Q0055	0.41178327705361684	0.6257027539932151	0.3400083190854996	0.6110788483184973	0.7918997888802307	0.6451396986603857	0.5351711592561661	0.444045522890658	0.539167832095529	0.5857991284964661	0.5537454882743363	0.8818699905567292	0.6493002134860963	0.7346057438576441	0.6570747776836745	0.32066278107208246	0.9594047601720374	0.8560850564661207
