Gene	SRR5032019	SRR5032020	SRR5032021	SRR5032022	SRR5032023	SRR5032024	SRR5032025	SRR5032026	SRR5032027	SRR5032028	SRR5032029	SRR5032030	SRR5032031	SRR5032032	SRR5032033	SRR5032034	SRR5032035	SRR5032036	SRR5032037	SRR5032038	SRR5032039	SRR5032040	SRR5032041
ETS1-1	5.246054255182271	5.8163593077011475	6.174424764100635	5.8564405476230075	5.637427308317436	5.297798123745092	5.153694329883986	4.572996055202996	6.404611490362076	6.00107885420385	5.590674566259598	7.616367451285127	7.695114771057331	7.0222452048708615	7.8272803844083185	7.044155852900953	5.543752420883603	6.244440612975547	5.5345897631471	4.9624374880211874	7.0222452048708615	6.563745911731264	8.553860458692217
ETS2-1	1.0010220271321393	0.9201967026473358	0.8867043441286466	0.9942574844284441	1.1069309435609456	1.100233641088124	1.1672835505943049	0.9035583202897148	0.8168595654340451	0.9446777128684332	0.9464072990461927	0.8118439032401835	0.8934492279969547	0.718210048496937	0.9241271285312774	0.962785136912176	0.8195211743110278	1.062932326650484	1.0816955964508255	0.9698067976880645	1.314290447211206	1.0113887150545837	0.8665607935252733
HRA1	0.3415689701232655	0.3102562433778181	0.6288721268441373	0.689533230340711	0.3182395332865162	0.3163644041902124	0.33463201394854813	0.31936944420879443	0.3388792645494598	0.34390534238909165	0.2789769590619528	0.31975824705013556	0.24586199416948817	0.6557617739994056	0.5824664208958594	0.28221784647510684	0.759721417146741	0.8805447177035913	0.9899569520671597	0.9564848944337252	1.0878250298584473	0.7363840960855123	0.6808264437513107
ICR1	1.1115395336575615	1.3046986430992615	1.4937428567637814	1.8884953637831412	2.194556624628719	1.921292132704531	1.8435076843745892	2.1133040755762065	2.0562005977376865	2.1341307785371875	1.9038756055256754	1.4775882762098884	1.5726712057360892	1.6544831061133538	1.6919344382373827	1.6227345851776904	1.492378302795002	1.9455556625242654	1.97258917876922	1.8841681802870607	1.812017010046039	1.4865764436362352	1.9439204936630166
IRT1	0.3415689701232655	0.3102562433778181	0.33236929262599607	0.28762989241247483	0.3182395332865162	0.3163644041902124	0.33463201394854813	0.31936944420879443	0.3388792645494598	0.34390534238909165	0.2789769590619528	0.31975824705013556	0.24586199416948817	0.27776229686666665	0.2834626217739799	0.28221784647510684	0.29565379713524753	0.3359352747643932	0.35312142108541794	0.4274953066242785	0.5746301193985393	0.3791600563319566	0.2884592020334769
ITS1-1	7.130206970739139	7.24882279610034	6.987479518228259	7.600756038901974	6.993166635916397	6.0204788618059215	6.06996892617588	5.989244031558689	7.71512858707781	6.97354987588769	5.688230461446563	6.998942911766678	7.682183508017526	8.442747344000118	7.85550014756928	8.286857413476742	7.548142523983204	7.889413666890618	6.588215039164706	5.601184676840919	7.256055791308917	6.045619567726437	8.891690668658846
ITS2-1	10.641639102468298	10.199541120598747	10.171459498227641	10.142519078392704	10.171459498227641	10.380967930368602	10.464779104646581	10.171459498227641	10.199541120598747	10.435731055875108	10.199541120598747	9.812777547282774	10.522352049194033	10.464779104646581	10.552899691671737	10.522352049194033	10.464779104646581	10.380967930368602	10.117553934834259	9.819641498961985	9.812777547282774	10.171459498227641	10.464779104646581
LSR1	10.435731055875108	10.574262456909707	10.844656263224461	10.844656263224461	10.912307204971501	10.912307204971501	10.844656263224461	10.844656263224461	10.844656263224461	10.844656263224461	10.912307204971501	10.912307204971501	10.81015640473891	10.81015640473891	10.81015640473891	10.81015640473891	10.844656263224461	10.844656263224461	10.912307204971501	10.81015640473891	10.844656263224461	10.81015640473891	10.81015640473891
NME1	1.6471991657630418	1.819935900079061	1.8599664858386786	1.8310080596321159	1.700928933846742	1.2527186245465443	1.3426484788403144	1.9056555129007529	1.367901436335249	1.2014263790212436	1.4957947693143843	1.6404997657528768	1.4964494325767415	1.2542728659255407	1.4995324972953474	1.3322400498776052	1.5451718340109324	1.647350252206318	1.6550929362159974	1.4621801552864406	2.112971256024786	2.079128388205975	1.8140548349445929
PWR1	1.0922987534420003	0.6755341155140033	0.631883458665481	0.7504586126648863	0.615517346053631	0.7077164784066974	0.838263260781645	0.6110788483184973	0.7277450765966849	0.34390534238909165	0.5572013747057557	0.31975824705013556	0.5993340729502326	0.27776229686666665	0.2834626217739799	0.6798872843417263	0.7382097427919292	0.7412483470140416	1.0146489423269445	1.0707193970409632	0.5746301193985393	0.3791600563319566	0.6735613781581412
Q0010	0.8430688137475396	0.3102562433778181	0.33236929262599607	0.6493002134860963	0.7696555712745202	0.3163644041902124	0.7015817725170177	0.31936944420879443	0.6834981996843632	0.34390534238909165	0.2789769590619528	0.31975824705013556	0.24586199416948817	0.27776229686666665	0.6418064258177824	0.28221784647510684	0.6468313922221081	0.3359352747643932	0.35312142108541794	0.4274953066242785	0.5746301193985393	0.3791600563319566	0.5775789688553062
Q0017	0.6617191807503348	0.6121137823197269	0.33236929262599607	0.28762989241247483	0.3182395332865162	0.3163644041902124	0.33463201394854813	0.31936944420879443	0.3388792645494598	0.34390534238909165	0.2789769590619528	0.31975824705013556	0.24586199416948817	0.27776229686666665	0.2834626217739799	0.28221784647510684	0.29565379713524753	0.3359352747643932	0.35312142108541794	0.4274953066242785	0.5746301193985393	0.3791600563319566	0.2884592020334769
Q0020	11.237759902083965	10.912307204971501	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	10.912307204971501	11.00159888932874	11.00159888932874	10.844656263224461	10.81015640473891	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	11.00159888932874	10.81015640473891	10.912307204971501	10.912307204971501
Q0032	0.3415689701232655	0.3102562433778181	0.33236929262599607	0.28762989241247483	0.3182395332865162	0.3163644041902124	0.33463201394854813	0.31936944420879443	0.3388792645494598	0.34390534238909165	0.2789769590619528	0.31975824705013556	0.24586199416948817	0.27776229686666665	0.2834626217739799	0.28221784647510684	0.29565379713524753	0.3359352747643932	0.35312142108541794	0.4274953066242785	0.5746301193985393	0.3791600563319566	0.2884592020334769
Q0045	9.718308625307394	10.380967930368602	9.959292194791908	9.959292194791908	9.959292194791908	9.959292194791908	9.812777547282774	9.805057292625115	9.805057292625115	9.852400593668355	9.718308625307394	10.117553934834259	9.852400593668355	9.959292194791908	9.959292194791908	9.718308625307394	9.319358897355142	9.13693039172888	8.442747344000118	8.504373212476374	8.93929830392826	8.99530320116057	10.280278690157264
Q0050	7.822970241615458	7.137476132044002	6.92429676063609	5.442335982337281	6.06996892617588	5.872943687130077	5.732118441591849	4.79449133639527	5.297798123745092	4.645772235024899	3.117080792609899	4.020534855223488	5.683399443969515	4.574083508001213	5.601184676840919	4.417556895078075	4.483635934311721	3.957461746675649	4.028292218176172	4.412980926090814	5.746537922139947	5.406356506049445	8.020791325790096
Q0055	0.3415689701232655	0.3102562433778181	0.33236929262599607	0.28762989241247483	0.3182395332865162	0.3163644041902124	0.33463201394854813	0.31936944420879443	0.3388792645494598	0.34390534238909165	0.2789769590619528	0.31975824705013556	0.24586199416948817	0.27776229686666665	0.2834626217739799	0.28221784647510684	0.29565379713524753	0.3359352747643932	0.35312142108541794	0.4274953066242785	0.5746301193985393	0.3791600563319566	0.2884592020334769
Q0060	1.7099024345984202	1.9858976216961512	1.7953091737292515	1.6358646956249305	1.546767540625021	1.589901469915897	1.3001649222079739	1.3888702124536756	1.438460091849619	1.794897488649616	1.205954569630584	1.6080922606842576	1.6276082755564516	1.3320156428788021	1.443759791207323	1.1199336474161388	1.3162135612666717	1.4250927742907336	1.4846351584363795	1.5951594670009275	1.87081210205011	1.5461966599602555	1.6279872936145123
Q0065	1.848990432645267	3.082111231691557	2.326947233834868	1.9375207843240907	2.0917433470788156	2.0647030139659783	1.939618742082086	1.7874053920736175	1.8963455204740067	1.7894107119860787	1.107701308789565	2.6937389984483806	2.1437587625683268	1.475051558470214	1.7441429349122837	1.5135478951082615	1.697594924636399	1.8476085412142558	1.8650048296189385	2.24468649184619	2.505646053543516	1.7527118757319173	4.0936080920495534
