Gene	SRR1583841	SRR1583842	SRR1583843	SRR1583844	SRR1583845	SRR1583846	SRR1583847	SRR1583848	SRR1583849	SRR1583850	SRR1583851	SRR1583852	SRR1583853	SRR1583854	SRR1583855	SRR1583856	SRR1583857	SRR1583858	SRR1583859
Q0250	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.5883866073761919	0.4503062800601435	0.48350891445234506	0.6245602546499817	0.4211859209049911	0.6042245827787812	0.5356875528972419	0.6534673012745752	0.2347589265485031	0.7186198868202848	0.18796837595705185	0.49898499032254484
Q0255	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.6637089958921949	0.4057607036051328	0.23276862914159824	0.21206771556255422	0.4686967466751732	0.19106204657243314	0.8204998337036701	0.4211859209049911	1.0746776719020992	0.6121137823197269	0.6534673012745752	0.2347589265485031	0.8824871143464539	0.44311273052088745	0.6800942341570666
Q0275	0.18926521484097947	0.25662980673829683	0.4271331661156813	0.2050614297996415	0.30757530693119306	0.4057607036051328	0.5341550385466125	0.21206771556255422	0.5824664208958594	0.19106204657243314	0.21858354089147194	0.4211859209049911	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.7655219986765288	0.6421947082582729	0.44311273052088745	0.6264581629035633
Q0285	0.5824664208958594	0.6362246869927217	0.4911845100322486	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.47130795351814453	0.5122477069833963	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.680334374227396	0.5987823369696342	0.18796837595705185	0.22129708048661884
Q0297	0.42969532052105464	0.7402377005814837	0.7828637309128312	0.7675398077700795	0.9626691301206638	0.6190946646355254	0.9920055887767258	0.7410682484339367	0.4884890393080643	0.7852193854761859	0.9527170662311814	0.7532707380137978	0.6042245827787812	0.7839097186786672	0.6534673012745752	1.4041196434249055	1.337463169770264	0.7821399722717941	0.7846450842551149
RDN18-1	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	0.22129708048661884
RDN25-1	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	0.22129708048661884
RDN37-1	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743
RDN5-1	4.216165684498227	4.2535189859670375	6.868935614953566	5.952100171391654	4.565052939037622	4.799761425749858	6.460765726030308	5.206151421249244	3.606215932451775	5.637427308317436	5.8564405476230075	4.572996055202996	4.155362045478525	5.269257439463912	4.702515079093773	7.697852681028998	7.889413666890618	5.219834472101928	6.937100375403031
RDN5-2	0.18926521484097947	0.25662980673829683	1.2498303265606343	0.2050614297996415	0.30757530693119306	0.16767766916029994	1.2030030767043665	0.21206771556255422	1.4161841791384542	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	1.3032615397932403
RDN58-1	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	0.22129708048661884
RME2	0.9168990756275559	0.8880061602379032	0.9490643106610751	1.1404752706727965	0.7880878893530922	0.9842591589144629	0.6121137823197269	0.9910398015913615	0.9535069825310538	1.1658909292759656	1.0412287005935252	1.1027414440811247	1.1780347604500943	1.2642594171439343	1.3859175179625285	0.913080986068838	0.9363513661003555	1.0872165347292864	0.9353088191999785
RME3	0.18926521484097947	0.9835706714561551	0.17698262878082258	1.209662132839126	0.30757530693119306	0.16767766916029994	1.0234754809701683	0.8090459433061302	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.832491997379693	0.6042245827787812	0.8578670297621598	0.6534673012745752	0.2347589265485031	0.8315326807906175	0.18796837595705185	1.0062096433930927
RNA170	0.18926521484097947	0.25662980673829683	0.47379653305708536	0.2050614297996415	0.6152763149756056	0.5891421395801523	0.5761709952019751	0.21206771556255422	0.6217723579214387	0.19106204657243314	0.4996117587890018	0.452823711834571	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.6302573071871842	0.2397770126575933	0.18796837595705185	0.22129708048661884
RPR1	1.2923223034287472	1.3772427962180804	1.6149316160392062	1.417929161990074	1.3940425366805993	1.1636938475584753	2.0127280794256097	1.2757327204309983	1.0509919723455052	1.4672126143756623	1.6790112417965202	1.2652662115610966	1.4753965910790492	1.2534158007648513	1.3859175179625285	1.9335120568810134	2.021123991343101	1.1766285236560434	1.535074756971209
RUF20	1.9511753991292553	1.9617155511131474	2.608092178652009	3.1112314460586883	3.1404649890042178	2.928983999000207	3.297356230902426	2.320844821663656	2.2751573507132083	3.2634629198755953	3.5657198561235677	2.833783733184437	2.3420430098654794	2.9489655387640434	4.035835023452738	4.666338987126894	4.5709509787027205	2.501972240558632	2.128945632362977
RUF21	2.5140627151757506	2.506201128131014	3.321459275422391	3.1792263944932007	2.8125902252653985	3.43439340724483	4.178225009887985	3.657929403969568	2.8780198347116652	3.2929327541440774	3.443069012257962	3.3119586178462335	3.950658197788335	3.957461746675649	4.256037020389024	5.246054255182271	4.440443264339933	4.070857311081234	4.416445844649774
RUF22	0.7031702295004297	0.6000249538589908	0.4271331661156813	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.5341550385466125	0.49271005942725327	0.5824664208958594	0.19106204657243314	0.6245602546499817	0.17356206079677466	0.6042245827787812	0.5356875528972419	0.6534673012745752	0.2347589265485031	0.5416469396016882	0.6121137823197269	0.22129708048661884
RUF23	0.18926521484097947	0.5427114527170335	0.7294391461039643	0.8327683486128787	0.30757530693119306	0.16767766916029994	0.8883838892256214	0.7410682484339367	0.6667344168663013	0.7378038974661809	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.6025020999635664	0.6002351120894922
RUF5-1	8.196583799265213	8.196583799265213	8.956104025611879	9.117671523485999	9.101443759654353	9.051584127962045	8.914949918731832	8.784921741103126	8.93929830392826	8.6642995021941	8.488234787372901	8.47821081311369	8.689519764487105	8.689519764487105	8.768000765249877	9.074166953787508	9.094002106928592	8.768000765249877	8.71101546898817
SCR1	1.5149233698512463	1.5088255982569125	3.934715323634223	3.071909838092634	1.9127570805544707	1.6712546923485827	1.7351734574415627	1.6747082997300928	1.191154726242502	1.6041790652210726	1.9139193793048803	1.576624483743108	1.2640496601868476	1.4788150211665312	0.6534673012745752	1.9541792047867648	2.195655454355312	1.4392876527397185	1.8565868127269993
SRG1	2.8908517674092424	2.989195682852516	3.8545781800597165	4.381101013310862	3.884587446503864	3.724395688963964	3.662937372497454	3.1595480662398874	2.811016816859993	3.566878766244354	3.871726878721533	4.2805336235941756	4.3237662534235906	4.572996055202996	5.7837605181983704	5.520114001898591	4.755186301292243	5.594197852459805	4.900242658971436
YAL001C	1.6151587188967291	1.3772427962180804	1.7548861251440235	1.785847515042247	1.8516309167396898	1.8108023883418536	1.9771457034011137	2.2165167044196474	1.7119017313428786	1.9964780838996983	2.079128388205975	1.8233620223794476	1.8177202638745507	2.41658291362499	2.60134342581871	2.359232834359287	2.021123991343101	2.288286421494546	2.3873081439448116
YAL002W	1.2698755058465923	1.020743573489691	1.2089785303135703	1.1891792241439052	1.2962898154570461	1.6978624422895172	1.5626491440406787	1.5559037871162955	1.4654150017492882	1.6041790652210726	1.4376215529481209	1.5330242790129238	1.641053980818369	1.5300949421571457	2.0107881485425443	1.527905180576128	1.5848448713352263	1.8413895165765721	1.7568215578904436
YAL003W	6.741414169621715	6.754730605411078	5.8812847249855835	6.539160305479201	7.130206970739139	6.937100375403031	6.417147571765214	6.588215039164706	6.6946860322910435	6.557382184727108	6.741414169621715	7.189052656520813	7.221801641432213	6.900381552617359	7.15460653538007	5.460632508406998	5.993205377581647	7.137476132044002	6.300379556567287
YAL004W	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	0.22129708048661884
YAL005C	6.174424764100635	6.028143506047837	5.590674566259598	5.732118441591849	7.880422303718248	8.98404843909703	8.98404843909703	9.051584127962045	8.99530320116057	7.394035940132895	7.228759868190391	7.556046341241599	6.944767478794507	9.029508630353824	8.98404843909703	8.871773971246022	9.029508630353824	9.13693039172888	9.117671523485999
YAL007C	2.0767096836580383	2.0414391117571187	1.6046875897304824	1.771740471211672	2.0031792404932505	1.8108023883418536	1.842283043752211	1.7063124288452673	1.8884953637831412	1.952441101918766	1.807600065399899	1.7229650968895793	2.15939343583726	1.552982182299473	2.0107881485425443	1.5922547094646233	1.779858076902495	1.4392876527397185	1.4691407026795005
YAL008W	1.4680695477708414	1.7443624258859114	1.368060880376341	1.5748687418722729	2.033303335865872	1.9026511012256577	2.184502857633524	1.8664939767765072	1.779622368055025	1.703317480230945	1.7729051459505087	1.7325945527988835	1.0746776719020992	2.2880514994176746	2.7729437031965336	2.624095214492865	2.7122118415857916	2.232726304237484	2.2486781702158036
YAL009W	1.3286702526473753	1.555282055982441	1.8187834347323106	1.7050077294926447	1.6024555224821861	1.5987927212142319	1.4561477021519287	1.4041196434249055	1.733339930289626	1.6224288663871793	1.6049824934633983	1.7038878007843168	2.3420430098654794	1.70241628970578	1.3859175179625285	1.5484473938102592	2.1525453985714473	1.5594143762180965	1.8565868127269993
YAL010C	1.0841553687857353	1.0554221517263487	1.1351582270425664	1.10753423123513	0.9895912244444786	1.1360499389391396	1.2138135805529509	0.8915156335780474	1.0212545443736374	1.2548439735526347	1.2175473482240338	1.0543695465277225	1.2640496601868476	1.2483079694594428	0.6534673012745752	1.0566129203822507	1.1606317907740245	1.0914885907482628	1.0062096433930927
YAL011W	2.9081042246342914	3.0537095931783265	3.162984273504179	2.7665556795752297	2.501972240558632	2.6230060617267315	2.858170413083949	3.0234013295097806	2.729299305727961	3.127975534653901	2.9919146561410352	2.8691090569799953	2.935255353220712	2.674026526101552	2.0107881485425443	2.8286047376009247	2.33322763555672	3.348791497419572	3.0480679067987304
YAL012W	6.460765726030308	6.460765726030308	6.621104219430337	6.41573750131383	6.467132649298106	6.310389900947978	6.663710832433891	7.508504588196985	6.300379556567287	5.625122746892046	5.719306698027738	5.751803460265659	5.921336477433437	5.764282690530599	5.507725690211388	3.75271321791057	3.243303271567622	4.211939727978819	3.662937372497454
YAL013W	1.9711445028401333	1.4894036406723237	1.7367388359947982	1.5748687418722729	1.7038878007843168	1.535074756971209	1.2805672944530586	1.6324642731018124	1.7599457167500896	1.4220022418626932	1.4988977276947475	1.711163555927634	0.6042245827787812	1.620178045806422	1.3859175179625285	1.3929997223102353	1.4078940252337928	1.6166161101325447	1.5616890714456304
YAL014C	1.3702952800476016	1.5088255982569125	1.7367388359947982	1.852628280896719	1.6024555224821861	1.8714322513308377	1.7527118757319173	1.5559037871162955	1.6772352139314322	1.4328558322022615	1.2528223167857235	1.6775401310983278	1.8177202638745507	1.7439303279110576	1.3859175179625285	1.4316467118186167	1.292629221556809	2.0023472964802127	1.6577136714854723
YAL015C	1.7972344365982589	1.6582836507471725	2.251356168235578	2.124428710557371	1.880616109941689	2.757185862608769	2.729299305727961	2.361398753010663	2.1528004417926376	2.2893729671354004	2.404175983711334	2.175820102852006	2.15939343583726	2.6358875707094205	1.816538240328771	2.926866157875595	2.5605439551905547	2.631596009634377	2.194556624628719
YAL016C-A	0.49026358024532934	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.7652244824365043	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	0.22129708048661884
YAL016C-B	1.771740471211672	1.555282055982441	1.8429241964438985	2.3296983040799604	2.4734884235310366	2.524472679783865	2.4671658291707437	2.050636043907905	1.8200583650790016	1.9119236944087343	2.7771608454506738	2.4118441338111447	1.989125188474285	3.221661939148037	3.325504976946931	3.4730936767485785	2.7815317552781336	2.818824672061893	2.7717875509125447
YAL016W	2.97917926421436	2.7627136372922845	3.4388364312564716	3.456986556838361	3.8401711022166234	3.3075892492939034	2.71984933594469	2.888297092296779	2.6363698928475428	2.806146527904198	3.391281819664051	3.4370000622245627	2.480650982287126	3.437968484610089	3.325504976946931	3.275488389083631	3.28652151794488	3.5622574295950438	3.4403509168213358
YAL017W	0.9997871990775073	0.9078173045836031	0.9161474063001989	0.9135042816320245	1.2163938062409994	1.2796711582544658	1.1407338294394513	1.1774597789701353	1.1545595648822389	0.9829765554581794	1.0675762558293587	1.060792271739104	0.6042245827787812	1.4686364863785941	1.6227345851776904	1.2551179572182987	1.3239527733037053	1.2936534271855213	1.294598580774264
YAL018C	0.981247841690049	1.1326319315963667	1.0036546443374113	0.8212563065464553	0.9388583130607424	1.053741875424431	0.9920055887767258	0.8090459433061302	1.122048067666118	0.9640581836396956	0.9699376317913315	0.893319988336775	0.6042245827787812	0.9195545479011047	1.1451846328294015	1.1067938259083578	1.1328284286535815	0.9207033761235819	1.0062096433930927
YAL019W	2.8984485378097524	3.1077725506281775	2.3864512377620586	2.31600463650513	2.0031792404932505	1.6978624422895172	1.2138135805529509	2.050636043907905	2.400774129660988	2.3923915213850693	1.8481195117050657	2.0515173155608935	1.8177202638745507	1.422350832360289	1.1451846328294015	1.3303127086679023	1.3239527733037053	1.4272460233170932	1.7164137808264193
YAL019W-A	0.18926521484097947	0.25662980673829683	0.17698262878082258	0.2050614297996415	0.30757530693119306	0.16767766916029994	0.23276862914159824	0.21206771556255422	0.16979250352048755	0.19106204657243314	0.21858354089147194	0.17356206079677466	0.6042245827787812	0.17935699089130527	0.6534673012745752	0.2347589265485031	0.2397770126575933	0.18796837595705185	0.22129708048661884
