Gene	ERR1607958	ERR1607959	ERR1607960	ERR1607961	ERR1607962	ERR1607963	ERR1607964	ERR1607965	ERR1607966	ERR1607967	ERR1607968	ERR1607969	ERR1607970	ERR1607971	ERR1607972	ERR1607973
Q0158	0.9669516944078411	1.046439793247894	0.997873050563714	1.2072575485331183	1.0071224522230178	1.0295505137608776	0.9951774376192115	1.0707193970409632	0.9485732904792217	0.9419869558099904	1.041506451277662	0.9661065719466586	0.9019122172582668	0.9246737224747658	1.021397997480431	0.9136207321829626
Q0160	0.06933507313945372	0.0748102753847645	0.3936960310382049	0.07604167921554317	0.08020175629819058	0.21248314192294807	0.20378159900397835	0.20998063060182806	0.0869174456169025	0.07728901071736932	0.29272595490377895	0.08061421875457914	0.0676646443126364	0.06380000882471296	0.295247978592439	0.3102562433778181
Q0182	0.26580658298499094	0.0748102753847645	0.06933507313945372	0.07604167921554317	0.08020175629819058	0.0676646443126364	0.0685121217353406	0.07184775402032201	0.0869174456169025	0.07728901071736932	0.07440137341916227	0.08061421875457914	0.0676646443126364	0.06380000882471296	0.07143798363665636	0.06933507313945372
Q0250	0.4231107351231239	0.5809675954241957	0.5240515001488368	0.6006944787757413	0.3874825560150803	0.48597931357153734	0.3936960310382049	0.5266227988947083	0.0869174456169025	0.30674425383277254	0.3791600563319566	0.3897512728072322	0.1986720436706721	0.3586259894623447	0.44770224615182713	0.30674425383277254
Q0255	0.06933507313945372	0.0748102753847645	0.06933507313945372	0.07604167921554317	0.08020175629819058	0.0676646443126364	0.0685121217353406	0.07184775402032201	0.0869174456169025	0.07728901071736932	0.07440137341916227	0.08061421875457914	0.20036216819289032	0.06380000882471296	0.3897512728072322	0.06933507313945372
Q0275	0.43478578545936736	0.36121594260780715	0.4566893599701294	0.5196139159186952	0.24716121131643687	0.5521116404009705	0.31975824705013556	0.48444264554332894	0.34692584321605996	0.5047014186457337	0.4411858620124387	0.49659102783575887	0.3232919052029098	0.42162083869342565	0.3010589943341316	0.30853219322205705
Q0285	0.2859437068125136	0.3966468050986687	0.06933507313945372	0.07604167921554317	0.08020175629819058	0.0676646443126364	0.0685121217353406	0.3678323817436593	0.0869174456169025	0.07728901071736932	0.07440137341916227	0.08061421875457914	0.3174967843329979	0.19106204657243314	0.07143798363665636	0.06933507313945372
Q0297	0.06933507313945372	0.33344452374381367	0.32157717985386	0.3424169409188892	0.33123604247506555	0.35312142108541794	0.20547836303736483	0.07184775402032201	0.0869174456169025	0.07728901071736932	0.07440137341916227	0.31975824705013556	0.19472365500364136	0.06380000882471296	0.07143798363665636	0.06933507313945372
RDN18-1	7.15460653538007	6.231904269880305	7.141063876425247	9.603361528118322	6.029857453339096	6.0204788618059215	5.933651173972283	6.8393800992888965	6.663710832433891	6.011429737802256	7.8272803844083185	5.738547062903917	4.292977271303842	4.057586140984817	5.429915968420845	4.017059422787958
RDN25-1	8.98404843909703	8.914949918731832	8.911328416205382	10.464779104646581	9.319358897355142	9.117671523485999	9.172262829644419	9.718308625307394	9.644976805209001	9.52481585548779	9.959292194791908	9.13693039172888	9.319358897355142	9.172262829644419	9.425309129682937	9.13693039172888
RDN37-1	0.8398666167005169	0.7689786243077263	0.7983323225574993	2.2531659301002813	0.7394882846151295	0.7856138437764383	0.8327683486128787	0.8101424438522529	0.7969217545671694	0.8686853116738152	0.8004788721094613	0.8395098279321043	0.6213352922730313	0.8410643315307594	0.7683673250961773	0.8621328557902594
RDN5-1	0.8202338887991591	0.8615809978748104	0.8280128102209814	0.8443401581218037	0.7799215184639495	0.7480207626498231	0.7436679675413722	0.7870337952727623	0.9917992088826406	0.995548616578392	1.0364280603895621	1.001690533988641	0.7491674002750874	0.7548397893831248	0.7574979487114798	0.7802549391495825
RDN5-2	0.06933507313945372	0.5424414399809163	0.7655219986765288	0.5419077702183329	0.6121137823197269	0.0676646443126364	0.7289944260234733	0.5784979869452672	0.0869174456169025	0.07728901071736932	0.07440137341916227	0.6512577311349899	0.0676646443126364	0.5015119274236267	0.07143798363665636	0.06933507313945372
