Gene	SRR1583791	SRR1583792	SRR1583793	SRR1583794	SRR1583795	SRR1583796	SRR1583798	SRR1583799	SRR1583800	SRR1583801	SRR1583802	SRR1583803	SRR1583804	SRR1583805	SRR1583806	SRR1583808	SRR1583809	SRR1583810	SRR1583811	SRR1583813	SRR1583814	SRR1583815
ETS1-1	9.52481585548779	9.76669227681463	9.718308625307394	9.644976805209001	9.13693039172888	9.471995685274207	9.051584127962045	9.172262829644419	9.852400593668355	9.819641498961985	9.13693039172888	9.76669227681463	9.319358897355142	9.603361528118322	9.319358897355142	9.396358655913309	9.396358655913309	9.603361528118322	9.603361528118322	9.76669227681463	10.280278690157264	9.319358897355142
ETS2-1	1.1158701719530817	1.1805357289511318	1.1841375375342815	1.0592666930330992	1.4380844902626473	1.1465424662557593	1.3970139194596853	1.447431027201868	0.9818580422591981	1.1060443319297926	1.2448697540430942	1.2876972758735103	1.118583382680228	1.0121893301562266	0.9830928534222654	1.2563396650688226	1.1132139977770008	1.041506451277662	1.030636491252467	0.9138709659055333	1.157456937195074	0.9299870381883784
HRA1	0.27359411131952976	0.31560763974423744	0.26366046966201967	0.2535701515425195	0.2740252281063408	0.2347589265485031	0.27279799624981266	0.314488435443962	0.2978374008712847	0.2789769590619528	0.18543109682786815	0.2935499457549783	0.26935795609903773	0.3237636142568878	0.21901502002278267	0.24198232101774375	0.2428725182314416	0.27688854493044196	0.22912859832719223	0.2632126841656606	0.37164851790994813	0.24198232101774375
ICR1	0.8327683486128787	0.7096324408067757	0.8086606557779243	0.9005088695045532	0.8472362565758081	0.7717836856633524	0.7245278415918915	0.723731725741241	0.886334230521274	0.733989397563895	0.7969217545671694	0.876825330330889	0.8650746418795932	0.9761061311399981	0.9172485395278134	0.7646071721649352	1.0349841082911815	0.883647224872151	0.9488282058133599	0.6996539401835988	1.672519477853495	0.7993577334739231
IRT1	0.8613093160049995	1.042602442106082	0.9226560606644831	0.8912353540904218	0.9305462478281223	0.9552307699434832	0.8150704188558425	0.8350451430724461	0.8123594271161971	0.8374646796133275	0.8793194081891753	0.6073936240779274	1.0107564534935967	1.0938815564260522	0.9490643106610751	0.9871511090526034	1.060792271739104	1.090225544729482	1.2270190340271596	1.1621998240219817	1.4259777946174221	1.1609903965734965
ITS1-1	3.400935700519169	2.972304206317472	3.3725378043680156	3.9077579934248936	3.8797112718837425	3.550919974806831	2.926866157875595	4.196067044029609	4.328475630067351	4.784804380362973	2.591237555894897	4.009422639544145	3.2929327541440774	4.240273134165573	2.9430904350924294	4.020534855223488	3.654455590707135	3.5023293633822385	5.310883878328428	3.5103994774816165	3.4183685692986354	2.800214886656216
ITS2-1	1.8381900756239538	2.272676224447478	2.079128388205975	3.118251167178124	1.7322762965793785	2.2278135131258057	2.4410954650034817	1.821991687976845	2.739019821152901	1.9790337361692343	1.4964494325767415	2.1521215006739847	1.5657080771771423	2.1528004417926376	1.269772766381672	1.2861078306403693	1.2987604570715638	1.447431027201868	1.567603350884185	1.5571162387605022	1.2459257381672315	1.4900136503545753
LSR1	6.447279231992917	6.868935614953566	6.987479518228259	7.246886228989471	6.4842405688005735	6.97354987588769	6.6132117964292405	5.978258016537585	6.975077408278061	7.265310682047243	5.728325745546568	6.754730605411078	5.962048339243134	7.616367451285127	6.269069423560913	7.24882279610034	8.402473079183633	8.402473079183633	7.797260870173277	8.6642995021941	9.677795271612801	7.995929521708511
NME1	0.7924598507959895	0.7539823913425328	0.663473268464104	0.8939642033200644	0.8072853248710309	0.9497883643634266	0.6129293766704177	0.77789623967545	0.9970132114235448	1.043490774447516	0.7064869401371023	0.805210959430392	0.26935795609903773	0.7556868769909246	0.6619536542580173	0.8220191138455117	0.7998930932416265	0.7928786317139207	0.8542845399175317	0.8929451847639203	0.37164851790994813	0.7252160905504434
PWR1	0.27359411131952976	0.31560763974423744	0.26366046966201967	0.2535701515425195	0.2740252281063408	0.2347589265485031	0.27279799624981266	0.314488435443962	0.2978374008712847	0.2789769590619528	0.18543109682786815	0.618856602281112	0.26935795609903773	0.3237636142568878	0.21901502002278267	0.24198232101774375	0.2428725182314416	0.27688854493044196	0.22912859832719223	0.2632126841656606	0.37164851790994813	0.24198232101774375
Q0010	0.27359411131952976	0.6362246869927217	0.5711449061221573	0.7241875879902331	0.2740252281063408	0.7973278223832956	0.27279799624981266	0.314488435443962	0.2978374008712847	0.2789769590619528	0.18543109682786815	0.7088185628369598	0.26935795609903773	0.3237636142568878	0.5665244128375111	0.24198232101774375	0.2428725182314416	0.6655667542557178	0.22912859832719223	0.2632126841656606	0.37164851790994813	0.24198232101774375
Q0017	0.27359411131952976	0.31560763974423744	0.26366046966201967	0.2535701515425195	0.2740252281063408	0.2347589265485031	0.27279799624981266	0.314488435443962	0.2978374008712847	0.2789769590619528	0.18543109682786815	0.2935499457549783	0.26935795609903773	0.3237636142568878	0.21901502002278267	0.24198232101774375	0.2428725182314416	0.27688854493044196	0.22912859832719223	0.5775789688553062	0.37164851790994813	0.5469182934385876
Q0020	0.9409293951576254	1.1460568471639518	1.1947516914497007	1.0332930070554653	0.9556970596810676	1.1744267380368787	0.989191980346849	1.1107469706280324	0.9182953641434657	1.00507137768588	0.755846557108774	0.9933166956435404	1.0197947116856545	1.0373185389997397	0.8677021040273802	0.9070979497234906	0.9274334436980227	0.9837819509074248	0.7870337952727623	1.0721243823942577	1.4350123561332704	1.0585615009397906
Q0032	0.27359411131952976	0.31560763974423744	0.26366046966201967	0.2535701515425195	0.2740252281063408	0.2347589265485031	0.27279799624981266	0.314488435443962	0.2978374008712847	0.2789769590619528	0.18543109682786815	0.2935499457549783	0.26935795609903773	0.3237636142568878	0.21901502002278267	0.24198232101774375	0.2428725182314416	0.27688854493044196	0.22912859832719223	0.2632126841656606	0.37164851790994813	0.24198232101774375
Q0045	2.8708909729043635	3.469166910929027	3.9863334759323834	3.6507234554185617	3.0649354641836752	3.7415128290935993	2.7515201120366237	2.6343291323459104	3.0172071134011933	3.6642445631757017	3.1318081806803155	3.5574641952228894	3.339568428474442	3.43439340724483	3.7230152890670514	3.4260137520783447	3.419790577535222	3.5418982207119694	3.8600152897354585	3.0801091715662436	7.216708079113241	2.858170413083949
Q0050	1.9348946063927088	2.097019709045305	2.3215330228534823	2.2158941329378496	1.8299362092797058	2.421385712488837	1.8313115587341562	1.350780960831291	1.9991368991033522	2.089557538335789	1.5720817649448273	2.2476412412431905	1.6873438021216307	1.8679495871853635	1.6880666646595373	1.7094249531906982	1.7908633997486663	2.104829009437323	1.6230057909606788	1.9412167677259387	5.683399443969515	2.336260017412274
