Gene	SRR3655584	SRR3655585	SRR3655586	SRR3655587	SRR3655588	SRR3655589	SRR3655590	SRR3655591	SRR3655592	SRR3655593	SRR3655594	SRR3655595	SRR3655596	SRR3655597	SRR3655598	SRR3655599	SRR3655600	SRR3655601	SRR3655602	SRR3655603
Q0010	0.6727359236224265	0.5971051858668761	0.9221003275996449	1.2167064023767211	0.9334135398292793	0.6915810041048438	0.7510860505574563	0.38294661843166744	0.4943255732318295	0.444045522890658	0.7221752857182678	0.7936145939644469	0.9376233609444846	0.6257027539932151	0.34653277293700024	0.37534598537785985	0.7298782814925215	0.3860537584320394	0.33308388384289533	0.3844484752166766
Q0017	0.7819904133911513	1.0076604191111178	0.9711030051679485	1.1438765753723623	0.864561681644773	1.0409150570591736	0.8993934380016684	0.7002456720584311	0.4943255732318295	0.444045522890658	0.7063037374207151	0.8710647092114083	0.7349286673838508	0.6257027539932151	0.34653277293700024	0.37534598537785985	1.028629585526096	0.3860537584320394	0.33308388384289533	0.3844484752166766
Q0020	0.32242536387829723	1.0578319801547438	0.44446616714740195	0.9378885218059236	1.1756686200496684	0.7655219986765288	0.28966253016949245	0.38294661843166744	1.1079435084385834	0.444045522890658	0.3493524440840029	0.43602159242321964	0.6830685864230827	0.6257027539932151	0.9636167520889617	0.7058784821240871	0.827187089791005	0.3860537584320394	0.33308388384289533	0.3844484752166766
Q0032	0.32242536387829723	0.5971051858668761	0.44446616714740195	0.46191811066646876	0.36241043974018516	0.332001932152033	0.28966253016949245	0.38294661843166744	0.4943255732318295	0.444045522890658	0.7019378982743012	0.43602159242321964	0.314860972930152	0.6257027539932151	0.34653277293700024	0.37534598537785985	0.36536256325255323	0.3860537584320394	0.33308388384289533	0.3844484752166766
Q0045	0.8507753593602431	2.081209522490438	1.6177907847028077	1.7407856438486111	1.551009826041825	0.7423687155108252	1.0339509093582673	1.0342677242883744	1.016598117003265	1.0183487970811413	0.3493524440840029	1.707709794248704	1.1255905771529688	1.1777984407927173	0.34653277293700024	0.8395098279321043	0.7870337952727623	0.3860537584320394	0.7225417736223748	0.7736688957490465
Q0050	0.6679328224002313	0.5971051858668761	0.44446616714740195	0.826127904557338	0.746461699138165	0.332001932152033	0.28966253016949245	0.38294661843166744	0.4943255732318295	0.444045522890658	0.8424002964304235	0.43602159242321964	1.0530858437603978	0.6257027539932151	0.34653277293700024	0.37534598537785985	0.7696555712745202	0.8172787464492939	0.33308388384289533	0.3844484752166766
Q0055	0.32242536387829723	0.5971051858668761	0.44446616714740195	0.46191811066646876	0.36241043974018516	0.332001932152033	0.28966253016949245	0.38294661843166744	0.4943255732318295	0.444045522890658	0.3493524440840029	0.43602159242321964	0.314860972930152	0.6257027539932151	0.897260499424777	0.37534598537785985	0.9154034109139575	0.3860537584320394	0.7704130611401838	0.3844484752166766
Q0060	0.32242536387829723	1.001690533988641	0.44446616714740195	0.46191811066646876	0.36241043974018516	0.332001932152033	0.28966253016949245	0.38294661843166744	0.4943255732318295	0.444045522890658	0.3493524440840029	0.43602159242321964	0.314860972930152	0.6257027539932151	0.34653277293700024	0.37534598537785985	0.36536256325255323	0.3860537584320394	0.33308388384289533	0.3844484752166766
Q0065	0.6884716899080732	1.3276576782285763	0.44446616714740195	0.8308419684130421	0.36241043974018516	0.6860824062348252	1.0266135223538781	0.38294661843166744	0.982826323329024	0.444045522890658	0.9266650172928423	0.8189982538909084	1.1983910834877463	0.6257027539932151	1.1391405974619113	0.9778991303959013	0.9028068243237937	0.3860537584320394	0.7266250035208726	0.7603796001810538
Q0070	0.8116599760107759	0.5971051858668761	0.44446616714740195	0.8395098279321043	0.36241043974018516	0.6851294513494717	0.6649555724756122	0.38294661843166744	0.4943255732318295	0.444045522890658	0.9246737224747658	0.43602159242321964	0.7564761087752322	0.6257027539932151	0.9948776616926288	0.37534598537785985	0.9700684658945986	0.7610115548992736	0.33308388384289533	0.3844484752166766
