Gene	SRR4020118	SRR4020119	SRR4020120	SRR4020121	SRR4020122	SRR4020123	SRR4020124	SRR4020125	SRR4020126	SRR4020127	SRR4020128	SRR4020129	SRR4020130	SRR4020131	SRR4020132
ETS1-1	9.812777547282774	9.718308625307394	10.199541120598747	10.280278690157264	1.413886512949671	10.641639102468298	10.552899691671737	10.280278690157264	1.4068935744211553	10.574262456909707	10.464779104646581	10.522352049194033	1.4091644207909702	10.81015640473891	10.844656263224461
ETS2-1	7.616367451285127	8.442747344000118	7.538814871725129	7.606017171227773	1.413886512949671	4.755186301292243	8.871773971246022	8.160510367419567	1.4068935744211553	8.298366898623406	9.088924950001225	9.172262829644419	1.4091644207909702	1.4112068449484345	1.4041196434249055
HRA1	0.17568688459086684	0.36381034393528616	0.0974590059288438	0.06808869027952064	1.413886512949671	0.6116409757153656	1.409320312489768	0.13693379302927539	1.4068935744211553	0.36032544767482366	0.2217781747256786	0.3415689701232655	1.4091644207909702	1.4112068449484345	1.4041196434249055
ICR1	2.180115608339032	2.297106502399783	1.6839479329782143	1.767978422362934	1.413886512949671	2.404175983711334	1.409320312489768	0.9193914464984714	1.4068935744211553	1.0849470554988228	1.450826731941856	1.205954569630584	1.4091644207909702	1.4112068449484345	1.4041196434249055
IRT1	4.84921459427559	4.249468953385909	3.912207746195648	3.6655195243977166	1.413886512949671	6.269069423560913	1.409320312489768	2.818824672061893	1.4068935744211553	2.1913147887683646	4.939903495757593	4.568864649693825	1.4091644207909702	1.4112068449484345	1.4041196434249055
ITS1-1	9.074166953787508	8.99530320116057	10.552899691671737	10.552899691671737	1.413886512949671	9.375927700976172	1.409320312489768	11.00159888932874	8.588382721241128	12.573847217818859	11.746071809201743	11.746071809201743	10.641639102468298	1.4112068449484345	10.435731055875108
ITS2-1	9.52481585548779	9.125946274349847	10.641639102468298	10.641639102468298	1.413886512949671	2.1382576406131837	1.409320312489768	7.044155852900953	1.4068935744211553	8.753257547097324	9.319358897355142	8.93929830392826	1.4091644207909702	1.4112068449484345	1.4041196434249055
LSR1	9.125946274349847	9.088924950001225	10.280278690157264	10.199541120598747	1.413886512949671	11.00159888932874	1.409320312489768	10.81015640473891	1.4068935744211553	10.552899691671737	10.844656263224461	10.81015640473891	1.4091644207909702	1.4112068449484345	1.4041196434249055
NME1	3.6365345359614185	4.098547845405717	8.39218632106191	8.412410843390983	1.413886512949671	1.978222771080993	1.409320312489768	7.452319673384478	1.4068935744211553	7.759289161437836	5.297798123745092	4.230520175704577	1.4091644207909702	1.4112068449484345	1.4041196434249055
PWR1	0.17568688459086684	0.36381034393528616	0.0974590059288438	0.06808869027952064	1.413886512949671	0.6116409757153656	1.409320312489768	0.7135155010992343	1.4068935744211553	0.12233797144952531	0.2217781747256786	0.3415689701232655	1.4091644207909702	1.4112068449484345	1.4041196434249055
