Gene	SRR6205701
ETS1-1	1.409720059154568
ETS2-1	0.22869036810030596
HRA1	0.5652730428570533
ICR1	1.013491428786889
IRT1	1.0640632476571275
ITS1-1	0.6808264437513107
ITS2-1	0.6421947082582729
LSR1	1.5635680653582427
NME1	0.9883835186432552
PWR1	1.7121695195706765
Q0010	0.02852556199986332
Q0017	0.02852556199986332
Q0020	0.49659102783575887
Q0032	0.02852556199986332
Q0045	1.2663602678477779
Q0050	0.02852556199986332
Q0055	0.02852556199986332
Q0060	0.02852556199986332
Q0065	0.5665244128375111
Q0070	0.02852556199986332
Q0075	0.8094661471014455
Q0080	0.02852556199986332
Q0085	0.19106204657243314
Q0092	0.02852556199986332
Q0105	0.02852556199986332
Q0110	0.02852556199986332
Q0115	0.02852556199986332
Q0120	0.2842772001947699
Q0130	0.9381566620838622
Q0140	0.02852556199986332
Q0142	0.02852556199986332
Q0143	0.02852556199986332
Q0144	0.02852556199986332
Q0158	2.021123991343101
Q0160	0.6834981996843632
Q0182	0.1723240620323301
Q0250	0.16317978875846423
Q0255	0.02852556199986332
Q0275	0.1752700346046912
Q0285	0.02852556199986332
Q0297	0.6961194560819757
RDN18-1	8.723349230426791
RDN25-1	12.573847217818859
RDN37-1	1.42866650138009
RDN5-1	0.7130370742700757
RDN5-2	0.02852556199986332
RDN58-1	0.02852556199986332
RME2	5.337772627779393
RME3	0.7744499811378334
RNA170	0.7480207626498231
RPR1	0.7802549391495825
RUF20	0.707369690742344
RUF21	0.7033342161334646
RUF22	0.02852556199986332
RUF23	0.6731399533981315
RUF5-1	0.9201967026473358
SCR1	0.9067861782143664
SRG1	2.2349911102822513
YAL001C	1.7786848525344268
YAL002W	1.9742856784815819
YAL003W	3.957461746675649
YAL004W	0.7178374935828138
YAL005C	9.52481585548779
YAL007C	1.4011889371807715
YAL008W	2.1355697968068825
YAL009W	1.5564224069784476
YAL010C	1.0745744833237936
YAL011W	1.0542247455261498
YAL012W	7.616367451285127
YAL013W	1.6177907847028077
YAL014C	2.2486781702158036
YAL015C	1.0289670333660514
YAL016C-A	0.8446552580624819
YAL016C-B	0.2112374985139629
YAL016W	3.4183685692986354
YAL017W	5.073727900025071
YAL018C	0.6403437086359733
YAL019W	2.2006846691496027
YAL019W-A	0.9019122172582668
YAL020C	1.7777826428770167
YAL021C	1.6544831061133538
YAL022C	1.324398405726623
YAL023C	5.671190090072709
YAL024C	1.2229582997783266
YAL025C	0.8044481977040198
YAL026C	1.5724050148468607
YAL026C-A	0.6762761042437798
YAL027W	0.8419900420316895
YAL028W	1.2480564998957857
YAL029C	1.818144658947136
YAL030W	1.7456837999378207
YAL031C	1.3281722208927422
YAL031W-A	0.627680313132786
YAL032C	1.1966371958227753
YAL033W	0.9469385026199401
YAL034C	3.8740733043045776
YAL034C-B	0.22869036810030596
YAL034W-A	0.7897394191461826
YAL035W	3.9863334759323834
YAL036C	1.8102389070667875
YAL037C-A	0.02852556199986332
YAL037C-B	2.561553758251386
YAL037W	0.8388193113498263
YAL038W	10.117553934834259
YAL039C	3.0126579769421644
YAL040C	4.8946229238656205
YAL041W	1.9917298221884745
YAL042C-A	0.8504834830773427
YAL042W	2.770042601521292
YAL043C	2.2011876759701527
YAL044C	1.5239315688389903
YAL044W-A	1.0935254292969168
YAL045C	0.31975824705013556
YAL046C	0.8319350059758738
YAL047C	0.8951537752034987
YAL047W-A	0.30557744073517695
YAL048C	1.9385927398365532
YAL049C	2.34871368652978
YAL051W	2.2391338607264943
YAL053W	3.64988840644582
YAL054C	6.06996892617588
YAL055W	0.9266650172928423
YAL056C-A	0.1982366169566866
YAL056W	2.7359430786135652
YAL058W	1.131186467983868
YAL059C-A	0.19106204657243314
YAL059W	0.7468890188304745
YAL060W	4.799761425749858
YAL061W	2.57929393918502
YAL062W	5.738547062903917
YAL063C	6.937100375403031
YAL063C-A	0.6152763149756056
YAL064C-A	0.02852556199986332
YAL064W	0.6961194560819757
YAL064W-B	0.725706179670363
YAL065C	2.0401251807843512
YAL066W	0.5490332218983595
YAL067C	0.8653875869893902
YAL067W-A	0.7063037374207151
YAL068C	0.02852556199986332
YAL068W-A	0.02852556199986332
YAL069W	0.4239080135690584
YAR002C-A	2.2290109047642828
YAR002W	1.4925855117465145
YAR003W	1.9550698537680047
YAR007C	2.344728174186841
YAR008W	0.8846969180050994
YAR014C	1.7425565578663098
YAR015W	1.4585604137045687
YAR018C	0.8723916506667486
YAR019C	1.8476085412142558
YAR019W-A	0.23689834990677
YAR020C	0.37459771056712254
YAR023C	1.1238470649192767
YAR027W	0.32656551084756413
YAR028W	0.8326269505498941
YAR029W	0.8803123530628553
YAR030C	0.6071590975130858
YAR031W	0.02852556199986332
YAR033W	0.18754090720369615
YAR035C-A	0.02852556199986332
YAR035W	2.4177878112283935
YAR042W	3.021998183373067
YAR047C	1.3684660856247857
YAR050W	2.098243135262806
YAR053W	0.1982366169566866
YAR060C	0.31899004249676943
YAR064W	0.02852556199986332
YAR066W	0.02852556199986332
YAR068W	0.7382097427919292
YAR069C	0.2710396601910656
YAR070C	0.02852556199986332
YAR071W	1.0768166460394113
YAR073W	0.17975988609599095
YAR075W	0.02852556199986332
YBL001C	1.2600294301319235
YBL002W	3.3501961976849
YBL003C	1.4230001805754744
YBL004W	2.57826218236287
YBL005W	1.9930954001587584
YBL006C	1.8168572078861807
YBL006W-A	0.1702111123158589
YBL007C	2.8177785565800013
