Gene	SRR539261	SRR539262	SRR539263	SRR539264	SRR539266	SRR539267	SRR539268	SRR539269	SRR539270	SRR539271	SRR539273	SRR539274	SRR539275	SRR539276	SRR539277	SRR539278	SRR539279	SRR539280	SRR539281	SRR539282	SRR539283	SRR539284	SRR539285	SRR539286	SRR539287	SRR539288	SRR539289	SRR539290
Q0105	0.6798872843417263	0.24501143898526317	0.6915810041048438	0.6973818052401605	0.7696555712745202	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.9138709659055333	0.5221136021476476	0.4701069672988748	0.4499277743875222	0.9695684403067402	0.45532081884020703	0.2177823064502422	0.5552584384304364	0.42969532052105464	0.1849719561948744	0.2181837281279414	0.47454343150280187	0.08774073986922236	0.10666002717647864	0.2194816599902179	0.16543679127458694	0.30946238935626597	0.11935523608892995
Q0110	1.3894243471941294	1.2112873315449775	1.6361432233102766	1.562066584656351	1.600597257338201	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	2.1211567554817066	1.5861351947685094	1.2846465110949226	2.823645356160293	3.339568428474442	2.072190379180247	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.301858937033238
Q0115	1.1526074229988923	1.002437939567922	1.3819605446998509	1.4743893108957125	1.6157980559640246	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	1.2052828384228216	1.1045372274060823	0.4701069672988748	1.7407856438486111	1.2841295244836919	1.213226283294488	0.4719676881004735	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0120	0.9549691177362007	0.8854780728393037	0.34310138635996845	1.1112839005039543	1.0783707760563	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	1.5846208317780734	1.741684075375925	1.3944033210862463	2.303510144227121	1.3902770519655587	2.1573168801756766	0.5021547946305174	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.2785721402735	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0130	0.931344610125167	0.8783278655729567	1.1038925218754234	1.0315712963259398	1.0851798882999828	0.39597379959843887	0.8513296959887352	0.3996255273107284	0.9632418909111051	0.7724329019330936	1.4883610245068999	1.381206901452859	1.2972508107415972	1.3305398535552853	1.3415110593736435	1.8509406184903714	0.2177823064502422	0.8011863337901299	0.704404631296383	0.7646071721649352	0.6141669250256355	0.7201504356193501	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.3922958438433781	0.11935523608892995
Q0140	3.798028662976357	3.08678411185957	4.405524783141014	2.7972860643962707	2.727047003349352	1.2765281362375371	1.8032005268678981	1.4876842310479825	1.5789424786047124	1.3385904840692564	2.615639315579277	2.480208119311718	3.9472911763865235	1.958952140974369	2.8246163002615052	2.294674582234574	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.2978374008712847	0.10666002717647864	0.3461487862982448	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0142	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.24370094837661438	0.24937839023521208	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.5221136021476476	0.4701069672988748	0.4499277743875222	0.5136227744509562	0.9207033761235819	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0143	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.24370094837661438	0.24937839023521208	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.5221136021476476	0.4701069672988748	0.4499277743875222	0.5136227744509562	0.45532081884020703	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0144	0.26841398788083826	0.24501143898526317	0.7683673250961773	0.24370094837661438	0.24937839023521208	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.5221136021476476	0.4701069672988748	0.4499277743875222	0.5136227744509562	0.45532081884020703	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0158	4.345100504035207	4.095236536566812	5.158695533469638	6.420164204358091	7.0222452048708615	1.3234131193425862	1.4463131744757414	1.0595443395303565	2.098243135262806	1.8751682862575443	9.852400593668355	9.76669227681463	10.199541120598747	10.464779104646581	10.522352049194033	10.435731055875108	1.3037080375510126	1.3457718543346828	1.1756686200496684	1.7306458406861647	1.5151191164041753	1.5975116473931004	0.5521116404009705	0.4566893599701294	0.4752234640684301	0.5054916756836888	0.4318143100194289	0.5073735463765363
Q0160	1.0193604770748497	0.7842169212265224	0.7910167738632395	1.090563015008374	1.1703553691207162	0.39597379959843887	0.7996638622636508	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.9046620305559447	1.2651373876563992	0.9639218895266845	1.9385927398365532	4.140994159752146	2.2918644482081616	0.6915810041048438	0.6418064258177824	0.6589989657328161	0.4923931415807441	0.6046520906261859	0.6032366703699997	0.08774073986922236	0.3662907631138216	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0182	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.24370094837661438	0.5518499908214171	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.5221136021476476	0.4701069672988748	0.4499277743875222	0.5136227744509562	0.45532081884020703	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0250	0.7600788758569519	0.9091841839211225	0.34310138635996845	0.6679328224002313	0.7436679675413722	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	1.394718868332098	0.5221136021476476	0.4701069672988748	0.8887849000597298	0.5136227744509562	0.8613093160049995	0.2177823064502422	0.5903219836185399	0.430393118357813	0.5922278607889908	0.5572013747057557	0.5521116404009705	0.2401792205849245	0.10666002717647864	0.2222569322296936	0.39049370778711595	0.12320022029629073	0.11935523608892995
Q0255	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.7628425901221484	1.028629585526096	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	1.0186115152430946	1.060253286938782	0.4701069672988748	1.6125525588231224	1.529013740967798	1.1196400627799217	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.24716121131643687	0.10666002717647864	0.2267606028019981	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0275	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.6100587337237078	0.8031571360936979	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.9938704294754679	0.4701069672988748	0.4499277743875222	0.5136227744509562	0.45532081884020703	0.47379653305708536	0.4984129039627836	0.567044210286691	0.6418064258177824	0.2181837281279414	0.4752234640684301	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.3051693865548923
Q0285	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.5790284656813238	0.6451396986603857	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.5221136021476476	0.4701069672988748	0.8513296959887352	2.501643485763367	1.0673871708498839	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
Q0297	0.26841398788083826	0.24501143898526317	0.34310138635996845	0.24370094837661438	0.24937839023521208	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.928467265200341	0.5221136021476476	0.9874141180459743	1.344013453812479	0.5136227744509562	0.45532081884020703	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
RDN18-1	6.323736214613266	6.778931587152802	6.944767478794507	1.2206702512481717	7.600756038901974	6.998942911766678	7.260831774972612	7.504124333254944	6.92429676063609	6.930892276498298	10.81015640473891	10.844656263224461	10.641639102468298	10.81015640473891	10.81015640473891	10.81015640473891	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	8.46664072431871	5.690900092936525	8.210394472430057	5.342706711427809	5.429915968420845	5.651358697031413
RDN25-1	10.844656263224461	11.237759902083965	10.844656263224461	11.746071809201743	10.142519078392704	11.237759902083965	11.237759902083965	11.00159888932874	11.237759902083965	11.237759902083965	10.912307204971501	10.912307204971501	10.912307204971501	10.912307204971501	10.912307204971501	11.00159888932874	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	10.912307204971501	10.844656263224461	8.911328416205382	10.844656263224461	10.912307204971501	10.81015640473891
RDN37-1	6.4842405688005735	6.955602574207282	6.357938288444218	4.3077137918307145	3.5882387985089723	7.707046698450163	0.6684648275706963	7.256055791308917	0.7828637309128312	0.39445885160376093	10.280278690157264	9.805057292625115	0.7753720462014426	8.914949918731832	7.831837126769764	8.412410843390983	5.176222985074224	6.557382184727108	5.337772627779393	6.029857453339096	5.9061188668878	5.326030439799245	10.280278690157264	1.4202205763178386	10.912307204971501	1.842072787613654	3.4503196609897824	4.036302961834079
RDN5-1	0.26841398788083826	0.9559270426684101	0.8587677141755604	0.24370094837661438	0.24937839023521208	1.4469538694385147	1.4815693909016412	1.3644767947734457	1.2434404156409642	0.9849088553355517	7.130206970739139	5.458075625872152	6.420164204358091	1.823524216796047	2.546082799072246	3.0767255307004113	0.8956556887395885	0.8922610650053697	0.8891103393145205	1.2913352662345878	1.501621544474332	1.2691976674074679	1.0534741343682374	0.7711101213283064	1.1214769590037348	1.129073223532977	1.1836168494054469	1.2387497879179086
RDN5-2	0.829194490249531	0.7281818702098921	0.34310138635996845	0.7766687956308969	0.8025121228772572	1.096419128802456	0.37081052947897053	1.348744307195407	0.47763700724391217	0.8189982538909084	2.5392255125053955	0.5221136021476476	0.4701069672988748	0.9299870381883784	0.5136227744509562	0.45532081884020703	0.7033342161334646	0.17795800863226827	0.1906244124335485	0.6798872843417263	0.2181837281279414	0.2194816599902179	0.08774073986922236	0.10666002717647864	0.07854303402719548	0.16543679127458694	0.12320022029629073	0.11935523608892995
RDN58-1	1.189526923217274	1.173508971576535	1.1404752706727965	1.035360283919332	1.0868748387934117	3.0921484356185216	2.8204149754033576	3.3424078000505606	1.4045529313502614	1.1689614482388622	3.36298006335337	4.387872653029509	2.7761587750330166	2.2503989541749037	2.0660560234618797	0.45532081884020703	0.2177823064502422	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	5.303056742831767	0.6709522371016416	5.105440806954331	0.6356860003661565	0.6468313922221081	0.9611980820595923
RME2	1.0999972903767248	1.0973958487762088	0.9970132114235448	1.2735185531910227	1.1017858640462195	1.187846169315188	1.1232417412160656	1.0797602750252724	0.7965395780524327	1.1960528943257536	3.3953082884464205	5.629882057012521	4.313045056291725	4.240273134165573	4.829396729634247	3.280344810496498	0.6770069028570742	0.7110681275338336	0.7146356463387671	0.7889168543702989	0.7266250035208726	0.7770219990565302	0.9743052259343197	0.9867699966187559	0.934316679094194	1.0197947116856545	1.0431403711123535	1.0229224682892946
RME3	0.8495798478255183	0.9897063769477794	0.848790046358479	0.8704142608547896	0.758492713051962	1.090225544729482	1.1876317160872933	1.0356085589149702	0.47763700724391217	1.0928929582693245	2.493468214345194	1.1798981981312535	1.5203257361574327	0.4499277743875222	1.8582246046504713	1.2703692492545162	0.7819904133911513	0.7578489448693062	0.826127904557338	0.7357455839932083	0.7382097427919292	0.7634694021266656	0.08774073986922236	0.10666002717647864	0.6421947082582729	0.16543679127458694	0.12320022029629073	0.11935523608892995
RNA170	0.26841398788083826	0.6877504396333629	0.34310138635996845	0.24370094837661438	0.5971051858668761	0.39597379959843887	0.37081052947897053	0.3996255273107284	0.47763700724391217	0.39445885160376093	0.45251140107990856	0.5221136021476476	0.4701069672988748	0.4499277743875222	0.5136227744509562	0.45532081884020703	0.5424414399809163	0.7080680723810979	0.58727756212579	0.5721455431645113	0.6136627446315588	0.7077164784066974	0.3415689701232655	0.10666002717647864	0.07854303402719548	0.39297515425039836	0.12320022029629073	0.11935523608892995
RPR1	1.1545595648822389	1.0946528483688078	1.1103122698930903	0.6447420160585566	0.7412483470140416	1.496172499489595	1.4041196434249055	1.1085103146361441	0.47763700724391217	0.7727346830334092	1.286963874401182	2.648208045024382	1.6565084156699605	1.225273978265223	1.697594924636399	2.9184413393013573	0.804032479127476	0.8930669554182012	0.7501573286755157	0.7225417736223748	0.8071320792096344	0.8189982538909084	1.1612596429452013	0.8343121206638889	1.0620092410591986	0.617894412906065	0.62218124939354	0.5982787279438966
RUF20	1.7322762965793785	1.8796654367735246	2.4124888190019846	1.4995324972953474	1.477284535016142	2.0065264190459566	2.249294905800922	2.1628272136075752	1.9545018258897104	1.8978564879187836	8.434821871571547	8.914949918731832	8.39218632106191	8.423926762592561	8.768000765249877	7.72279632842891	0.7646071721649352	0.7423687155108252	0.7795967607280236	0.7539823913425328	0.7510860505574563	0.7600788758569519	1.6267291619960988	1.3475180051346685	1.4717313078148495	1.2075333296156616	1.278015043196153	1.2370742613626269
RUF21	2.481093845262535	2.552184686978242	3.3182483500954785	2.3749171814102237	2.082836228053722	1.5354388730194157	2.363026628901173	1.430962042613745	1.5835072582584249	1.3883336529980856	8.412410843390983	8.6642995021941	8.020791325790096	8.046887285326775	8.6642995021941	7.914892581102297	0.5271488259666935	0.17795800863226827	0.1906244124335485	0.1849719561948744	0.2181837281279414	0.2194816599902179	1.7595065951320168	1.6016840232677039	1.7234132347738287	1.209783146613728	1.3714745981413565	1.3024132409882963
