Gene	ERR391753	ERR391754	ERR391755	ERR391756	ERR391757	ERR391758	ERR391759	ERR391760	ERR391761	ERR391762	ERR391763	ERR391764	ERR391765	ERR391766	ERR391767	ERR391768	ERR391769	ERR391770	ERR391771	ERR391772
Q0143	0.5641168980150094	0.6523946361960001	0.7753720462014426	0.3110533168224849	0.39333242006532065	1.0409150570591736	0.7370718137938708	0.49543834302570966	0.710317831058772	0.33044580365872017	0.30853219322205705	0.751440780449049	0.3874825560150803	0.7646071721649352	0.3760889185779608	0.3359352747643932	0.44920533555021547	0.6881088017278689	0.6755341155140033	0.46507559048819913
Q0144	0.9040819372540617	0.6523946361960001	0.9013559342382143	0.3110533168224849	0.7518197063446945	0.252291788408143	0.6385684753242986	0.49543834302570966	0.25745313646075263	0.7443886325940751	0.6482707567971081	0.2518792436918613	0.7423687155108252	1.1262469579325922	0.848790046358479	0.3359352747643932	0.44920533555021547	0.7088185628369598	0.2797860024308806	0.8590976917728772
Q0158	3.950658197788335	4.427127418479231	5.188912633503921	1.8306846403244625	5.250141620448647	1.8018637254883376	2.377981094135796	2.8994004060215004	4.726828309055095	3.917849106492046	2.283032536409964	1.8621745052873597	2.420687078884888	5.326030439799245	6.300379556567287	2.3765416709816014	3.5088985349832336	4.391961552362714	4.036302961834079	6.895388895706729
Q0160	1.0946528483688078	0.6523946361960001	1.0282964025478067	0.3110533168224849	1.8558200907599065	0.8507753593602431	1.3978876402857363	0.49543834302570966	0.987646160474418	1.3819605446998509	0.7714851308149253	0.896880253932235	0.9897063769477794	1.2923223034287472	2.442024302619494	0.8316753871885318	0.44920533555021547	1.8567523784198223	1.1727605352718977	2.172601727044219
Q0182	0.5641168980150094	1.0789248223624046	0.6381422854777505	0.3110533168224849	0.7494885937549158	0.252291788408143	0.5397018892973792	0.8363704990888308	0.5952723510172941	0.7535988735485799	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.42788142721462175	0.3760889185779608	0.3359352747643932	0.44920533555021547	0.3616092711581004	0.5927246552392569	0.8683377952381734
Q0250	0.5641168980150094	0.6523946361960001	0.7460564656973228	0.3110533168224849	1.0522498384391397	0.252291788408143	0.5441543021045406	0.49543834302570966	0.25745313646075263	0.8244145855901484	0.30853219322205705	0.2518792436918613	0.3874825560150803	1.0431403711123535	0.7588446364791922	0.8578670297621598	0.8172787464492939	0.3616092711581004	0.7677272722686732	0.46507559048819913
Q0255	0.9373763553659082	1.4171974077462768	1.8503438674172439	0.8464496693006938	2.369475318493415	0.9669516944078411	1.5745575880332998	1.1024437860179093	1.7094249531906982	1.6858271449771545	0.730618234007794	0.8729006504744858	0.919700102856168	3.057758765290459	2.3755996625834523	0.3359352747643932	0.44920533555021547	1.9216411488803926	0.8953965829102831	3.419790577535222
Q0275	0.5641168980150094	0.6523946361960001	0.28762989241247483	0.3110533168224849	0.7522334079491032	0.252291788408143	0.23223428275190774	0.49543834302570966	0.25745313646075263	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.871479188618478	0.8634356106544081	0.3359352747643932	0.8449857905079575	0.3616092711581004	0.2797860024308806	0.46507559048819913
Q0285	0.5641168980150094	0.6523946361960001	0.28762989241247483	0.6408197130769728	0.39333242006532065	0.252291788408143	0.5436766210011217	0.49543834302570966	0.25745313646075263	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.42788142721462175	0.3760889185779608	0.3359352747643932	0.44920533555021547	0.3616092711581004	0.2797860024308806	0.46507559048819913
Q0297	0.5641168980150094	0.6523946361960001	0.28762989241247483	0.3110533168224849	0.7634694021266656	0.252291788408143	0.23223428275190774	0.49543834302570966	0.25745313646075263	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.42788142721462175	0.3760889185779608	0.3359352747643932	0.44920533555021547	0.7165983399507594	0.2797860024308806	1.0312999689813853
RDN18-1	8.98404843909703	10.117553934834259	10.280278690157264	9.101443759654353	10.117553934834259	8.911328416205382	8.99530320116057	7.862924413071527	9.819641498961985	10.171459498227641	10.522352049194033	9.051584127962045	9.029508630353824	8.160510367419567	9.76669227681463	8.871773971246022	10.464779104646581	9.125946274349847	5.629882057012521	9.805057292625115
RDN25-1	8.551859251389569	9.812777547282774	11.746071809201743	10.464779104646581	11.237759902083965	11.237759902083965	11.00159888932874	8.442747344000118	11.237759902083965	10.522352049194033	11.746071809201743	9.52481585548779	8.723349230426791	11.237759902083965	11.746071809201743	10.552899691671737	11.746071809201743	10.81015640473891	10.912307204971501	11.237759902083965
RDN37-1	7.526913510169944	8.63309550036581	11.00159888932874	8.784921741103126	10.81015640473891	9.101443759654353	10.81015640473891	8.046887285326775	11.00159888932874	10.81015640473891	9.425309129682937	8.871773971246022	8.056476510665892	10.574262456909707	10.844656263224461	9.812777547282774	10.280278690157264	10.574262456909707	10.435731055875108	10.912307204971501
RDN5-1	6.077760145565703	8.850313243209811	2.104829009437323	1.2065887976449983	6.269069423560913	0.9758400181882549	0.23223428275190774	2.552184686978242	1.1396220270305355	1.1443040696608044	2.6492113934734416	0.876825330330889	6.563745911731264	8.6642995021941	6.227864180886803	1.4216540592199545	8.768000765249877	2.1635733194087736	1.21888598085886	9.644976805209001
RDN5-2	2.224654754674008	4.572996055202996	1.5243499767784334	0.3110533168224849	2.7515201120366237	0.252291788408143	1.2505964750371605	1.1418896722107872	1.4129375666017845	1.2728624809512972	1.2990993598397345	1.0872165347292864	3.057758765290459	4.907260539092376	2.8726040397390435	0.964905161425151	4.69359636324986	1.3987662411436639	1.111007564986213	6.060283028770828
RDN58-1	8.504373212476374	8.768000765249877	5.740083331388864	7.24882279610034	6.895388895706729	7.538814871725129	4.3077137918307145	7.606017171227773	5.303056742831767	5.746537922139947	7.8272803844083185	8.723349230426791	8.046887285326775	6.011429737802256	6.467132649298106	7.880422303718248	8.286857413476742	5.887129146400355	5.0627934665762355	8.265560931278268
RME2	2.7806199396813334	1.953106770249105	1.2465174617581214	1.5028139645230372	1.2529480212507202	1.5004388826512411	1.360165323324709	2.0557131279040917	1.2328644558088235	1.0183487970811413	2.3765416709816014	1.5535002183905084	3.561811285658851	1.9042613485932103	1.3760710305810273	1.2033234508590933	2.4298361501877337	1.2691976674074679	1.2596059983287742	1.4392876527397185
RME3	1.182956188798627	1.891495250699825	0.9899569520671597	1.0216393944993665	0.831389974392703	0.252291788408143	0.49305498645995616	0.9371291489686768	0.997254831454268	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.42788142721462175	0.3760889185779608	0.3359352747643932	1.429801764449501	1.116624336719814	0.2797860024308806	1.3091106121229599
RNA170	1.8718570360116171	2.6893174363045516	0.8554779256733471	1.1474186259876649	1.4920575064877233	1.0896167580882012	0.7315704407550351	0.9605843630498654	0.8289006896293571	0.33044580365872017	1.1427169071468442	0.8182327439692989	2.3302910388563323	2.3387938737247054	1.5224920722512671	0.722895382901105	4.603291316450904	0.7961641269669655	0.7398670240422394	3.1864854243851646
RPR1	4.028292218176172	5.6964330712942255	1.659343396514644	1.5292508517723258	4.328475630067351	1.131980600702576	1.073337707568333	2.2281517907783117	1.1886690744453223	1.1082018966530407	2.6790316559669365	1.496172499489595	5.0896485219664775	6.572830171357219	4.006626424858978	1.5717885220996421	7.27769815307498	1.5877648589418376	1.0309869218166934	6.822758654857034
RUF20	1.6959077527971895	1.516250673416854	1.9503098182662952	1.1107469706280324	2.03534585680023	1.2373475300285457	2.22556986100495	1.8506256046287892	2.031184821397736	2.1826092648909574	1.3929997223102353	1.565608695864933	1.1359476891001865	2.0360229699991734	1.9545018258897104	1.7165320269438396	1.0160625928003053	2.473064790075078	2.240774278347034	1.2170510280699494
RUF21	3.300276755384388	5.89275941867192	5.8754813720011185	6.41573750131383	5.214611347083714	4.353189861298398	4.451413864625257	4.750955268123949	4.78150582593166	4.750955268123949	5.713891636987398	3.4278401444799966	5.246054255182271	4.850972358072251	6.682125554853802	4.669328783620941	4.357783861344105	4.5478797739475185	4.561149509162873	6.741414169621715
RUF22	0.5641168980150094	0.6523946361960001	0.28762989241247483	0.3110533168224849	0.7352621973660436	0.252291788408143	0.23223428275190774	0.49543834302570966	0.25745313646075263	0.33044580365872017	0.7504586126648863	0.6574487098445283	0.8404191427597943	0.42788142721462175	0.7318749138518573	0.6968115015283723	0.44920533555021547	0.3616092711581004	0.2797860024308806	0.46507559048819913
RUF23	0.5641168980150094	0.6523946361960001	0.6639447233202856	0.6421947082582729	0.39333242006532065	0.5908384469996739	0.5834878577075165	0.49543834302570966	0.6834981996843632	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.9151247230451005	0.3760889185779608	0.7634694021266656	0.8560850564661207	0.3616092711581004	0.6394412578338934	0.46507559048819913
RUF5-1	8.553860458692217	8.551859251389569	9.172262829644419	8.956104025611879	9.125946274349847	9.074166953787508	9.125946274349847	8.98404843909703	8.871773971246022	9.117671523485999	8.93929830392826	8.850313243209811	8.76194299762172	9.319358897355142	9.425309129682937	8.970719208561526	8.504373212476374	9.101443759654353	9.396358655913309	9.172262829644419
SCR1	6.998942911766678	8.656766651976838	1.5603798595325304	1.492378302795002	7.224156693639491	1.278015043196153	1.1697895643101346	2.8867415586917833	1.038205671479935	0.9539984879750607	3.8740733043045776	1.4831703654821942	6.174424764100635	7.779144866243497	7.24882279610034	1.3978876402857363	9.112524713799722	1.642397921205263	1.1764042891008426	9.471995685274207
SRG1	1.2496427772250065	1.1886690744453223	1.0677653408088337	1.0133313568201237	1.2428922172868966	1.2007186097942824	1.1415033339809175	0.49543834302570966	1.2808837101801926	1.00507137768588	0.8535660412014979	1.073337707568333	1.0916135969865763	0.9246737224747658	1.252326379107249	1.0580618255299008	1.150900414192161	1.0752563764873915	1.024215257993692	1.5972571628883525
YAL001C	1.5966652004100594	1.48867357331999	1.5205629116716517	1.409720059154568	1.7649464359977207	1.3929997223102353	1.8041667837271471	2.2051625184395562	1.5232521340436098	1.9455556625242654	1.5127951022760495	1.357093238637974	1.2923223034287472	1.38626236452865	2.1501810249480657	1.474621516759142	1.6577136714854723	1.9539351708268415	1.747802617367464	1.733339930289626
YAL002W	1.705591203277634	1.6799275588702725	1.172210515363369	1.3808728448729584	1.4542909008792435	1.2717795696074181	1.161876185142916	1.300809554846066	1.2799158377067092	1.1123526696007098	1.4982126559964353	1.413750882644073	1.641970599449852	1.707709794248704	1.3790840131966118	1.4975496678286222	1.6766235412551502	1.1451846328294015	1.1775742970003276	1.793387141377927
YAL003W	7.812264749543306	8.1846594402742	7.606017171227773	7.366089494619184	7.812264749543306	7.71512858707781	7.504124333254944	7.695114771057331	7.616367451285127	7.548142523983204	7.538814871725129	7.616367451285127	7.85550014756928	7.862924413071527	7.668998893646417	7.797260870173277	8.118473135183752	7.508504588196985	7.520099548812197	7.606017171227773
YAL004W	0.5641168980150094	0.6523946361960001	0.28762989241247483	0.3110533168224849	0.39333242006532065	0.252291788408143	0.23223428275190774	0.49543834302570966	0.25745313646075263	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.42788142721462175	0.3760889185779608	0.3359352747643932	0.44920533555021547	0.3616092711581004	0.2797860024308806	0.46507559048819913
YAL005C	2.61708741874268	4.008220395273493	7.867481683391784	4.044020079094437	7.305415323846928	3.7070775890072465	5.746537922139947	2.392963685271491	6.093306801816242	6.900381552617359	2.926157953331201	1.6782926412943073	4.574083508001213	7.394035940132895	6.724966066683784	2.926157953331201	3.9863334759323834	7.759289161437836	5.8564405476230075	5.651358697031413
YAL007C	3.799778215984312	3.5359051707531277	3.2815366261162606	5.590674566259598	2.1165212370222917	5.103148485932367	1.8411248857219307	4.557809981052351	2.344562183944351	2.521101674606978	4.073882342470501	3.2232064078617793	4.2535189859670375	2.129475357883412	1.8146625477499978	2.451004067831933	2.7972860643962707	3.093344163591614	2.131787826302509	1.4635584383856446
YAL008W	1.5955722853176582	1.1126565464575608	1.367055198302526	1.6000408785773044	2.2895468382911606	1.3919775348553085	1.4889170515385628	1.4456715359129493	1.0916135969865763	1.5671394609221796	0.9802492827846206	1.5848448713352263	1.9234247177998691	1.4906276215362468	2.2751573507132083	1.8660737995281478	1.9850591408250922	1.4402459924806543	1.5114584434002118	2.423014679806993
YAL009W	1.7190112690213155	1.8884953637831412	1.5112165737240446	2.510724974729691	1.117615484329586	2.5360561628098353	2.3290883439127854	2.343181176737525	1.7777826428770167	2.03977835476478	2.0205315969304243	2.320239405552545	1.8634848043574737	1.4350123561332704	1.38626236452865	1.8978564879187836	1.6407435993404742	2.0683694369512713	1.7854881054893446	1.033636224741183
YAL010C	1.529013740967798	0.6523946361960001	1.0506206904170519	1.3349899647203936	0.6959187167058312	1.501621544474332	1.292629221556809	1.7372149256233413	1.2370742613626269	1.2238947153069777	1.394718868332098	1.5612360387035995	1.1768865383578424	1.162908590610614	1.1693011054808786	1.2332902771146435	1.2177858019290415	1.171629642308065	1.5624934028355937	1.0645447734131879
YAL011W	1.1423274349147043	1.747438018768571	1.5857392543765376	1.4810343596054225	2.0187437520904106	1.797745008479322	2.6101145829495556	1.2799158377067092	2.2756724423682018	1.4741673230553414	1.365390131388766	2.357081492395993	1.0254887636683518	2.2895468382911606	1.797745008479322	1.5286315187215744	2.3616574388782685	1.5446999455982877	1.8747894065030453	1.1609903965734965
YAL012W	7.504124333254944	6.868935614953566	7.85550014756928	5.933651173972283	7.688236127974032	5.89275941867192	7.7327225049248325	7.130206970739139	7.520099548812197	6.868935614953566	6.300379556567287	5.930064350653287	6.993166635916397	7.183092421429269	7.862924413071527	6.420164204358091	6.244440612975547	6.682125554853802	7.440454892985944	7.093352780634183
YAL013W	1.1746496573155416	1.4114164461051828	1.5846208317780734	2.3681039251099754	1.3305398535552853	2.605405603268127	2.281097155919608	1.3171250760795405	2.0428975087879375	1.745035648983397	1.4551917580757212	3.2929327541440774	1.704032615821369	1.5640266466032913	1.3878538518315473	2.613375743194579	1.8563991097203076	1.3956353535158996	1.7325945527988835	1.6161404640229575
YAL014C	1.600597257338201	1.8522239115971626	1.213226283294488	1.7754450633081473	1.235823328863909	1.5706449347314781	1.601995706614554	1.5966652004100594	1.1098101859061158	1.0783707760563	1.525549913554145	1.2477748883913908	1.5755202035114864	1.373547042539183	1.1423274349147043	1.4149951236365717	1.2420934706169506	1.203700473217854	1.1943972534751977	1.3309889362146703
YAL015C	1.7067896939272929	3.3672862098940812	2.739786650788983	4.558664695048312	2.025018937839265	5.337772627779393	1.9976876306745353	1.6168179568410703	2.4824170912183003	2.686570025938644	2.3178566481099607	4.407476367276523	3.235662259558635	2.2707860252902994	2.209239445250577	3.1318081806803155	3.591189987858825	2.601045467599933	1.8999045250906699	2.8928216569365635
YAL016C-A	0.5641168980150094	0.6523946361960001	0.28762989241247483	0.3110533168224849	0.39333242006532065	0.252291788408143	0.6394412578338934	0.49543834302570966	0.25745313646075263	0.33044580365872017	0.30853219322205705	0.2518792436918613	0.3874825560150803	0.42788142721462175	0.3760889185779608	0.3359352747643932	0.44920533555021547	0.3616092711581004	0.2797860024308806	0.46507559048819913
YAL016C-B	1.9316396129047	1.6097985927279486	2.4564300326943167	1.9545018258897104	2.501643485763367	1.779622368055025	1.845039172410917	2.1133040755762065	1.7608233986546276	2.090307993916507	1.7631550362831687	1.718325626792339	1.8183220320019653	2.1816882926732486	2.417312664283963	1.942661987200443	2.0144356144853104	2.2751573507132083	1.896722479368395	2.249294905800922
YAL016W	2.9598179000548117	3.4396204990464385	2.7665556795752297	3.289995631613292	2.537040873038848	2.645560222238343	2.0042964095774085	3.093344163591614	2.6505604269282848	2.5009807010328653	2.9662651880583235	2.718226567533397	3.329659069908829	2.4668070818100665	2.554144860755758	2.7665556795752297	2.5550116198963395	2.975712546206915	2.1324072544269503	2.2653452263781766
YAL017W	0.5641168980150094	0.6523946361960001	0.7266250035208726	0.3110533168224849	0.9460013252448686	1.045930600172146	0.23223428275190774	0.8771023698167957	0.7152907950499329	0.8729006504744858	0.7766687956308969	0.5436766210011217	1.1615563671453117	0.927122541981237	0.9825092148543371	0.9818580422591981	0.7727346830334092	0.9322234826817586	0.6808264437513107	0.8830288717966792
