Gene	SRR7160762	SRR7160763	SRR7160764	SRR7160765	SRR7160766	SRR7160767	SRR7160768	SRR7160769	SRR7160770
YCR038W-A	0.13603884044787912	0.18586035592533104	0.10996205541601414	0.14304056212331384	0.1570937506772226	0.10666002717647864	0.1456912442174261	-0.02169505235819769	0.07060684038447437
YCR041W	0.5261006204665526	0.5572013747057557	0.5552584384304364	0.5122477069833963	0.5283350816256487	0.49060321102081594	0.5304464705017393	0.5665244128375111	0.5366827304640422
YCR042C	2.658675881433688	2.6245382980874066	2.6790316559669365	2.3578995679603594	2.944447566445395	2.271833913024753	2.4290492322557995	2.648208045024382	2.4739120569869946
YCR043C	1.2039584960010583	1.2409288391264588	1.3728223154437171	1.3288917774696047	1.4363850329640067	1.596884389174878	1.1935893676911817	1.1963040116402586	1.368060880376341
YCR044C	1.8096230721319877	1.8634848043574737	1.873870147159618	1.5924579144822761	1.9119236944087343	1.5893080463976754	1.5191262638811427	1.8924826789847597	1.8917751061657104
YCR045C	1.0938815564260522	1.0436125314865472	0.9788131991478303	0.8959103052597331	1.150900414192161	0.987646160474418	0.9180590525370217	1.0610885679771462	1.1621998240219817
YCR045W-A	0.5697006822269474	0.5588598557716499	0.4707279028120907	0.5167122529695116	0.58391998782257	0.517308718452646	0.5117030417349546	0.5201636946856775	0.6131824478733482
YCR046C	1.0482426265734839	1.1409858583644557	0.9552307699434832	1.097751571271283	1.0622461213374534	1.1238470649192767	1.0959685486426314	1.1584854545954877	1.2241679697583268
YCR047C	0.9250325975937261	0.9462535137832195	0.826789556387002	1.2014263790212436	1.0959685486426314	1.4282053822722922	0.9693427296691977	0.9127122965571399	1.166492305775139
YCR047W-A	0.5514640123641901	0.4947753174049054	0.4984129039627836	0.6011662844932083	0.6443474910865785	0.7346057438576441	0.5543029728825882	0.44311273052088745	0.5998147956284894
YCR048W	1.0954025364302304	1.2268126518517628	0.954325576294455	1.4402459924806543	1.0555614964794227	1.525057166372086	1.3337051862691387	1.0701663811204902	1.2642594171439343
YCR049C	0.6739944865519218	0.695195591854217	0.6643866703191339	0.7412483470140416	0.6564524112985067	0.822218783684916	0.730618234007794	0.6902832998462789	0.710317831058772
YCR050C	0.5616107137806461	0.5271488259666935	0.4673378023966709	0.5562005816423163	0.4838253978694283	0.61935942895501	0.5562005816423163	0.45532081884020703	0.5922278607889908
YCR051W	1.1391405974619113	1.3234131193425862	1.1138937179075852	1.8012729415122208	1.2275746438777642	2.2799860981777	1.4074153161978629	1.1648391710238224	1.727025727967995
YCR052W	2.1054142476313746	2.1341307785371875	1.8589321893521698	2.171638773334146	2.2307641931138216	2.3718891893662852	1.9348946063927088	2.0937881790758803	2.6000404009872016
YCR053W	5.738547062903917	5.248186072983275	4.964737367963922	4.912793086107758	6.045619567726437	5.625122746892046	5.025657299031922	5.299463230936978	5.269257439463912
YCR054C	1.0653490511795412	1.0099195635049858	1.0938815564260522	1.1129147446039647	1.1138937179075852	1.2320230930159135	1.1648391710238224	1.0116284524620207	0.9469385026199401
YCR057C	1.548731520113193	1.2923223034287472	1.1886690744453223	1.962763251898787	2.4328399607685656	2.550739630484458	1.4982126559964353	1.3091106121229599	1.703317480230945
YCR059C	1.2632038420686231	1.2326706320590861	1.1273076555004564	1.5313347836832316	1.341263856247239	1.8599664858386786	1.2448697540430942	1.2084135965955751	1.6657402654275473
YCR060W	1.18981056668318	1.2580182814788776	1.3032615397932403	1.2078478808403994	1.2751608952113809	1.2400539344887758	1.0177403570649581	1.2686697728616936	1.5673810408813813
YCR061W	1.4592999937587359	1.7228451004078127	1.4193243341051838	2.016173527475776	1.1953274087914725	1.3551357583147587	1.8721138125102303	1.5484473938102592	1.908471646060729
YCR063W	0.5479612307343303	0.5196139159186952	0.5088676159956668	0.5149150458919545	0.5643480776252439	0.5917738348274523	0.4392560274974995	0.48992384161471686	0.5862402987461439
YCR064C	0.22414836689987697	0.28926665815015795	0.29013736778844246	0.2760779512525135	0.4274953066242785	0.372416159770899	0.1969933105746352	0.2601411639905095	0.2859437068125136
YCR065W	0.9086249945996636	0.8424002964304235	0.8186479027339597	0.9883835186432552	1.0084543772329384	1.1861996809601945	0.9250325975937261	0.824132558352556	0.7939611966703408
YCR066W	1.1861996809601945	1.162699820380412	1.0946528483688078	0.8925862188309831	1.0961785302027736	0.9406949479641216	1.0342677242883744	1.1820094019866612	0.997873050563714
YCR067C	2.8523580999428635	2.523595527789924	2.423014679806993	2.4607339846874177	2.6557892390862707	2.445921075816677	2.6713800948005644	2.8591924437535656	2.4833097636967887
YCR068W	1.5308812202192281	1.708706861322224	1.529013740967798	1.9389618087709106	1.2811111637841572	1.8202264190866784	1.8982106964633922	1.5606582967770155	1.8982106964633922
YCR069W	2.4135785072301017	2.354748358131755	2.2766173697170187	2.411538125783965	2.038647588558262	2.0772376879191614	2.4517698810372477	2.3855204453720633	2.453013133252627
YCR071C	0.9158907000741368	0.8944648329145026	0.8912353540904218	0.8857347349604678	0.8322123364780121	0.8827571949960991	0.8704142608547896	0.9512716409235427	0.8800649443483295
