1332	4
2	254	313
2	258	259
2	260	1082
2	261	658
2	262	385
2	262	603
2	262	1611
2	263	659
2	263	900
2	264	269
2	267	2795
2	268	301
2	269	1178
2	271	272
2	273	274
2	273	324
2	274	275
2	283	747
2	287	291
2	291	2120
2	294	434
2	294	960
2	297	711
2	297	2675
2	298	517
2	299	438
2	299	2852
2	301	597
2	304	375
2	307	520
2	312	665
2	316	953
2	317	1016
2	318	540
2	319	2259
2	320	1111
2	322	963
2	323	445
2	326	453
2	330	827
2	340	985
2	341	367
2	342	784
2	343	1316
2	344	883
2	344	967
2	347	841
2	353	1336
2	356	446
2	357	2591
2	360	603
2	361	401
2	362	496
2	362	532
2	363	2733
2	364	502
2	370	423
2	375	1009
2	377	395
2	377	1045
2	381	1328
2	384	517
2	388	588
2	398	1714
2	401	1335
2	405	2546
2	407	1119
2	412	976
2	412	1163
2	412	1381
2	414	526
2	418	769
2	418	1207
2	418	2468
2	419	1066
2	420	1387
2	420	1389
2	429	1300
2	431	440
2	431	2072
2	433	1133
2	434	1573
2	436	754
2	438	997
2	440	584
2	451	1985
2	455	2498
2	456	477
2	456	1574
2	457	1456
2	459	572
2	464	1388
2	468	833
2	468	875
2	470	589
2	475	2465
2	477	945
2	481	1371
2	481	2124
2	486	608
2	487	603
2	487	919
2	487	1809
2	487	1811
2	492	631
2	493	592
2	496	1018
2	497	2579
2	503	608
2	506	2508
2	511	1100
2	514	809
2	517	685
2	520	557
2	525	883
2	525	1216
2	526	892
2	528	1111
2	528	1345
2	530	1180
2	536	1013
2	539	1492
2	550	979
2	554	1402
2	557	570
2	557	1445
2	560	1837
2	561	952
2	563	587
2	563	774
2	570	858
2	570	983
2	572	740
2	581	815
2	581	983
2	583	1148
2	583	2276
2	590	1068
2	592	673
2	597	611
2	599	1032
2	608	1154
2	614	629
2	617	2480
2	618	1139
2	620	1101
2	621	633
2	621	1327
2	625	658
2	628	1902
2	631	1059
2	633	2680
2	635	679
2	635	1185
2	635	2497
2	640	1424
2	640	1426
2	640	1430
2	640	1433
2	640	1436
2	640	1439
2	640	1442
2	640	1980
2	640	2298
2	640	2302
2	646	1159
2	649	662
2	652	1176
2	653	1822
2	655	1167
2	655	1554
2	659	1145
2	661	677
2	662	1207
2	665	1119
2	667	737
2	673	1211
2	675	967
2	679	1207
2	680	1186
2	685	1232
2	685	1238
2	686	1019
2	686	1144
2	687	2183
2	688	1548
2	692	693
2	699	2740
2	710	1406
2	718	795
2	718	1880
2	718	1881
2	720	1383
2	720	1384
2	722	1317
2	725	852
2	725	1296
2	727	2051
2	733	1354
2	733	1371
2	734	1324
2	734	1325
2	740	1773
2	758	975
2	772	1741
2	776	2531
2	780	1777
2	781	1287
2	785	2684
2	792	1677
2	794	2530
2	800	966
2	805	1741
2	808	2525
2	810	1538
2	812	1571
2	814	1339
2	816	1550
2	820	1130
2	825	1373
2	829	1607
2	829	2527
2	834	1421
2	839	1300
2	839	2072
2	840	1802
2	841	1802
2	850	2450
2	852	991
2	856	1456
2	858	1456
2	859	1386
2	866	1714
2	867	1416
2	873	2534
2	874	2537
2	878	1284
2	894	2533
2	901	902
2	902	1242
2	909	1254
2	910	2501
2	923	1527
2	926	2139
2	929	2584
2	931	2470
2	932	2528
2	936	2535
2	939	2545
2	943	1678
2	950	2664
2	956	1076
2	960	2529
2	964	1713
2	971	1171
2	971	1264
2	971	1557
2	973	2292
2	975	2541
2	976	1386
2	980	1115
2	981	1038
2	988	1571
2	998	1209
2	998	1222
2	1002	1608
2	1002	2526
2	1011	1224
2	1012	1957
2	1018	1154
2	1021	2532
2	1022	2536
2	1030	2477
2	1053	1350
2	1053	2070
2	1058	1088
2	1059	1163
2	1065	2801
2	1072	1196
2	1076	1158
2	1079	1089
2	1081	1121
2	1086	1424
2	1095	1399
2	1105	1213
2	1111	1337
2	1112	1154
2	1122	1480
2	1128	1193
2	1133	2452
2	1136	1199
2	1136	1425
2	1139	1535
2	1140	1530
2	1142	1148
2	1147	1264
2	1150	1218
2	1150	1566
2	1158	1209
2	1179	1221
2	1179	2259
2	1182	1322
2	1185	1794
2	1186	1223
2	1193	1907
2	1199	1424
2	1200	1433
2	1200	1434
2	1201	1430
2	1201	1431
2	1205	1442
2	1205	1443
2	1206	1224
2	1213	1219
2	1213	1234
2	1214	1439
2	1214	1440
2	1220	1553
2	1222	1234
2	1224	1906
2	1224	2452
2	1231	1303
2	1238	1241
2	1241	1621
2	1242	1243
2	1246	1929
2	1248	1773
2	1248	1922
2	1252	1991
2	1263	1293
2	1264	2452
2	1265	1438
2	1265	1439
2	1281	1282
2	1285	1286
2	1288	1289
2	1295	1296
2	1295	1413
2	1295	1415
2	1295	2559
2	1336	1784
2	1337	1345
2	1337	2472
2	1339	1340
2	1340	1341
2	1352	1353
2	1353	1356
2	1357	1358
2	1359	1360
2	1362	2797
2	1371	2793
2	1375	1376
2	1389	1390
2	1391	1400
2	1404	1609
2	1406	2176
2	1407	1412
2	1407	2563
2	1408	1414
2	1409	1411
2	1409	1415
2	1413	1414
2	1413	2564
2	1415	2180
2	1425	1426
2	1426	1427
2	1427	1428
2	1428	1429
2	1429	1430
2	1431	1432
2	1432	1433
2	1432	1983
2	1434	1435
2	1435	1436
2	1436	1437
2	1437	1438
2	1440	1441
2	1441	1442
2	1443	1444
2	1444	1980
2	1445	1447
2	1466	1469
2	1467	1470
2	1468	1471
2	1476	1477
2	1478	2121
2	1484	1485
2	1486	2122
2	1494	1495
2	1508	1509
2	1517	1657
2	1518	1519
2	1519	1621
2	1528	1535
2	1534	1535
2	1553	1860
2	1553	1870
2	1569	1570
2	1572	1838
2	1573	1838
2	1599	1600
2	1600	1601
2	1611	2569
2	1657	2471
2	1657	2715
2	1679	1966
2	1680	1969
2	1681	1973
2	1688	2751
2	1706	2603
2	1724	1902
2	1735	1997
2	1758	1759
2	1777	1915
2	1781	1916
2	1782	1920
2	1809	1812
2	1811	1812
2	1860	1861
2	1870	1871
2	1873	1874
2	1916	1917
2	1916	1918
2	1920	1921
2	1922	1929
2	1925	1926
2	1944	1956
2	1950	2202
2	1951	2286
2	1972	2706
2	1976	2707
2	1977	2662
2	1980	1981
2	1984	1985
2	1984	1986
2	1984	2734
2	2007	2008
2	2010	2011
2	2012	2013
2	2013	2014
2	2015	2016
2	2016	2017
2	2018	2019
2	2116	2117
2	2118	2119
2	2176	2177
2	2191	2289
2	2194	2298
2	2259	2856
2	2271	2281
2	2298	2299
2	2301	2302
2	2302	2303
2	2360	2363
2	2361	2362
2	2362	2363
2	2372	2374
2	2373	2375
2	2445	2446
2	2447	2448
2	2452	2538
2	2452	2587
2	2453	2454
2	2455	2456
2	2457	2458
2	2459	2460
2	2459	2461
2	2459	2476
2	2460	2462
2	2460	2475
2	2463	2464
2	2466	2467
2	2473	2474
2	2473	2552
2	2474	2595
2	2475	2476
2	2477	2561
2	2478	2479
2	2478	2568
2	2480	2482
2	2480	2681
2	2483	2553
2	2485	2486
2	2489	2490
2	2489	2673
2	2489	2674
2	2491	2492
2	2493	2494
2	2495	2496
2	2495	2562
2	2497	2522
2	2499	2500
2	2502	2503
2	2504	2505
2	2506	2507
2	2510	2511
2	2512	2513
2	2514	2515
2	2516	2517
2	2518	2519
2	2520	2521
2	2523	2524
2	2539	2540
2	2543	2544
2	2547	2548
2	2549	2550
2	2551	2552
2	2551	2586
2	2552	2595
2	2553	2556
2	2554	2555
2	2556	2567
2	2557	2558
2	2558	2560
2	2565	2566
2	2571	2572
2	2572	2573
2	2574	2575
2	2577	2578
2	2577	2752
2	2580	2581
2	2582	2583
2	2588	2589
2	2592	2593
2	2596	2597
2	2598	2599
2	2599	2601
2	2600	2601
2	2600	2602
2	2604	2605
2	2606	2607
2	2608	2609
2	2610	2629
2	2611	2630
2	2612	2630
2	2613	2646
2	2614	2646
2	2615	2645
2	2616	2645
2	2617	2648
2	2618	2651
2	2619	2640
2	2620	2654
2	2621	2657
2	2623	2658
2	2624	2656
2	2625	2631
2	2626	2659
2	2627	2641
2	2628	2629
2	2628	2630
2	2629	2642
2	2629	2643
2	2630	2642
2	2630	2643
2	2631	2632
2	2631	2633
2	2632	2855
2	2634	2635
2	2634	2636
2	2637	2638
2	2637	2639
2	2637	2640
2	2638	2649
2	2644	2645
2	2644	2646
2	2647	2648
2	2649	2650
2	2652	2653
2	2654	2655
2	2663	2714
2	2665	2666
2	2667	2708
2	2668	2866
2	2671	2672
2	2675	2708
2	2676	2677
2	2678	2679
2	2681	2740
2	2682	2744
2	2685	2686
2	2687	2688
2	2689	2690
2	2691	2692
2	2693	2694
2	2694	2695
2	2696	2697
2	2698	2699
2	2700	2701
2	2701	2702
2	2701	2703
2	2704	2705
2	2705	2864
2	2710	2711
2	2712	2713
2	2716	2717
2	2718	2719
2	2720	2721
2	2722	2723
2	2724	2725
2	2726	2727
2	2728	2729
2	2730	2731
2	2735	2742
2	2736	2737
2	2736	2738
2	2736	2739
2	2741	2742
2	2741	2743
2	2742	2764
2	2742	2765
2	2742	2766
2	2743	2773
2	2745	2746
2	2746	2753
2	2747	2748
2	2748	2780
2	2749	2750
2	2752	2756
2	2752	2757
2	2754	2755
2	2758	2759
2	2758	2760
2	2761	2762
2	2761	2763
2	2763	2779
2	2767	2768
2	2768	2781
2	2769	2770
2	2771	2772
2	2774	2775
2	2775	2776
2	2776	2777
2	2777	2778
2	2785	2786
2	2786	2787
2	2788	2789
2	2788	2790
2	2790	2791
2	2790	2793
2	2790	2794
2	2790	2795
2	2790	2797
2	2790	2800
2	2790	2801
2	2790	2802
2	2791	2792
2	2793	2796
2	2798	2799
2	2799	2800
2	2803	2804
2	2805	2806
2	2807	2808
2	2808	2848
2	2809	2810
2	2811	2812
2	2811	2813
2	2814	2815
2	2814	2816
2	2817	2818
2	2819	2820
2	2821	2822
2	2822	2823
2	2823	2824
2	2825	2826
2	2825	2827
2	2825	2829
2	2825	2830
2	2827	2828
2	2830	2831
2	2832	2833
2	2832	2847
2	2834	2835
2	2836	2837
2	2836	2838
2	2837	2842
2	2838	2844
2	2838	2845
2	2839	2840
2	2839	2841
2	2840	2845
2	2840	2846
2	2841	2843
2	2842	2850
2	2843	2851
2	2853	2854
2	2857	2858
2	2859	2860
2	2861	2862
2	2867	2868
3	1	7	19
3	1	7	669
3	1	19	386
3	2	19	492
3	7	19	1636
3	9	22	72
3	9	297	356
3	13	23	56
3	13	56	145
3	14	39	92
3	17	102	166
3	19	113	1070
3	19	125	173
3	21	22	127
3	21	32	63
3	21	32	127
3	21	37	85
3	21	57	818
3	21	57	1414
3	21	73	1252
3	21	85	529
3	21	1252	1574
3	22	29	1564
3	22	72	213
3	23	24	320
3	23	46	432
3	23	46	834
3	23	622	989
3	23	622	1084
3	23	2484	2570
3	24	79	1990
3	24	236	1306
3	24	1308	1990
3	37	247	893
3	37	247	976
3	40	51	1518
3	42	55	64
3	46	2622	2624
3	50	55	99
3	51	893	1392
3	57	85	2469
3	58	2682	2683
3	67	327	1019
3	74	103	266
3	75	347	399
3	88	139	1561
3	89	122	298
3	89	122	317
3	89	189	317
3	89	298	352
3	92	93	229
3	96	602	830
3	96	830	2783
3	98	103	266
3	98	103	1305
3	100	134	433
3	103	1300	1305
3	112	319	1514
3	117	493	775
3	132	580	830
3	132	602	830
3	132	602	2469
3	134	138	418
3	134	138	1132
3	134	299	418
3	134	433	1132
3	134	1132	2452
3	135	236	300
3	138	263	418
3	138	263	1167
3	138	302	418
3	141	302	2452
3	184	1432	1986
3	188	1134	1164
3	204	631	1504
3	221	1309	2487
3	240	458	1401
3	243	365	1625
3	243	1399	2488
3	263	299	418
3	275	325	694
3	319	459	1007
3	431	625	1300
3	570	856	2660
3	660	796	927
3	662	681	1793
3	770	1020	1332
3	865	882	1164
3	1125	1138	1574
3	1625	1935	1936
3	1902	1907	1908
3	1935	1936	1990
3	1935	1936	1991
3	1983	1984	2709
3	2510	2668	2669
4	21	57	85	830
