Gene	SRR2144041	SRR2144042	SRR2144044	SRR2144045	SRR2144046	SRR2144047	SRR2144048	SRR2144049	SRR2144050	SRR2144051	SRR2144052	SRR2144053	SRR2144054	SRR2144055	SRR2144056	SRR2144057	SRR2144058	SRR2144060	SRR2144061	SRR2144062	SRR2144063	SRR2144064	SRR2144065	SRR2144066	SRR2144067	SRR2144068	SRR2144069
ETS1-1	2.244164206259806	1.7116360487052718	2.6477104480924436	1.943618278400735	1.5091874544621933	2.0854344002492464	1.9467791111732415	1.4661077928223856	2.2115368076556727	2.2297099192634238	1.759238094070108	2.6799113566012935	2.0107881485425443	1.4648520664989015	2.434834620579387	2.2200963578949175	1.4133840947856045	1.4068935744211553	1.4454021888987838	1.525057166372086	1.4964494325767415	1.6448702755279525	1.5739627187673613	1.795599216670122	1.7998549281295704	1.9608064618338346	1.187846169315188
ETS2-1	0.2688819064212029	0.18057771223274396	0.3388792645494598	0.14348881125325252	0.23937424086159717	0.1719169821437766	0.10914807103126814	0.12669949263121577	0.19780123547434766	0.3128007333445408	0.09954093689132994	0.2181837281279414	0.1641123221332098	0.135604680351619	0.2960782518472586	0.14975849789595788	0.1814311583358369	0.3354681915211728	0.4274953066242785	0.4227718924724162	0.3026573453092153	0.2138283117650458	0.2740252281063408	0.22542244282961965	0.24937839023521208	0.10080769648309176	0.22319517240113806
HRA1	0.41771115303958456	0.22319517240113806	0.30946238935626597	0.37314976148161616	0.3493524440840029	0.40388447227285634	0.5424414399809163	0.43724133807702326	0.6006944787757413	0.4418698184192296	0.332001932152033	0.42901846709448554	0.4364767819601296	0.45251140107990856	0.41481650097483846	0.4207232445974798	0.44311273052088745	0.5033556828577597	0.2549474735910296	0.3814879418882996	0.41625469991381825	0.3159814403986993	0.38527450536212315	0.2428725182314416	0.34076539758214686	0.3010589943341316	0.37164851790994813
ICR1	0.8127067333295377	0.876125319931597	0.9099262209299798	0.8525228727234386	1.0373185389997397	0.9552307699434832	0.8621328557902594	0.8786531153238124	0.9182953641434657	0.8225821636181094	0.9503888949739463	0.8956556887395885	0.9250325975937261	1.1615563671453117	1.0673871708498839	0.8732065158449756	0.9360831640143892	0.7673485449037742	0.7412483470140416	0.7707499487139976	0.7900275276623189	0.7423687155108252	0.7394882846151295	0.7201504356193501	0.7588446364791922	0.7130370742700757	0.7652244824365043
IRT1	0.730618234007794	0.6512577311349899	0.7807478987442038	0.718210048496937	0.6060420982838138	0.7331685827509131	0.7786976884204939	0.6340445096882371	0.8353785587149113	0.7201504356193501	0.606463475652012	0.7491674002750874	0.6869215193599756	0.5819810943978373	0.7766687956308969	0.755846557108774	0.6174466731769636	0.7225417736223748	0.6709522371016416	0.6602654185201088	0.7004180034537568	0.7704130611401838	0.7213131806368798	0.7225417736223748	0.7026340828922892	0.7432099448077477	0.7447037781382359
ITS1-1	1.149990589132796	1.0763288059359892	1.2730838875026913	1.0999972903767248	1.0279679621525177	1.223161468199497	0.9618558634359636	0.879034523548089	1.131980600702576	1.2302900830271237	1.0282964025478067	1.483963739418936	1.1209427665228457	1.006822396662502	1.2521033471645941	1.1171332777542426	0.9046620305559447	0.693194842168367	0.7115099871053032	0.6624601146568991	0.7130370742700757	0.7456878211380533	0.7019378982743012	0.73873358547638	0.8074672866759629	0.8501871885351712	0.6060420982838138
ITS2-1	1.2509454653917926	1.2392968370927473	1.485980253088073	1.1906532162212238	1.1386896080450886	1.3754521018687647	1.110424271627031	0.9669516944078411	1.2943492727297654	1.4041196434249055	1.2409288391264588	1.5887847389256267	1.2367772804127481	1.0986067460329636	1.456563948743707	1.261884325789623	0.9860464418162291	0.9350473926344718	0.8788422476380704	0.9229124758316769	0.8950370984048365	0.9387277860972091	0.9095472695856941	0.9518804476014364	1.066870149221347	1.5627580352839003	0.7532707380137978
LSR1	0.862990674074742	0.9290768754781793	0.9199716169288197	0.9123594586163369	0.8659634138244379	0.8298861439003666	0.8656713306479007	0.8554779256733471	0.8959103052597331	0.8182327439692989	0.8783278655729567	0.8457057700773368	0.8143260860542362	0.8650746418795932	0.832491997379693	0.9091841839211225	0.8521196635896048	0.6881088017278689	0.7015817725170177	0.695195591854217	0.6443474910865785	0.682195041444372	0.6794921314407292	0.6660740326357224	0.7063037374207151	0.8656713306479007	0.6830685864230827
NME1	0.3159814403986993	0.23048617174591496	0.3996255273107284	0.3250119806994465	0.26841398788083826	0.5073735463765363	0.37689343602727327	0.2825998920652203	0.4398883121661674	0.4011487470292875	0.314488435443962	0.36121594260780715	0.3897512728072322	0.25313730188355216	0.36381034393528616	0.3182395332865162	0.3375824675553977	0.2842772001947699	0.34390534238909165	0.26841398788083826	0.401841753269969	0.36381034393528616	0.41625469991381825	0.406121960063705	0.3051693865548923	0.406121960063705	0.49388078166180305
PWR1	-0.021139701502336072	-0.017273028388786082	-0.008813195623031735	-0.01295800869862021	-0.007809108752338016	-0.012427381691495102	-0.01835647554010114	-0.017273028388786082	-0.01295800869862021	-0.022248325161145263	-0.016733959555331607	-0.017812097222240558	-0.019454688311714072	-0.013496803650555302	-0.020019076155174335	-0.02169505235819769	-0.023350208978036337	-0.0005833833204564813	-0.004147940400402637	0.012026583372660425	-0.003626837109983372	-0.01085568236343424	-0.010331425529250102	-0.008311152187684877	-0.012427381691495102	-0.005208630937512219	-0.009316812910244448
