Gene	SRR1755143	SRR1755144	SRR1755145	SRR1755146	SRR1755147	SRR1755148	SRR1755149	SRR1755150	SRR1755151	SRR1755152	SRR1755153	SRR1755154	SRR1755155	SRR1755156	SRR1755157	SRR1755158
ETS1-1	0.9587247590326333	0.9883835186432552	0.9724310915193812	0.9337385014185671	0.8723916506667486	0.8433485194088615	0.9250325975937261	0.9347962210809692	4.850972358072251	4.829396729634247	4.84921459427559	4.750955268123949	4.662216311577415	4.711933296700684	4.665426098614287	4.6887496394674875
ETS2-1	0.286421080630092	0.2825998920652203	0.2939628980110392	0.11688568107795104	0.30757530693119306	0.23135405751180582	0.22584400631272386	0.17356206079677466	0.46507559048819913	0.430393118357813	0.4007428265111212	0.4838253978694283	0.43106630907011145	0.36241043974018516	0.3999714614554397	0.44577565625719273
HRA1	0.48511880657482453	0.33850493725407177	0.45190030509058	0.5240515001488368	0.3798775213740352	0.34778725541832833	0.406121960063705	0.4318143100194289	0.31899004249676943	0.3167491923167039	0.3975151297832928	0.25745313646075263	0.3538663323309392	0.23330297553128873	0.29439924570638293	0.32812055365981685
ICR1	0.8225821636181094	0.8427531045342592	0.8821510686863183	0.8857347349604678	0.8175788663398836	0.8163978300767737	0.8107858346614554	0.8193392526321208	0.8697249442257973	0.8501871885351712	0.8565160279958075	0.8485107309490493	0.8404191427597943	0.8747525941770091	0.846846368732461	0.9111999269855091
IRT1	1.0622461213374534	1.1212050641471758	1.0488956462385468	1.041506451277662	1.0661812234372912	1.1158701719530817	0.9805470388355368	1.041506451277662	1.6582836507471725	1.596884389174878	1.5798089995288773	1.6657402654275473	1.5232521340436098	1.601995706614554	1.5801638835742873	1.5240821983093682
ITS1-1	0.46477009632643895	0.5027696719146055	0.5685180611458917	0.5003363417104669	0.41771115303958456	0.4804859784643469	0.5701673821096738	0.519012995359969	0.8547398606221515	0.8350451430724461	0.8167127524983759	0.9010634428551558	0.7360732398811609	0.7115099871053032	0.7352621973660436	0.7370718137938708
ITS2-1	0.6427917632344077	0.6037500251175827	0.5827598855010647	0.6037500251175827	0.5469182934385876	0.5680334510460235	0.5630777870903462	0.6106531505887312	0.8901957516896796	0.8824871143464539	0.9021750899575208	0.999908545429432	0.8053645952095057	0.7740611893575342	0.8011863337901299	0.776303957520152
LSR1	0.946601630140386	0.9268843105141407	0.9658362741711506	0.9530174907651174	0.9302827804398033	0.9378885218059236	1.0827811573196253	1.0506206904170519	1.0815814869965255	1.096419128802456	1.0309869218166934	1.0564924386958003	0.9095472695856941	0.9013559342382143	0.897260499424777	0.908876374270428
NME1	0.4694253918088953	0.5117030417349546	0.49388078166180305	0.4461788035765666	0.49305498645995616	0.5033556828577597	0.5562005816423163	0.5594353649956719	0.5138819898629525	0.4779409114596589	0.44709301438078825	0.38294661843166744	0.5106091855987754	0.4759534501364876	0.49060321102081594	0.5213342590997749
PWR1	-0.003626837109983372	0.011554380489136876	-0.01085568236343424	0.012964569380601122	-0.0015942269664591922	0.004790794407614947	-0.007278602278608017	-0.0020976131751335595	0.0018769609509268934	-0.008311152187684877	0.00430605044973339	-0.008813195623031735	-0.003626837109983372	0.0038314403173462758	-0.00674250233743399	-0.003626837109983372
Q0010	0.05947706712930671	0.10580408065644367	0.06974173067123653	0.012964569380601122	0.07728901071736932	0.004790794407614947	0.09156356956341388	0.08186014583493365	0.10288681741714784	-0.008311152187684877	0.00430605044973339	0.06468838498406662	0.09912350304530337	0.09071026222670861	0.11544067710699753	0.07309453835259318
Q0017	-0.003626837109983372	0.011554380489136876	-0.01085568236343424	0.012964569380601122	0.08651212918725079	0.004790794407614947	0.06424508864613347	-0.0020976131751335595	0.0018769609509268934	-0.008311152187684877	0.00430605044973339	0.05214960716996009	-0.003626837109983372	0.0038314403173462758	-0.00674250233743399	-0.003626837109983372
Q0020	0.5917738348274523	0.6240873323379098	0.567044210286691	0.5824664208958594	0.5341550385466125	0.5201636946856775	0.6615137566674822	0.6739944865519218	0.5458873724281819	0.5961711833075773	0.5746301193985393	0.5094303634869016	0.4454682707819951	0.47379653305708536	0.41481650097483846	0.487248138603386
Q0032	-0.003626837109983372	0.011554380489136876	-0.01085568236343424	0.012964569380601122	-0.0015942269664591922	0.004790794407614947	-0.007278602278608017	-0.0020976131751335595	0.0018769609509268934	-0.008311152187684877	0.00430605044973339	-0.008813195623031735	-0.003626837109983372	0.0038314403173462758	-0.00674250233743399	-0.003626837109983372
Q0045	0.4560169715159633	0.3860537584320394	0.4246520530728335	0.5015119274236267	0.3446549936388368	0.4512557923835181	0.519012995359969	0.4566893599701294	0.3296764814923524	0.4084756005172566	0.21523110138214394	0.372416159770899	0.35712000437583225	0.35712000437583225	0.25313730188355216	0.32733456099236186
Q0050	0.34390534238909165	0.35172570487440197	0.2834626217739799	0.3936960310382049	0.26841398788083826	0.22129708048661884	0.36381034393528616	0.4261388880847253	0.10914807103126814	0.11853364587382181	0.2177823064502422	0.20636348357965117	0.10580408065644367	0.13056399026508578	0.08144398764071431	0.0932034663690275
Q0055	0.4512557923835181	0.4075865518146345	0.46417071816038585	0.35312142108541794	0.29272595490377895	0.45393492735857865	0.48234657897494654	0.48597931357153734	0.30757530693119306	0.444045522890658	0.4355832268470949	0.44770224615182713	0.2760779512525135	0.3760889185779608	0.3159814403986993	0.36289849228081145
Q0060	0.17698262878082258	0.011554380489136876	0.10833521771768795	0.012964569380601122	-0.0015942269664591922	0.0748102753847645	0.12106887432450303	-0.0020976131751335595	0.0018769609509268934	0.06638952523995305	0.09407668303879667	0.1315714109498392	-0.003626837109983372	0.0038314403173462758	0.07399247145356003	0.08061421875457914
