Gene	SRR1583766	SRR1583767	SRR1583768	SRR1583769	SRR1583770	SRR1583773	SRR1583774	SRR1583775	SRR1583776	SRR1583777	SRR1583778	SRR1583779	SRR1583780	SRR1583781	SRR1583782	SRR1583783	SRR1583784	SRR1583785	SRR1583786	SRR1583787	SRR1583788	SRR1583789	SRR1583790
ETS1-1	10.142519078392704	9.603361528118322	9.819641498961985	9.828135246871987	10.117553934834259	9.819641498961985	9.819641498961985	9.812777547282774	9.819641498961985	9.677795271612801	9.805057292625115	9.13693039172888	9.396358655913309	9.805057292625115	9.677795271612801	9.805057292625115	9.718308625307394	9.805057292625115	9.718308625307394	9.718308625307394	9.819641498961985	9.718308625307394	9.603361528118322
ETS2-1	1.5273008914669735	1.6938762149029767	1.3241841544778687	0.892426503219296	1.3364362769931009	1.5151191164041753	1.284408671500776	1.9105313855292476	1.458920742385653	1.6761256213357534	1.6181759242051386	2.7220515032472004	1.301956297413646	1.779858076902495	1.438657643691893	1.489797785612193	1.6852450596791435	1.5747090629724927	1.9917298221884745	2.01400711662115	0.9136207321829626	1.381206901452859	1.6112183172765333
HRA1	0.15153979915869764	0.4960102775453341	0.2825998920652203	0.892426503219296	0.4021830963697706	0.25271454514584757	0.6629938302403964	0.2785721402735	0.24979341550257567	0.2337996170853977	0.2906194390156743	0.5984981562948988	1.301956297413646	0.34778725541832833	0.2705977314460746	0.3308370644332726	0.35466387542729527	0.37204290234242376	0.35100810550857825	0.4729053952791173	0.9136207321829626	0.39297515425039836	0.5832695238600613
ICR1	0.9039292372485837	1.3949471689095523	0.8641608440698615	1.5445052974272462	0.7404160933737983	0.25271454514584757	0.3159814403986993	0.8896081902722895	0.8590976917728772	0.9364772285223579	0.8766647724702521	1.496920612356231	1.301956297413646	0.8606975734295788	0.8959103052597331	0.7556868769909246	0.679680334526386	0.37204290234242376	0.784823585003687	0.9464072990461927	2.480650982287126	0.7404160933737983	0.5832695238600613
IRT1	1.1231343218120577	1.2008841394369458	1.0196923708279337	2.429608995327844	0.934316679094194	1.022221427798277	1.0620092410591986	1.066400509237513	1.0397278913691903	1.027415677491807	1.2941088526354543	1.1532047021487692	1.301956297413646	1.4583057365287595	1.109564579676147	1.2943492727297654	1.1586281045242173	1.200238658599762	2.101554725653784	1.725916680511846	1.8444971059318376	1.8215726877103573	1.7953091737292515
ITS1-1	3.235662259558635	4.240273134165573	3.280344810496498	1.9986759102224443	4.604720991187788	2.641499114033113	3.28538011547977	3.989292600831091	3.9321915321157324	3.5132934548328913	4.024619149291772	5.807278918415465	1.301956297413646	4.558664695048312	4.574083508001213	5.176222985074224	5.499408100453449	4.552733779345404	7.538814871725129	6.900381552617359	6.007144776170748	3.7695372992401306	6.476673863116205
ITS2-1	1.5013375011480112	1.102230989897887	1.2505964750371605	1.9986759102224443	2.4410954650034817	1.1143141654790762	2.0338417389656067	1.3290269114669147	1.1927554597312895	1.208590590768042	0.999908545429432	1.5460661318814966	1.301956297413646	1.2515657840516226	2.11451662469554	1.5227333715406983	1.6852450596791435	1.5747090629724927	2.302845294892787	2.5360561628098353	1.705245400377637	1.0334731847433198	3.788016221162564
LSR1	6.073954455418308	5.855283338369488	6.6946860322910435	7.834376932114488	7.538814871725129	6.227864180886803	6.420164204358091	6.341596515337765	6.323736214613266	5.898421083574158	6.900381552617359	6.5536857065805165	4.313045056291725	8.553860458692217	8.784921741103126	8.551859251389569	8.290547952733746	7.9710783806098835	8.442747344000118	8.71101546898817	8.455275079419549	7.695114771057331	7.82553864879628
NME1	0.7315704407550351	0.4960102775453341	0.75060595740571	0.892426503219296	0.7790251573989402	0.8510525276744891	0.9879940833465184	0.7522334079491032	0.9012096885466849	0.6602654185201088	0.7365360888041095	1.077169537786969	1.301956297413646	0.34778725541832833	0.606913554109999	1.1421026649607597	0.8356982742397832	0.7526077496393166	1.268840534414327	0.8837890285181638	0.9136207321829626	0.39297515425039836	1.325773338192421
PWR1	0.15153979915869764	0.4960102775453341	0.2825998920652203	0.892426503219296	0.4021830963697706	0.25271454514584757	0.3159814403986993	0.2785721402735	0.24979341550257567	0.2337996170853977	0.2906194390156743	0.5984981562948988	1.301956297413646	0.34778725541832833	0.2705977314460746	0.3308370644332726	0.35466387542729527	0.37204290234242376	0.35100810550857825	0.4729053952791173	0.9136207321829626	0.39297515425039836	0.5832695238600613
Q0010	0.48992384161471686	0.9774652862568836	0.6412649545725979	1.7767957062101294	0.4021830963697706	0.5888967559394473	0.826127904557338	0.7921808899388634	0.6723049272677865	0.2337996170853977	0.8950370984048365	1.2260827950718258	1.301956297413646	0.7378038974661809	0.631319351283296	0.6979715300139742	0.35466387542729527	0.7600788758569519	0.6495047831821921	0.4729053952791173	1.5473352893229666	0.39297515425039836	1.1667069066080227
Q0017	0.8150704188558425	0.4960102775453341	0.65791213700214	0.892426503219296	0.9037437787691492	0.7507529185141886	0.832491997379693	0.8753024548802321	0.519012995359969	0.6371105235345098	0.2906194390156743	0.9260330357185932	1.301956297413646	0.6447420160585566	0.8063237854509726	0.3308370644332726	0.718210048496937	0.9745556094863334	0.35100810550857825	0.8837890285181638	0.9136207321829626	0.39297515425039836	1.0574312003932411
Q0020	0.9788131991478303	1.26251763504236	0.9989853647480902	0.892426503219296	2.5663464670933975	1.0409150570591736	1.0005419042780697	0.9726796240381793	0.8266194768523736	1.106619754619814	1.0362993412175137	1.3876416144068378	1.301956297413646	1.3324852230640767	1.05773490427669	1.2108339613926051	1.1586281045242173	1.0364280603895621	1.1341751650139495	1.1686382800510902	1.5473352893229666	1.0595443395303565	1.5265263479016458
Q0032	0.3926354990468882	0.4960102775453341	0.2825998920652203	0.892426503219296	0.4021830963697706	0.25271454514584757	0.3159814403986993	0.2785721402735	0.24979341550257567	0.2337996170853977	0.6403437086359733	0.5984981562948988	1.301956297413646	0.34778725541832833	0.2705977314460746	0.3308370644332726	0.35466387542729527	0.37204290234242376	0.8172787464492939	0.4729053952791173	0.9136207321829626	0.39297515425039836	0.5832695238600613
Q0045	4.140994159752146	3.440683301806651	4.1544991998433485	5.542242756506751	4.613381672059232	4.534167275170589	3.6406285928384454	4.424589716397296	4.407476367276523	4.416445844649774	5.601184676840919	2.010184835262003	1.301956297413646	6.663710832433891	4.870682414508507	5.501020347462963	6.082735841766783	6.508913411146379	5.930064350653287	5.543752420883603	2.975712546206915	5.496421863839884	4.540048371986402
Q0050	2.4671658291707437	1.9040598171757943	2.148029426408676	2.429608995327844	4.366283360458291	2.307940031772718	2.2912585041929088	1.5643153613651632	1.794324489580105	1.7871996721238559	1.6415250864462991	1.9624945428717768	1.301956297413646	3.22472424365794	2.7560386385009132	2.2949753710950636	1.779622368055025	1.876231859113352	1.8501959566713015	2.199648751302237	2.800214886656216	1.6354479392387269	1.5265263479016458
Q0055	0.9555857878363044	1.0484698036266493	0.786566789112934	0.892426503219296	2.067712290258882	1.0585615009397906	0.8907911381847458	0.5917738348274523	0.5771001440446915	0.7172489272039388	0.8766647724702521	0.5984981562948988	1.301956297413646	1.1750484144007816	1.1348650071335755	0.8214168249388625	1.1258806257292258	0.9473426758116987	0.6911496195327205	1.029298818094028	0.9136207321829626	0.39297515425039836	0.9920055887767258
Q0060	0.7733622669504312	0.4960102775453341	0.9780572063671527	1.5445052974272462	1.1806463515680552	0.7813446558824603	0.689533230340711	0.7378038974661809	0.7249728265286343	0.6123474666314992	0.7365360888041095	0.5984981562948988	1.301956297413646	1.031901974038458	0.6897335898621954	0.6491110480383165	0.862990674074742	0.7984819135916175	0.35100810550857825	1.029298818094028	0.9136207321829626	0.8113380510938963	0.5832695238600613
Q0065	0.9363513661003555	0.4960102775453341	1.044026063642461	0.892426503219296	1.582506676160898	1.2310082587749187	0.9480567405730473	0.7903932658762556	0.7610115548992736	0.9887917887217891	1.0247625142408519	1.0001448051201791	1.301956297413646	1.0107564534935967	0.6897335898621954	0.9095472695856941	0.679680334526386	0.7578489448693062	0.859400819449836	1.029298818094028	0.9136207321829626	0.8113380510938963	0.9920055887767258
Q0070	1.391364252460065	1.5476580732993703	1.4991579422505776	2.633905462446144	1.3334799849687697	1.5176859033986132	1.8864933040199303	1.5580920644111047	1.4756546747980708	1.4937428567637814	1.5658074584893515	4.159522727530136	4.313045056291725	1.0799530459760436	2.036863350353649	2.380150036722172	2.5156969262294484	2.235898509923305	2.9806295482895804	3.0126579769421644	1.7276357640527058	1.4307648632921324	4.254708168161136
