Gene	SRR8247564	SRR8247565	SRR8247566	SRR8247567	SRR8247568	SRR8247569	SRR8247570	SRR8247571
ETS1-1	6.741414169621715	6.609745464117811	6.310389900947978	5.992552359091455	7.394035940132895	7.616367451285127	6.0204788618059215	5.921336477433437
ETS2-1	0.6781648483033897	0.6770069028570742	0.7432099448077477	0.819677187883741	0.893319988336775	0.7766687956308969	0.7218137655439621	0.7420183425754286
HRA1	0.20331087978193568	0.24847954098274316	0.4075865518146345	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.5356875528972419	0.21901502002278267
ICR1	1.0033437655003599	1.0804825165446275	0.8915156335780474	0.962559612363243	0.929686486637006	1.1547646614635427	0.956941045007058	1.006822396662502
IRT1	1.8041667837271471	1.4404568212028275	4.5709509787027205	4.437046817364717	1.8787349477803277	2.0004403289447437	2.062190772160638	2.6395420796856266
ITS1-1	1.9622473087811358	1.9768073447144228	2.6016413840374875	3.1568637378218414	4.815903509084704	5.300869040247081	3.360504157521326	3.2375765963763996
ITS2-1	7.71512858707781	7.404226707043752	5.438551825559822	6.174424764100635	9.812777547282774	9.812777547282774	6.609745464117811	7.594049194375483
LSR1	1.9707922126007167	1.6375834051364861	1.5203257361574327	1.733339930289626	2.163946810209142	2.3934719300908966	0.9677754883147569	1.4077374134244156
NME1	2.2265963074166786	1.483963739418936	0.8239949984224909	0.7029925588240689	3.3984498065211977	2.51634445148803	1.0543695465277225	1.465133534124095
PWR1	0.4804859784643469	0.24847954098274316	0.5111485015953311	0.5073735463765363	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.7015817725170177
Q0010	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0017	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0020	0.20331087978193568	0.24847954098274316	0.37534598537785985	0.13917776683583757	0.4798664129086254	0.15369910436537595	0.5133529196511	0.21901502002278267
Q0032	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0045	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0050	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0055	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0060	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0065	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0070	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0075	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0080	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0085	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0092	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0105	0.5501354106719671	0.24847954098274316	0.13477200237322648	0.3776865652665918	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0110	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0115	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0120	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0130	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0140	0.6798872843417263	0.6293735066404549	0.38374562263703127	0.13917776683583757	0.55668429389959	0.6664267082746863	0.20242214317827006	0.6418064258177824
Q0142	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.34275916363942877	0.16722359859766345	0.4184863890541406	0.5232206680777332	0.21901502002278267
Q0143	0.7617928841902897	0.7613723752648174	0.6094373457896068	0.5510138368434234	0.7548397893831248	0.807821258704055	0.7120511685970176	0.6921923575487754
Q0144	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0158	0.5441543021045406	0.24847954098274316	0.3594340560827053	0.5334409002906811	0.16722359859766345	0.618856602281112	0.6704942472050175	0.5652730428570533
Q0160	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0182	0.5736145220283697	0.5675406656767246	0.4411858620124387	0.6356860003661565	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0250	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0255	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.39049370778711595	0.15369910436537595	0.20242214317827006	0.5711449061221573
Q0275	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0285	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
Q0297	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
RDN18-1	8.423926762592561	6.8393800992888965	11.00159888932874	11.00159888932874	8.044120634747022	8.39218632106191	10.574262456909707	11.746071809201743
RDN25-1	8.98404843909703	8.504373212476374	11.746071809201743	12.573847217818859	9.959292194791908	10.171459498227641	11.746071809201743	12.573847217818859
RDN37-1	0.20331087978193568	0.7286476218553902	0.9917992088826406	0.7281818702098921	1.0512428900155326	0.8962460347578071	0.20242214317827006	0.21901502002278267
RDN5-1	1.8126102420962065	0.9885876536825222	1.5748687418722729	1.2918095881712959	1.324832271809128	1.2126808719564361	1.794897488649616	1.8143602777293923
RDN5-2	0.20331087978193568	0.24847954098274316	0.13477200237322648	0.13917776683583757	0.6032366703699997	0.5288813184652335	0.20242214317827006	0.21901502002278267
RDN58-1	4.2535189859670375	2.6900643227152035	4.263424692492427	3.137551346847112	5.728325745546568	5.671190090072709	4.606360086603037	4.78150582593166
RME2	1.187846169315188	1.244238157049767	1.5893080463976754	1.234461571288738	1.5114584434002118	1.7129636409312081	1.7618191695568337	1.4107915705520715
RME3	1.0890995863675421	1.2452063708130834	1.0677653408088337	0.9753167863466176	1.1950346847029882	1.314134634087261	0.8492897699666138	0.7673485449037742
RNA170	0.20331087978193568	0.24847954098274316	0.4124612053080188	0.3956135724753598	0.5091643504080965	0.5724084726451724	0.20242214317827006	0.6103784969574939
RPR1	1.7595065951320168	1.1281596071155742	0.913080986068838	0.8001223242196024	2.007603000657466	2.1684283873600028	0.9176777379477414	0.9108418762142458
RUF20	2.810469175333278	2.1582227133815777	0.6938952080055778	0.7711101213283064	1.583056645141016	1.693562169131408	0.9281979309690096	0.9651451713619661
RUF21	1.1841375375342815	1.373547042539183	0.8433485194088615	0.8693170771215795	1.601995706614554	1.5030890614784405	1.334024333944375	1.3356708762297067
RUF22	0.20331087978193568	0.24847954098274316	0.6073936240779274	0.49543834302570966	0.16722359859766345	0.15369910436537595	0.20242214317827006	0.21901502002278267
