	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YHL032C	408.3825628	-0.419113943	0.157561229	-2.660006817	0.007813907	0.059864693
YML116W	468.5092562	0.306597435	0.115284305	2.659489814	0.00782591	0.059864693
YMR106C	232.960881	-0.483790897	0.181869211	-2.660103352	0.007811668	0.059864693
YNR019W	563.0305902	-0.291510214	0.109545631	-2.661084796	0.007788934	0.059864693
YDR428C	476.4584411	0.201456056	0.075766725	2.65889883	0.00783965	0.059892916
YDR079W	223.4950913	0.268917846	0.101199114	2.657314237	0.007876599	0.060098145
YHR119W	548.6022762	-0.209897531	0.079003703	-2.656806218	0.007888477	0.060111811
YLR173W	346.1972862	-0.246885782	0.092942559	-2.656326486	0.007899709	0.06012052
YJL033W	685.7520495	-0.257945571	0.09715788	-2.654911482	0.007932922	0.060219469
YKL104C	779.4046342	-0.256901503	0.096759569	-2.655050091	0.007929663	0.060219469
YIL017C	494.5079743	-0.315019581	0.118705528	-2.653790321	0.007959327	0.060266364
YJL219W	41.75255992	0.660880048	0.24900366	2.654097724	0.007952079	0.060266364
YEL025C	707.2283392	-0.254145442	0.095831941	-2.651990975	0.008001868	0.060434895
YHR105W	94.81216642	-0.453979859	0.171184303	-2.651994664	0.008001781	0.060434895
YDR286C	182.2637657	0.284091886	0.107175022	2.650728516	0.008031837	0.060584454
YBR007C	341.7175302	-0.243537363	0.091898411	-2.650071517	0.008047473	0.060625656
YPL153C	137.1157259	-0.43972366	0.16596895	-2.649433289	0.008062689	0.060663589
YDR410C	375.0746396	0.215550006	0.081466031	2.64588816	0.008147675	0.060879494
YGL126W	412.5775407	-0.217325191	0.082156563	-2.645256598	0.008162899	0.060879494
YGR251W	303.1416548	0.23003157	0.086941556	2.645818427	0.008149355	0.060879494
YMR043W	463.7423893	-0.257670618	0.09733401	-2.647282464	0.008114155	0.060879494
YNL001W	575.335355	0.178218228	0.067343979	2.646386955	0.008135669	0.060879494
YOL001W	373.5956498	0.232051321	0.087711702	2.645614178	0.008154276	0.060879494
YOR091W	466.1806112	-0.25886251	0.097855973	-2.645341952	0.00816084	0.060879494
YOR290C	912.115449	-0.384360155	0.145416709	-2.643163618	0.008213533	0.061180557
YDR229W	434.5371853	-0.205607673	0.077895071	-2.639546644	0.0083017	0.061760086
YBR182C	187.2725734	-0.461617928	0.174955976	-2.638480489	0.008327849	0.061877374
YLR006C	436.2144445	-0.33332708	0.126368519	-2.637738273	0.008346097	0.061935731
YKL096W	420.3218566	-0.247709833	0.093980128	-2.635768209	0.008394705	0.062218967
YKR089C	720.5498692	-0.408404188	0.155056526	-2.633905191	0.008440905	0.062483671
YGR241C	407.8556087	-0.363831782	0.138244558	-2.631798217	0.008493429	0.062794471
YOR354C	771.3117561	0.160362243	0.06101185	2.628378611	0.008579297	0.063340804
YPL112C	513.9038189	0.277776395	0.105698354	2.628010611	0.008588584	0.063340804
YNL315C	563.1593893	0.203906583	0.077602645	2.627572597	0.008599649	0.063344015
YML081W	796.9489973	-0.227178228	0.086479409	-2.626963244	0.008615064	0.063379217
YDL145C	1182.993532	-0.317078456	0.120850763	-2.623719116	0.008697548	0.063880214
YGR054W	648.2076124	-0.306918394	0.11699069	-2.623442889	0.008704604	0.063880214
YLR330W	1038.741833	-0.189456297	0.07222864	-2.623007948	0.008715724	0.063883148
YMR214W	350.4904627	-0.22697314	0.086550387	-2.62243933	0.008730281	0.063911234
YGL122C	571.7507707	-0.324063419	0.123654394	-2.620718995	0.008774455	0.064015947
YIR034C	410.9632073	0.295599452	0.112796755	2.620637899	0.008776543	0.064015947
YOR358W	196.9807723	-0.290165469	0.110723664	-2.620627399	0.008776813	0.064015947
YGL121C	244.0307886	0.293144019	0.111907878	2.619511907	0.00880557	0.064147177
YMR158W	335.293402	0.259669532	0.099189988	2.617900626	0.008847257	0.064372164
YPL259C	416.7187914	-0.197509905	0.075464411	-2.617258959	0.008863907	0.064414659
YBR077C	271.631392	0.236196038	0.090334939	2.614669804	0.008931375	0.064747038
YNL077W	334.3934658	-0.33724441	0.128976587	-2.614772315	0.008928695	0.064747038
YBR049C	709.4768025	-0.212719316	0.081389125	-2.613608589	0.008959161	0.06486955
YOR245C	528.7000553	0.183232035	0.070143222	2.61225577	0.008994693	0.064968943
YPL086C	589.7145549	-0.203791467	0.078011325	-2.612331819	0.008992693	0.064968943
YOR363C	462.2976229	-0.273958854	0.104903762	-2.611525543	0.009013925	0.065029033
YKL027W	489.5305361	-0.202313415	0.07753049	-2.609469075	0.009068284	0.065263171
YOR217W	573.1135713	-0.321084737	0.12304287	-2.609535501	0.009066524	0.065263171
YGR142W	499.8834742	-0.378430984	0.145092001	-2.608213975	0.009101604	0.065423955
YJL070C	464.8069795	-0.271511611	0.104157005	-2.606753254	0.00914052	0.065622688
YMR047C	789.3890659	-0.2641797	0.101360005	-2.606350515	0.009151276	0.065622688
YBR083W	441.8116231	-0.487031909	0.187136712	-2.602546047	0.009253439	0.065886448
YFL037W	818.2700262	-0.155924317	0.059866155	-2.604548735	0.009199534	0.065886448
YFR046C	362.7292542	0.228176132	0.087642507	2.603487046	0.009228075	0.065886448
YLL026W	1497.2814	-0.20037724	0.07697804	-2.603044193	0.009240004	0.065886448
YOR127W	608.385162	-0.2392645	0.091914699	-2.603114663	0.009238105	0.065886448
YOR176W	594.6994824	-0.19072629	0.073285502	-2.602510509	0.009254398	0.065886448
YNL064C	784.6825351	-0.170884496	0.065683299	-2.601642996	0.009277838	0.065974505
YBL022C	993.6779145	-0.267031814	0.102768292	-2.598387196	0.009366281	0.066444846
YNL238W	702.7522177	-0.205963375	0.079262161	-2.598508213	0.009362981	0.066444846
YMR139W	400.4033081	-0.230903377	0.088891697	-2.597580928	0.009388299	0.066521851
YER013W	450.9556275	-0.303475338	0.116891094	-2.596222929	0.009425489	0.066706044
YIL049W	396.8353366	0.226605596	0.087344984	2.594374458	0.009476321	0.066986239
YPR201W	201.0447822	0.295906504	0.11411295	2.593101869	0.009511459	0.06715496
YNL267W	789.1470165	-0.26649982	0.102806699	-2.592241765	0.009535274	0.067163943
YPL155C	305.416669	-0.263816197	0.101766706	-2.592362535	0.009531927	0.067163943
YJL157C	924.5791411	-0.192467176	0.074305667	-2.590208585	0.009591779	0.067482188
YDR120C	584.119986	-0.222489801	0.085976714	-2.587791403	0.009659346	0.067558733
YJR010C-A	229.7263028	0.2911991	0.112496742	2.588511401	0.009639176	0.067558733
YNL128W	148.8075478	0.303492481	0.117263798	2.588117442	0.009650207	0.067558733
YOR025W	297.5851189	-0.25582398	0.098820807	-2.588766355	0.009632042	0.067558733
YPL091W	686.4536312	-0.160802236	0.062129175	-2.58819205	0.009648117	0.067558733
YOR357C	289.1388196	0.236256585	0.091314261	2.587291205	0.00967338	0.067577576
YDR235W	562.6895811	0.172642927	0.066767205	2.585744423	0.009716895	0.067722781
YNL132W	710.2902275	-0.334738338	0.129442319	-2.586003876	0.009709584	0.067722781
YAL032C	280.8634399	-0.304880317	0.117950867	-2.584807767	0.00974333	0.067730892
YJL103C	296.9345351	-0.428696401	0.165825947	-2.585219075	0.009731714	0.067730892
YML103C	1041.25721	-0.222247437	0.08599258	-2.584495517	0.009752157	0.067730892
YOR188W	321.6063438	-0.457149148	0.176995469	-2.582829663	0.009799369	0.067979558
YMR190C	441.0714119	-0.305455577	0.118301866	-2.582001341	0.00982292	0.0680637
YCR095C	422.8577848	0.216718235	0.083960558	2.581190982	0.00984601	0.068144449
YDR160W	498.1747703	-0.215401413	0.083464093	-2.580767422	0.009858097	0.068148957
YDR075W	360.6073662	0.219266505	0.085005301	2.57944506	0.00989592	0.068173163
YHR144C	343.5785533	0.22464374	0.087088776	2.579479829	0.009894924	0.068173163
YNL300W	138.0597081	-0.432326808	0.167566149	-2.58003666	0.009878983	0.068173163
YLR373C	529.3983086	-0.239177326	0.092750804	-2.578708906	0.009917032	0.068239713
YIL125W	896.9442392	-0.326687438	0.126717624	-2.578074208	0.009935266	0.068286332
YJL198W	598.6782129	-0.2667665	0.103601569	-2.574927222	0.010026118	0.06883138
YGR149W	488.1744788	-0.195403826	0.075928684	-2.573517896	0.010067044	0.069032814
YKL069W	292.7902678	0.226504127	0.088027052	2.573119522	0.01007864	0.069032888
YCL017C	465.9787564	-0.229180453	0.089147155	-2.570810618	0.010146079	0.069415025
YHR034C	175.8501189	-0.307599674	0.119759059	-2.568487743	0.010214332	0.069801843
YDR171W	763.5087077	-0.230976407	0.089961733	-2.567496186	0.010243592	0.069841605
YLR277C	433.1178997	-0.296232616	0.115369935	-2.56767602	0.010238279	0.069841605
YPR124W	412.6255357	0.231667701	0.090273026	2.566300386	0.010278977	0.07000277
YMR271C	248.242874	0.250295684	0.097547449	2.565886509	0.010291249	0.070006342
YGR066C	125.4474111	0.398938118	0.155668993	2.562733337	0.010385178	0.070224843
YGR083C	652.1045461	-0.18948217	0.07395747	-2.562042355	0.010405863	0.070224843
YGR287C	180.5292335	-0.315814131	0.123263682	-2.562102046	0.010404074	0.070224843
YHR020W	1037.028082	-0.15660753	0.061081035	-2.563930531	0.010349426	0.070224843
YLL049W	305.2744345	0.222308632	0.086707618	2.563888108	0.010350691	0.070224843
YML099C	447.1229127	-0.237570761	0.092701198	-2.562758248	0.010384433	0.070224843
YOL071W	283.5873283	0.22961438	0.089617526	2.562159317	0.010402359	0.070224843
YKL130C	430.918997	0.231338836	0.090313875	2.561498302	0.010422175	0.070255363
YMR301C	410.3505401	-0.332222421	0.12980125	-2.55947011	0.010483187	0.070586793
YAL041W	522.1242475	-0.245228212	0.095827191	-2.559067091	0.010495348	0.070588918
YHR146W	754.2573234	-0.170718691	0.06672674	-2.558474922	0.01051324	0.070629536
YDL013W	456.8737084	-0.221446607	0.086613239	-2.556729314	0.01056614	0.07076469
YGL201C	456.5826909	-0.432702319	0.169228791	-2.556907233	0.010560738	0.07076469
YJL127C-B	155.4679635	0.299540979	0.117162167	2.556635704	0.010568984	0.07076469
YML107C	462.9808824	0.20182937	0.079047426	2.553269361	0.010671693	0.071372187
YAL026C	752.2566188	-0.224779709	0.088101866	-2.551361514	0.010730296	0.071683669
YBR019C	229.4740229	-0.376363326	0.147700397	-2.548153778	0.010829472	0.071784584
YCL048W-A	44.63839266	1.094415375	0.429291841	2.54935051	0.010792377	0.071784584
YLR215C	432.0975639	0.202409465	0.079423134	2.548495069	0.010818882	0.071784584
YLR283W	307.6601013	0.226125879	0.088726881	2.548561116	0.010816833	0.071784584
YOR098C	696.7066447	-0.382118709	0.149826731	-2.550404105	0.010759812	0.071784584
YPL026C	648.840541	0.212699915	0.083472434	2.548145585	0.010829727	0.071784584
YPL135W	289.4575363	0.327845255	0.128636601	2.548615664	0.010815142	0.071784584
YLR231C	364.0211504	-0.262862123	0.103253543	-2.545792773	0.010902989	0.072189903
YML127W	529.569526	-0.219967205	0.086466162	-2.543968658	0.010960092	0.072487444
YDL240W	488.4040297	-0.228891588	0.090002403	-2.543171967	0.010985115	0.072572395
YLR011W	216.8705293	0.253408428	0.09965934	2.54274641	0.010998502	0.072580369
YPR056W	495.1847679	0.195758025	0.07703615	2.541119003	0.01104983	0.072838428
YAL020C	155.9767734	-0.349794961	0.137692517	-2.540406471	0.01107237	0.072906359
YGL187C	290.3421996	-0.240772117	0.094819118	-2.53927819	0.011108146	0.073061193
YOR140W	250.9575608	-0.549099589	0.216325668	-2.538300679	0.011139224	0.073184821
YGR218W	915.0072213	-0.234629141	0.092601358	-2.533754852	0.011284765	0.073977903
YOR150W	323.3407243	0.26678081	0.105290597	2.533757216	0.011284689	0.073977903
YDR475C	554.5212532	-0.328987291	0.129940206	-2.53183599	0.011346705	0.074076047
YGR076C	321.8672458	0.231066047	0.091281134	2.531366969	0.011361891	0.074076047
YGR097W	832.3207185	-0.188135259	0.074315173	-2.531586111	0.011354793	0.074076047
YHR046C	386.0137041	0.266684039	0.105351169	2.531381871	0.011361408	0.074076047
YLR386W	463.9793876	-0.251131243	0.099201727	-2.53152088	0.011356906	0.074076047
YLR312W-A	402.948174	0.213989927	0.084587018	2.529819952	0.011412107	0.074322127
YJR006W	371.4545125	-0.20507596	0.081100031	-2.528679175	0.011449263	0.074452899
YLR347C	794.0257499	-0.187231059	0.074050128	-2.528436671	0.011457175	0.074452899
YDR216W	760.1487642	-0.574294651	0.227323506	-2.526332019	0.011526049	0.074768491
YMR077C	339.9487937	0.217836811	0.086231494	2.526186208	0.011530835	0.074768491
YBR003W	445.5630027	-0.217305038	0.086059063	-2.52506861	0.01156757	0.074925165
YBL071C	138.8425474	0.350209034	0.138740426	2.524203252	0.011596086	0.075028314
YNL224C	502.0454702	-0.209664239	0.083078263	-2.523695498	0.011612847	0.075055266
YHR181W	316.3873833	0.22987259	0.091162652	2.521565424	0.011683395	0.075429414
YGL111W	518.7538206	-0.181958244	0.07219448	-2.520389989	0.011722488	0.075436612
YHR182W	351.1695354	-0.225844194	0.089580208	-2.521139439	0.011697549	0.075436612
YOR256C	560.6518271	-0.216130284	0.085750107	-2.520466648	0.011719934	0.075436612
YLR381W	366.5616901	-0.247803539	0.098368514	-2.519134704	0.011764364	0.075624429
YCR084C	598.3048086	-0.474971841	0.18858221	-2.518646064	0.011780701	0.075647842
YDL200C	248.8463889	0.253509983	0.100710858	2.517206079	0.011828962	0.075875978
YJR122W	493.5438489	0.190308548	0.075638057	2.516042266	0.011868095	0.076045137
YDR309C	447.1071736	-0.293936073	0.116855993	-2.515370126	0.011890748	0.076108449
YMR119W	499.981101	-0.194884154	0.077518263	-2.514041816	0.011935628	0.076313742
YDR237W	486.6523993	0.185284162	0.073733619	2.512885769	0.01197481	0.076482202
YJR077C	479.9886145	-0.22730789	0.090475488	-2.512369859	0.011992333	0.076512111
YHR131C	550.9264488	-0.206347853	0.082148118	-2.511899953	0.012008313	0.076532124
YPL208W	327.729903	-0.246119134	0.098002188	-2.511363663	0.012026573	0.076566612
YHR083W	367.8242657	-0.206825485	0.082374282	-2.510801666	0.012045735	0.076606763
YDR116C	422.0309669	0.212191483	0.084569867	2.509067261	0.012105043	0.076889836
YPL246C	388.441592	-0.242296485	0.096580711	-2.508746141	0.012116052	0.076889836
YEL036C	692.1547951	-0.181319232	0.072296603	-2.507991043	0.012141974	0.076906413
YGR266W	369.6308295	-0.278019885	0.110890014	-2.507167911	0.012170288	0.076906413
YIL022W	563.2353232	-0.205092514	0.081779603	-2.507868781	0.012146176	0.076906413
YOR203W	71.12169984	0.553761973	0.220847055	2.507445589	0.01216073	0.076906413
YJR005W	856.0249721	0.16251615	0.064862535	2.505547324	0.012226204	0.077106795
YMR216C	573.0181907	-0.187030153	0.074647868	-2.505498914	0.012227877	0.077106795
YDL080C	467.098203	-0.19434002	0.077583538	-2.504913083	0.012248149	0.077133905
YOR083W	69.68092621	-0.689126496	0.275141385	-2.504626832	0.012258065	0.077133905
YMR018W	108.5201599	0.407345903	0.162758395	2.502764309	0.012322758	0.07745919
YML049C	603.0011579	-0.29906839	0.11954884	-2.501641923	0.012361888	0.07762328
YNR044W	746.4097206	0.305214636	0.122042813	2.50088168	0.012388456	0.077626508
YPR119W	432.8794417	-0.230428984	0.092130478	-2.501115699	0.012380273	0.077626508
YOR242C	104.641409	0.366954477	0.146763242	2.500315968	0.012408258	0.077668919
YBR144C	21.54770172	0.82097078	0.328557746	2.498710778	0.012464599	0.077939714
YGL027C	764.6475321	-0.185921428	0.074489056	-2.495956307	0.012561807	0.078383047
YJL209W	607.0230124	0.2066622	0.082787377	2.496300858	0.012549611	0.078383047
YMR165C	406.6830683	-0.455542803	0.182637928	-2.494239873	0.012622721	0.078680747
YPL180W	435.9140958	-0.252344195	0.101195875	-2.493621363	0.012644735	0.078735606
YAR007C	599.4814396	-0.212662755	0.085462084	-2.488387182	0.012832394	0.079459242
YDR182W	496.0218861	-0.198447033	0.079732723	-2.488903241	0.012813783	0.079459242
YFL018C	793.3721579	-0.151998611	0.061073757	-2.488771283	0.01281854	0.079459242
YLR385C	31.00086184	-0.749282292	0.300950493	-2.489719437	0.012784397	0.079459242
YPL127C	324.5380439	-0.282814595	0.113614599	-2.489245196	0.012801464	0.079459242
YPL176C	528.8494275	-0.233904638	0.094007449	-2.488150034	0.012840955	0.079459242
YJR039W	371.2621757	-0.293889099	0.118171053	-2.486980461	0.012883247	0.079638249
YAL012W	576.9347838	-0.312609015	0.125931723	-2.482369084	0.013051202	0.080527015
YGL178W	708.820502	-0.240754048	0.096988637	-2.482291271	0.013054052	0.080527015
YDR387C	436.375099	-0.19373666	0.078088182	-2.480998478	0.013101493	0.080652684
YHR037W	578.9556638	-0.273782987	0.110337755	-2.481317358	0.013089777	0.080652684
YDR485C	655.1264383	-0.181199422	0.073054705	-2.48032514	0.013126263	0.080721775
YGR201C	281.2969228	0.24041514	0.097045804	2.477336787	0.013236693	0.081196812
YJR064W	762.810974	-0.149830735	0.060493564	-2.476804547	0.013256447	0.081196812
YMR094W	186.1054885	0.289420671	0.116854435	2.476762402	0.013258013	0.081196812
YNL092W	135.4017974	-0.531537315	0.214561436	-2.477319894	0.01323732	0.081196812
YDR462W	270.8480562	0.269904606	0.109016111	2.475823103	0.013292942	0.081243736
YMR157C	378.4159588	0.199949413	0.080750653	2.476133694	0.013281383	0.081243736
YJL116C	475.5181648	0.417066196	0.168600197	2.473699332	0.013372218	0.081644518
YDL107W	410.36646	0.22820898	0.092314462	2.472082634	0.013432846	0.081763361
YER041W	300.678149	-0.233021675	0.094260662	-2.472098862	0.013432236	0.081763361
YMR186W	1370.298362	-0.176101105	0.071226457	-2.472411431	0.013420496	0.081763361
YGL022W	886.5736248	-0.174988575	0.07081811	-2.470957999	0.013475164	0.08193725
YBL017C	1255.161856	-0.194707354	0.078836656	-2.469756636	0.0135205	0.082129111
YBL091C	662.3910185	-0.160646895	0.065113037	-2.467200144	0.013617422	0.082355066
YDR021W	429.2355891	0.220693725	0.089439929	2.467507841	0.013605724	0.082355066
YDR066C	311.5898724	0.267295402	0.108350394	2.466953665	0.013626799	0.082355066
YJR040W	425.2502879	-0.276071628	0.111890627	-2.467334709	0.013612305	0.082355066
YOL107W	356.9971048	-0.193355281	0.078369545	-2.467224739	0.013616487	0.082355066
YDL106C	494.6889716	-0.196439847	0.079650167	-2.466282928	0.013652345	0.08242586
YDR222W	796.6741812	0.178912422	0.072569592	2.465391025	0.01368638	0.082547711
YBR091C	182.6997511	0.29809497	0.120985347	2.463893171	0.013743707	0.082809655
YIL057C	55.52061422	0.575649328	0.233765111	2.462511731	0.013796766	0.082962986
YJR049C	476.5332313	-0.214125561	0.086954343	-2.462505663	0.013796999	0.082962986
YDL090C	503.370281	0.179733476	0.073111866	2.458335231	0.013958281	0.083384895
YDL233W	222.2403978	-0.396215634	0.161056313	-2.460106208	0.013889591	0.083384895
YGR168C	427.8660894	0.189018875	0.076877517	2.458701618	0.013944046	0.083384895
YHR011W	235.5819346	-0.272322214	0.110782974	-2.458159439	0.013965116	0.083384895
YJR059W	676.8256503	-0.372353592	0.151436106	-2.458816462	0.013939586	0.083384895
YOR211C	473.3415859	-0.181131682	0.073654079	-2.459221325	0.013923875	0.083384895
snR32	57.05125058	-0.540491758	0.219835129	-2.458623242	0.01394709	0.083384895
YNL053W	294.1177697	-0.252512534	0.102819465	-2.455882576	0.014053907	0.083831063
YPL194W	179.7655584	-0.359598176	0.146455539	-2.455340216	0.014075131	0.083873705
YEL072W	243.9352237	0.270132563	0.110079634	2.453974039	0.014128718	0.084108922
YDR443C	400.9832322	-0.445658877	0.181662651	-2.453222357	0.014158279	0.084200783
YBR255C-A	222.2935173	0.252988165	0.103143205	2.452785574	0.014175481	0.084219034
YOR260W	662.6855476	-0.175809764	0.071697766	-2.452095431	0.014202699	0.084296696
YDR214W	546.1148843	-0.233450808	0.095354074	-2.448252069	0.014355119	0.08511657
YLR072W	385.0615219	-0.330314097	0.134945821	-2.44775344	0.014374999	0.085149719
YLR273C	220.6202999	-0.366784521	0.149876547	-2.447244273	0.014395324	0.085185437
YLL035W	306.8619361	-0.265225833	0.108394822	-2.446849652	0.014411094	0.085194156
YIR025W	190.5766958	-0.293706934	0.120120964	-2.445093035	0.014481478	0.085457294
YLR182W	568.4677051	-0.196104527	0.080205593	-2.445023082	0.014484287	0.085457294
YHR062C	328.0272738	-0.244818824	0.100164432	-2.444169251	0.014518614	0.085490532
YKL187C	219.1290955	-0.437658013	0.179038267	-2.444494239	0.01450554	0.085490532
YKL066W	194.179201	0.283029564	0.115836301	2.443358089	0.014551291	0.085598365
YDL091C	582.274842	0.165082548	0.067580754	2.442745009	0.014576032	0.085599137
YOL112W	448.0359033	-0.186623567	0.076413429	-2.442287559	0.014594516	0.085599137
YPR095C	474.0454678	-0.419363953	0.171699836	-2.442424891	0.014588965	0.085599137
YKL062W	887.0581869	-0.234092487	0.095897335	-2.441073962	0.014643655	0.085802893
YDR205W	398.9837454	-0.267487679	0.109702542	-2.438299723	0.014756533	0.086071343
YER088C	889.2925656	-0.314903994	0.129110035	-2.439035769	0.014726511	0.086071343
YLR050C	463.2796137	0.177722002	0.072886205	2.438348943	0.014754524	0.086071343
YPL031C	466.7181103	-0.184822733	0.075803768	-2.438173422	0.01476169	0.086071343
YPR166C	230.1977962	0.236279673	0.096890931	2.438614948	0.014743669	0.086071343
YDR153C	446.2986763	-0.193448451	0.079415805	-2.435893599	0.014855053	0.086531049
YBR123C	396.2325206	-0.245807991	0.1009371	-2.435259104	0.01488113	0.086598292
YOL142W	428.2752791	0.192083437	0.07891094	2.434180046	0.014925569	0.086772161
YLR399C	708.3839993	-0.225565965	0.092687799	-2.433610097	0.014949088	0.086824189
YGR248W	303.2710565	-0.462151122	0.190021074	-2.432104572	0.015011373	0.087101041
YBR276C	511.0594835	-0.209462433	0.086227119	-2.429194375	0.015132417	0.087423655
YCL028W	632.1447936	-0.16436422	0.067637987	-2.43005784	0.015096413	0.087423655
YGR200C	734.3868554	-0.20940477	0.086231935	-2.428390021	0.015166024	0.087423655
YHL030W	763.3286501	-0.371093291	0.152829853	-2.428146625	0.015176206	0.087423655
YLR389C	939.7556056	-0.180557407	0.074356582	-2.428263951	0.015171297	0.087423655
YOR109W	689.0561768	-0.316102477	0.130193034	-2.427952301	0.01518434	0.087423655
YOR326W	1502.222065	-0.170897524	0.070369224	-2.428583322	0.015157942	0.087423655
YPR134W	392.2031384	0.183582063	0.075580135	2.428972424	0.015141684	0.087423655
YDR135C	1252.513401	-0.1948114	0.080280673	-2.426628896	0.015239836	0.087658476
YGR177C	289.4253912	-0.289462142	0.119312815	-2.426077541	0.015263009	0.087707106
YHR022C-A	22.69573024	0.724229077	0.298868102	2.42323979	0.015382769	0.088257164
YIL033C	578.8153852	-0.267540135	0.11042353	-2.422854384	0.015399098	0.088257164
YJR121W	904.3952042	-0.215074963	0.088780105	-2.422558122	0.01541166	0.088257164
YOR306C	565.082284	0.366983361	0.151495192	2.422409299	0.015417974	0.088257164
YLL058W	290.9263715	-0.236695182	0.097736603	-2.42176599	0.015445293	0.088328696
YMR262W	276.1218155	-0.218493602	0.090284226	-2.420063953	0.015517778	0.088658137
YDR534C	45.85913156	0.538457269	0.222549182	2.419497859	0.015541952	0.0887112
YGL226W	194.8950863	0.249508951	0.103147606	2.418950485	0.015565359	0.088759783
YGL208W	251.5160225	-0.358576008	0.148320609	-2.417573737	0.015624368	0.089011098
YBL075C	323.2320581	-0.227090484	0.093948084	-2.417191224	0.015640798	0.089019594
YLR086W	652.764759	-0.221761586	0.0917912	-2.415935139	0.015694857	0.089072049
YLR132C	296.3150904	-0.213919463	0.08852897	-2.416378079	0.015675775	0.089072049
YPR159W	892.816942	-0.182351593	0.075477803	-2.415963194	0.015693648	0.089072049
YJL023C	320.6133703	0.205189781	0.084949362	2.415436392	0.015716367	0.08910926
YIR023W	416.0418624	-0.334558282	0.13853981	-2.414889127	0.01574	0.089158422
YKL162C-A	40.4350813	0.53221363	0.220539275	2.413237412	0.015811517	0.089478468
YMR302C	591.8689245	-0.305872464	0.126770569	-2.412803428	0.015830355	0.089500079
YMR251W	147.9671071	0.371365435	0.154017933	2.411183077	0.015900864	0.089813508
YER073W	696.1692447	-0.248531892	0.103100986	-2.410567561	0.015927721	0.089880009
YER015W	295.2677717	-0.366162507	0.151931328	-2.410052704	0.015950216	0.089921796
YBR215W	463.3937109	-0.19682573	0.081706862	-2.408925327	0.015999571	0.090114787
YDR122W	624.0643397	-0.386299671	0.160531112	-2.406385065	0.016111273	0.090658238
YJL170C	56.91146028	0.535070243	0.222580007	2.403945672	0.016219183	0.091179353
YAR029W	68.41204168	0.420513762	0.174988084	2.403099414	0.016256767	0.091189999
YIL083C	562.3030473	0.166544492	0.069310665	2.402869621	0.016266986	0.091189999
YIL149C	1306.258072	-0.155194758	0.064579973	-2.403140645	0.016254934	0.091189999
YNR063W	150.7402908	-0.391982538	0.163159181	-2.402454684	0.016285452	0.091207716
YIL165C	131.9597071	0.308245518	0.128342389	2.401743645	0.016317139	0.091299371
YBR132C	288.4823745	-0.468579281	0.195248787	-2.399908798	0.016399157	0.091406538
YDL077C	555.7772764	-0.243511485	0.101508948	-2.398916441	0.016443667	0.091406538
YJL205C	132.1529094	0.316349129	0.131790001	2.400403126	0.016377025	0.091406538
YJR088C	526.2925632	0.173717334	0.072392112	2.399672124	0.016409763	0.091406538
YNL142W	196.068903	0.304563199	0.126929647	2.399464633	0.016419066	0.091406538
YPL002C	345.374986	0.214035525	0.089215919	2.399073271	0.016436625	0.091406538
YPL245W	489.089309	-0.179041678	0.074616988	-2.399476087	0.016418552	0.091406538
YML002W	713.2347701	0.167394258	0.069819658	2.397523308	0.016506331	0.091620895
YOR291W	541.6740035	-0.325224664	0.135658609	-2.397375781	0.016512979	0.091620895
YGR257C	478.5374447	0.219423599	0.091553774	2.396663624	0.016545105	0.091701209
YOR222W	633.9815601	0.241783117	0.100895444	2.396372981	0.016558231	0.091701209
YBR170C	471.907962	-0.21319217	0.089076	-2.393373862	0.016694221	0.092368487
YGL077C	885.1090008	-0.204817777	0.085599992	-2.392731253	0.016723486	0.092383465
YHR200W	463.9481039	-0.17896372	0.074797794	-2.392633659	0.016727934	0.092383465
YEL049W	50.17580338	0.570479727	0.238568982	2.391256907	0.016790799	0.092578311
YER095W	346.6840349	-0.256464891	0.107269731	-2.390841182	0.016809823	0.092578311
YJL006C	326.8057638	0.210266963	0.087937397	2.391098323	0.016798054	0.092578311
YOR014W	781.1812843	-0.204679658	0.085719015	-2.387797597	0.016949674	0.093176297
YOR269W	254.9730458	-0.325154958	0.136160571	-2.388025807	0.016939152	0.093176297
YNL242W	480.0399745	-0.48806323	0.204442839	-2.387284547	0.016973348	0.093220445
YAL002W	561.6381826	-0.287898503	0.120692962	-2.385379378	0.017061516	0.093432811
YLL024C	568.9950104	-0.208563414	0.087424452	-2.385641648	0.017049355	0.093432811
YLL059C	35.37854852	0.544860447	0.228450327	2.385028089	0.017077817	0.093432811
YLR243W	416.8876251	0.190603853	0.079925906	2.384756876	0.017090412	0.093432811
YPR145W	1115.220388	0.295119195	0.123732052	2.385147508	0.017072274	0.093432811
YJL085W	568.816315	0.155749766	0.065413894	2.380989075	0.017266224	0.094134885
YML072C	1426.117693	-0.210384958	0.088355588	-2.381116608	0.017260247	0.094134885
YOL087C	868.5051767	-0.223080532	0.093691686	-2.381006697	0.017265398	0.094134885
YNR047W	331.6801758	-0.496103675	0.208492341	-2.379481536	0.017337012	0.094434417
YAL063C	182.5797816	0.295410964	0.124295303	2.37668647	0.017468929	0.094845034
YBR080C	706.5274673	-0.164686617	0.069306714	-2.376200032	0.017491977	0.094845034
YIL153W	267.8781505	-0.45233897	0.190362014	-2.376203945	0.017491792	0.094845034
YJR034W	221.3359322	0.26942045	0.113363683	2.37660283	0.01747289	0.094845034
