Gene	SRR6205776
ETS1-1	2.8125902252653985
ETS2-1	0.6664267082746863
HRA1	0.27236396164164717
ICR1	1.308040071546957
IRT1	0.26935795609903773
ITS1-1	2.5360561628098353
ITS2-1	1.034409424250208
LSR1	1.4741673230553414
NME1	0.8805447177035913
PWR1	0.723731725741241
Q0010	0.24586199416948817
Q0017	0.06680949108809309
Q0020	0.7118721898738949
Q0032	0.06680949108809309
Q0045	1.2841295244836919
Q0050	0.06680949108809309
Q0055	0.06680949108809309
Q0060	0.06680949108809309
Q0065	0.8360505632798325
Q0070	0.06680949108809309
Q0075	1.1024437860179093
Q0080	0.06680949108809309
Q0085	0.5456329280453402
Q0092	0.314106222892453
Q0105	0.4605189622348883
Q0110	0.3453939386430118
Q0115	0.06680949108809309
Q0120	0.42969532052105464
Q0130	0.8439905237239026
Q0140	0.3342275463297448
Q0142	0.06680949108809309
Q0143	0.06680949108809309
Q0144	0.06680949108809309
Q0158	4.107115240901203
Q0160	0.9074751725004302
Q0182	0.2641645193972941
Q0250	0.46797310730781577
Q0255	0.06680949108809309
Q0275	0.25786088075140434
Q0285	0.06680949108809309
Q0297	0.6441598502986022
RDN18-1	8.784921741103126
RDN25-1	10.844656263224461
RDN37-1	3.297356230902426
RDN5-1	0.7370718137938708
RDN5-2	0.06680949108809309
RDN58-1	0.06680949108809309
RME2	0.8120187433496416
RME3	0.9462535137832195
RNA170	0.8747525941770091
RPR1	0.6097413616070486
RUF20	0.8439905237239026
RUF21	0.8414650412364264
RUF22	0.06680949108809309
RUF23	0.6468313922221081
RUF5-1	2.4525972203970183
SCR1	0.7317226773034462
SRG1	1.583056645141016
YAL001C	1.6698232080229096
YAL002W	1.5224920722512671
YAL003W	1.9216411488803926
YAL004W	0.7592908429845212
YAL005C	8.911328416205382
YAL007C	0.9136207321829626
YAL008W	1.9507385036289615
YAL009W	0.9692321402833423
YAL010C	1.083803735493245
YAL011W	1.2756189361379673
YAL012W	3.385260486506022
YAL013W	1.5813354651094937
YAL014C	1.1837462825716816
YAL015C	1.1295162184386431
YAL016C-A	0.6527894302417785
YAL016C-B	0.06680949108809309
YAL016W	2.989195682852516
YAL017W	3.963759519328169
YAL018C	0.27446821231692947
YAL019W	1.2833314067653803
YAL019W-A	0.6596452808897406
YAL020C	1.163439867660815
YAL021C	1.4328558322022615
YAL022C	1.176286225702534
YAL023C	1.915322289954259
YAL024C	0.7664439405136205
YAL025C	0.7450986489303341
