Gene	SRR1024146	SRR1024147	SRR1024148	SRR1024149	SRR1024150	SRR1024151	SRR1024152	SRR1024153	SRR1055288	SRR1055289
ETS1-1	4.726828309055095	4.784804380362973	4.417556895078075	4.188931708430072	3.4973057440817628	3.867035496302715	4.427127418479231	4.390341996352695	4.107115240901203	4.464138720368462
ETS2-1	0.27359411131952976	0.3453939386430118	0.376478108894752	0.32066278107208246	0.5094303634869016	0.37039413573391883	0.35748870203207767	0.48350891445234506	0.3473565493171942	0.2764737427010447
HRA1	0.6274808535682953	0.6208757087176954	0.45790906003266685	0.5397018892973792	0.5716299619817301	0.6141669250256355	0.5628335957676683	0.517308718452646	0.5761709952019751	0.5903219836185399
ICR1	0.9031577171989357	0.9207033761235819	0.9587247590326333	0.9452014833889766	0.9108418762142458	0.8818699905567292	0.9988623701643833	0.9830928534222654	0.9446777128684332	0.9299870381883784
IRT1	1.1700500484054266	1.2817887660317409	1.0354948805573656	1.0595443395303565	1.3124328505721974	1.4648520664989015	1.0216393944993665	1.021119577244372	1.3568361688148305	1.4282053822722922
ITS1-1	1.1662193307549023	1.1697895643101346	1.3320156428788021	1.2956374364029168	0.9201967026473358	1.002437939567922	1.294598580774264	1.2320230930159135	1.246062255350098	1.2328644558088235
ITS2-1	1.7407856438486111	1.7372149256233413	2.136708330607279	2.0800001621631097	1.4119146907122726	1.420606758630387	2.0566636146801676	1.9461198473943289	1.7786848525344268	1.726757228721157
LSR1	0.8659634138244379	0.8238503089051317	0.8472362565758081	0.6979715300139742	0.7574979487114798	0.7955241314384575	0.7277450765966849	0.7456878211380533	0.8951537752034987	0.8015314364428036
NME1	0.6455695385178963	0.6451396986603857	0.5143957454941378	0.5133529196511	0.5993340729502326	0.6136627446315588	0.461268615840418	0.5167122529695116	0.6759014424347112	0.6512577311349899
PWR1	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.38070512255464795
Q0010	0.02808323346422211	0.016680719719038697	-0.011903692958525629	0.07060684038447437	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0017	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0020	0.02808323346422211	0.2549474735910296	0.19190710079273518	0.12793583045040777	0.24801857093942342	0.26841398788083826	0.12543178566777016	0.13430828620648913	0.3159814403986993	0.2385685332694982
Q0032	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0045	0.02808323346422211	0.09828853272506267	0.08984838333622906	0.11079553520773336	0.16587765858303782	0.019968631817579865	0.05697622062493293	0.08480343005519773	0.16058354857499502	0.0932034663690275
Q0050	0.02808323346422211	0.016680719719038697	0.17611199917790823	-0.003626837109983372	0.016201999090225	0.12543178566777016	-0.01510828782895375	-0.01295800869862021	0.1271117718090195	0.0152767922473966
Q0055	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.10494644478496984	-0.01510828782895375	-0.01295800869862021	0.09912350304530337	0.0152767922473966
Q0060	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0065	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	0.041124958386577766	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0070	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.10331333412668639	0.0152767922473966
Q0075	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0080	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0085	0.02808323346422211	0.016680719719038697	0.046347363901620316	0.0974590059288438	0.016201999090225	0.019968631817579865	0.12362716112535121	0.11245431914629919	0.10748600221306437	0.0152767922473966
Q0092	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0105	0.02808323346422211	0.15625530736696971	0.0748102753847645	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.09662965711434987	0.0152767922473966
Q0110	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0115	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0120	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	0.04200866956711542	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0130	0.02808323346422211	0.016680719719038697	0.07728901071736932	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0140	0.2884592020334769	0.3671075596798518	0.19106204657243314	0.25313730188355216	0.2462947061348716	0.2675841852279284	0.301858937033238	0.17441864029547632	0.32812055365981685	0.2710396601910656
Q0142	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0143	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0144	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0158	0.12020804965274892	0.20117674010381092	0.3897512728072322	0.1702111123158589	0.13056399026508578	0.10164577997343427	0.15970639612429635	0.15109064813540124	0.2601411639905095	0.2377674912671586
Q0160	0.02808323346422211	0.1271117718090195	-0.011903692958525629	-0.003626837109983372	0.09407668303879667	0.019968631817579865	0.05780806739085853	-0.01295800869862021	0.002865910044255214	0.09492111191535677
Q0182	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0250	0.02808323346422211	0.016680719719038697	0.045437435213413487	0.08061421875457914	0.016201999090225	0.019968631817579865	0.054365244903946654	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0255	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0275	0.02808323346422211	0.016680719719038697	0.06638952523995305	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0285	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
Q0297	0.02808323346422211	0.016680719719038697	-0.011903692958525629	-0.003626837109983372	0.016201999090225	0.019968631817579865	-0.01510828782895375	-0.01295800869862021	0.002865910044255214	0.0152767922473966
RDN18-1	6.420164204358091	7.389481151001053	9.425309129682937	6.300379556567287	7.20548345771346	6.508913411146379	6.6132117964292405	6.244440612975547	9.819641498961985	6.609745464117811
RDN25-1	9.094002106928592	9.471995685274207	10.641639102468298	9.819641498961985	9.396358655913309	9.088924950001225	9.852400593668355	9.959292194791908	10.641639102468298	9.319358897355142
RDN37-1	0.7412483470140416	0.4585503481113194	0.7498178338046669	0.7450986489303341	0.6557617739994056	0.5543029728825882	0.7066668631962603	0.6385684753242986	0.7744499811378334	0.5761709952019751
