	14251X1	14251X2	14251X3	14251X4	14251X5	14251X6	14251X7	14251X8	14251X9	14251X10	14251X11	14251X12	14251X13	14251X14	14251X15	14251X16	14251X17	14251X18	14251X19	14251X20	14251X21	14251X22	14251X23	14251X24
YHL043W	155.10040695857973	210.543522814319	163.5288995825233	175.58388186023072	203.78929657494302	256.96321773861285	154.96321860987794	186.01867079315014	196.30347274552406	184.2693448481548	196.07994740544007	289.93979647466847	158.5471694005502	176.61262409757327	175.46522754461668	231.43328982419473	228.29638019826416	254.49835931421265	136.14185684584956	176.87628413577173	181.92498251165367	239.39063033287354	207.72917513560103	256.9704971721228
YHL044W	50.74394691948431	66.08549803627237	84.06730929487631	76.41053062390581	129.642744472899	129.06404963912703	52.646444468124095	66.65897000811891	77.66052787449826	79.33782452917607	113.25954620996673	133.30392435087705	50.94493605002973	76.83285972610174	96.28139153208485	98.23103331841583	151.1688055565544	104.43694539262825	48.82604345771869	72.44513673584903	102.75379204084838	95.21311414480859	132.5720176816294	96.93078312448458
YHL047C	64.17599156022344	96.04060443895206	58.99460301394828	93.62838933806911	169.2611744664748	110.86249205292427	74.00778136094122	85.68535277466847	76.82976896521818	105.08146518807783	171.72792527573156	108.19129110479791	66.42632769221822	98.54975743758665	71.62782773322495	106.93041896614733	216.00788911244288	140.40791918811374	66.22454627023485	88.91695430038976	89.95453547453123	100.12938220890508	208.6014290887035	139.1050216227368
YHL048W	148.86976107041315	186.21654427620814	166.0757160346433	160.8132440031807	220.31942111552556	224.4734299399301	137.0916658723108	190.28430332380063	162.88296902592367	158.97216127014528	211.43250240460483	206.69621552094472	149.89626792505564	205.37732980909132	164.2941778824784	193.91185568659571	227.04130069802832	176.12759716733729	128.91881058420145	188.36851809205737	174.29169822564023	187.06545836309766	214.86595031833596	174.8438162985053
YHR001W	238.07142298053958	233.76865085178065	198.75187111651027	221.01127055263095	207.79813873445775	203.84007839862127	257.6015865686286	229.26333056549765	200.83016227422326	228.56226158592995	203.27058595148594	198.47389806252173	237.01654739853402	229.44066747126763	196.6615819487274	217.6781256161563	169.33629217987237	155.7624536677972	238.43819724913746	233.17067739512902	192.68186819661472	212.16084487764172	172.58819076430427	167.25311597950278
YHR001W-A	207.91036922602325	198.84868503781595	176.4101176024872	201.93535216843063	189.16214169227752	225.5705243576315	204.78357653727363	211.07062754426119	171.33070810020178	189.97960396241206	164.91392509273274	225.6035024414741	209.36570153179719	195.79098036100504	173.3046689032093	250.70028535306426	171.24641625787274	200.88678117092365	265.13253808872076	232.48196229656577	172.32169629614611	277.20117948116206	174.6887412038686	209.46684629818387
YHR002W	212.58163771207828	214.41881823828805	146.25745330541343	171.04971724632506	156.21150445129558	199.93686702086987	212.04817910772204	196.20866415645136	166.56873861418086	192.56146536632176	173.17561828895683	223.9055519473796	215.75713657258964	189.1132505361034	143.57138025602583	219.86162533298503	143.4090033220074	196.80222106954363	203.9843593344692	190.3361810073811	151.77206808428704	207.2578126578655	128.7426292566594	195.0582425838393
YHR003C	232.90959070922898	243.88577487165279	207.55373969452714	252.93111473902508	238.0188407615568	253.73488546737468	244.48689741636414	236.86791894432045	231.400975864855	250.03435609194887	240.504471485238	284.8919595377596	240.02515324757087	237.153393800251	226.08678510683265	236.4226308775475	229.525841929569	270.430132325367	219.8059701842027	221.03999106335752	241.64201503345942	240.8737790077254	220.04994322448795	253.39077447087482
YHR004C	201.66837519691995	193.13524399150148	182.43439736378576	190.2120625931841	182.71067626840775	180.7289583987776	218.72435865983925	192.53646053705336	183.77810403353038	197.67179222810444	183.98202654893453	188.11003817629486	199.34974976098587	185.8788800859702	188.60463928043146	199.51418298850382	177.18998057862083	162.33549721803658	194.7380747762925	183.40956266005256	192.96989150082086	200.1278579517449	170.25405779514432	167.014392823186
YHR005C	258.4279358579922	228.03635260024117	228.870170584396	243.96691554570288	230.95119840120566	247.52009519832583	277.81854393939193	236.90518369678725	234.09289753214657	251.63960138010225	229.6535701859295	247.0064577635622	233.94480942741126	232.01415551676146	235.49723823291424	222.50061244117916	254.68211679495462	233.1995234721539	231.04282419683378	227.20792723050587	238.63186965718353	229.07512883868938	222.46830964973273	219.84301327202684
YHR005C-A	254.94543379837526	273.5554931289463	321.26408815204445	256.0045910928813	283.58567486632205	286.979820519798	268.9546619567209	286.77085495483647	284.2345082492992	257.36475918807656	298.09301629779657	280.6398407386885	259.05837046234393	284.07904315025627	307.531355731922	322.0085171025954	314.7908765594153	263.4625282718954	367.68133595116853	377.9746264479079	282.4993605705178	406.3509806126799	388.3116307379533	349.32543097036466
YHR006W	200.20793602778355	199.00125930081117	168.0340596073425	214.2150838480354	170.65699454250705	189.01534542417608	204.30409983936792	188.81392461629855	179.55704138147223	217.91046582481633	170.46745506371266	194.5344350575	182.73727061423705	189.414723619681	162.70010547667815	187.7247085391831	163.10318494259815	206.89157114243937	172.84419384032415	168.86714401069355	190.9643146583867	174.92024427941965	159.847600266845	216.77247862384732
YHR007C	309.94589976117163	261.63925005704147	295.3810805056087	309.92367047989694	268.91902094615574	285.1163151917474	290.54386596291806	275.67720485987184	302.92691304712554	313.0544720300178	272.9088006581177	285.35414636374554	283.13442719676254	270.59246231382997	339.36895968993406	298.6567544119492	317.3066877606894	305.3770214060606	258.681536168878	250.73032748746166	343.78537887610537	287.3086137922835	302.36559056687224	295.7729824984272
YHR008C	492.6933649618306	404.8127703401526	440.9468404760494	500.1835639634256	368.7615842784683	527.075758273358	476.21783813758975	412.6079295149421	408.1660605216645	464.763736588445	365.26320126949366	518.903865069541	456.6301960337113	422.76429175624725	413.93307034854206	499.64158372375056	344.54428616878494	535.1817169739643	518.8080104840674	446.59021257035135	437.54109717992657	558.3679243854749	327.8925133678872	540.5294952582844
YHR009C	238.33645302100723	207.94579731033977	206.7542337109206	231.9506303616022	200.59947292925938	231.3679902206573	241.56701885579574	196.641795865406	203.48861366783953	243.13316334131537	188.13033489422082	232.1341892529893	223.14046063781137	206.14240579764828	206.34501404762156	228.58629300492888	193.17651132416523	221.3139447880685	218.21021890980452	204.86992757475824	226.9744441620869	229.61338744002913	188.25868657725624	221.78401406260667
