	14251X1	14251X3	14251X4	14251X7	14251X9	14251X10	14251X13	14251X15	14251X16	14251X19	14251X21	14251X22
YJR095W	170.138678	16.96115024	223.0008711	193.3361353	28.58374666	235.3972979	113.9361399	24.31954468	240.3112766	112.2186109	20.92112622	250.4149058
YJR096W	309.665915	331.8367925	300.503402	329.4360031	333.3266578	328.8005467	326.5903862	348.6986633	402.3561744	314.5035536	336.4707811	382.6153116
YJR097W	64.62515497	98.4484155	84.36117964	75.89692015	121.4680478	80.80641142	85.32305106	131.8566578	75.19114555	79.77098806	135.4905007	63.8307422
YJR098C	85.44308429	81.68115703	88.59443864	81.93170753	81.72521321	89.74845403	86.57335122	73.69724701	71.59949687	75.50779404	71.28433785	71.18054944
YJR099W	226.4033972	215.6489101	229.4653935	220.8573042	233.9998066	237.7282137	216.2032063	208.2277329	271.6990973	228.6739492	223.3517236	264.060355
YJR100C	244.8160315	242.1923461	265.9347045	267.0899665	255.6542488	259.3657139	249.1285185	243.8805044	304.1770129	271.5511713	258.1370001	288.5543819
YJR101W	266.8961893	252.8623385	266.9200115	282.4071447	270.2250997	268.9524255	285.9365217	233.7432635	296.6196784	305.6491534	243.396109	284.3678344
YJR102C	219.4013882	227.9229983	216.7557582	224.7337376	252.5201953	205.6216524	227.9259126	238.8347009	259.7512301	232.1195393	230.3412268	247.282952
YJR103W	208.4490519	211.9295308	217.0486303	231.4592674	221.7208822	194.0712278	239.1246049	184.2584852	178.7780218	217.8682343	177.771424	163.4826438
YJR104C	277.2278081	393.191531	282.9012036	282.3007331	288.2684672	291.9804093	273.3709611	399.8837882	338.7817159	371.2927537	310.8324622	481.3234479
YJR105W	365.0495606	441.0111275	394.8141538	375.8184597	435.7812545	397.4453026	360.2738681	471.9777475	409.9149581	359.4692877	459.12561	384.4118894
YJR106W	111.2385113	95.22405662	129.410074	109.9176175	99.50290725	116.6543387	102.6986501	96.49886905	65.05672015	80.38771924	103.7953655	55.93055177
YJR107W	260.6410191	233.0045579	280.1692672	259.9543665	245.7643359	285.541074	246.3070541	238.9556911	264.0958844	237.9285672	255.0850407	267.5996399
YJR109C	123.4683762	118.256355	119.5516717	127.0321038	131.1619537	105.1905926	134.6661461	146.2459106	80.53506079	115.666194	163.6345463	69.36994533
YJR110W	98.65549879	105.0572212	76.54482034	101.8735446	108.6241386	89.4245264	104.1469934	96.14547963	64.39982373	94.88887693	108.260561	66.81079192
YJR111C	168.2123055	125.4423359	183.1525611	158.4391928	149.7095537	174.3352291	148.7331101	168.532551	119.2547738	131.6719353	170.1809891	122.2409569
YJR112W	204.8739618	101.6241708	232.74519	188.1684011	116.0711108	218.8158226	177.1388405	139.6412566	144.6329084	171.204644	149.1782604	167.4533657
YJR112W-A	259.4955559	238.0104441	277.9337269	251.3267359	238.0600412	273.5708481	252.3660596	244.8191695	309.0620612	282.765263	256.8133888	340.552084
YJR113C	190.591428	143.930432	197.4659191	195.163509	151.3827209	207.1859221	172.7187268	143.3793846	205.2000073	172.1712539	146.0376654	210.0707369
YJR115W	98.24324284	77.97001834	116.62309	98.27976416	86.87390054	107.2115935	71.66122215	79.95324751	119.9042397	74.3483721	73.70828091	137.8340035
YJR116W	92.32164996	152.5169104	154.7678784	114.0002719	176.7998539	149.3277066	135.0166962	156.3798637	89.91110525	108.0768225	114.0484625	93.60377342
YJR117W	274.8426131	244.818811	276.2705298	253.6781413	239.7347813	263.0003343	231.9731303	264.9769912	247.9849068	211.0683978	275.4625805	244.62958
YJR118C	196.4677477	235.0707064	179.4147537	200.4740806	231.5236182	157.9514951	221.0094729	271.8877175	186.6991029	226.2760005	261.5266355	188.5729942
YJR119C	108.8629707	87.14015155	111.1515543	96.9224183	90.59001522	124.6508522	108.6494153	95.81628625	143.6647638	81.76178539	100.1542097	118.7862884
YJR121W	475.6355694	398.5793488	487.3661899	463.8521593	394.9860161	473.3013146	471.0543444	335.0838414	476.4716688	524.7033237	328.9650536	449.5308859
YJR122W	199.2626974	155.4784038	188.4871017	216.9536095	162.2095747	194.6565776	199.7668148	154.344027	219.4088983	178.7539679	172.9766522	215.7059472
YJR123W	393.8942344	588.9166477	392.4054871	386.8105583	398.2863575	388.303559	384.9293572	610.534652	467.4044183	522.1278927	446.0069241	605.4671183
YJR124C	103.1284366	118.3146877	98.25877307	93.06002893	134.4277912	101.7269177	99.18547157	132.5371939	74.55424994	91.13140145	152.5864396	64.24802676
YJR125C	240.8249309	220.0172922	258.4570231	250.2380598	223.8460271	254.3733938	237.5471308	209.0651767	224.5291152	232.2511264	214.4928211	219.4400242
YJR126C	186.75207	187.5357751	167.5267533	197.5286547	201.0748105	177.2115373	196.138917	176.7643961	165.5560358	182.0916501	195.3392344	157.2870798
YJR127C	101.3628046	127.0140827	85.24919205	90.45673748	141.570846	81.3359423	129.1409696	96.24469792	63.65387983	107.8562576	96.52394266	55.63491885
YJR129C	133.7072172	99.82394226	157.5291489	145.3013749	116.9255188	170.9972514	121.4409156	118.881045	111.5610476	101.235347	119.8033543	119.3631656
YJR130C	158.6184478	136.0060493	160.0448235	160.781091	147.9681075	168.7049124	159.9651235	150.6906205	159.7851551	141.553633	161.3077635	150.7971678
YJR131W	90.52550891	100.1083758	76.44853981	82.77362831	113.1656652	88.52849629	107.5157273	71.73172558	79.31966932	95.52092709	83.24715169	69.48337321
YJR132W	113.6043838	113.976798	124.0422939	107.969245	129.6578053	115.8672801	119.1799476	116.9120913	89.97231091	96.76708511	128.1659231	83.089137
YJR133W	263.2791596	272.6784292	273.2698006	260.2180119	273.6043558	272.3863145	265.2389851	276.2295671	308.3439875	280.5381439	281.5365302	310.3929397
YJR134C	186.2176879	180.6677589	193.2637933	190.6688342	179.5143567	184.1496569	170.6461021	175.8691888	152.5089093	160.4309197	192.7697183	156.0462394
YJR135C	165.7696621	168.0989952	154.9491055	167.2830077	197.1458688	153.8665426	174.1286756	156.8875905	187.5516102	174.8764913	165.4100088	180.8040694
YJR135W-A	166.6632214	191.3504414	169.7854727	164.926909	175.2781024	163.5131674	180.259967	187.1152146	209.4526433	203.8672457	168.6632192	238.8372417
YJR136C	170.3811967	157.1424232	157.9393514	164.3090875	171.299414	163.5614965	171.0211485	159.507461	197.6452969	168.4013347	180.6694546	186.6802016
YJR137C	83.96905134	79.05193501	56.18738362	72.99070524	87.18480767	58.12283731	89.65348347	82.5867415	39.76316784	67.6474957	91.58719566	36.98551886
YJR138W	72.75286854	64.71059128	70.69107442	73.63117085	69.40399956	73.95096776	74.72628111	56.56743073	50.01185674	61.6481561	58.2803846	42.70932429
YJR139C	331.0845378	343.006781	329.0403153	328.3703484	334.7737974	334.7958953	319.9614415	361.6284348	365.0152171	330.5027832	367.701979	346.4822775
YJR140C	96.85468449	81.63269235	89.66305502	90.0055313	87.22553177	96.45519991	101.303288	76.72193905	78.48627166	89.00514722	83.90362764	73.94296859
YJR141W	189.5651665	222.8043088	186.2197092	206.719243	231.5974694	192.7004657	202.0809104	204.7575458	228.6514367	216.7377069	200.3214029	212.6510855
YJR142W	187.8084033	206.0018868	178.6290874	208.3248246	204.6767737	185.5072149	199.5550238	190.2566891	206.6911387	225.2344186	206.3942728	212.4431485
YJR143C	210.9418209	216.6680449	208.2830367	205.0631072	224.8432924	206.1716948	198.9376441	221.1260721	136.4753021	177.6506777	242.6402205	131.7646504
YJR144W	326.7758282	304.3979744	319.2251534	328.0765883	300.508947	315.198688	321.3759483	315.9155122	337.7839776	359.3687449	309.0710936	343.0869245
YJR145C	191.0103103	256.6073988	189.2868574	185.8700085	197.4781994	183.1062023	182.0948863	260.3836965	199.1277622	233.7698189	213.0173465	224.2951798
YJR147W	128.1205647	144.3056935	165.7293369	150.7669818	185.9015899	173.9575298	194.0351365	117.5323969	103.0164462	154.8255317	104.1382795	87.40122435
YJR148W	259.0023909	191.6810209	316.685223	273.1427476	188.9637879	336.6974722	258.1859008	178.4340377	418.2818693	253.44884	192.943803	418.0345743
YJR149W	151.9128874	86.4353648	122.4981415	150.4385382	74.58743836	118.8465856	148.5535264	80.63336721	134.6428747	126.6525264	85.07997918	127.9224104
YJR151C	24.45382733	24.49110041	37.42618705	28.68922772	21.49876951	40.93789131	35.23665825	16.40227251	24.0286355	34.07289206	18.20085948	23.68386639
YJR152W	58.87868574	30.98376528	54.59924063	58.28487196	38.21688889	50.29468117	49.97445396	33.52930049	51.73897212	49.6690981	45.5904387	56.2144632
YJR153W	118.6564048	89.34236659	137.7349103	130.790205	96.47368408	138.6816408	110.6484996	82.06035207	146.5330643	95.78985393	95.19209081	150.3865654
YJR155W	114.7383732	89.02371136	116.1483369	123.6560795	89.45352084	130.5174507	124.1503005	88.83989739	141.8446319	128.751924	97.02156318	145.6129659
YJR156C	24.04900094	15.39760164	30.72887543	25.43675581	17.74335451	24.52302512	22.58343783	19.26086297	35.93364184	26.26081151	18.27255247	35.18212127
YJR161C	20.42749151	22.33320537	24.97534923	22.13660171	25.78331202	20.85027818	25.97977516	22.80539679	27.84857242	18.09321806	24.84668613	22.59069942
YKL001C	179.5496916	228.1502962	154.7678784	192.6852422	243.5909098	162.0364475	208.1507399	242.3887887	190.165966	204.5739855	228.096925	158.2035607
YKL002W	259.3597827	287.3059515	252.4950969	270.1460084	268.3949589	280.2813298	262.0052912	265.5717181	314.7224209	306.9307353	269.2019615	356.3551089
YKL003C	262.7064338	256.9827184	249.518982	255.6367089	251.7806996	265.004099	261.6080547	245.9829226	304.765363	294.3843028	235.5114463	304.151916
YKL004W	148.8438833	153.8643475	171.8429689	144.8383274	179.6723882	160.5078018	157.8909871	154.5525261	141.8700859	134.0946425	154.3039484	126.0218222
YKL005C	181.8215567	173.2791556	161.7090794	187.0316961	165.117372	169.5822625	174.5244226	171.8886105	183.2309481	162.2906832	188.908571	162.8103405
YKL006C-A	254.7850052	260.9118856	247.2576669	267.1642833	283.4928983	268.5276072	282.4784631	267.27908	319.7725195	308.1568539	248.2940184	326.3151473
YKL006W	178.2762896	264.7352349	154.4693869	171.2919686	207.2294584	163.7184868	177.2277984	259.2393462	188.1533801	234.8367933	204.5345454	214.8156192
YKL007W	285.8942936	334.0309382	280.4819708	294.0675094	305.7663236	295.6332125	291.8806062	299.1501716	345.0506047	326.2074827	296.8245232	325.812516
YKL008C	236.8431862	267.4762645	208.169745	217.0662813	267.4208845	209.2152536	224.9335942	286.9166868	229.2259378	214.7183104	285.8375411	205.5553174
YKL009W	286.1584368	349.6298868	312.4641823	302.7770326	363.0547363	307.4149425	315.2843152	390.6175015	340.4292779	347.3897867	363.7293255	327.3113388
YKL010C	121.4162616	129.1219195	133.6596009	125.7496836	130.1865285	137.7981271	125.2893335	116.5704162	102.7813292	110.0266621	123.4545213	96.92346584
YKL011C	203.5040664	196.4840494	185.1422115	200.4824306	210.1583169	174.1457196	208.0445947	173.2114871	218.5850213	221.7614047	180.939749	194.5829172
YKL012W	224.8966582	204.585968	210.9493933	230.2766089	203.3896971	226.4043595	211.1793571	215.1635838	235.9554777	204.7031867	218.1399437	232.8372489
YKL013C	246.8950099	276.8252475	247.9401007	247.9800361	263.4492872	239.13824	254.7344708	268.2456572	305.2313829	296.9437451	250.8666827	319.3440687
YKL014C	111.4553563	108.1681515	112.6942444	99.77567466	128.4376912	99.39651673	107.110936	116.4406716	70.92810895	91.17708479	119.5924283	62.21146252
YKL015W	131.6813503	116.8453416	126.1381274	135.6944936	107.473873	123.1640675	124.6366247	131.1781501	95.57123718	102.6378915	146.2220564	97.35411667
YKL016C	383.8448763	377.5699531	368.9242599	362.550938	319.0564155	360.5926761	373.1500764	338.7964156	454.3385074	535.3966189	321.6110384	590.2637065
YKL017C	157.0568231	115.8216653	136.6298517	149.4818543	120.8276779	138.1024307	144.0550381	122.106436	117.946895	123.0338828	129.3936668	112.4728439
YKL018C-A	185.5936	196.896831	181.9100064	185.4538816	173.428049	192.195997	187.1033611	204.9700791	213.2286217	206.5327339	219.0564981	212.8074016
YKL018W	180.0272174	153.298247	170.7838167	177.0411831	164.0309755	174.9040478	160.3323267	165.2650832	176.6395165	146.8135408	170.5511307	175.012689
YKL019W	258.6543063	237.18147	295.7999983	266.0504846	235.6653991	298.6335015	233.5633652	260.9680891	291.5457444	219.614233	275.4572517	294.9950878
YKL020C	149.097976	125.4410666	144.2221606	144.4615582	135.0377781	136.8018252	155.8196284	117.2337598	98.77227486	127.3207172	112.7676937	86.97401989
YKL021C	190.9833504	202.686552	199.2857789	204.9423439	227.4705561	212.8288098	201.577503	216.5861614	179.7087835	196.7806649	225.4978207	178.5791075
YKL022C	131.8698585	102.4554116	147.8974744	118.1044452	123.0958281	133.2846051	133.7915741	101.2726647	92.36935212	124.3892758	104.1242247	91.08972194
YKL023C-A	208.7709181	214.1684828	224.3399791	198.5874302	209.8852067	229.4262188	193.4449741	261.8801545	252.1028662	211.2779989	240.8340447	303.570429
YKL023W	233.3907228	237.3310016	254.5107017	249.762824	228.9803663	266.2878384	227.3718668	248.5640163	271.5235811	236.762682	225.5760368	323.2049307
YKL024C	352.204377	370.5288874	388.9927564	339.3412123	355.9634276	386.2217382	321.8690707	394.1743437	443.4036117	344.1889052	381.8350666	456.475152
YKL025C	116.1141623	132.2515055	112.6707484	106.3861233	144.4899391	99.07801359	141.629356	109.1479072	78.20632933	115.36127	94.43037012	75.71913843
YKL026C	341.246029	312.0295459	310.3558549	347.8335042	276.8739949	310.0162573	344.7396002	278.4394451	457.9543021	392.2268524	273.390377	485.6636245
YKL027W	175.7760733	173.5253372	198.5032635	178.3445399	188.1552916	203.0918803	171.6065867	182.4027213	158.5330928	135.8491768	192.342291	160.3740364
YKL028W	257.7688888	268.4066253	241.2212835	258.2760865	254.4979655	248.6266007	243.5935556	287.4036979	261.8597109	238.2183695	297.1612197	246.8979077
YKL029C	115.9754357	155.9648733	99.78204043	98.86419091	201.5842221	81.30861167	125.6203729	143.9214483	82.0484822	101.8927033	127.4558119	57.55434198
YKL032C	170.2434916	163.5719152	156.6928887	176.5044655	192.675293	160.595631	220.5577975	124.1037872	139.5666827	208.2543424	103.0188182	122.0635516
YKL033W	103.7383582	94.45012736	105.7959621	104.8349577	106.689567	99.85126321	108.7850041	91.96508597	91.80425944	91.97177879	96.85486545	79.39727551
YKL033W-A	246.4863482	273.943417	242.6590453	261.9150859	287.5773469	251.218656	281.9370383	260.2519431	282.6024697	287.4776351	267.3124223	270.2357562
YKL034W	136.9950996	104.3660798	143.6833206	131.6020601	113.8410717	130.3791821	129.7598986	106.4478431	101.3505423	108.5830372	106.5356739	93.26877954
YKL035W	334.873053	350.4347822	320.0461042	332.9259859	310.7997431	310.3578058	313.6134421	312.0521262	318.6834374	325.6451772	323.1331149	315.6912682
YKL037W	89.88720483	75.00831657	104.4720491	96.21506324	87.82214964	94.19419788	83.83389632	85.29810746	101.0973385	97.30806351	101.4491345	119.4281782
YKL038W	78.45739075	65.24392033	72.1181682	88.53571412	76.0785696	74.22205533	105.8932723	46.51859312	56.68585156	93.98481081	53.86399099	56.79102179
YKL039W	220.478264	184.0492381	229.0775583	218.2303813	193.9204152	215.1807768	205.5641151	199.9349671	195.7429248	190.2414479	208.8996043	191.5727488
YKL040C	193.9264982	219.4422697	191.668329	207.0818912	213.6144121	193.0321937	213.9338978	217.6404001	223.2137484	238.2227672	216.2695198	232.474698
YKL041W	222.845362	228.1502962	215.6601585	231.3048995	234.0961028	228.2278068	228.1532135	241.6779711	255.9416418	258.2447885	228.9082454	278.504185
YKL042W	168.4559855	80.09362617	157.2835553	148.4859842	100.2198795	161.713344	119.0295497	110.0562446	79.29762995	91.9176366	125.8234123	86.4198123
YKL043W	82.23307723	104.765137	78.79546801	72.99542823	109.7505614	76.74468587	104.7664766	74.98624705	80.01561654	99.75903891	68.21947281	70.1889037
YKL045W	225.630929	180.4887617	206.6412824	223.0440102	181.7109609	216.5450319	215.6516675	187.922393	193.9454151	197.4745514	189.7185743	185.0858064
YKL046C	206.4251774	194.8818049	202.431778	215.4217094	208.3774106	214.7944447	202.944504	205.5759213	183.5807208	177.250052	220.9780463	159.3744752
YKL047W	156.9075562	131.5642448	157.2268561	156.8437332	130.6040524	164.5172634	149.2479081	150.6348998	149.9245063	138.2685376	159.3744385	155.4945956
YKL048C	129.9634151	84.00931456	127.0745769	115.2765793	90.20721433	131.5735954	110.7887001	91.95135984	101.2574093	101.6694109	111.5727764	85.54857545
YKL049C	255.3171147	245.6522368	267.6723143	258.3593119	254.0679382	275.7796794	256.2816918	265.1349507	298.3775617	270.7434687	239.9190218	299.9275838
YKL050C	47.87470692	28.53577261	41.73204135	46.75272465	40.97194681	39.41822411	46.16139886	33.97744306	33.97383388	40.12899923	35.48229722	31.50921302
YKL051W	186.6855485	157.579382	137.9141926	195.4703698	189.4019399	143.8275793	187.6116435	169.6909284	107.5848152	179.1569969	176.691798	115.9008987
YKL052C	138.0203532	138.1453572	140.7213226	132.2075383	129.1938	150.6600746	124.3853412	130.612727	102.4108792	119.9988914	145.4488039	111.0773992
YKL053C-A	303.4125313	313.0154749	313.7928494	300.2515522	318.6552922	306.659476	323.1168798	308.590509	398.4488055	347.3897867	311.7342473	409.9601886
YKL054C	280.7435027	287.6779244	286.7367198	281.9028463	267.9536726	280.8097278	254.3538833	291.3355532	216.8024377	249.8104126	274.1049639	213.8951568
YKL055C	83.04471692	66.14502916	85.85276299	87.41698838	81.11000241	86.52865443	92.80932838	75.80202909	65.92279254	79.61015946	73.01883271	76.78434538
YKL056C	282.0753134	443.8814523	286.8513795	281.3321927	306.9872706	286.7827735	290.1674611	436.6851576	346.641441	412.3984018	320.8985543	415.8914877
YKL057C	176.1303713	154.6004747	153.7577056	174.1211882	161.1085637	131.9590939	175.5078144	168.4374357	127.0720045	149.6778217	172.7210907	102.1975471
YKL058W	193.9489304	214.9276763	196.8752804	190.1593164	206.2664962	189.1647216	196.1781056	222.2671839	220.3403532	216.9595554	205.4156173	223.6146483
YKL059C	157.8296533	155.6229248	163.0692905	158.2769351	161.2564532	170.9292908	157.6548049	135.8064585	114.5523752	146.8348583	152.8126087	133.0765132
YKL060C	470.5140048	709.9086164	459.4621209	451.2641473	475.6313931	463.2456741	451.9546229	745.8860615	562.0828953	632.1174917	536.549777	749.0888535
YKL061W	183.6120236	195.0480345	174.4756792	184.1683817	180.1200389	170.0912834	192.2772982	190.2688418	227.103147	266.6583574	169.6916535	263.2083889
YKL062W	235.6239072	237.2859245	190.7208487	224.0513477	225.2583997	191.7642368	205.3903461	257.0500223	218.2120657	175.7193094	246.8853539	196.2678353
YKL063C	200.5608258	230.0255041	203.6085614	210.6526763	194.4798393	212.2359744	195.0241167	243.8104238	232.3366614	199.0598619	229.4877599	245.2155191
YKL064W	184.8894063	172.673447	169.4088527	203.5995044	183.1193832	170.0467575	189.6977099	158.9501516	147.0904648	170.2296586	176.082821	143.4336211
YKL065C	311.9835068	415.6710877	316.0279485	319.5324117	339.058979	323.7925552	328.8090429	347.5688815	397.2516949	408.1262364	335.7434563	453.2842217
YKL065W-A	142.1392038	132.4471175	120.001678	189.8888195	143.7051865	134.6439585	203.4035313	139.8581582	279.9910525	175.2597122	139.4593922	301.7982341
YKL067W	260.7290735	266.4670446	237.7653247	252.4114716	230.3309207	240.8624135	261.2198025	254.5082281	312.4609826	331.7572463	243.8829012	317.0003848
YKL068W	127.1596988	127.2048255	128.5672617	112.1687178	147.2572666	125.0156885	151.3959768	116.1856953	73.85613666	116.5427077	111.9747563	65.11116263
YKL068W-A	131.0682589	194.3060832	120.0569419	105.2855772	206.2664962	147.4882835	129.5390451	198.374217	196.7721499	139.4130065	206.5664346	166.6601655
YKL069W	245.7087173	251.448334	267.2686723	256.8385572	259.8422095	287.6796823	254.0086835	241.3548722	308.1426455	266.9337106	256.9883593	307.4182827
YKL070W	200.2986548	190.462294	216.2571416	207.1539468	243.7449837	233.3922903	204.8782764	231.8101509	264.7252532	182.5499271	227.9332974	249.7134635
YKL071W	80.88092825	63.87426958	63.62767543	83.06066006	68.44855454	77.14602925	84.6784401	75.63543122	89.88624046	76.76693948	82.79814066	80.95572833
YKL072W	61.80164156	82.20159125	71.13728751	63.3129558	94.12816499	79.58574496	75.08553043	88.41982742	73.15558571	58.07487681	103.9237877	76.5552981
YKL073W	164.9837592	159.6668259	177.797223	164.1580002	170.0793916	187.0916189	149.881473	179.1696724	131.9142904	129.340057	188.3117265	130.3329042
YKL074C	179.015587	174.8120364	172.6573906	183.1392169	189.973724	194.7870538	184.7681091	171.9100483	167.8833371	179.4572832	177.1831391	161.0620966
YKL075C	145.0263467	144.8077223	140.6019661	168.6598226	158.2467828	144.738439	158.3529153	151.6410799	160.9028629	152.5574196	149.1284097	154.1752293
YKL077W	264.6717222	297.8695648	263.329836	270.8936227	301.4664175	270.6473032	268.2543262	288.5919302	293.909549	288.3038315	290.9519642	286.4397162
YKL078W	60.88453639	59.53785128	81.34828036	37.40633922	94.78436611	73.86955697	61.41384444	73.3030611	41.77285864	48.38643458	59.1974108	43.25878613
YKL079W	193.3535594	185.4294815	190.1468968	211.8503517	196.0426302	189.0011833	216.6624802	168.9711116	218.9581066	219.1095433	188.3831595	206.6129681
YKL080W	311.7243842	336.9377941	295.4448289	307.8742176	332.9844793	302.1835665	299.1649017	349.7470365	323.0110581	305.3125354	352.3583206	313.877704
YKL081W	316.4462097	369.0428683	327.3751889	305.5615927	346.1915359	310.2651538	305.2067926	352.1181302	298.982853	325.8567397	347.5278644	295.9373499
YKL082C	156.1084263	202.7384473	158.6566688	154.6321694	186.1078159	170.1208037	163.5673472	205.9324073	196.3980474	178.848145	191.5310743	184.4500284
YKL084W	175.4907225	213.3049002	235.8782983	174.8339768	222.0229647	236.3031527	166.8175037	258.1156273	238.4534014	160.4265335	257.0871402	236.4813642
YKL085W	348.2606587	261.765942	353.1398217	335.8627828	247.4398472	334.3802751	327.7839931	235.1896946	323.0110581	362.5375972	250.4715773	306.2319651
YKL086W	40.69350088	44.51580527	42.27711291	41.86115844	44.24266875	49.89562221	49.65287921	25.96029357	34.14477141	54.87751703	36.82688954	51.76007802
YKL087C	223.9595888	205.1008656	218.11805	219.0168267	211.9961211	220.1789375	224.2464803	187.8335408	227.6620796	224.3559039	205.6697121	239.3652833
YKL088W	159.5682839	167.7269301	169.6542242	162.7701145	175.1426079	163.3700809	171.7805017	156.0288427	123.0838139	167.7382784	154.4513581	127.8893496
YKL089W	94.43072213	90.79131651	86.58121068	97.85281491	101.1278794	102.8613723	99.54355957	102.3133029	59.1782164	87.3299325	107.3985331	67.19531446
YKL090W	145.6867655	124.0563848	130.5070272	134.2454195	133.5366912	128.0424019	132.4043789	150.9973723	117.833266	122.4900404	162.0764842	118.4240527
YKL091C	252.7902075	258.4270907	244.5502946	260.2180119	235.8098746	239.778199	251.251773	251.8959736	290.4519077	257.3760269	247.5794796	287.130193
YKL092C	97.21373359	76.62116741	79.58505781	97.88016963	80.10961779	74.52539796	95.28844623	80.4560704	64.1922369	78.48140824	92.94828475	56.19673501
YKL093W	283.7564276	164.0806925	287.4940201	286.2398131	152.7899972	295.4252748	250.4997268	160.8817082	299.8362964	247.3543944	170.3772763	305.3108995
YKL094W	323.7624759	330.0365929	326.8202843	329.9192651	317.7486263	337.8936509	318.7894215	320.9341293	378.9395033	334.9830086	329.1063103	378.2053873
YKL095W	142.943571	138.605006	128.8202224	148.0845923	128.9165601	133.8807336	145.5155274	130.612727	136.3114334	137.1275474	131.6260537	118.3924673
YKL096W	379.0473468	320.1121435	347.4558019	343.6841667	313.9402018	331.0866814	334.9765648	278.1241358	254.5779875	334.2807382	329.2736041	297.7510412
YKL096W-A	393.6934728	460.6413515	373.7052256	377.0751747	355.2367434	366.9648959	369.4901356	480.9865504	457.9543021	441.7425683	401.6035799	531.9228517
YKL098W	164.9055679	149.9598087	189.7117437	165.1990106	162.929697	188.8403376	166.270561	149.2716881	138.2301868	156.5008534	142.05482	148.0761358
YKL099C	229.9589924	294.7395197	243.5525913	253.154548	306.376294	271.8097502	241.7237027	292.3845008	276.4900611	282.1363306	288.5869175	306.6160216
YKL100C	210.8663227	189.6331798	216.6504603	200.049025	177.7316054	184.3395345	195.6022514	185.5570984	177.6584818	177.8141398	201.4511669	167.4268908
YKL101W	125.015175	98.81713615	113.3177964	120.8155055	108.485803	120.0547638	107.9838589	110.93546	58.73679641	91.44771272	119.3148823	56.54888511
YKL103C	223.4933776	210.9280717	225.2309362	221.4025088	190.1606039	211.8397245	206.1240354	180.3800043	172.4002093	196.0498096	199.749957	171.7492614
YKL104C	180.1444543	191.7877316	189.6331906	183.2822973	202.7669648	172.7951197	194.1482599	165.360852	132.5725454	176.9885091	172.2719766	123.7149476
YKL105C	101.9448181	99.2654148	109.8500838	111.8883464	102.562663	98.55865933	106.6197718	84.23630529	52.86606591	89.85047043	89.68288166	54.71069715
YKL106W	107.0350521	136.0254446	75.22799493	96.06493964	170.6418855	88.5002481	97.93957236	182.5291108	99.99513311	91.1973188	186.8979449	105.434886
YKL107W	37.24060076	22.46473911	63.47202848	25.32322935	29.99400951	49.70482422	33.47729417	23.04193842	65.04230338	31.47491356	23.03278616	70.60762945
YKL108W	115.2528356	113.1473109	105.4514745	108.4241716	108.862873	121.2791181	100.15887	120.5057898	68.31602923	92.57696573	124.7405059	83.99414307
YKL109W	253.3160543	238.642531	269.8017319	245.392666	230.8220315	263.7063754	251.816854	193.9516491	241.8279095	242.4245054	169.6321862	207.4067515
YKL110C	159.5622039	172.9646195	158.9591288	148.0798631	182.3350243	179.1511195	160.2753445	188.4451974	210.0182396	142.6665238	194.8513602	182.7862963
YKL112W	195.6582278	103.0426749	156.7341916	181.93576	112.5298329	149.6771969	178.5220761	109.9634769	77.69751706	165.3961373	107.5810802	78.21188533
YKL113C	216.45894	187.2921075	212.3919943	222.1373273	192.4315483	222.1317441	186.4940985	216.1708897	153.3369567	182.5208534	215.4946038	152.7773715
YKL114C	244.2559948	260.8132315	245.9446156	254.2653123	265.1355833	256.4175387	252.237074	263.420626	259.3739589	262.2452312	263.9177417	256.4991554
YKL116C	152.1202873	143.5010802	133.7662773	147.1995957	150.0384824	128.6356145	132.3786581	121.1251198	85.66976093	123.1565487	131.8051811	76.54605546
YKL117W	344.8587136	458.7761145	352.7871113	346.5279466	345.8197362	342.8528911	339.2127392	448.5540329	416.901401	443.6958662	391.1206782	500.2600218
YKL119C	194.4274672	209.5415816	191.8595635	205.9064544	232.1286563	200.1626705	197.5014873	203.3655567	223.0440709	213.0019946	201.6391619	208.9121561
YKL120W	230.2271146	206.7416725	209.7929336	204.9216844	231.1903645	209.3367929	211.2565928	222.041636	204.1648466	191.7881114	233.6602647	180.821726
YKL121W	120.0713537	88.68724116	119.6175367	118.867293	88.03820234	99.79781872	102.0752997	76.96160687	85.20243121	88.73365185	93.70405444	80.78241308
YKL122C	268.2606826	354.7466111	290.8521683	289.0396272	328.9820066	287.1531982	270.8404542	334.4441618	324.6650026	338.5951086	307.7882442	351.3270529
YKL124W	124.6805696	92.49443256	115.4978176	126.2661239	93.70475143	121.3363024	115.2041196	90.69672186	97.64626027	98.94012913	115.844224	102.7989382
YKL125W	100.1579704	103.6172578	98.55961993	75.30118294	120.133234	107.7798995	86.54916422	121.3857683	89.36025437	70.41111672	139.0834909	89.24303425
YKL126W	239.9692687	243.1848579	230.182166	238.3049162	231.5974694	236.215362	235.3580518	239.8822215	216.0462934	223.2639623	263.1240042	210.7993059
YKL127W	266.5717418	245.7073899	258.5683215	261.5847032	254.2220121	253.1469068	241.0224519	277.2188492	186.7492504	195.5892077	297.2909617	184.0861285
YKL128C	230.2735407	289.2681838	204.242856	231.3048995	298.9590945	208.5645604	247.9473279	298.5433761	199.8908643	235.0242014	318.5784627	192.7739684
