	14251X1	14251X3	14251X4	14251X7	14251X9	14251X10	14251X13	14251X15	14251X16	14251X19	14251X21	14251X22
ICR1	42.13093933	33.97532063	31.81188591	45.55238721	38.68705774	29.7000774	47.92715206	27.43724682	24.65369087	44.16125245	38.71207886	22.84777901
LSR1	215.297068	177.4026483	151.4533518	144.8362381	66.47340133	127.6498392	181.4266906	175.3148336	346.9813619	168.3239023	82.52681688	96.13390838
NME1	136.8532693	174.5046424	104.9944093	75.00401521	95.44881	84.77477809	120.4560721	168.5892006	324.3539612	91.27496357	68.72360725	71.65690691
RUF20	169.02041	194.3782109	149.1379771	172.6954752	222.2525377	161.4555175	222.8266518	191.3912389	209.7129517	227.9337051	221.5289191	186.2373745
RUF21	34.04144143	34.90486019	33.91277972	39.75041766	36.56586637	40.76863444	32.67730821	34.62596441	34.97812208	36.03288688	40.48568942	37.59292532
SCR1	310.4466422	291.6990089	241.9068309	219.340853	116.9633772	219.8466113	236.3798055	299.6872205	458.3811001	216.5085772	114.1443822	141.0799952
SRG1	219.3671948	216.31255	206.9342911	207.7965976	223.6113498	193.7448716	222.9858322	216.7284037	262.0090734	216.0415613	224.7548825	229.1223983
YAL001C	132.4437249	116.598531	126.1678565	140.0172516	121.6884424	120.0160092	134.2578475	106.5396595	101.4251509	132.3389664	118.5186167	91.72113053
YAL002W	100.0129985	92.93530423	96.57135037	90.68597716	97.7703192	88.2050168	101.2062652	80.75598324	68.6745796	90.90032753	84.55580827	62.70793638
YAL003W	310.0694975	372.587323	321.9726004	301.1930363	311.0166936	309.4539446	300.6506754	421.2575246	369.7196977	326.7879384	348.817982	409.3395812
YAL005C	96.10206235	106.1966704	100.5951566	93.51584804	91.67399831	95.21627034	96.62653218	97.18208858	98.34027137	107.9562011	91.5270785	102.1388006
YAL007C	258.8277323	282.3994304	243.7960696	260.8148422	267.4525822	258.9260233	245.6725817	300.5975737	258.3018965	228.4061289	296.0947161	249.5516029
YAL008W	230.1969615	205.0162879	232.7599558	227.355428	220.4428877	213.9195551	234.7906322	210.8270233	287.6728822	231.5931912	224.3258984	244.0330698
YAL009W	153.7632998	158.1141219	156.209457	144.8941203	173.1388468	141.93353	164.6794552	162.1633338	142.7872259	165.7996709	173.9175834	134.6528034
YAL010C	162.4001079	129.2351082	164.0928326	160.6045615	124.8399161	145.2427541	153.2657061	145.4868153	131.4411285	136.6356861	145.9473515	135.2606201
YAL011W	89.79082995	82.38361129	92.79543983	87.10226341	95.79741037	103.2917547	114.2400684	62.76905711	70.26229779	98.83893514	70.57468768	68.05566354
YAL012W	208.6760037	294.3968032	185.1736876	182.7542685	310.3933209	156.9676433	245.0808848	237.2815851	104.3114158	205.4887563	222.0110174	93.21893335
YAL013W	234.7438926	173.0395478	246.3129465	232.351528	185.422069	239.5108878	198.7802373	201.2803757	175.4082028	206.0934884	196.479031	197.5158332
YAL014C	197.6027015	198.0584642	222.1995672	187.6793626	205.0495847	197.2104187	200.3842928	186.259363	161.9160361	176.7691393	199.6709673	165.3787222
YAL015C	158.5554611	146.7529969	159.9208203	175.7814889	141.1617319	168.0815345	169.2134028	150.152347	148.8543163	158.1528724	155.9458256	152.3117614
YAL016W	271.5603946	249.5552858	253.7547111	271.8168768	244.6416583	250.0740341	267.6203033	244.1575673	276.8666212	253.8099798	250.1885586	242.2492023
YAL017W	95.78850376	96.44393932	84.03573006	103.8828451	95.27376264	78.59790726	111.5648432	71.24922632	72.31880588	99.42744332	86.78154463	60.63779585
YAL019W	83.11529717	114.4130234	95.85134031	82.19724364	147.1119905	88.36009779	106.727725	106.0703099	51.18116013	76.15451781	96.70061629	36.3217916
YAL020C	87.71572758	85.18231695	112.8909403	101.5034798	102.8894343	114.0406704	87.5108216	80.45849853	81.76814882	87.87401225	89.07261862	84.92221278
YAL021C	143.2034684	158.8599432	142.2838078	141.5674696	181.4598248	139.6968638	171.5410992	129.3405252	83.0710257	153.6278697	105.1720119	80.81527773
YAL022C	150.7420309	158.716516	173.2264607	146.3726317	184.1192923	176.7462042	149.8833182	159.6776471	128.9335348	125.8174548	180.4407693	132.1056776
YAL023C	227.9003207	262.7387958	235.5502586	228.6260488	275.4613272	243.0089929	244.0797037	243.2222393	156.1477463	226.2288121	255.449271	137.5435909
YAL024C	56.09005801	43.67657789	63.74149954	53.53322249	46.98497409	58.48521678	40.38960997	45.12864988	24.51072922	39.04768921	52.24961195	29.2209618
YAL025C	259.719055	306.4413509	258.7374309	255.0698139	289.8613112	288.0038424	252.6166703	321.6321624	275.8811815	296.1560412	295.7525382	310.7163459
YAL026C	103.2060364	106.6982827	105.5444926	101.7612337	112.9280258	99.39797418	105.2329852	99.5144587	70.47711345	86.79353765	116.2590353	53.87611949
YAL027W	180.561883	189.6043558	166.7869476	194.0514662	179.8220736	165.9468294	183.4361453	172.2365631	207.7931942	183.5920383	162.2640727	205.2758809
YAL028W	39.65336588	68.20609178	34.93284141	51.34203422	74.14808687	42.51821432	66.27657812	44.63516162	53.23991787	60.16881927	43.66812544	46.4819898
YAL029C	154.9182458	145.5466608	159.5324633	153.558885	155.899096	157.8248299	153.1802795	141.7089198	131.2861271	138.2057374	152.9514087	117.9628294
YAL030W	344.2878713	290.2655985	356.0777064	317.1207222	295.9696162	323.9323808	303.1701682	357.9586426	372.7740112	331.1725731	332.9802297	413.5837558
YAL031C	115.3508026	99.89455041	99.788514	111.5850119	103.2497828	95.67097132	116.359728	85.00896133	64.28772143	105.3945285	91.58294272	63.81770754
YAL032C	179.6956868	122.4857144	173.9259989	179.0034732	129.6282014	195.9129323	159.6933146	154.500951	150.0630081	148.9867026	163.7110135	184.2769182
YAL033W	193.6149963	210.5347067	194.6131109	196.8532363	228.5897101	202.7621857	208.8326425	223.9075321	195.3016767	208.2834868	202.9354571	195.0577993
YAL034C	122.6991933	104.1154595	136.6790196	114.6944852	108.2415884	125.6710742	126.7852566	65.04408897	114.4140144	112.3087463	56.30367823	107.0177199
YAL034W-A	165.1677389	133.470681	141.596938	166.7363312	124.2221196	162.0364475	156.6370168	132.337505	123.5634138	155.6929016	122.1071236	141.3362693
YAL035W	263.3421333	273.0236091	288.3786517	273.4270481	282.700274	282.6324002	256.3689488	284.3360454	203.351124	237.0303409	288.1834641	188.3184517
YAL036C	187.1109874	194.9550476	200.1968822	178.9961177	218.064777	213.5858082	187.1903077	218.6079455	150.2834204	166.1578368	210.8472802	151.9432867
YAL037W	103.9364696	123.5732715	103.5436354	117.9112867	132.6766265	108.4214465	128.1896801	128.2803569	112.9172585	112.6302824	129.4943361	113.5543136
YAL038W	134.9172372	218.8732495	136.5168411	127.4597276	154.3109836	131.328449	137.5028633	191.8242507	128.5318727	163.4775467	147.3592732	116.8182967
YAL039C	246.8012384	212.7579646	321.3494935	264.5549788	225.1742583	304.1360577	248.3119563	180.3699564	307.7267253	247.515223	194.1083969	321.8453688
YAL040C	98.0370032	116.7285463	90.29119544	89.50451753	139.3567827	96.05121437	122.2361728	79.89541693	62.79946533	102.5849035	80.85978119	60.62036607
YAL041W	114.7147147	112.8054761	107.2804774	105.3439395	128.721232	109.1796385	115.4173265	108.985295	70.01700737	100.3351183	113.4696065	67.4443802
YAL042W	232.2283246	245.2574561	239.9191443	227.1201069	241.6494429	242.3021801	234.1298297	235.692139	201.2914358	213.3095182	247.2392055	193.4755534
YAL043C	124.1248666	124.0450035	118.1056515	123.169859	143.6989923	114.9823341	150.9561673	90.06058513	73.5202312	132.008119	68.63770274	69.67548486
YAL044C	309.6377661	391.2029142	336.5099686	320.9926134	342.872816	366.9648959	304.8485529	398.7125352	456.2035877	336.7243108	372.7803565	507.2661869
YAL044W-A	92.65675576	97.87269377	96.98030346	102.7176363	95.29270877	93.64335462	90.96519614	89.03925252	121.6542901	90.40260532	88.39121854	110.4996362
YAL046C	244.7704702	193.7210757	252.4390138	246.5775516	194.06794	260.4267003	215.9541243	261.2254541	266.8072906	215.7178514	256.7436376	328.2085967
YAL047C	99.46512498	89.11048991	98.54771947	93.35056729	89.71754103	82.72305488	98.98327687	85.55816267	62.82909632	88.02424135	87.86005887	63.8682566
YAL048C	98.19889027	72.36379259	89.04520118	97.46260703	79.33326777	99.71473695	96.16573802	63.70018922	55.08508831	79.10646548	64.1923804	47.41036194
YAL049C	252.8810412	218.0133027	257.1375086	244.944346	228.9857045	275.5862855	239.1328321	231.6956202	288.4143457	232.0966546	240.0097284	286.4860132
YAL051W	87.40203971	92.35655777	95.9896563	81.88235677	109.6405397	76.83257711	96.83181599	79.40563321	48.00192155	75.27131106	80.35182564	53.75358355
YAL053W	262.368879	197.3096126	281.0643075	255.7173859	207.3475575	268.7718877	242.305907	218.0399343	233.2974746	223.4000358	268.1949579	221.3543924
YAL054C	105.5969247	62.87260173	116.1559204	153.657071	71.39510654	119.0486084	121.907214	69.04156687	111.4961126	112.4094922	79.02586648	117.170416
YAL055W	220.0245346	236.7746702	241.955282	240.4546186	226.2839199	248.3030596	244.2548881	230.5208347	281.3058328	266.0390139	211.6621859	287.369759
YAL056W	180.9322953	173.6202676	185.4758494	206.6993365	186.8790445	191.0467349	198.2349062	158.1672392	187.006402	193.218738	172.9951996	169.815886
YAL058W	116.5821549	111.219228	136.81078	121.1359711	115.834387	133.4417803	115.7470719	130.520811	109.4736985	94.40559886	134.1676089	115.243111
YAL059W	123.4782497	138.4374804	128.8345884	125.8431369	162.3080626	139.2753008	128.3970251	148.4559958	142.4385999	140.4745586	141.2495452	161.8776871
YAL060W	333.4426898	292.1041464	371.6496413	340.1306421	277.1440782	371.0834694	336.2684348	263.0683144	415.6657291	355.9673123	293.4275314	416.9933359
YAL061W	220.0597949	184.2489443	165.4616887	205.6671006	166.1591219	137.611836	213.6494668	167.1531924	167.9617024	205.0564713	162.0105351	164.7438772
YAL062W	105.0973759	59.61359657	132.9110288	126.1318748	73.85961872	132.5677075	144.7367846	45.954821	157.2410661	124.6456804	45.91577253	147.1932146
YAL063C	33.41838232	21.69552719	35.30570911	39.73094362	21.61926491	39.40382125	36.51245164	23.31782479	35.86845609	33.14309211	28.69976796	40.03917277
YAL067C	62.29990771	23.58356251	46.28534613	71.66912668	24.43433321	44.78796181	59.86673185	25.05053008	53.44286751	57.61252139	32.86928698	40.99549327
YAR002C-A	279.1757174	310.5379032	293.5374379	286.1193418	268.655745	289.7416434	270.4327473	322.0398455	328.7678689	261.0784354	309.6539387	323.6398074
YAR002W	233.9876301	207.8355438	234.0032721	235.6027946	219.8937122	232.9220265	213.7510946	239.7088144	225.0465718	189.0822788	247.0141593	208.2657235
YAR003W	116.8509654	130.4231145	102.1783519	118.154546	143.3875358	114.0528037	123.9736639	137.7892505	117.1068174	114.5594525	138.2365081	111.5115376
YAR007C	217.9536345	181.4225543	196.8247035	223.1951241	178.8760943	205.5871331	200.100964	196.2983377	141.959796	185.4628401	197.981957	144.3366328
YAR008W	175.9793701	157.6735772	152.6078822	177.9488882	198.9752788	172.4559778	174.8481827	161.5507268	130.4936079	168.9321989	153.9980932	131.1568667
YAR014C	171.3572263	158.0377537	163.0100416	179.8534071	165.3311415	179.6119752	165.4106281	159.7490567	141.5654929	143.8134432	161.1117432	137.856571
YAR015W	259.9862556	297.2756076	269.0155264	264.0447474	300.6367886	291.3042786	243.2286071	345.3737096	325.4460621	231.5931912	351.2539926	345.6179096
YAR018C	128.9319594	138.687252	124.8767462	115.7815261	163.7035684	115.9672615	139.8610452	99.5144587	76.08627823	135.4406609	116.0477877	88.9895029
YAR019C	64.43285187	63.61111381	61.48471762	72.20939756	78.92340159	57.98282435	88.31041286	55.36438921	46.59334757	79.00031698	50.40894035	40.66179505
YAR023C	79.74105121	78.67965736	62.18761657	78.77081385	82.83795028	78.77888236	81.44832492	72.83738995	100.1542032	89.28894117	71.69921525	104.2380389
YAR027W	272.3895866	326.0245202	265.1646381	282.6088641	322.9909475	255.7116907	296.1121987	313.8176884	332.6285302	306.9956255	315.1696593	307.7611129
YAR028W	162.0693542	219.9848652	157.2448865	172.1073017	261.6151256	182.1418767	180.5559244	245.4427756	181.4009777	169.0416705	242.4340691	172.1688289
YAR029W	76.06455022	140.0155243	99.45739073	80.95671482	149.1230372	118.6149159	91.01125446	156.569415	118.8205757	94.6958826	153.1772846	132.890991
YAR031W	56.64296826	78.43679035	87.31627113	58.59981986	93.20700831	91.63894837	59.70637995	103.1755257	81.21724132	43.89168617	100.2889653	80.24818297
YAR033W	84.6694779	84.50805059	87.16111325	82.39092726	96.51167632	98.58495645	82.43103776	97.67646079	111.1003734	79.43829776	97.10156117	98.61633567
YAR035W	21.39315475	11.81380986	34.18847806	26.67234622	15.81376471	39.81013113	26.25324648	14.42959651	31.74737256	21.42237018	16.0641432	31.37703954
YAR042W	125.1138339	149.5672369	143.5039674	138.7545935	146.7982326	127.1912394	166.5851424	96.58756286	91.00840661	123.8695608	90.99514664	74.94419767
YAR050W	36.16528111	20.48341545	38.22264111	43.31327117	25.51135974	37.48169643	43.8123099	19.66995803	22.16297311	37.44441279	24.054752	23.64138602
YBL001C	224.5067699	302.099946	238.3385029	235.3349281	261.2040341	242.2281912	234.8750739	284.5113536	305.4767231	316.7984657	266.9862019	376.9193424
YBL002W	272.8998587	311.6691718	256.8405145	260.8852376	260.9183029	253.1972242	261.1861445	322.273747	284.4838783	333.7317267	269.6079977	297.4429766
YBL003C	244.1916019	342.6695725	232.0516659	245.8375429	258.3759268	232.4696278	244.5697172	324.4695114	269.9845811	364.4545482	272.8598485	289.2419047
YBL004W	119.7938751	107.9073857	126.7566112	119.6163442	137.654089	125.3186335	122.5925532	122.7103367	105.4536473	108.3860954	120.7356141	86.06742881
YBL005W	122.0370112	127.5001092	123.4027231	119.0773197	144.3694013	118.1342444	122.4278576	131.9621282	101.0465658	107.2778934	136.3867973	80.95110502
YBL006C	206.0023986	204.5284911	215.2913825	215.5875971	209.4644264	230.4198184	196.8993486	250.8111503	245.7798427	206.0102224	242.8300716	272.8321581
YBL007C	147.746475	186.1331376	138.2635334	147.8038308	185.3648246	128.2375509	179.1784072	128.3736517	108.6094325	162.5784202	151.5870967	88.87085023
YBL008W	88.18422885	73.8785837	101.5776392	74.67215245	83.71656445	101.3374757	86.36620919	74.31044003	46.6240071	67.55948818	74.5527202	49.81875901
YBL009W	125.7543715	80.27144659	130.9735786	110.2782653	103.0054498	113.8471695	120.2867148	96.00000756	54.97246081	97.28635911	99.89193471	54.80518332
YBL010C	134.1881784	106.711472	135.1184361	141.3414381	105.8537894	130.0817355	123.2391606	113.2961373	76.33313736	115.3800611	129.7528898	95.60502949
YBL011W	134.3459459	141.0884935	144.2313162	131.1449057	158.96972	143.6411521	154.6767707	123.363067	97.1152446	140.8735653	132.5501103	90.37504364
YBL014C	99.06319032	84.93588788	90.10714234	95.30393574	103.0369519	102.7912874	99.64467501	97.6328828	75.82300391	88.06379748	105.5398254	81.04054948
YBL015W	306.8259503	153.0464451	275.4195718	296.0121926	142.9153598	255.2292567	321.2870011	90.60595913	238.5978126	324.8878282	99.48417382	210.9668662
YBL016W	253.8170902	216.0550286	293.9973314	269.0389615	246.0177921	261.8575049	224.4627853	210.273489	188.1745346	194.5208348	202.4175551	204.9048943
YBL017C	145.3478615	155.4834933	140.7556423	159.7264714	155.4137871	144.9527326	161.0422787	143.6680384	123.4501413	148.6302948	162.4843993	114.7670799
YBL018C	221.4448551	229.0457282	215.6836074	216.4475145	270.4467677	236.7913292	230.9897472	239.4969043	284.1480957	254.2816184	259.1426225	277.3679803
YBL019W	149.3272192	128.8110109	129.4672309	155.3404253	153.8966537	144.3540755	165.9229713	119.9753754	139.3729956	155.838409	135.1189615	123.8737577
YBL020W	203.1321184	148.6543026	189.8411161	199.3336694	156.0220933	182.4844859	180.6313112	174.7882159	177.445391	157.6120329	181.6109429	142.5691276
YBL021C	258.105704	229.2975753	257.9732275	261.0414867	223.6729516	258.4378784	264.1940627	233.3551073	282.3633736	276.2994717	224.6022322	305.7684326
YBL022C	195.7962033	183.5949664	188.3812533	203.7118735	181.9187806	172.226084	206.9855068	153.9260391	123.9230461	192.9083597	177.4243797	122.2422001
YBL023C	97.8563791	95.67814274	91.54222464	95.22295416	110.254262	93.49360883	105.2473027	84.60024269	59.65331988	88.70992447	92.32578327	50.03798006
YBL024W	203.4994459	179.5872195	225.6624961	185.3934188	212.8146389	202.851058	181.9936592	185.9061316	131.8981837	161.3941561	200.6011888	127.779799
YBL025W	123.474522	112.5124749	103.979005	113.5134695	101.7300747	116.4211451	109.8350108	121.8544392	115.9409954	97.48182791	117.7242405	125.0090636
YBL026W	269.760175	341.9787065	274.5827869	295.5985311	313.6215732	252.8370575	303.9849592	331.2783954	335.6485834	345.3582675	298.4804916	349.7131342
YBL027W	354.1818838	580.915473	348.5921085	339.8059677	375.2294771	334.3142475	344.2247477	562.9448236	426.6164286	515.541226	407.0411525	552.239823
YBL028C	200.5608258	277.4455346	201.8210039	202.063229	255.2287453	203.1954382	210.8215248	304.1976067	236.7128656	295.6322175	236.7580333	286.2945119
YBL029C-A	364.7179054	342.0226547	353.8492227	364.1727902	312.1114752	343.621073	390.1245787	296.264419	396.2575496	427.8286432	288.3593597	448.0421452
YBL029W	179.4046205	151.6188677	149.2198081	189.3991859	164.0558419	143.154315	161.5903937	140.7688704	176.6093011	162.3351008	161.7505788	179.6060994
YBL030C	329.9925215	245.3578727	330.6813682	306.739546	256.2341552	307.6143366	319.0074718	209.5878643	323.0110581	320.4603459	208.4432957	270.0153069
YBL031W	190.3874505	169.787847	161.6761738	171.5930369	176.3728011	164.3848019	166.9364042	184.4262523	119.8699422	143.9066387	191.0130334	122.8800302
YBL032W	217.2742279	232.0569794	243.8069806	208.7165304	252.1034953	214.8571523	219.1677273	208.8026589	129.7942393	191.6157951	194.2822513	119.064659
YBL033C	265.5444033	191.3892273	316.2379884	265.2222045	197.6119579	295.8114991	258.4017092	184.2409297	266.411518	255.4813	186.3767408	251.687483
YBL034C	55.16273986	44.46057474	55.18039808	55.88723007	48.21056193	54.60011725	51.70418662	53.474238	25.67364147	46.20067905	51.57187505	29.84782799
YBL035C	79.08825591	60.48464743	89.67184213	63.35373166	73.69870452	84.81838652	75.07055774	58.53791688	48.32546391	63.57460149	66.09874725	49.30936145
YBL036C	215.3514471	279.9536063	225.1465111	236.6141657	287.1911097	235.5896918	249.754336	262.2161954	269.1207176	256.1871584	280.4440123	256.6432763
YBL037W	124.8589455	94.4268299	118.3472431	121.9771931	104.8184319	127.3911114	135.9313313	76.83101591	99.51769263	128.8520941	85.54657361	86.51757226
YBL038W	289.9263638	240.4284433	290.1897721	283.451763	230.1204447	297.5207041	292.6701202	237.6161565	305.1976202	306.6246587	231.7230303	344.6577573
YBL039C	209.1870978	218.0685333	217.5272353	196.9997248	257.5558803	222.22361	211.9843793	245.2750519	180.5665502	200.7763552	255.5659145	170.523344
YBL039W-B	116.993815	116.7868458	129.2841607	133.9357414	113.2443509	127.554643	137.0573897	104.2706645	160.9483671	132.8255067	117.0448936	142.4995308
YBL040C	276.9297946	289.2652012	266.0768494	280.9715957	310.4542765	271.1405991	274.4511166	290.1182256	282.1077472	294.9616349	308.9189389	261.5696909
YBL041W	287.0181241	336.550473	286.9348393	295.9246188	300.3529681	294.9765671	297.0762102	323.7961053	353.0277677	342.6012057	307.9967304	364.8049212
YBL042C	218.0115839	155.6353627	265.6691561	198.5119025	182.7581823	261.4870181	209.6881543	173.9673717	251.5586119	170.9276953	183.8893397	200.00827
YBL043W	187.6047001	49.86017942	225.100822	172.9743762	54.36481295	249.2982098	150.6000186	93.15016193	165.7961521	123.4266038	95.66033122	163.6456406
YBL045C	330.0896924	219.0477245	328.5645944	320.3934272	218.2987085	318.5922505	300.8184492	194.0531945	312.9483326	326.8841396	220.2734787	301.3695434
YBL046W	183.201049	187.8315994	181.7727075	189.4128347	186.8933999	188.7353357	195.448893	184.7340228	149.0898712	194.4870998	195.6581981	164.048789
YBL047C	139.1405493	166.7477285	140.8503794	152.4068391	163.1424643	134.6205946	169.9967285	131.337987	111.1482776	157.8393525	136.362025	103.6988004
YBL049W	280.8813483	270.7134687	457.4222236	317.0041968	262.4910167	468.4862504	294.6407519	259.1671514	554.5672552	286.5757473	278.7673421	528.4833575
YBL050W	289.9611416	326.3597146	300.8795014	305.1183748	311.1523354	313.9806596	311.435571	289.7626886	391.190535	345.1192652	314.9831999	369.684497
YBL051C	164.6777387	157.4755272	163.8425466	147.3598806	160.7956073	143.4605721	154.3321838	159.2867214	101.4293053	116.9064671	146.7375264	89.55812592
YBL052C	114.3598978	103.9961295	98.47014483	115.3832016	116.6282385	102.0886973	107.0064273	108.211281	81.87001521	88.92116795	121.9770185	63.26442533
YBL054W	191.6649827	118.2968864	229.3435295	163.4232071	153.0364327	224.9139685	149.5270591	154.6888058	155.9744641	126.535796	150.7485578	175.826034
YBL055C	202.7374549	202.3916263	212.5034366	212.1079376	220.337389	222.5064105	208.8048906	207.244646	220.7161275	205.2023391	218.3772532	217.2999489
YBL056W	274.6569086	274.8351599	262.7961747	274.0420938	267.0005201	259.9334679	264.1732927	284.5491554	279.5300457	260.3010971	281.1225059	258.6875411
YBL057C	257.2594558	268.8061753	270.5253018	256.1921355	273.8615646	269.5111063	240.7470704	282.1675791	248.1695568	258.6286832	285.0918138	272.5729422
YBL058W	285.9219305	325.936562	292.3668001	310.2033928	291.336859	291.0086283	302.2089814	298.9650475	311.9984131	319.9126285	306.9266188	324.1720561
YBL059C-A	235.2019882	250.9838509	245.5193031	244.7939998	225.0658008	234.7350629	249.9831118	230.6147685	304.151139	344.5114775	206.6307312	354.6724186
YBL059W	219.5461709	171.7215969	200.0717075	222.7438164	181.3738594	193.9665178	218.3648227	195.278709	224.8875297	239.3856942	190.2617229	250.4002522
YBL060W	138.9165893	115.6946459	125.2443487	135.854079	120.7239406	141.875763	139.1081112	115.5401637	123.546394	125.3209909	124.1636255	122.248206
YBL061C	96.54035087	97.98944852	93.38102604	101.9035571	108.1817288	97.74843699	91.56508169	87.945033	61.05263955	81.78640667	97.01802947	55.41964769
YBL063W	102.1152971	92.41776475	93.46383675	99.36725993	90.08775371	88.21807435	91.63573503	99.75196338	56.22885983	76.13833432	110.6609994	56.82490665
YBL064C	359.3381462	322.8873627	371.6569827	349.0871098	289.1414277	377.6878961	338.7137604	309.872031	463.2311645	400.1185936	305.1144081	540.7348267
YBL066C	97.69943553	52.68945778	89.44628706	94.51017383	60.22811511	82.14011122	120.353866	30.52098007	57.18060391	108.4132775	40.23206064	54.07522838
YBL067C	195.785568	153.6855182	170.639032	199.2041613	156.9418993	169.4959259	180.3891548	159.0067981	177.2103258	172.6160431	169.8481543	163.147422
YBL068W	233.2532739	181.1429484	232.8052082	221.4711477	182.6020731	233.2245274	206.7790284	218.6241159	229.4958027	190.3247543	212.461632	236.5329885
YBL069W	74.20015898	103.4970522	60.37996518	66.12682996	122.7776763	56.08953954	90.15537939	94.32002267	39.93668903	74.12254607	92.27654683	36.50851401
YBL071W-A	103.8802226	100.9727338	123.9801952	102.0855278	111.0665749	117.0181766	104.0032457	133.1962755	146.5263349	84.62058907	123.5703323	155.4654222
YBL072C	131.1569433	216.032127	129.2094362	130.4635264	144.6300954	130.8965693	125.9011275	210.6886496	151.1562841	186.1580147	158.373272	197.6466828
YBL074C	71.11020539	77.6771518	81.8168744	68.22195069	96.82422293	78.46576596	91.44389223	69.3246791	70.71659964	65.48796229	78.21492942	66.36254232
YBL075C	107.7885874	99.62643072	120.4964542	100.6176313	106.6239119	130.0201962	110.9367954	92.77809535	131.6166377	93.58740237	113.5349235	139.1380034
YBL076C	242.7422693	266.2795238	241.5076628	238.3782859	270.9294057	236.0648638	240.3422207	271.1769	183.2038229	223.8734181	281.9917777	165.9489434
YBL078C	128.8484085	142.0413209	129.7956238	144.9936163	136.9557714	136.494957	141.3364548	132.5966543	159.220371	165.8244653	136.0135457	178.1120842
YBL079W	121.7196736	111.0090754	129.6421576	121.3602969	121.0333866	110.4345768	129.7951453	106.420419	72.59834742	105.1153579	112.8015071	56.32592291
YBL080C	153.7632998	110.9782138	145.6138543	150.2167614	102.5081981	164.679288	142.0061969	107.5434662	138.9896933	121.3232513	123.468208	132.1359285
YBL081W	93.30904728	114.0667916	103.9971761	84.53606538	145.9675561	120.2403208	107.0486655	102.5743953	49.14453957	93.50420284	90.9806846	51.07775389
YBL082C	89.02085775	77.03156721	126.8923007	80.11975631	93.7246009	99.37901009	77.72342708	78.95686658	38.25514422	63.68812757	79.93640633	43.71414178
YBL084C	143.2275095	98.24071842	119.0807791	144.1080762	116.8408317	122.2512513	131.2662324	128.9594014	112.363702	104.2535805	137.7190642	118.0581556
YBL085W	172.7051555	146.5124567	124.2881016	163.7862108	165.117372	127.544732	151.9837565	165.1035338	104.4321466	140.0670941	189.3695485	91.93584447
YBL086C	224.4086716	214.0541767	198.8771688	225.2582128	199.8505297	219.3708685	218.5743486	223.2653971	257.4380275	220.7109168	221.1344662	266.0458291
YBL087C	290.8566088	399.7602326	288.0274042	278.8050128	309.8462086	281.6141468	277.8752712	407.1046038	336.3528877	340.6224532	345.1799364	388.3178308
YBL088C	77.61966413	71.39397512	82.38787518	81.66622281	68.87354068	75.14404936	75.7218509	65.12803879	64.87056724	67.75234023	69.06577011	57.73515547
YBL089W	187.1901041	174.1916108	165.2423106	186.0207139	188.4272317	161.9334037	182.7084046	170.2504118	197.8001306	172.1300745	194.5853218	187.4391512
YBL090W	274.8426131	291.6990089	270.5148938	287.5248403	296.2428279	297.3610043	286.030741	259.8433088	348.6228696	370.2631883	259.6225163	378.5410816
YBL091C	271.4550371	285.60859	292.019468	274.8731472	267.4664456	288.1462619	253.1563053	276.3986751	253.3914062	243.0456017	277.2308429	258.6019742
YBL091C-A	308.1903942	327.6959078	326.8641451	323.8883766	311.1064411	344.4880003	300.7020785	313.3646785	372.1043294	289.0808627	350.0761057	382.8862773
YBL092W	244.3879331	391.2316672	241.0173771	235.4211176	257.6555084	233.4848143	242.3376598	382.5194119	290.0599874	358.4243647	278.3266643	381.4322359
YBL093C	233.3907228	284.2111995	264.6197717	243.9543862	249.2386829	282.968061	243.7801459	281.217198	328.2153179	276.5677618	269.9088995	359.0479249
YBL095W	62.295408	49.22420775	56.5098811	69.49003728	46.87874913	66.72089017	64.14145447	56.54230608	53.16545645	56.58242738	61.40220023	57.67838151
YBL097W	50.76341805	62.96248946	54.63534025	57.55669586	65.02638694	52.92436711	66.7455419	58.19065806	23.22287734	51.81406988	56.92993736	32.84734947
YBL098W	189.4185577	157.8820886	174.2724369	184.3210918	168.8329469	179.7757318	185.5958675	146.369183	169.8762918	170.1566641	156.17917	152.2709272
YBL099W	286.1334448	211.6939262	295.7081349	277.4870255	215.267216	279.257253	275.4204222	183.1970717	281.6250179	288.0177141	191.9731493	253.1976078
YBL101C	72.18728447	88.22699531	74.82596434	75.64807779	92.12485404	60.23109866	81.48548634	67.21304424	40.90544409	67.83275981	73.73705073	45.23497986
YBL102W	250.7010322	252.5670659	236.0765154	254.4095742	261.5164505	243.6503936	250.2262555	248.5640163	302.1072812	261.5762382	254.9139606	283.0360578
YBL103C	173.5992881	134.5056541	151.5650823	167.8566805	134.1156642	156.7803633	149.9027963	143.743107	154.3704817	134.8577636	165.2689629	136.434295
YBL104C	85.57261899	74.26423407	90.36414358	75.44240602	91.52731991	84.03629558	87.70684584	69.5486649	58.17455385	81.96546221	77.57520787	60.42110391
YBL105C	162.8593148	151.9036348	162.9419011	173.4786746	159.4205065	166.032907	169.3802223	123.1413192	128.7339669	154.0313205	138.3836997	119.7098484
YBL106C	64.78552236	65.82462167	72.34799961	61.85579574	84.18126839	78.38781235	69.07399269	56.96724793	49.62142244	65.00596899	63.34163801	51.02592865
