ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	3
ICR1	180
IRT1	896
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	5579
NME1	3564
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	24
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	2
RDN58-1	0
RDN58-2	0
RME2	188
RME3	0
RNA170	35
RPR1	1550
RUF20	668
RUF21	119
RUF22	0
RUF23	3
RUF5-1	0
RUF5-2	0
SCR1	10898
SRG1	1757
YAL001C	1227
YAL002W	707
YAL003W	22223
YAL004W	0
YAL005C	3740
YAL007C	2163
YAL008W	2688
YAL009W	460
YAL010C	742
YAL011W	291
YAL012W	307
YAL013W	701
YAL014C	483
YAL015C	886
YAL016C-A	12
YAL016C-B	60
YAL016W	4993
YAL017W	1130
YAL018C	48
YAL019W	454
YAL019W-A	0
YAL020C	248
YAL021C	600
YAL022C	693
YAL023C	1493
YAL024C	219
YAL025C	2339
YAL026C	791
YAL026C-A	296
YAL027W	1276
YAL028W	213
YAL029C	2864
YAL030W	1650
YAL031C	344
YAL031W-A	46
YAL032C	685
YAL033W	858
YAL034C	790
YAL034C-B	116
YAL034W-A	369
YAL035W	3103
YAL036C	858
YAL037C-A	18
YAL037C-B	654
YAL037W	300
YAL038W	2806
YAL039C	2094
YAL040C	402
YAL041W	526
YAL042C-A	0
YAL042W	1548
YAL043C	445
YAL044C	10262
YAL044W-A	2441
YAL045C	0
YAL046C	1416
YAL047C	328
YAL047W-A	0
YAL048C	292
YAL049C	2140
YAL051W	380
YAL053W	3400
YAL054C	883
YAL055W	1417
YAL056C-A	48
YAL056W	2122
YAL058W	512
YAL059C-A	0
YAL059W	1201
YAL060W	11417
YAL061W	1032
YAL062W	1089
YAL063C	464
YAL063C-A	45
YAL064C-A	85
YAL064W	7
YAL064W-B	29
YAL065C	11
YAL066W	1
YAL067C	222
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	8450
YAR002W	1878
YAR003W	921
YAR007C	1031
