ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	3
ICR1	448
IRT1	663
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	914
NME1	132
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	8
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	273
RME3	0
RNA170	29
RPR1	290
RUF20	734
RUF21	255
RUF22	1
RUF23	6
RUF5-1	0
RUF5-2	0
SCR1	1125
SRG1	1451
YAL001C	2469
YAL002W	1259
YAL003W	33531
YAL004W	0
YAL005C	7262
YAL007C	3596
YAL008W	2829
YAL009W	639
YAL010C	1466
YAL011W	494
YAL012W	1456
YAL013W	1906
YAL014C	949
YAL015C	1522
YAL016C-A	35
YAL016C-B	67
YAL016W	8593
YAL017W	2043
YAL018C	33
YAL019W	969
YAL019W-A	0
YAL020C	421
YAL021C	1702
YAL022C	1052
YAL023C	4456
YAL024C	643
YAL025C	3060
YAL026C	1807
YAL026C-A	351
YAL027W	1770
YAL028W	220
YAL029C	3996
YAL030W	1809
YAL031C	1027
YAL031W-A	81
YAL032C	1169
YAL033W	1396
YAL034C	1088
YAL034C-B	153
YAL034W-A	891
YAL035W	8776
YAL036C	1683
YAL037C-A	30
YAL037C-B	1204
YAL037W	374
YAL038W	11107
YAL039C	2124
YAL040C	809
YAL041W	1169
YAL042C-A	1
YAL042W	3613
YAL043C	1053
YAL044C	4062
YAL044W-A	1437
YAL045C	7
YAL046C	1621
YAL047C	690
YAL047W-A	1
YAL048C	747
YAL049C	2786
YAL051W	899
YAL053W	6337
YAL054C	2001
YAL055W	1625
YAL056C-A	59
YAL056W	3602
YAL058W	768
YAL059C-A	1
YAL059W	1153
YAL060W	12354
YAL061W	2108
YAL062W	811
YAL063C	525
YAL063C-A	43
YAL064C-A	125
YAL064W	6
YAL064W-B	41
YAL065C	24
YAL066W	2
YAL067C	380
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	9709
YAR002W	3445
