ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	1
ICR1	123
IRT1	4025
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	777
NME1	131
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	1
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	507
RME3	0
RNA170	48
RPR1	38
RUF20	583
RUF21	174
RUF22	1
RUF23	9
RUF5-1	0
RUF5-2	0
SCR1	398
SRG1	2039
YAL001C	1552
YAL002W	1519
YAL003W	42739
YAL004W	0
YAL005C	7149
YAL007C	1947
YAL008W	2647
YAL009W	795
YAL010C	958
YAL011W	519
YAL012W	451
YAL013W	2445
YAL014C	1810
YAL015C	1077
YAL016C-A	23
YAL016C-B	103
YAL016W	6187
YAL017W	1784
YAL018C	14
YAL019W	1038
YAL019W-A	0
YAL020C	593
YAL021C	1228
YAL022C	1884
YAL023C	1380
YAL024C	276
YAL025C	3889
YAL026C	1122
YAL026C-A	444
YAL027W	1144
YAL028W	284
YAL029C	5807
YAL030W	3434
YAL031C	739
YAL031W-A	71
YAL032C	1846
YAL033W	984
YAL034C	2496
YAL034C-B	320
YAL034W-A	262
YAL035W	9303
YAL036C	2102
YAL037C-A	19
YAL037C-B	879
YAL037W	287
YAL038W	4004
YAL039C	9841
YAL040C	707
YAL041W	1556
YAL042C-A	0
YAL042W	3538
YAL043C	888
YAL044C	18039
YAL044W-A	2393
YAL045C	2
YAL046C	2587
YAL047C	676
YAL047W-A	0
YAL048C	657
YAL049C	2594
YAL051W	1373
YAL053W	7108
YAL054C	5898
YAL055W	1204
YAL056C-A	108
YAL056W	3316
YAL058W	900
YAL059C-A	1
YAL059W	1697
YAL060W	15273
YAL061W	2332
YAL062W	4739
YAL063C	750
YAL063C-A	29
YAL064C-A	132
YAL064W	16
YAL064W-B	29
YAL065C	23
YAL066W	0
YAL067C	234
YAL067W-A	0
YAL068C	1
YAL068W-A	0
YAL069W	0
YAR002C-A	5252
YAR002W	2813
