Gene	SRR5130661	SRR5130662	SRR5130663	SRR5130664	SRR5130665	SRR5130666	SRR5130667	SRR5130668	SRR5130669	SRR5130670	SRR5130672	SRR5130673	SRR5130674	SRR5130675	SRR5130676	SRR5130677	SRR5130678	SRR5130679	SRR5130680	SRR5130681	SRR5130682	SRR5130683	SRR5130686	SRR5130687	SRR5130689	SRR5130690
ETS1-1	5.306429409024515	5.129892741834828	5.458075625872152	5.742785876768013	5.590674566259598	5.464189704562201	2.927892428439871	2.509091674408026	5.0896485219664775	4.665426098614287	5.20100137066398	2.233977569662803	2.8994004060215004	2.0588394178647915	2.0921179433293946	3.4119857314041155	4.083833937255967	6.093306801816242	6.588215039164706	5.898421083574158	7.556046341241599	4.387872653029509	6.029857453339096	5.297798123745092	4.900242658971436	5.556550225929781
ETS2-1	1.682764651509517	1.2448697540430942	1.1341751650139495	0.9354371824730897	0.9274334436980227	0.9406949479641216	1.0083307854166226	0.8189982538909084	1.0677653408088337	0.8910687358889331	0.8521196635896048	0.7099857531263232	0.8603163343069447	0.591562609580919	0.47318685007670763	0.6201856173133544	0.5743592138871721	0.9573291110700695	0.9016636196484248	0.8174211462015789	0.7159478669780688	0.6519537614263886	0.670010202344146	1.0951679460904327	0.8094661471014455	0.7186198868202848
HRA1	0.26841398788083826	0.09407668303879667	0.44311273052088745	0.11416849430726667	0.3051693865548923	0.4605189622348883	0.3342275463297448	0.1995307812223141	0.08610681275759909	0.11642069947941439	0.10164577997343427	0.38527450536212315	0.3882463179184704	0.4512557923835181	0.3174967843329979	0.4707279028120907	0.5067789372920837	0.10955390280386054	0.4392560274974995	0.07854303402719548	0.49060321102081594	0.24979341550257567	0.5552584384304364	0.5419077702183329	0.07688096762005135	0.30674425383277254
ICR1	1.24032210556528	1.269772766381672	1.1873449210134464	1.1017858640462195	1.2105999253516488	1.226352706965762	1.077806543037003	1.0878250298584473	0.9416335392573751	1.0019933544279147	1.0062096433930927	0.9636167520889617	1.260884657025905	1.1098101859061158	1.189526923217274	1.2465174617581214	1.2837840792609954	1.409720059154568	1.4717313078148495	1.021119577244372	1.0810497103780723	1.3148486997734488	1.5073720140127906	1.1308322825318577	0.9013559342382143	1.541493259744106
IRT1	0.7402377005814837	0.7487599495941222	0.7996638622636508	0.8074672866759629	0.8231760103661119	0.826789556387002	0.7918997888802307	0.9294254894761199	0.7704130611401838	0.8086606557779243	0.7730463931420015	0.8986172710009974	1.0358223151342072	1.0431403711123535	1.5323609757401264	0.9156492135934993	0.9774652862568836	0.6935486212995635	0.7149695195032305	1.2167064023767211	1.1567894152982907	1.1341751650139495	0.8074672866759629	0.954325576294455	0.7795967607280236	1.2136630436063003
ITS1-1	1.0613439110139637	0.9651451713619661	1.1811266891213583	1.0229224682892946	1.047532670011791	1.1308322825318577	0.8475495401311928	0.7700679604454129	0.9010634428551558	0.8916444787426311	0.934086191028427	0.784823585003687	1.0220755989228816	0.7867873878615923	0.7232846327512157	0.8624372435022132	0.9061681053370063	1.664715373250855	1.66106313507831	0.9539984879750607	1.0615459316650984	0.9367078782364597	1.1953274087914725	1.2437018388732293	0.8388193113498263	1.0707193970409632
ITS2-1	0.7241875879902331	0.6606734301099234	0.7501573286755157	0.707369690742344	0.7281818702098921	0.7510860505574563	0.580007707518512	0.6199512487744979	0.814030727198921	0.6906777922172267	0.6988512991120661	0.5366827304640422	0.6377252827176474	0.5490332218983595	0.4573155113746993	0.45251140107990856	0.5780263232231971	0.8747525941770091	0.9689464826177696	0.683887782260165	0.8136879706838587	0.683887782260165	0.7839097186786672	1.1873449210134464	0.677376750408216	0.6899184023271838
LSR1	8.93929830392826	8.784921741103126	9.088924950001225	9.13693039172888	8.871773971246022	8.850313243209811	9.812777547282774	9.677795271612801	10.199541120598747	10.117553934834259	10.380967930368602	8.63309550036581	9.094002106928592	9.094002106928592	9.117671523485999	9.852400593668355	10.435731055875108	10.81015640473891	10.844656263224461	10.641639102468298	10.912307204971501	9.852400593668355	11.00159888932874	11.237759902083965	10.552899691671737	10.435731055875108
NME1	5.192449285483917	4.907260539092376	4.556701568062817	4.944984583263994	4.501352653971649	4.353189861298398	4.385710241705577	4.939903495757593	5.246054255182271	5.434941324580414	5.496421863839884	4.5666376645655	5.732118441591849	4.006626424858978	4.522096443335365	4.797675999036535	5.845854340991659	7.183092421429269	6.944767478794507	7.548142523983204	7.80663474266371	5.2945696770792825	6.310389900947978	7.822970241615458	5.713891636987398	5.438551825559822
PWR1	0.894601065855437	0.9480567405730473	1.0238876200659488	1.075008257028819	1.0653490511795412	1.06830198861666	0.8712093038080659	0.8988625225607212	1.0752563764873915	1.1695440796691359	1.015853243646786	1.1063172635993388	1.045930600172146	0.9985801631474157	1.0973958487762088	0.9830928534222654	1.0039876098422933	1.2322123811753587	1.1730220260492843	1.6511505225310124	1.5594143762180965	1.116624336719814	0.9902882212053408	0.8708525845185034	0.9871511090526034	1.0397278913691903
