Gene	SRR2225482	SRR2225547	SRR2225548	SRR2225549	SRR2225550	SRR2225551	SRR2225552	SRR2225553	SRR2225554	SRR2225555	SRR5116539	SRR5116540	SRR5116542	SRR5116543	SRR5116547	SRR5116548	SRR5116550	SRR5116551	SRR5116552	SRR5116554	SRR5116555	SRR5116556	SRR5116558	SRR5116559	SRR5116560	SRR5116561	SRR5116562
ETS1-1	10.81015640473891	10.912307204971501	10.574262456909707	10.912307204971501	10.574262456909707	10.522352049194033	9.603361528118322	9.805057292625115	9.76669227681463	9.718308625307394	10.844656263224461	10.81015640473891	10.912307204971501	10.912307204971501	11.00159888932874	11.00159888932874	10.912307204971501	10.81015640473891	10.81015640473891	10.912307204971501	10.844656263224461	10.844656263224461	10.912307204971501	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965
ETS2-1	1.148523738268985	0.8877291673952821	0.982826323329024	0.9310395638132021	1.1727605352718977	1.5987927212142319	0.5648021994459289	0.65791213700214	0.5766481620575882	0.5819810943978373	1.149230595467444	1.2496427772250065	1.4944369620906175	1.4895822606858697	1.3102876377357662	1.2783016915862093	1.51249742490076	1.4665796963302635	1.4031625860714483	1.0325945402944576	0.7696555712745202	0.7535988735485799	1.0757680802323955	1.1532047021487692	1.1163392851501983	1.2737525377801004	1.290577258678008
HRA1	0.7666219002056411	0.28221784647510684	0.3586259894623447	0.2405814285122557	0.2518792436918613	0.6408197130769728	0.5913513843343858	0.35312142108541794	0.35639283773772495	0.5100252448678096	0.8035255052839377	0.831389974392703	0.7423687155108252	0.7733622669504312	0.4980925345057457	0.4980925345057457	0.36536256325255323	0.43446161119946664	0.44051266438538467	0.41481650097483846	0.36289849228081145	0.3607706951413153	0.21858354089147194	0.8535660412014979	0.876125319931597	0.8098199733079007	0.7924598507959895
ICR1	0.6770069028570742	0.8525228727234386	0.3586259894623447	1.075008257028819	0.8983528539256944	0.7852193854761859	1.1270660894642055	1.153746371633276	1.1393770306294333	1.1219190096035527	1.15294018235242	1.051490722332748	0.9587247590326333	0.9808209396268672	1.3383906773859424	1.348744307195407	0.9821685895712582	1.0919721622893062	1.00507137768588	0.9722034559835395	0.8427531045342592	0.8322123364780121	1.0938815564260522	1.1372680952108318	1.0369500858553249	0.34076539758214686	0.34114423456568505
IRT1	0.7402377005814837	0.28221784647510684	0.3586259894623447	0.680334374227396	0.814030727198921	0.6709522371016416	0.8906720018662148	0.8899678130658213	0.9244033039065715	0.934086191028427	0.2467290725422856	0.252291788408143	0.7315704407550351	0.6755341155140033	1.0393168630139318	1.0186115152430946	0.8457057700773368	0.9213006999206416	0.9587247590326333	1.3891526911429875	0.6902832998462789	0.3607706951413153	0.8215637443899415	0.9353088191999785	0.8747525941770091	0.9512716409235427	0.9658362741711506
ITS1-1	1.2505964750371605	1.5703530468883902	1.136452047189262	1.2739685314162494	1.1443040696608044	1.167949910152033	1.2126808719564361	1.1841375375342815	0.9706642338682004	1.096419128802456	1.3179745288889648	1.2632038420686231	0.962559612363243	1.0074419717763372	1.4424335473543528	1.367663927561523	1.3402512106332494	1.131186467983868	1.145539523214598	1.5920515044469707	1.1376673830575217	1.1107469706280324	1.728991307094583	1.3199709366328203	1.2769736815577146	1.4380844902626473	1.3629490831616464
ITS2-1	2.0925454329697306	1.8693053629216727	1.4693459597144385	1.0477793969576745	1.033636224741183	0.9864548036090998	1.2972508107415972	1.2551179572182987	0.8753024548802321	0.8603163343069447	0.9590495739409155	0.9737398981179158	0.956941045007058	0.8697249442257973	1.4487117239379521	1.4676311916627467	1.5429828369967022	1.4481328028154001	1.5484473938102592	1.2712799362965919	1.5352227310833466	1.5069236747073336	1.6413643622962635	1.4603946226700861	1.4315064601750018	1.223161468199497	1.1700500484054266
LSR1	8.196583799265213	9.677795271612801	8.39218632106191	10.844656263224461	10.171459498227641	10.199541120598747	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	10.552899691671737	10.641639102468298	9.805057292625115	9.812777547282774	9.094002106928592	9.094002106928592	8.858621163143056	7.85550014756928	7.995929521708511	8.858621163143056	9.051584127962045	9.074166953787508	9.644976805209001	6.8146302161237005	6.818983181604782	5.246054255182271	8.63309550036581
NME1	2.5375660240202613	2.2707860252902994	2.0689228923835548	2.7236717615467754	1.7012643811288246	2.378574054054619	7.873671516141576	7.8272803844083185	7.67316597340002	8.290547952733746	2.6908270519897903	2.8891407130527487	2.471907521266604	2.4833097636967887	1.798316216405507	1.9430454527920054	2.074300218689725	1.9332053750118412	1.7859792454706982	1.9748087067996867	2.434834620579387	2.331762874390094	2.6325133510976406	3.64429800782332	3.6815961810683846	3.779595298341837	3.181823476589524
PWR1	0.9724310915193812	0.28221784647510684	0.3586259894623447	0.7460564656973228	0.2518792436918613	0.20117674010381092	0.08859800316470706	0.2859437068125136	0.2028463312656251	0.2161207751767864	0.2467290725422856	0.252291788408143	0.2095577458589549	0.21040351534470125	0.4980925345057457	0.4980925345057457	0.9967558638356686	0.43446161119946664	0.44051266438538467	0.41481650097483846	0.36289849228081145	0.3607706951413153	0.21858354089147194	0.36536256325255323	0.37534598537785985	0.34076539758214686	0.34114423456568505
Q0010	0.3327291998375489	0.28221784647510684	0.7110681275338336	0.2405814285122557	0.2518792436918613	0.20117674010381092	0.372416159770899	0.4546950173921709	0.5100252448678096	0.47667280714279003	0.5616107137806461	0.6121137823197269	0.5469182934385876	0.21040351534470125	0.4980925345057457	0.4980925345057457	0.36536256325255323	0.814030727198921	0.8133376737146261	0.41481650097483846	0.36289849228081145	0.3607706951413153	0.5149150458919545	0.6935486212995635	0.37534598537785985	0.34076539758214686	0.34114423456568505
Q0017	0.3327291998375489	0.28221784647510684	0.3586259894623447	0.2405814285122557	0.2518792436918613	0.20117674010381092	0.3424169409188892	0.05566760460794651	0.06680949108809309	0.44051266438538467	0.2467290725422856	0.252291788408143	0.2095577458589549	0.46191811066646876	0.4980925345057457	0.4980925345057457	0.36536256325255323	0.43446161119946664	0.44051266438538467	0.41481650097483846	0.36289849228081145	0.3607706951413153	0.21858354089147194	0.36536256325255323	0.37534598537785985	0.34076539758214686	0.34114423456568505
Q0020	2.2231737689260465	1.236581280824461	1.0723271046182334	1.252326379107249	1.7146632643422655	1.240630476460768	1.8472358254154846	2.0537655111697384	1.929132567432576	2.079128388205975	1.2392968370927473	1.1048146401221217	1.1193532782876827	1.160746274142303	1.265769505566802	1.240630476460768	1.4466681844951248	1.8032005268678981	1.8159855831004752	1.3650744561054353	1.3452738746907114	1.437487276190149	2.2773530770566883	1.710981628995936	1.8776693480829374	1.996986790881541	2.1941809605894056
Q0032	0.3327291998375489	0.28221784647510684	0.3586259894623447	0.2405814285122557	0.2518792436918613	0.20117674010381092	0.08859800316470706	0.39893599805116403	0.3424169409188892	0.27359411131952976	0.2467290725422856	0.252291788408143	0.2095577458589549	0.21040351534470125	0.4980925345057457	0.4980925345057457	0.36536256325255323	0.43446161119946664	0.44051266438538467	0.41481650097483846	0.36289849228081145	0.3607706951413153	0.21858354089147194	0.36536256325255323	0.37534598537785985	0.34076539758214686	0.6377252827176474
Q0045	3.6642445631757017	2.320844821663656	2.957006979066355	2.0327088475307744	3.0195240328418564	1.2799158377067092	6.00107885420385	6.029857453339096	5.962048339243134	6.045619567726437	1.672519477853495	1.6161404640229575	1.9513083304528833	1.9069017903743752	2.3681039251099754	2.3713287960970333	2.112971256024786	2.447897821183705	2.5630727662126978	2.013578618756989	2.328431068005976	2.3384277536164007	2.214798585085746	2.87917799249189	2.858170413083949	2.9806295482895804	2.8780198347116652
Q0050	7.914892581102297	5.24032715569555	4.8946229238656205	4.5552769872289876	4.8946229238656205	3.5123050761645196	8.970719208561526	8.98404843909703	8.956104025611879	8.99530320116057	4.015255946251896	3.9831910157703607	3.7909740974776027	3.843505593874686	3.781567825713533	4.006626424858978	4.044020079094437	4.391961552362714	4.268580058995462	2.7729437031965336	5.186682940928689	5.151553351268149	4.790289491312537	6.18335616835546	6.341596515337765	6.724966066683784	6.621104219430337
Q0055	2.638904468693111	1.3591225244124157	1.0540799445245768	1.1031365907080777	1.5349268826877531	0.7152907950499329	7.695114771057331	7.707046698450163	7.688236127974032	7.812264749543306	1.1006948534850198	1.1489961397227013	1.2695217607207907	1.3058164081743728	1.322648403271539	1.2728624809512972	1.0628284310445402	1.6717565285645843	1.6877681844391075	1.7702169389404543	1.4045529313502614	1.3847956588318653	1.4388744426681483	1.9669141648565456	2.0410632217805955	2.704507840502777	2.7439930909875723
Q0060	1.013873904293828	0.8015314364428036	0.8031571360936979	0.776303957520152	0.8322123364780121	0.6992547547300882	2.1635733194087736	2.0921179433293946	2.125539456816619	2.1617366919486116	0.680334374227396	0.6791019967572083	0.6596452808897406	0.65791213700214	0.8130101515409734	0.4980925345057457	0.9078173045836031	1.018039699364366	0.8936150797318404	0.7208578819238861	0.9469385026199401	0.977052512936208	0.989191980346849	0.8547398606221515	0.8541618893202259	1.4293822501840607	1.3254663034299372
