Gene	SRR315125	SRR315126
ETS1-1	7.137476132044002	9.088924950001225
ETS2-1	3.137551346847112	1.7897494419260727
HRA1	0.23429354208999648	0.41809877104686266
ICR1	1.5019717066846305	1.0232705655149277
IRT1	1.4703271193736804	1.4583057365287595
ITS1-1	8.689519764487105	8.46664072431871
ITS2-1	1.9714959294480812	1.8456977135857133
LSR1	10.142519078392704	9.718308625307394
NME1	0.7780567991991438	0.41809877104686266
PWR1	0.23429354208999648	0.41809877104686266
Q0010	0.23429354208999648	0.41809877104686266
Q0017	0.23429354208999648	0.41809877104686266
Q0020	1.073337707568333	3.9903989475338824
Q0032	0.23429354208999648	0.41809877104686266
Q0045	0.5288813184652335	1.252533707699145
Q0050	2.314148629464103	1.2529480212507202
Q0055	1.226599088810843	0.9722034559835395
Q0060	0.716988059776866	0.41809877104686266
Q0065	0.23429354208999648	0.41809877104686266
Q0070	0.6497093528782879	0.9305462478281223
Q0075	0.23429354208999648	0.41809877104686266
Q0080	0.6949798013001738	0.41809877104686266
Q0085	0.23429354208999648	0.41809877104686266
Q0092	0.23429354208999648	0.41809877104686266
Q0105	0.23429354208999648	0.943496093921997
Q0110	0.23429354208999648	0.41809877104686266
Q0115	0.23429354208999648	0.41809877104686266
Q0120	0.23429354208999648	0.41809877104686266
Q0130	0.23429354208999648	0.41809877104686266
Q0140	1.4693459597144385	1.7176861595533015
Q0142	1.4448324448939076	1.2327688803309858
Q0143	0.23429354208999648	0.41809877104686266
Q0144	0.23429354208999648	0.41809877104686266
Q0158	6.011429737802256	7.797260870173277
Q0160	0.7040317467159792	0.41809877104686266
Q0182	0.23429354208999648	0.826127904557338
Q0250	0.23429354208999648	0.41809877104686266
Q0255	0.7631502991969012	0.871479188618478
Q0275	0.23429354208999648	0.41809877104686266
Q0285	0.23429354208999648	0.41809877104686266
Q0297	0.23429354208999648	0.41809877104686266
RDN18-1	10.552899691671737	10.844656263224461
RDN25-1	11.237759902083965	11.237759902083965
RDN37-1	0.4960102775453341	3.3424078000505606
RDN5-1	7.9710783806098835	8.588382721241128
RDN5-2	0.23429354208999648	0.41809877104686266
RDN58-1	7.198128032138685	5.994391235518298
RME2	4.036302961834079	3.361781387192775
RME3	2.448960174993063	0.41809877104686266
RNA170	0.23429354208999648	0.8150704188558425
RPR1	1.2048874779216883	0.9715669162517888
RUF20	8.298366898623406	8.323076464926592
RUF21	6.112204236437471	5.989244031558689
RUF22	0.5618920047582283	0.7427275818119887
RUF23	0.9875334626062438	0.7427275818119887
RUF5-1	8.63309550036581	9.172262829644419
SCR1	2.0095303664941184	1.934272338490449
SRG1	7.867481683391784	6.00107885420385
YAL001C	3.13293986167627	2.9383268816778667
YAL002W	1.7851556986607893	2.1591907354939264
YAL003W	1.4259777946174221	1.1941738056438247
YAL004W	0.23429354208999648	0.41809877104686266
YAL005C	3.5088985349832336	3.49899322232656
YAL007C	2.822342545434691	1.8341363836587008
YAL008W	0.9281979309690096	1.1092504131319556
YAL009W	0.5122477069833963	0.8951537752034987
YAL010C	1.2238947153069777	1.162699820380412
YAL011W	3.2502874400670088	2.897354329846885
YAL012W	0.8147114265620764	0.8606975734295788
YAL013W	4.4543684861964135	3.4164818884181445
YAL014C	0.6762761042437798	0.41809877104686266
YAL015C	1.1235448971309427	1.8396312173713107
YAL016C-A	0.23429354208999648	0.7476873158386999
YAL016C-B	6.189671497714366	4.5666376645655
YAL016W	2.125539456816619	1.5949372097631245
YAL017W	1.9719388738045716	2.822342545434691
YAL018C	0.8708525845185034	0.41809877104686266
YAL019W	1.241374721956786	1.6657402654275473
YAL019W-A	0.23429354208999648	0.41809877104686266
YAL020C	1.0369500858553249	0.41809877104686266
YAL021C	1.9513083304528833	0.927923912190785
YAL022C	0.6408197130769728	0.786566789112934
YAL023C	0.9549691177362007	1.1780347604500943
YAL024C	1.1697895643101346	1.2217037886609887
YAL025C	3.7695372992401306	2.154474082622977
YAL026C	1.4785734393103804	1.5375691373146998
YAL026C-A	3.900991516930662	2.695986787979275
YAL027W	2.7859890834411933	1.4165174233914395
YAL028W	1.260884657025905	1.2695217607207907
YAL029C	4.577753257127014	3.3953082884464205
YAL030W	2.5077083713576807	1.869830691987898
YAL031C	1.496172499489595	1.6265266100970135
YAL031W-A	2.6275616931416166	1.4806413004538024
YAL032C	2.0327088475307744	1.3620853535174264
YAL033W	2.1063922163975026	2.5125186848727035
YAL034C	1.3113293182729224	0.9166554156084242
YAL034C-B	4.511021807800644	2.0515173155608935
YAL034W-A	2.33322763555672	4.907260539092376
YAL035W	7.697852681028998	7.699781142752989
YAL036C	0.6472316178025689	1.18981056668318
YAL037C-A	10.464779104646581	9.805057292625115
YAL037C-B	4.032566056248245	2.9430904350924294
YAL037W	1.1024437860179093	1.1347591021323722
YAL038W	1.3399981673988017	1.8506256046287892
