Gene	SRR6206518
ETS1-1	3.6124782778310065
ETS2-1	0.7418397044176992
HRA1	0.7198301667489863
ICR1	0.831389974392703
IRT1	0.7149695195032305
ITS1-1	1.050800009344571
ITS2-1	0.9377507140977164
LSR1	3.9802489112650754
NME1	1.0329004546520184
PWR1	0.995548616578392
Q0010	0.05947706712930671
Q0017	0.05947706712930671
Q0020	0.7799215184639495
Q0032	0.05947706712930671
Q0045	3.1610931044790367
Q0050	0.05947706712930671
Q0055	0.05947706712930671
Q0060	0.05947706712930671
Q0065	0.46477009632643895
Q0070	0.05947706712930671
Q0075	1.2063909568651798
Q0080	0.05947706712930671
Q0085	0.7689786243077263
Q0092	0.05947706712930671
Q0105	0.6126384216509586
Q0110	0.3453939386430118
Q0115	0.05947706712930671
Q0120	0.252291788408143
Q0130	1.5099602733307735
Q0140	0.23276862914159824
Q0142	0.05947706712930671
Q0143	0.05947706712930671
Q0144	0.05947706712930671
Q0158	3.469166910929027
Q0160	1.0078788664458986
Q0182	0.05947706712930671
Q0250	0.5582548225107149
Q0255	0.05947706712930671
Q0275	0.30853219322205705
Q0285	0.05947706712930671
Q0297	0.6805804893881591
RDN18-1	10.552899691671737
RDN25-1	12.573847217818859
RDN37-1	5.406356506049445
RDN5-1	1.6013377692847972
RDN5-2	0.46539492567081775
RDN58-1	0.7673485449037742
RME2	6.300379556567287
RME3	1.555282055982441
RNA170	0.5937343038019891
RPR1	0.9460013252448686
RUF20	0.6568431831528745
RUF21	0.7130370742700757
RUF22	0.5210266821581468
RUF23	0.6606734301099234
RUF5-1	1.055859905525443
SCR1	1.5035250345058322
SRG1	2.7161613002677707
YAL001C	1.6021490476873335
YAL002W	1.5767444983456107
YAL003W	1.6738484350946745
YAL004W	0.2462947061348716
YAL005C	9.13693039172888
YAL007C	1.48867357331999
YAL008W	2.3472892153333653
YAL009W	1.4101337527096889
YAL010C	0.7352621973660436
YAL011W	1.4831703654821942
YAL012W	10.641639102468298
YAL013W	2.3169218676152017
YAL014C	3.4072629133169974
YAL015C	1.9010986274531247
YAL016C-A	1.3700577324848782
YAL016C-B	0.05947706712930671
YAL016W	3.58683793637452
YAL017W	4.796336142331963
YAL018C	1.2431475742826033
YAL019W	1.6063096097383278
YAL019W-A	0.6362246869927217
YAL020C	2.089557538335789
YAL021C	1.845873631351262
YAL022C	1.4775882762098884
YAL023C	4.953051394119006
YAL024C	0.8136879706838587
YAL025C	0.7669483916627768
YAL026C	1.4152291176767235
YAL026C-A	0.6639447233202856
YAL027W	1.0129869973601566
YAL028W	1.2604503563433218
YAL029C	1.0454565341075739
YAL030W	2.7122118415857916
YAL031C	1.6731167126326012
YAL031W-A	0.5841357172339412
YAL032C	1.5658074584893515
YAL033W	0.8899678130658213
YAL034C	5.123519001666763
