Gene	SRR1539282	SRR1539283
ETS1-1	4.572996055202996	5.105440806954331
ETS2-1	0.4411858620124387	0.6516913562099393
HRA1	1.0136330532834452	0.5277041886583345
ICR1	1.295901864629967	3.2467536152209346
IRT1	2.652832508592417	6.197412307563516
ITS1-1	1.3551357583147587	2.543384066391572
ITS2-1	4.080559692772242	3.5780595642157134
LSR1	10.844656263224461	10.912307204971501
NME1	3.6595384076441637	3.717699229371058
PWR1	0.6288721268441373	5.590674566259598
Q0010	-0.002600999383807927	-0.01295800869862021
Q0017	-0.002600999383807927	-0.01295800869862021
Q0020	2.854861491350567	4.594149847896719
Q0032	-0.002600999383807927	-0.01295800869862021
Q0045	1.9348946063927088	2.9404392772297747
Q0050	0.32066278107208246	0.39132788449254075
Q0055	-0.002600999383807927	-0.01295800869862021
Q0060	-0.002600999383807927	0.05947706712930671
Q0065	0.0957797212562923	0.11502657270246154
Q0070	-0.002600999383807927	-0.01295800869862021
Q0075	0.06892841560767092	-0.01295800869862021
Q0080	-0.002600999383807927	0.04944579238391879
Q0085	0.2401792205849245	0.4253845493817553
Q0092	-0.002600999383807927	-0.01295800869862021
Q0105	0.40923602538379145	0.8433485194088615
Q0110	-0.002600999383807927	-0.01295800869862021
Q0115	-0.002600999383807927	-0.01295800869862021
Q0120	-0.002600999383807927	0.05168536139993621
Q0130	0.9419869558099904	1.136987539758486
Q0140	0.06035863861118477	-0.01295800869862021
Q0142	-0.002600999383807927	-0.01295800869862021
Q0143	-0.002600999383807927	-0.01295800869862021
Q0144	-0.002600999383807927	-0.01295800869862021
Q0158	8.044120634747022	8.956104025611879
Q0160	0.06974173067123653	0.09995834167910808
Q0182	-0.002600999383807927	-0.01295800869862021
Q0250	0.5490332218983595	0.7950695989513628
Q0255	-0.002600999383807927	-0.01295800869862021
Q0275	0.301858937033238	0.5857991284964661
Q0285	-0.002600999383807927	0.05348544604860486
Q0297	-0.002600999383807927	-0.01295800869862021
RDN18-1	11.237759902083965	11.00159888932874
RDN25-1	12.573847217818859	11.746071809201743
RDN37-1	0.6881088017278689	0.5952723510172941
RDN5-1	7.812264749543306	6.955602574207282
RDN5-2	2.588150717778804	6.539160305479201
RDN58-1	10.912307204971501	10.844656263224461
RME2	2.326947233834868	1.6097985927279486
RME3	1.260884657025905	0.2918540556418754
RNA170	0.5514640123641901	1.4011889371807715
RPR1	8.891690668658846	8.47821081311369
RUF20	0.28018817801421986	1.136987539758486
RUF21	2.131787826302509	2.877092207426866
RUF22	0.3844484752166766	0.7724329019330936
RUF23	0.15538596178415795	0.10331333412668639
RUF5-1	3.4164818884181445	2.379213563275016
SCR1	3.814975259068276	6.073954455418308
SRG1	1.9539351708268415	4.268580058995462
YAL001C	1.0216393944993665	1.3607287465616351
YAL002W	0.8956556887395885	1.4964494325767415
YAL003W	3.4973057440817628	1.82319058787925
YAL004W	6.093306801816242	3.43439340724483
YAL005C	7.198128032138685	4.134666531207064
YAL007C	1.2229582997783266	0.6816973740221604
YAL008W	2.176553590991605	1.7612536311448315
YAL009W	0.879034523548089	1.6901996890215125
YAL010C	1.074174522689204	0.8704142608547896
YAL011W	1.2511491066549485	1.1017858640462195
YAL012W	1.8664939767765072	1.2505964750371605
YAL013W	2.9324992337740827	1.7902696279896202
YAL014C	2.673573459219286	1.7441429349122837
YAL015C	0.7607115270035906	1.7919214061717643
YAL016C-A	1.3819605446998509	0.8316753871885318
YAL016C-B	0.15928145106462283	0.13430828620648913
YAL016W	1.8460589938076557	1.1401134944497313
YAL017W	3.3541283803637962	1.8424103385145454
YAL018C	2.0360229699991734	1.2382378230394284
YAL019W	0.7529588563240752	1.2596059983287742
YAL019W-A	0.5407250289877419	0.07978963743328191
YAL020C	1.6731167126326012	3.3984498065211977
YAL021C	2.363026628901173	1.5589393718562143
YAL022C	1.234461571288738	0.8244145855901484
YAL023C	2.598498739259581	1.456563948743707
YAL024C	1.4883610245068999	1.2170510280699494
YAL025C	0.9013559342382143	1.1158701719530817
YAL026C	1.252533707699145	0.8443401581218037
YAL026C-A	0.3814879418882996	0.22129708048661884
YAL027W	1.0938815564260522	1.355656294821308
YAL028W	2.0831584562630443	1.5412233389357999
YAL029C	1.5147121443958356	1.2635261249125396
YAL030W	7.637268905552336	3.7780996869047865
YAL031C	1.292629221556809	1.205683372802935
YAL031W-A	0.3882463179184704	0.7842169212265224
YAL032C	1.6196780091393737	1.617181751665188
YAL033W	1.5313347836832316	1.3184061622505028
YAL034C	2.6557892390862707	1.9136837376474125
YAL034C-B	0.5283350816256487	0.3882463179184704
YAL034W-A	1.2560349814961005	1.2660622250629714
YAL035W	2.127757296421675	2.1029149319350013
YAL036C	0.7918997888802307	1.14376341605448
YAL037C-A	0.2462947061348716	0.16587765858303782
YAL037C-B	0.08984838333622906	0.16500796326321718
YAL037W	0.7053752326280365	0.7924598507959895
YAL038W	2.4182782119611415	1.596884389174878
YAL039C	3.25096603019828	2.4833097636967887
YAL040C	1.211874525936522	1.2675874228146211
YAL041W	1.600597257338201	0.9480567405730473
YAL042C-A	2.3111140052927435	1.131980600702576
YAL042W	3.3984498065211977	1.6741048336912163
YAL043C	1.9161326093540125	2.7567159959489205
YAL044C	4.013992657332986	2.221812778578871
YAL044W-A	1.496920612356231	1.0084543772329384
YAL045C	1.6487756858184761	0.9086249945996636
YAL046C	2.54141773665724	1.2486629794217763
YAL047C	1.129073223532977	1.6375834051364861
YAL047W-A	0.35242417982591795	0.08480343005519773
YAL048C	0.908369276941466	4.850972358072251
YAL049C	2.501643485763367	1.4676311916627467
YAL051W	1.4268929063066733	0.9899569520671597
YAL053W	3.469166910929027	2.3556194626147144
YAL054C	9.959292194791908	9.094002106928592
YAL055W	2.0772376879191614	3.8278867480540346
YAL056C-A	0.3289218734151451	0.31523383908977554
YAL056W	1.8084038444615746	1.5720817649448273
YAL058W	0.8662069297418873	0.8708525845185034
YAL059C-A	0.5436766210011217	0.5867755385109489
YAL059W	0.7588446364791922	0.8677021040273802
YAL060W	1.4402459924806543	1.6370965307301923
YAL061W	1.7030023944018917	4.292977271303842
YAL062W	2.6492113934734416	2.6684417972888683
YAL063C	1.852628280896719	2.561553758251386
YAL063C-A	-0.002600999383807927	0.1012371001140656
YAL064C-A	0.47667280714279003	0.5601014636166457
YAL064W	0.2262666374246558	0.6447420160585566
YAL064W-B	0.5685180611458917	1.072912347507133
YAL065C	0.5310319399981	0.7088185628369598
YAL066W	0.08903479605704027	0.19586777958285878
YAL067C	1.0031285007005186	1.1697895643101346
YAL067W-A	0.17611199917790823	0.7149695195032305
YAL068C	0.4773364695648305	0.22501258882398179
YAL068W-A	0.12106887432450303	0.2850839514749469
YAL069W	0.7916112239034648	0.8547398606221515
YAR002C-A	1.70241628970578	1.0981467611512512
YAR002W	1.2732898267835768	1.136452047189262
YAR003W	1.1924549393043786	0.8841503478638127
YAR007C	2.549908690330857	1.6858271449771545
YAR008W	1.9283941595456158	1.3300999158145737
YAR014C	1.3795692030042097	1.0726212032420115
YAR015W	2.2231737689260465	1.3805399877120168
YAR018C	0.9111999269855091	2.312557771902391
YAR019C	1.4266317764183583	1.2673286941200257
YAR019W-A	0.6278800205743847	0.7436679675413722
YAR020C	0.16676952803502695	0.06638952523995305
YAR023C	0.8803123530628553	0.4725985543930875
YAR027W	1.6049824934633983	1.2580182814788776
YAR028W	0.6877504396333629	0.29439924570638293
YAR029W	0.4267726361660512	0.17795800863226827
YAR030C	0.5441543021045406	0.20117674010381092
YAR031W	0.7273984428156862	0.4923931415807441
YAR033W	1.2061886802145718	1.0420401458849309
YAR035C-A	0.1070715153097368	0.08944315517096932
YAR035W	8.455275079419549	4.501352653971649
YAR042W	2.2158941329378496	1.3296535390463058
YAR047C	-0.002600999383807927	-0.01295800869862021
YAR050W	1.564817002668123	2.495366269504292
YAR053W	0.401841753269969	1.9647422736535147
YAR060C	0.1986720436706721	0.1502008388231782
YAR064W	-0.002600999383807927	0.06122791811501492
YAR066W	2.1548942131972852	1.3419264189567408
YAR068W	1.6919344382373827	1.8992549367119431
YAR069C	-0.002600999383807927	-0.01295800869862021
YAR070C	-0.002600999383807927	-0.01295800869862021
YAR071W	0.5572013747057557	1.120456103563166
YAR073W	0.4866641614634829	0.5015119274236267
YAR075W	-0.002600999383807927	-0.01295800869862021
YBL001C	5.464189704562201	2.688043216268953
YBL002W	7.71512858707781	4.964737367963922
YBL003C	5.962048339243134	5.269257439463912
YBL004W	1.1435093002611563	1.5218792536830668
YBL005W	1.045930600172146	0.7903932658762556
YBL006C	3.75271321791057	1.5901457059022328
YBL006W-A	1.6630038024561424	0.9148508810212981
YBL007C	1.82319058787925	1.2902614610175194
YBL008W	0.9703219186245624	1.2201474694150252
YBL008W-A	0.14395085307995517	0.5334409002906811
YBL009W	1.3888702124536756	1.0358223151342072
YBL010C	1.1112839005039543	0.6611245480453573
YBL011W	1.842072787613654	1.6926526191834652
YBL012C	0.7889168543702989	0.920437583989988
YBL013W	2.9246030864342725	2.3686047915647688
YBL014C	2.1469537592122068	2.4521264450496765
YBL015W	8.423926762592561	5.342706711427809
YBL016W	3.856338688048404	6.447279231992917
YBL017C	0.9395466073822123	1.303486047335719
YBL018C	1.2577251349533207	1.3348632312144861
YBL019W	0.8535660412014979	1.066870149221347
YBL020W	1.3805399877120168	1.2808837101801926
YBL021C	1.9464297857833288	1.107701308789565
YBL022C	3.440683301806651	2.0872394083155883
YBL023C	0.8805447177035913	1.0477793969576745
YBL024W	1.1138937179075852	0.9967558638356686
YBL025W	1.0279679621525177	0.6552060991827248
YBL026W	3.3119586178462335	3.781567825713533
YBL027W	7.72279632842891	3.977265146748268
YBL028C	0.7152907950499329	1.0830074364225044
YBL029C-A	3.38719812323345	4.434500900084604
YBL029W	4.78150582593166	5.081297996929054
YBL030C	6.822758654857034	3.5717854819093073
YBL031W	0.9933166956435404	1.5364572194855146
YBL032W	2.1456998364989293	1.3604544697820158
YBL033C	3.3330876791208124	2.4305939179975584
YBL034C	1.6681274087058044	1.361105360138553
YBL035C	1.2811111637841572	2.5951525094155894
YBL036C	1.1105362733609714	0.7610115548992736
YBL037W	1.908471646060729	1.1953274087914725
YBL038W	1.9234247177998691	2.5450784140664586
YBL039C	1.8303498419062865	0.7936145939644469
YBL039C-A	-0.002600999383807927	-0.01295800869862021
YBL039W-B	0.8407234419671257	0.5766481620575882
YBL040C	1.548731520113193	1.3501417714551156
YBL041W	7.093352780634183	3.1643631841672897
YBL042C	1.0297661020960756	1.1341751650139495
YBL043W	2.561553758251386	1.8157169044501869
YBL044W	0.20636348357965117	0.15286941738577312
YBL045C	8.99530320116057	7.526913510169944
