Gene	SRR7174202	SRR7174203	SRR7174204	SRR7174205	SRR7174206	SRR7174207	SRR7174208	SRR7174209	SRR7174210	SRR7174211
ETS1-1	10.199541120598747	10.142519078392704	9.805057292625115	9.76669227681463	9.959292194791908	9.677795271612801	10.199541120598747	10.142519078392704	9.677795271612801	10.117553934834259
ETS2-1	0.9750340639957991	1.136169575212346	1.0954025364302304	1.1805357289511318	0.9855151007667677	1.2990993598397345	1.260884657025905	1.163148117772915	1.1517772918662472	1.2170510280699494
HRA1	0.49543834302570966	0.43257021506244064	0.18057771223274396	0.1663218110885194	0.1706297211112302	0.5501354106719671	0.16854312090044726	0.16587765858303782	0.3860537584320394	0.16722359859766345
ICR1	0.9782114738024509	0.9345590653476046	0.9480567405730473	0.9485732904792217	0.9368399582311133	0.962785136912176	1.0567924684915244	0.9290768754781793	0.8865882059721394	0.8868706740841312
IRT1	1.0039876098422933	0.8554779256733471	0.8316753871885318	0.8363704990888308	0.9070979497234906	0.9436685549174398	0.8959103052597331	0.8689935658125737	0.9353088191999785	0.9392624711748039
ITS1-1	5.539818966041282	5.151553351268149	4.616070553772031	4.5709509787027205	5.939567988901661	5.103148485932367	6.682125554853802	7.394035940132895	5.872943687130077	6.624391117118731
ITS2-1	5.073727900025071	4.390341996352695	4.145607202114707	4.107115240901203	4.47521315809601	4.249468953385909	5.742785876768013	6.390453889385295	5.299463230936978	5.898421083574158
LSR1	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.00159888932874	11.237759902083965	11.237759902083965	11.237759902083965
NME1	7.72279632842891	7.72279632842891	7.85550014756928	8.118473135183752	7.889413666890618	8.286857413476742	7.889413666890618	8.442747344000118	8.044120634747022	8.251432549138935
PWR1	0.12879551402656136	0.5543029728825882	0.42901846709448554	0.3975151297832928	0.601677450111175	0.18796837595705185	0.6574487098445283	0.6755341155140033	0.5229452787957587	0.5898435543745926
Q0010	1.1476553213012504	1.278015043196153	1.4408289593152739	1.5763462508257011	1.555282055982441	1.9517754335884272	1.7210091678337465	2.0347101993604544	1.9042613485932103	2.269737870879191
Q0017	0.12879551402656136	0.14440164684899803	0.18057771223274396	0.1663218110885194	0.1706297211112302	0.18796837595705185	0.16854312090044726	0.16587765858303782	0.14482744348700538	0.16722359859766345
Q0020	1.745035648983397	1.7604099677655238	1.7628229140973475	2.0187437520904106	1.9843936777810463	2.1382576406131837	2.442024302619494	2.5258911909684456	2.2740183445586104	2.357081492395993
Q0032	0.12879551402656136	0.4461788035765666	0.18057771223274396	0.1663218110885194	0.5088676159956668	0.18796837595705185	0.16854312090044726	0.4512557923835181	0.14482744348700538	0.16722359859766345
Q0045	0.9835706714561551	1.030636491252467	1.1367529923567519	1.1784964279476398	1.2078478808403994	1.3072522166998293	1.3330837077946154	1.4949791725122104	1.4011889371807715	1.4648520664989015
Q0050	1.5454735409560358	1.6407435993404742	1.7245035195887883	1.8522239115971626	1.8582246046504713	2.0660560234618797	2.0566636146801676	2.1211567554817066	2.0187437520904106	2.2766173697170187
