Gene	SRR333731	SRR333732	SRR527798
YBR015C	4.244224039651012	4.557809981052351	3.893980285643069
YBR016W	4.275661937741961	2.719341678209239	3.804162073210101
YBR017C	2.8826939482571508	2.793145461469655	2.6853289484529004
YBR018C	0.7930245540584189	0.7662448835381191	0.5697006822269474
YBR019C	1.2642594171439343	0.9324618865271602	1.0919721622893062
YBR020W	0.8015314364428036	0.8683377952381734	0.7468890188304745
YBR021W	1.4262308442595109	1.5726712057360892	1.2918095881712959
YBR022W	0.8353785587149113	0.7673485449037742	0.8238503089051317
YBR023C	2.2281517907783117	2.864293979361793	2.704507840502777
YBR024W	1.600597257338201	1.685042734324294	1.4998174986827606
YBR025C	5.123519001666763	4.458304789460736	4.622827840259459
YBR026C	6.987479518228259	7.137476132044002	5.921336477433437
YBR027C	0.6464646946860464	0.9258473105581494	0.9305462478281223
YBR028C	1.2950098825384349	1.1138937179075852	1.3127313032005414
YBR029C	1.3765686081236927	2.090307993916507	2.073523435376795
YBR030W	1.157456937195074	1.3405163199715728	1.1753813011617842
YBR031W	7.831837126769764	7.616367451285127	8.455275079419549
YBR032W	0.4701069672988748	0.3174967843329979	0.5138819898629525
YBR033W	1.9464297857833288	1.6562316606835017	1.48373483109924
YBR034C	1.0714517132720627	1.1775742970003276	1.494140473697581
YBR035C	3.3732356862959616	2.897354329846885	3.1137288486803
YBR036C	3.7695372992401306	4.572996055202996	5.444885532704093
YBR037C	1.289611131726206	1.782476184775479	1.5673810408813813
YBR038W	1.4626464171542948	2.0756522994255264	1.9075697980611455
YBR039W	7.995929521708511	7.228759868190391	7.183092421429269
YBR040W	0.31370283054179265	0.09407668303879667	0.07225061366584558
YBR041W	1.2183336379778082	1.3765686081236927	1.4648520664989015
YBR042C	0.7816791308210321	0.8615809978748104	1.0409150570591736
YBR043C	2.718226567533397	2.7213354968237686	2.210166492557877
YBR044C	1.3710100815391915	1.548731520113193	1.3124328505721974
YBR045C	2.3402893336254875	1.3888702124536756	2.131787826302509
YBR046C	5.870813338503894	3.016132248958484	5.371514009486871
YBR047W	1.6819154922699322	1.2177858019290415	2.2011876759701527
YBR048W	3.2330850282522183	2.8253128196123045	3.657929403969568
YBR049C	2.5119252826658354	2.244164206259806	2.328431068005976
YBR050C	2.8557919315300495	4.097040105239257	3.7780996869047865
