Gene	ERR1720587	ERR1720588	ERR1720589	ERR1720590	ERR1720591	ERR1720592	ERR1720594	ERR1720595	ERR1720596	ERR1720597	ERR1720598	ERR1720599	ERR1720600	ERR1720601	ERR1720602	ERR1720603	ERR1720604	ERR1720605	ERR1720606	ERR1720607	ERR1720608	ERR1720609	ERR1720610	ERR1720611	ERR1720612	ERR1720613	ERR1720615	ERR1720616	ERR1720617
Q0075	0.45790906003266685	0.5883866073761919	0.4947753174049054	0.5795662975774694	0.606463475652012	0.5293844683206794	0.6834981996843632	0.58391998782257	0.629800363206072	0.5514640123641901	0.5977649761232726	0.5987823369696342	0.49718979218236137	0.48444264554332894	0.5366827304640422	0.608394052691905	0.6060420982838138	0.5761709952019751	0.5532040952951327	0.48784743456352364	0.5183650748209939	0.5706480231546344	0.16937883593771885	0.401841753269969	0.601677450111175	0.6046520906261859	0.5047014186457337	0.5977649761232726	0.6050820790119467
Q0080	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0085	0.5322542047504792	0.631319351283296	0.6798872843417263	0.5937343038019891	0.594413626154197	0.6213352922730313	0.6704942472050175	0.5751585640445531	0.5506129682350573	0.6717441505733284	0.6542801666514044	0.4499277743875222	0.4984129039627836	0.41178327705361684	0.6136627446315588	0.6660740326357224	0.5675406656767246	0.6078507154558266	0.6615137566674822	0.4499277743875222	0.1663218110885194	0.6046520906261859	0.5751585640445531	0.6183655625168172	0.7036732217106971	0.7066668631962603	0.6624601146568991	0.5971051858668761	0.6602654185201088
Q0092	0.1570937506772226	0.1731456805108605	0.4635904556217429	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.36997774198886724	0.15883724427605972
Q0105	0.7186198868202848	0.6204199858522109	0.6489281862788827	0.7724329019330936	0.6574487098445283	0.7507529185141886	0.7408883092393593	0.6860824062348252	0.6489281862788827	0.7023033096131384	0.7286476218553902	0.5458873724281819	0.5862402987461439	0.6340445096882371	0.6855671958831425	0.707369690742344	0.6777665098433647	0.6869215193599756	0.7011906235199086	0.5834878577075165	0.6606734301099234	0.6589989657328161	0.6830685864230827	0.689533230340711	0.7266250035208726	0.7799215184639495	0.6911496195327205	0.670010202344146	0.7592908429845212
Q0110	0.1570937506772226	0.5830511900126061	0.17568688459086684	0.5080717561627147	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.5111485015953311	0.5848103061812882	0.15064317975039856	0.55668429389959	0.16103822998785777	0.4923931415807441	0.512805102191215	0.5557267975916933	0.6078507154558266	0.5361896318494417	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.5021547946305174	0.5100252448678096	0.17273114192088365	0.14845318368188898	0.4759534501364876	0.1601313411839699	0.49718979218236137	0.15883724427605972
Q0115	0.4996117587890018	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.4752234640684301	0.14440164684899803	0.1601313411839699	0.5003363417104669	0.15883724427605972
Q0120	0.5003363417104669	0.61935942895501	0.5229452787957587	0.5094303634869016	0.17485233410386306	0.5240515001488368	0.5229452787957587	0.5117030417349546	0.479205044214121	0.48444264554332894	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.48163585148227983	0.5094303634869016	0.5386222562223394	0.6356860003661565	0.4752234640684301	0.16722359859766345	0.1663218110885194	0.5061797386773601	0.5111485015953311	0.5255575411942585	0.47667280714279003	0.581490737778039	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0130	0.6834981996843632	0.6884716899080732	0.5094303634869016	0.6403437086359733	0.6421947082582729	0.650158489181276	0.6302573071871842	0.6282870540334032	0.5446800703115714	0.5998147956284894	0.6208757087176954	0.4719676881004735	0.6141669250256355	0.16234463637236013	0.6996539401835988	0.15369910436537595	0.6584399533770591	0.5643480776252439	0.601677450111175	0.601677450111175	0.406121960063705	0.6094373457896068	0.574088308375805	0.6570747776836745	0.677376750408216	0.6877504396333629	0.4231107351231239	0.5680334510460235	0.5501354106719671
Q0140	0.5867755385109489	0.5430430487644909	0.17568688459086684	0.5446800703115714	0.539167832095529	0.40680210274829065	0.18235940476747695	0.4573155113746993	0.3461487862982448	0.617894412906065	0.6472316178025689	0.4804859784643469	0.49543834302570966	0.5582548225107149	0.5117030417349546	0.36381034393528616	0.643592919918347	0.5054916756836888	0.5952723510172941	0.16722359859766345	0.1663218110885194	0.5047014186457337	0.5701673821096738	0.17273114192088365	0.5397018892973792	0.6150586521513195	0.1601313411839699	0.4960102775453341	0.48163585148227983
Q0142	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0143	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0144	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0158	1.559732581353068	1.6738484350946745	1.4208189530593223	1.9624945428717768	1.3124328505721974	1.3951670440208694	1.3750867006979528	1.162908590610614	1.295901864629967	1.22041258615294	1.6276082755564516	1.00507137768588	1.0163570163553444	1.1123526696007098	1.4606082197345183	1.1349691817698786	1.163148117772915	1.2709647288815211	1.3184061622505028	1.2515657840516226	1.0520333392448187	1.4521151862333515	1.326882406631268	1.5035250345058322	1.860560855790356	2.468641063608035	1.075008257028819	1.241564820053175	1.5135478951082615
Q0160	0.4418698184192296	0.6236009287569538	0.5122477069833963	0.6489281862788827	0.17485233410386306	0.17795800863226827	0.6262243422583955	0.46797310730781577	0.48105953064397666	0.4707279028120907	0.5780263232231971	0.16103822998785777	0.16058354857499502	0.16234463637236013	0.6116409757153656	0.15369910436537595	0.5288813184652335	0.5061797386773601	0.5039818197129757	0.46605496690945786	0.5479612307343303	0.5277041886583345	0.5271488259666935	0.6131824478733482	0.6245602546499817	0.6624601146568991	0.3784333000638255	0.677376750408216	0.5304464705017393
Q0182	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.43478578545936736	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0250	0.5334409002906811	0.5424414399809163	0.5521116404009705	0.710668261738584	0.6293735066404549	0.6704942472050175	0.65299961809661	0.5731576639557814	0.5588598557716499	0.430393118357813	0.6100587337237078	0.5413697457994179	0.5047014186457337	0.5761709952019751	0.6257027539932151	0.410186117658609	0.5982787279438966	0.5665244128375111	0.5908384469996739	0.6183655625168172	0.5701673821096738	0.6798872843417263	0.5234740095588416	0.6408197130769728	0.6394412578338934	0.755846557108774	0.5143957454941378	0.6649555724756122	0.6451396986603857
Q0255	0.1570937506772226	0.430393118357813	0.17568688459086684	0.42828812503704794	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.3493524440840029	0.15064317975039856	0.5033556828577597	0.16103822998785777	0.3784333000638255	0.16234463637236013	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.519012995359969	0.15625530736696971	0.4355832268470949	0.17273114192088365	0.14845318368188898	0.430393118357813	0.1601313411839699	0.14890981547078033	0.15883724427605972
Q0275	0.6430752331078344	0.6968115015283723	0.5537454882743363	0.5315816374076917	0.5380946750346072	0.5834878577075165	0.6274808535682953	0.5261006204665526	0.6408197130769728	0.6131824478733482	0.5474168800285554	0.5848103061812882	0.16058354857499502	0.5234740095588416	0.6274808535682953	0.15369910436537595	0.6199512487744979	0.461268615840418	0.5927246552392569	0.5736145220283697	0.4605189622348883	0.15625530736696971	0.16937883593771885	0.7029925588240689	0.6236009287569538	0.7186198868202848	0.41103752975204993	0.5982787279438966	0.6055903552183867
Q0285	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.15928145106462283	0.16103822998785777	0.16058354857499502	0.4274953066242785	0.15625530736696971	0.15369910436537595	0.13790294707669554	0.15286941738577312	0.15153979915869764	0.16722359859766345	0.1663218110885194	0.15625530736696971	0.16937883593771885	0.17273114192088365	0.14845318368188898	0.14440164684899803	0.1601313411839699	0.44709301438078825	0.15883724427605972
Q0297	0.1570937506772226	0.1731456805108605	0.17568688459086684	0.16500796326321718	0.17485233410386306	0.17795800863226827	0.46703513044899825	0.16722359859766345	0.4697796023175097	0.44885776171146285	0.5091643504080965	0.16103822998785777	0.4355832268470949	0.16234463637236013	0.5439151064237837	0.5628335957676683	0.5138819898629525	0.15286941738577312	0.15153979915869764	0.4253845493817553	0.5364349427222215	0.15625530736696971	0.4084756005172566	0.42969532052105464	0.5196139159186952	0.14440164684899803	0.1601313411839699	0.14890981547078033	0.43257021506244064
RDN18-1	10.380967930368602	10.199541120598747	10.199541120598747	10.199541120598747	10.171459498227641	10.199541120598747	10.199541120598747	10.142519078392704	10.171459498227641	10.142519078392704	10.380967930368602	10.199541120598747	10.280278690157264	10.380967930368602	10.380967930368602	10.280278690157264	10.435731055875108	10.380967930368602	10.280278690157264	10.435731055875108	10.171459498227641	10.280278690157264	10.380967930368602	10.464779104646581	10.464779104646581	10.641639102468298	10.380967930368602	10.380967930368602	10.280278690157264
RDN25-1	10.912307204971501	10.81015640473891	10.552899691671737	10.81015640473891	10.574262456909707	10.552899691671737	10.522352049194033	10.641639102468298	10.81015640473891	10.552899691671737	11.00159888932874	10.81015640473891	10.844656263224461	10.81015640473891	10.844656263224461	10.641639102468298	10.81015640473891	10.81015640473891	10.81015640473891	10.81015640473891	10.522352049194033	10.81015640473891	10.81015640473891	10.844656263224461	11.00159888932874	11.746071809201743	10.81015640473891	10.81015640473891	10.81015640473891
RDN37-1	2.426656796437305	1.8841681802870607	1.823524216796047	1.7878778516575693	1.6067945421504737	1.6355911414524873	1.9375207843240907	2.032098235796086	1.619203867611749	1.8444971059318376	2.6349816439683265	1.8903053336755336	2.4004364393987725	2.4639452042185823	2.1591907354939264	1.8310080596321159	2.392963685271491	2.0224144455109148	1.8509406184903714	3.4542408798465267	2.392963685271491	2.6230060617267315	3.047378989516024	3.8278867480540346	3.3725378043680156	3.549547154078933	2.3396416521446395	2.3040494780829137	1.9843936777810463
RDN5-1	0.8871891531149626	0.9472163901792807	0.9095472695856941	0.8930669554182012	0.8641608440698615	0.8662069297418873	0.8880061602379032	0.790705045388945	0.7802549391495825	0.8090459433061302	0.7310553430017928	0.16103822998785777	0.7936145939644469	0.7870337952727623	0.8965296497524815	0.9213006999206416	0.9236220570059148	0.9136207321829626	0.8860333952511935	0.89800651582489	0.8747525941770091	0.8854780728393037	0.8504834830773427	0.7947300139669613	0.7986315564105952	0.8193392526321208	0.8356982742397832	0.8538844164533876	0.831389974392703
RDN5-2	0.7443886325940751	0.6959187167058312	0.7939611966703408	0.7717836856633524	0.6935486212995635	0.7689786243077263	0.6694817273596404	0.16722359859766345	0.14263087797566393	0.15064317975039856	0.730618234007794	0.777716172713928	0.6412649545725979	0.6770069028570742	0.722895382901105	0.15369910436537595	0.13790294707669554	0.7468890188304745	0.15153979915869764	0.6245602546499817	0.7793018810467888	0.15625530736696971	0.16937883593771885	0.6308077725710624	0.7198301667489863	0.14440164684899803	0.6389735255364898	0.14890981547078033	0.631883458665481
RDN58-1	0.8755715131463493	0.838263260781645	0.8280128102209814	0.8877291673952821	0.8283603683038511	0.7936145939644469	0.8169977272231296	0.8035255052839377	0.8606975734295788	0.9065148480676977	0.9858699957457125	0.8857347349604678	0.8404191427597943	0.832491997379693	0.8975172983496084	0.8693170771215795	0.8449857905079575	0.8472362565758081	0.8479015616242142	0.8871891531149626	0.8338722473156563	0.848790046358479	0.9494635059307085	0.8882622023203187	0.9154034109139575	1.017306233903963	0.849881212489586	0.908369276941466	0.8779527933016485
RME2	2.093462969424129	2.0756522994255264	2.1720775886731305	2.1227317660179015	2.0235714114517824	2.1645572425256825	2.011298450521435	2.0925454329697306	2.1442808276618885	2.1469537592122068	1.9774503377124475	2.002555334869873	2.0198894134539884	1.9923520697546293	1.860265320714296	1.9308375276575502	1.8896210201137063	1.8563991097203076	1.9385927398365532	2.0095303664941184	1.992782100681078	2.029351227570105	1.8963455204740067	1.860265320714296	1.9461198473943289	1.9105313855292476	1.9439204936630166	1.9598669716202395	1.9042613485932103
RME3	1.1601480548594634	1.1547646614635427	1.1227900644113653	1.2007186097942824	1.1975476405536083	1.090225544729482	1.1048146401221217	1.0552828069732747	1.0441769478999707	1.0546348727167467	1.0229224682892946	1.079550625831193	1.1292779373158441	1.0789248223624046	1.042312138036281	0.9719133031746406	1.055859905525443	0.9975574700424501	1.0218508712514476	0.9795539021771211	0.9663716556048378	1.0406208039883702	1.0062096433930927	0.9669516944078411	1.0124662741495263	0.9970132114235448	1.0078788664458986	1.0163570163553444	1.0263352573221465
RNA170	0.5521116404009705	0.5117030417349546	0.17568688459086684	0.16500796326321718	0.6443474910865785	0.17795800863226827	0.18235940476747695	0.16722359859766345	0.4261388880847253	0.5501354106719671	0.15928145106462283	0.5628335957676683	0.16058354857499502	0.5430430487644909	0.41178327705361684	0.5464008427630727	0.5751585640445531	0.567044210286691	0.6443474910865785	0.40388447227285634	0.39049370778711595	0.5746301193985393	0.5680334510460235	0.5441543021045406	0.636866429345941	0.5648021994459289	0.6217723579214387	0.14890981547078033	0.5386222562223394
RPR1	0.7870337952727623	0.758492713051962	0.7456878211380533	0.6674804572951651	0.7717836856633524	0.7504586126648863	0.7096324408067757	0.7450986489303341	0.791327576179793	0.7126958523477619	0.8202338887991591	0.7498178338046669	0.7828637309128312	0.7298782814925215	0.7750709428168733	0.6816973740221604	0.7370718137938708	0.7423687155108252	0.707369690742344	0.6881088017278689	0.746461699138165	0.7352621973660436	0.7652244824365043	0.7398670240422394	0.7186198868202848	0.6935486212995635	0.695195591854217	0.7135155010992343	0.6843268114687806
