Gene	SRR941816	SRR941817	SRR941818	SRR941819	SRR941821	SRR941822	SRR941823	SRR941824	SRR941826	SRR941827	SRR941830	SRR941831	SRR941834	SRR941835	SRR941836	SRR941839	SRR941840	SRR941841	SRR941842	SRR941843	SRR941844	SRR941845	SRR941846	SRR941847
ETS1-1	2.9430904350924294	2.8726040397390435	1.2175473482240338	1.1255905771529688	1.085924239344241	1.160486770655572	0.8086606557779243	0.8729006504744858	4.946930681461252	4.815903509084704	1.1069309435609456	0.9483270984429537	1.1524171730146837	1.0774342233558614	1.0065136130802348	0.89800651582489	3.4119857314041155	4.098547845405717	1.5594143762180965	1.4413914923617923	1.4208189530593223	1.4865764436362352	1.2112873315449775	1.2332902771146435
ETS2-1	0.4329483992083951	0.5356875528972419	0.12669949263121577	0.2910593819793166	0.036687981593559946	0.2549474735910296	0.18970206185795593	0.24413316461782603	0.758339823274977	0.6377252827176474	0.2859437068125136	0.3457684093766114	0.4383232066383295	0.4992528801827749	0.25704174276290753	0.23897113019286192	0.6415356901951901	0.461268615840418	0.3814879418882996	0.39597379959843887	0.5682610309218369	0.3010589943341316	0.3098589247281041	0.2805903535975592
HRA1	0.6460979971499846	0.671380232196181	0.5706480231546344	0.372416159770899	0.5621950220883309	0.5648021994459289	0.4274953066242785	0.5458873724281819	0.045437435213413487	0.5341550385466125	0.5862402987461439	0.4274953066242785	0.6078507154558266	0.5543029728825882	0.5824664208958594	0.45532081884020703	0.5261006204665526	0.636866429345941	0.479205044214121	0.5143957454941378	0.5283350816256487	0.49305498645995616	0.5977649761232726	0.6522046386630407
ICR1	1.1972916748395894	1.0647419673458214	0.5366827304640422	0.479205044214121	0.8424002964304235	0.7198301667489863	1.1458057137503783	1.167949910152033	0.9740586938739562	1.041774813965397	0.4635904556217429	0.4364767819601296	0.5726735941565295	0.6174466731769636	1.1648391710238224	1.3144254883349158	1.5734772747193861	1.4995324972953474	0.5843525078306908	0.6482707567971081	0.5266227988947083	0.48234657897494654	1.3093164836182904	1.301521522414338
IRT1	0.7552022275937245	0.7146356463387671	0.12669949263121577	0.32656551084756413	0.45318654776436373	0.6389735255364898	0.5588598557716499	0.5857991284964661	1.0156253120119332	0.9623333631246525	0.6942986406283591	0.6106531505887312	0.7357455839932083	0.58727756212579	0.716988059776866	0.563321978413024	0.9161474063001989	0.8189982538909084	0.7859255125399847	0.8113380510938963	0.9883835186432552	0.9576529535756314	0.5652730428570533	0.6199512487744979
ITS1-1	0.9818580422591981	1.0470982094889185	0.608878087870256	0.671380232196181	0.6942986406283591	0.6217723579214387	0.5213342590997749	0.48511880657482453	1.504117636953409	1.4238187751725748	0.6847331257292735	0.5736145220283697	0.6213352922730313	0.6308077725710624	0.689533230340711	0.5903219836185399	1.5412233389357999	1.3237002748696645	0.8153761038549789	0.7766687956308969	0.7468890188304745	0.792738820596042	0.7026340828922892	0.6476309026139548
ITS2-1	3.738069651083431	2.673573459219286	1.050415353929273	1.0879675166851508	1.035360283919332	0.9575090378978139	0.8262848719222632	0.8136879706838587	3.481475867398071	3.280344810496498	0.8912353540904218	0.8072853248710309	0.9065148480676977	0.9740586938739562	1.0680549051916126	0.9224321032600584	3.089646291723896	3.549547154078933	0.9398271585071233	0.974693456861769	1.1224273417142538	1.1374307542060875	1.2052828384228216	1.1753813011617842
LSR1	1.4071472963330418	1.1024437860179093	0.9232589137179805	0.9190303516611946	0.8153761038549789	0.8130101515409734	0.6174466731769636	0.615517346053631	1.2604503563433218	1.2808837101801926	0.9845733112028527	0.8765036458839977	0.8305192682372128	0.8280128102209814	0.8647073298399709	0.7736688957490465	1.1681920774295482	1.1238470649192767	0.827636594043872	0.8410643315307594	1.0373185389997397	0.9564848944337252	0.6996539401835988	0.6584399533770591
NME1	1.030026619376221	0.8264516754861073	0.4701069672988748	0.5697006822269474	0.5977649761232726	0.5397018892973792	0.5605994589393468	0.58391998782257	0.7270004465576958	0.819677187883741	0.4573155113746993	0.5003363417104669	0.7973278223832956	0.8156727610999357	0.8182327439692989	0.7142992389998066	0.7799215184639495	0.7610115548992736	0.534658418147706	0.5701673821096738	0.7707499487139976	0.7023033096131384	0.5610862367616671	0.6534673012745752
PWR1	0.5293844683206794	0.5149150458919545	0.12669949263121577	0.04244943935355686	0.036687981593559946	0.02852556199986332	0.016680719719038697	0.4032037460775635	0.045437435213413487	0.038929739734058055	0.05991785287024575	0.04767563863056484	0.05479197069402062	0.05739812177397464	0.629800363206072	0.13252328438639738	0.5711449061221573	0.606913554109999	0.05121521531936422	0.05214960716996009	0.06808869027952064	0.044998998569700396	0.03079286563914704	0.5685180611458917
Q0010	0.04068125718470259	0.027642582336018982	0.12669949263121577	0.04244943935355686	0.036687981593559946	0.02852556199986332	0.016680719719038697	0.08651212918725079	0.16457913525184747	0.20378159900397835	0.05991785287024575	0.04767563863056484	0.05479197069402062	0.05739812177397464	0.02852556199986332	0.037168380166790846	0.06035863861118477	0.2116531725529231	0.21336873193065614	0.05214960716996009	0.2467290725422856	0.2073578414190967	0.03079286563914704	0.025854406726791568
Q0017	0.04068125718470259	0.027642582336018982	0.12669949263121577	0.04244943935355686	0.036687981593559946	0.02852556199986332	0.016680719719038697	-0.0005833833204564813	0.045437435213413487	0.2818358008849934	0.05991785287024575	0.04767563863056484	0.05479197069402062	0.20199795509091503	0.02852556199986332	0.037168380166790846	0.06035863861118477	0.05392856524056319	0.05121521531936422	0.05214960716996009	0.06808869027952064	0.044998998569700396	0.03079286563914704	0.025854406726791568
Q0020	0.7522334079491032	0.6602654185201088	0.8258673794683449	0.8427531045342592	0.7724329019330936	0.6615137566674822	0.6213352922730313	0.5726735941565295	0.7753720462014426	0.7842169212265224	0.897260499424777	0.9927062818899346	0.8726340909352271	0.8153761038549789	0.9310395638132021	0.7631502991969012	0.7897394191461826	0.730618234007794	0.704404631296383	0.9532722836168845	0.9855151007667677	1.03997765046336	0.7294391461039643	0.7331685827509131
