Gene	SRR1538684	SRR1538685	SRR1538686	SRR1538687
ETS1-1	1.3427710058896039	1.4193243341051838	1.4883610245068999	1.3159452170147028
ETS2-1	0.920437583989988	0.8867043441286466	0.7824305698063476	0.827636594043872
HRA1	0.22038898039653138	0.4546950173921709	0.22828832238147734	0.23429354208999648
ICR1	1.018039699364366	1.0232705655149277	1.0789248223624046	1.0714517132720627
IRT1	0.9028068243237937	0.8753024548802321	0.879034523548089	0.9067861782143664
ITS1-1	0.8615809978748104	0.859400819449836	0.9334135398292793	0.848790046358479
ITS2-1	0.7135155010992343	0.7634694021266656	0.8011863337901299	0.7662448835381191
LSR1	0.9136207321829626	0.8712093038080659	1.0991851079663175	1.1344909342188643
NME1	0.7460564656973228	0.636866429345941	0.7578489448693062	0.7258629446095859
PWR1	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0010	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0017	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0020	0.6060420982838138	0.6482707567971081	0.7040317467159792	0.6362246869927217
Q0032	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0045	0.5526506031785952	0.6808264437513107	0.22828832238147734	0.5397018892973792
Q0050	0.22038898039653138	0.5067789372920837	0.22828832238147734	0.23429354208999648
Q0055	0.22038898039653138	0.4512557923835181	0.22828832238147734	0.23429354208999648
Q0060	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0065	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0070	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0075	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0080	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0085	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0092	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0105	0.5407250289877419	0.4411858620124387	0.5249623660451517	0.23429354208999648
Q0110	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0115	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0120	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.581490737778039
Q0130	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0140	0.22038898039653138	0.42162083869342565	0.5877742088289648	0.6942986406283591
Q0142	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0143	0.7714851308149253	0.759721417146741	0.7998930932416265	0.6423878280250495
Q0144	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0158	0.8094661471014455	0.876125319931597	0.8818699905567292	0.8641608440698615
Q0160	0.49177256808899317	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0182	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0250	0.6002351120894922	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0255	0.47667280714279003	0.18627601048478157	0.5830511900126061	0.23429354208999648
Q0275	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0285	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
Q0297	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
RDN18-1	2.602666593916251	2.543384066391572	2.850565843610098	2.3326072858074673
RDN25-1	6.06996892617588	5.9061188668878	6.360587822833921	5.807278918415465
RDN37-1	0.8532665577857322	0.8857347349604678	0.954325576294455	1.1252655021617393
RDN5-1	2.495366269504292	2.2290109047642828	1.70241628970578	2.01300549183581
RDN5-2	0.4759534501364876	0.18627601048478157	1.848990432645267	1.2100395802619837
RDN58-1	1.2409288391264588	1.2909053161902504	1.4408289593152739	1.3415110593736435
RME2	1.4944369620906175	1.4242383984545546	1.4810343596054225	1.4343883041874457
RME3	0.8544234081647695	0.9081025717262254	0.7965395780524327	0.791327576179793
RNA170	0.22038898039653138	0.6268671720007402	0.22828832238147734	0.6897335898621954
RPR1	0.7504586126648863	0.7033342161334646	0.59322577026074	0.618856602281112
RUF20	0.7889168543702989	0.7552022275937245	0.755529745016853	0.7625236240302671
RUF21	1.3921822852039643	1.4165174233914395	1.3124328505721974	1.3700577324848782
RUF22	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
RUF23	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
RUF5-1	0.8316753871885318	0.8457057700773368	0.8248501112006414	0.777716172713928
SCR1	0.6942986406283591	0.6927767822574752	0.5061797386773601	0.6704942472050175
SRG1	1.2529480212507202	1.2491985023400975	1.1015373725244124	1.122237704690186
YAL001C	1.6766235412551502	1.6315973744120376	1.588186734159945	1.5951594670009275
YAL002W	2.4855398621437756	2.4659200820482274	2.2924337963660157	2.490869560802568
YAL003W	10.117553934834259	10.117553934834259	10.117553934834259	10.171459498227641
YAL004W	0.22038898039653138	0.18627601048478157	0.22828832238147734	0.23429354208999648
YAL005C	8.753257547097324	8.858621163143056	8.768000765249877	8.6642995021941
YAL007C	3.563030937970518	3.331693921676377	3.181823476589524	3.3893163405463445
YAL008W	1.118847622987004	1.0659727792217333	0.9948776616926288	1.0315712963259398
YAL009W	1.5920515044469707	1.6731167126326012	1.5658074584893515	1.6101195368011698
YAL010C	1.341699874926771	1.2548439735526347	1.4248178774706128	1.2934792202037544
YAL011W	1.2316610432389798	1.2070381366689775	1.2777710100869806	1.3091106121229599
YAL012W	4.145607202114707	4.348223465124344	4.356020865238346	4.095236536566812
YAL013W	1.5265263479016458	1.4788150211665312	1.4177386897941615	1.4676311916627467
YAL014C	1.3865529091342668	1.4920575064877233	1.3281722208927422	1.38626236452865
YAL015C	1.2706977794886458	1.2642594171439343	1.2373475300285457	1.2185615997187318
YAL016C-A	0.48597931357153734	0.18627601048478157	0.5721455431645113	0.5883866073761919
