ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	8
ICR1	560
IRT1	724
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	1327
NME1	179
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	14
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	306
RME3	0
RNA170	30
RPR1	339
RUF20	1338
RUF21	409
RUF22	0
RUF23	7
RUF5-1	0
RUF5-2	0
SCR1	1287
SRG1	1780
YAL001C	2623
YAL002W	1488
YAL003W	18250
YAL004W	0
YAL005C	10390
YAL007C	2720
YAL008W	3131
YAL009W	926
YAL010C	1297
YAL011W	678
YAL012W	2553
YAL013W	1559
YAL014C	966
YAL015C	1566
YAL016C-A	67
YAL016C-B	107
YAL016W	8513
YAL017W	2507
YAL018C	77
YAL019W	1201
YAL019W-A	0
YAL020C	440
YAL021C	2365
YAL022C	1082
YAL023C	5463
YAL024C	532
YAL025C	3672
YAL026C	1636
YAL026C-A	451
YAL027W	1684
YAL028W	336
YAL029C	4320
YAL030W	1448
YAL031C	1074
YAL031W-A	113
YAL032C	955
YAL033W	1400
YAL034C	1329
YAL034C-B	218
YAL034W-A	854
YAL035W	7260
YAL036C	1636
YAL037C-A	76
YAL037C-B	1558
YAL037W	466
YAL038W	13504
YAL039C	2144
YAL040C	1369
YAL041W	1256
YAL042C-A	2
YAL042W	3799
YAL043C	1514
YAL044C	3701
YAL044W-A	1961
YAL045C	25
YAL046C	1214
YAL047C	695
YAL047W-A	1
YAL048C	640
YAL049C	2495
YAL051W	1030
YAL053W	5790
YAL054C	1715
YAL055W	1741
YAL056C-A	61
YAL056W	3741
YAL058W	624
YAL059C-A	1
YAL059W	1718
YAL060W	11214
YAL061W	2505
YAL062W	1024
YAL063C	521
YAL063C-A	51
YAL064C-A	112
YAL064W	6
YAL064W-B	14
YAL065C	12
YAL066W	5
YAL067C	359
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	6700
YAR002W	2592
