	14251X1	14251X3	14251X4	14251X7	14251X9	14251X10	14251X13	14251X15	14251X16	14251X19	14251X21	14251X22	18607X1	18607X2	18607X3	18607X7	18607X8	18607X9	18607X13	18607X14	18607X15	18607X19	18607X20	18607X21	18607X25	18607X26	18607X27
POP5	157.42104758669424	167.90386314792363	158.1149103573991	159.81814479040406	182.30730495709867	164.02857528241634	168.6800480558122	177.56482755992712	157.401428529099	166.16745325159317	163.17331675417145	155.66912337415997	172.59176709885077	170.3330529610173	148.15678708667653	161.97489977662832	161.26089953914808	162.86687150753704	153.9978324603489	152.04203377016887	174.89216635480074	173.28511920797737	163.7005154358139	168.1291399867775	167.35303990231586	173.47880783419123	159.52377217566405
FUN19	141.81064457775807	123.27601455576387	154.78659648365868	134.36868482422835	127.8309167024447	144.47548499036265	145.6531592954501	87.34907891559882	133.16444003087483	130.7372744695988	79.61894856221316	125.2625821884509	118.07055004543201	118.65300746013266	118.21708285651349	118.8595936625939	110.57488135923472	131.8272305164258	139.6373247740871	133.71732765517424	124.06653378682618	146.026214512512	143.50586409887242	148.89808931981378	118.75890701678799	125.83009397133348	116.81310332525425
MTW1	131.0470823720841	109.80330954420825	116.02928355686802	132.05361311597846	104.59450994408695	128.9661146845894	125.65429860507695	109.05982576951399	103.89578854326751	123.69282966791859	103.08098810955573	114.12823225574039	108.20941208265116	108.62017289429758	113.8486614833647	115.53459736228552	108.50320850743178	129.56399034426465	113.22933601870189	114.37750406376023	113.02332962452743	121.33066294669082	124.68838882043052	124.21214582581803	120.14211380030791	118.2961880276684	115.37973776408776
FUN12	235.95906383647792	240.20252448155023	253.0450671365	242.8799642382967	248.2101290405988	248.99958552655886	231.24268341915402	247.7755797578044	193.6609273279517	215.7666525135716	251.49972958753509	182.06312096084977	295.8197972939271	285.26412080624084	228.74090263194034	220.29626488887317	219.0004508901025	233.38197211630802	222.57673706864693	220.64687311112908	251.7658555989755	226.0576872666186	235.93639113925323	229.33397313081244	205.799414654027	215.07776692769656	210.84850391240508
RBG1	221.56475953739576	225.71931166537337	231.67009478853302	215.28207197325156	244.69691940469977	241.95623816358128	221.6744669388343	243.7671475227104	191.9769683940222	203.58426879113878	238.75861265562042	191.9780928864569	217.8607269412947	219.1417285052245	191.8029143849268	213.5651294030242	235.01560761914845	256.49038917303716	201.09577077084967	195.2637034460934	235.38152676625296	243.88947794288197	253.6874264740935	237.2275846994639	214.01431305714854	217.3947874670143	220.67429148693873
YAL037C-B	211.12699354130442	211.60102461075033	212.00069735245052	209.38675698420406	214.3193364019069	210.6211166398462	212.2522747644352	210.49394307312008	212.73686219628075	210.68343384777825	211.29265924433633	210.38905544182137	279.6160050993084	255.14273947993723	231.65499174146828	307.2111065492929	278.54974291794514	248.15722240850673	172.99518603107805	142.40291695284398	142.47514587619324	213.70137246589277	199.10206233249335	211.36311101676895	186.05283503409666	180.90299020834598	188.89433601651405
YAL037W	100.55070353314821	113.9866094022667	100.23627485739597	110.9547857973343	121.42052288044002	103.81743142064582	118.6258692901531	117.4076089960271	106.49512714599965	105.89494724948108	118.84785806962314	106.05093355597899	106.31945346278467	108.66692826908482	109.30166633777274	109.96588417929405	106.91591479943548	112.6832773420702	106.49947087016633	113.40480467540473	99.21965457664061	116.0582501273606	111.85264864039439	120.56901978464242	104.80926808459162	111.81494317798979	111.44361735359
CDC19	1396.9780402465965	1478.2254734632922	1398.5399709545766	1389.523417619291	1415.590984194679	1393.2715368518566	1399.6120350906024	1451.420990709937	1389.4572892093652	1423.3735974484746	1408.335197398616	1376.5692327257232	1849.9311635958452	1867.8410365145585	1723.6119640268312	2200.69156183177	2222.1721364732043	1766.7397676832584	1198.607806403235	935.5510792534906	889.4344917881212	1251.8445850167905	1243.2296042992273	1124.5235183183242	1156.4215852721893	1152.0100607154259	1145.5780046634156
CYC3	206.68890782675322	178.8365398043527	263.10529398383153	220.15794577470857	189.4170685724105	249.9326720311676	207.89604241237083	154.55690182724834	250.80765895830444	204.71495666149073	165.66804824147832	258.77337144984324	182.51099251537886	175.67971937633268	207.2411107063398	180.23866490459196	192.01456901286073	213.15015656486665	253.19101119480808	303.2445663572659	263.63014364255105	237.11233624588297	228.48788992284	228.26006758465704	176.0927874584799	170.05064108301804	189.4990475554339
CLN3	145.20031793882703	160.15028875314286	138.44596673157295	137.7913562558935	180.4826985763668	143.4021247530432	166.26670032955326	128.52132321512389	114.09711657982484	147.95728360646783	129.74885983825303	111.64992458240553	125.1986570106738	135.2756546261985	131.43229882146062	112.34196649915532	120.40674348451653	178.88252453230797	133.40000367194978	145.9719840205767	127.69655623719488	169.15845201050746	175.47548488849307	170.8158895898313	135.01338150883976	141.56543887221954	139.83269008258975
CDC24	116.73808695907195	114.60091241822084	111.9738401841906	110.76325818433794	125.2510878698852	113.14518368162467	117.2109386053814	112.16758655804131	87.81995438659627	106.70233361934778	115.40451612768567	85.72682676293056	102.05343898177308	99.05480666274698	109.90775716015808	110.71356501408823	107.11602219487696	111.21336072754212	115.24268553402175	115.82826367227541	100.9322100125199	113.20463990672033	116.90896888714143	123.65845273613398	104.599867999304	112.5937539694057	105.33524286182157
ERV46	239.74330747244701	246.75409750391754	245.14106113017814	236.13907386913004	245.52797477958302	246.72886735687283	241.14498440452599	240.00301411435004	216.58311265627168	224.31918583890342	249.07095573719286	209.61403651248966	215.62004662120972	232.24687685874932	237.1695129772165	226.99656232872948	245.42884675341452	241.01181711518768	232.85379070100967	229.22730337195173	217.88805774912396	261.9729476416784	255.1742722167653	260.93384592231564	231.9956752719115	231.58657306503787	237.78245634055278
PTA1	118.65264097733454	117.66725884135236	115.06548181620502	118.09279043838829	129.8107866854575	113.17566080487764	134.5826698444215	97.76469371623546	88.28190846856896	122.27526491697577	85.46799930146067	85.57677219535626	109.35002085314294	111.99751087307845	123.87159379720956	88.19117618010254	94.40585183348506	99.71809795456211	111.68297722982446	116.36683501830522	107.97801717099259	115.5452322282635	108.98115961924147	110.73521480915417	117.26416270974308	120.23937780489698	126.83468591498745
GCV3	299.79833883276046	373.330248087191	325.5102911292272	310.72795009210046	330.0061616952493	354.54319305346934	295.2964764832235	380.3043087720645	436.7001049459101	321.4730826883734	357.7690726309595	480.0344936616429	298.53530500425677	302.48262361840267	430.33392913334717	215.3158799761068	209.52197469931386	288.89694127043384	629.7311700124658	617.4336105118625	522.6810562756245	275.29028495076193	273.4181789547861	273.80960115964604	371.93700764540915	356.865632440489	352.98742638281635
BOL1	131.08300558386392	134.83561957353174	135.1465056222278	140.60831480315844	133.10909346599058	131.9394879936994	129.51141183771333	126.55419858535748	157.50398110712956	127.80390187707195	126.42569230609459	145.91380264001873	111.69360934321351	117.55096197727565	141.07165491863697	127.23440030470996	129.85727287299432	137.27150474210305	142.8804957524476	156.6433937636797	137.21469639246033	133.9315777028173	146.6261471539151	133.38677179014644	136.19619748676166	144.94607401126422	132.64427386571825
BOL3	228.65059996178474	183.12271550657488	235.1120123690067	230.20529218765074	184.66462646466738	241.77645985151958	204.19901813364848	239.72803552033662	245.40512255606382	201.4763875416302	237.2101659885625	294.1572480616764	196.87725402264056	186.05574121625853	218.87435203453163	213.95240602716694	208.81544624020998	219.1378362301166	277.9000246139321	284.829331153718	270.90575348989546	226.8339866562313	233.92810478713966	229.19229428832952	222.03482633407185	211.42615228308512	209.66118417541088
SPC72	97.39061431238457	90.37773108525366	96.81345410616586	93.66394400180984	91.15822884703424	87.12995601292815	97.11661075200334	88.21776499284799	74.69702726530542	89.68845516983188	89.90956361692265	74.90394041997065	86.75032561122981	79.8087434054076	89.33738297433115	90.44429891583817	86.1400014577282	92.17487951954462	93.06781052539837	92.52323151231644	88.88052089651126	89.08098979751597	88.02991097317714	94.37428363339173	88.14066471014874	85.27451791701577	93.5578949098142
GEM1	99.5380694293412	82.51771004886383	93.69935793800218	99.07491336037039	87.27651044420642	100.44726715223484	98.26513652426587	77.06197858580578	71.80719803078884	86.71916398718025	77.60359719223968	66.64208445022645	82.19180138585172	79.99868495508355	90.01320260975712	83.90411443056003	82.04970111835155	84.07746609619896	97.6671547727989	100.44088560273461	90.71762668869758	84.22320984532713	83.78645462661879	85.4839522461422	85.68491217025553	85.59403139812471	86.45012938382095
AIM2	209.0859878662966	179.95471216351552	212.3221294321455	202.96084028661818	189.67842174448873	226.46914057442137	198.50980756409223	190.33818671564526	234.6219391272726	190.59604827781905	197.74482821773267	230.7448118399171	181.67085394497022	182.5029089963219	189.32379234968784	204.71880419693375	197.37657068300825	218.48832951996604	198.88530040804991	202.22783902979816	189.67822414149825	236.8658847298721	232.93430329600164	229.4654287528583	196.46871800364207	210.83511322234057	202.2160065741417
OAF1	92.34528802339285	94.63249709392818	97.53032467233078	89.00599166054408	105.47143570176752	85.90270163504863	98.0766470010688	86.86959375488473	68.22439447636636	84.3859421896858	87.71253924966013	71.32551882440114	88.46047460508132	87.72714731141329	88.64520472391011	90.52495641370308	90.14382621997021	97.90448929976165	88.7916817272604	89.72035698641247	80.47304658649989	91.14117922611862	93.50252988825004	96.39105585608857	81.91118842982465	81.2293318406853	81.56272499654469
FLC2	201.6169501970268	153.76844216831324	214.79710664791244	196.92241886413953	161.8974030437746	205.98565404449593	187.46814321201327	168.200812295981	179.58357728080412	171.90360679977462	204.3288848917322	169.50571114326138	160.7278775314118	156.0616253034498	180.40406620447473	177.43577896053318	177.37101934959495	193.0033138298485	207.58652722497789	221.14563029359715	202.4716416372021	204.34031039838828	208.60511230926375	200.10423202275604	156.77542129211378	159.5598467183089	165.61275264798465
ACS1	99.43223967780641	70.45262518970817	106.44005535818562	131.43875622437963	76.41452107228554	108.31952042227735	110.31840679360049	74.49000676591984	102.70863948384235	102.96438073838465	81.34991514635772	105.60940310117451	86.03350559245166	86.1101121221655	90.52975506742878	88.92947656134285	89.28224251196193	93.21713611315322	148.4203058811675	140.04763827162566	110.87067798500817	89.21242618648974	91.47609064080257	92.07422707299368	86.51616784179649	89.65384398838341	87.03432308771804
PEX22	154.47130086667386	163.99028787128105	169.62904878512768	168.65074363637854	157.99778337670693	173.92940709405633	171.3280110515335	159.64877104075288	195.25058976514407	183.90259229901363	147.58091024182363	197.26253918890382	154.07731333592565	153.51595585661352	181.7318119589812	158.57544368057188	149.6428258070422	152.64572394298548	189.57748774745252	175.99883907492824	179.68908149785858	176.4732774412712	166.86203960882227	168.99695037696995	178.0732169117262	176.1601797970149	183.0379846812565
GPB2	134.71245246950826	128.88401542189104	137.45927823025477	150.48580698607304	137.75753839956582	140.79856050329823	145.33744387354506	119.514652592401	137.4246511080764	140.64356203365253	129.0693880388765	125.87682724696629	137.07276834569035	139.29930130037837	133.6582790910058	135.71877126052632	133.644536844674	132.1937583001655	141.2725358735852	148.18577584536908	142.0845860591495	134.84672422557045	138.31792666866446	133.73466179178527	124.56269940816802	123.63758018307854	130.1730784111341
CNE1	108.68030337587618	104.39219654413183	121.44514540840868	111.56588842793816	107.82776098443497	119.26681360508965	108.17659986553367	116.4087614079482	103.57870630352772	93.85855238450905	119.16755744286212	106.40617024358778	108.70659542699386	116.42066339002054	121.28772541509854	102.13221495793377	103.17840265088414	112.48845671995053	118.60249202071073	110.05448519542932	103.7833963638291	105.26853627629082	108.16841503683305	104.55251874536626	107.32859294087464	112.35609951576177	114.01816251483882
ECM1	144.8761304391814	156.89717562457813	149.72300132084084	147.0405700027522	179.490739849103	159.16027786514343	149.39691327068138	165.85816085344652	161.01408676673339	158.64662198595667	160.11136526281265	176.97567038495984	208.21842875963753	199.77284141711462	144.43100547887872	148.64846509069883	150.44956435177482	170.77793531814038	127.00168941072181	134.63771160809904	183.1071022038944	149.45657315563318	155.3153501828346	159.3791886169344	148.2377968425144	154.69068260278465	164.6107293695957
BDH1	269.1145103873266	228.1105175276355	303.78029285277887	275.2254609927894	216.58289805685317	303.06976053095354	271.7870863591355	201.93816599308502	340.60845446819656	285.26567793262365	230.7192426059896	337.7010416562427	193.4104166478383	186.17330041928463	264.1293861949933	208.11126581263733	207.63356878568754	285.49760742422916	507.37225924067394	488.1929729089965	403.0407320433931	247.06801267271436	241.34784429020272	247.4106684772785	218.82214292601384	215.43430599966317	224.43669619194648
