Gene	SRR2517449	SRR2517450	SRR2517451	SRR2517452	SRR2517453	SRR2517454	SRR2517455	SRR2517456	SRR2517457	SRR2517458	SRR2517459	SRR2517460	SRR2517461	SRR2517462	SRR2517463
YDR524C-A	0.23135405751180582	0.22788627666264868	0.3014589656836848	0.07688096762005135	0.076461414814712	0.24242898829353465	0.07728901071736932	0.07854303402719548	0.07604167921554317	0.237337298501485	0.07896732466064874	0.28926665815015795	0.0962134072131199	0.27359411131952976	0.060793829540498126
YDR524C-B	5.209693316440736	5.6964330712942255	5.732118441591849	5.371514009486871	5.246054255182271	5.520114001898591	5.872943687130077	5.852973332697623	4.87605932729867	4.718327975383966	4.65640673168101	5.601184676840919	5.12846245029528	4.8946229238656205	5.221787266494389
YDR524W-C	0.708436578497933	0.708436578497933	0.6911496195327205	0.7215946422266388	0.6539059050343109	0.6676670695192005	0.6888152884433402	0.6862663576004611	0.686450308966097	0.6893328708192265	0.7117020651314167	0.7088185628369598	0.77887316083389	0.716988059776866	0.6274808535682953
YDR525W	0.5888967559394473	0.46539492567081775	0.35312142108541794	0.49388078166180305	0.606463475652012	0.5298961015676911	0.24105053985819402	0.45251140107990856	0.574088308375805	0.5298961015676911	0.5407250289877419	0.24370094837661438	0.4626138975914746	0.5572013747057557	0.629800363206072
YDR525W-A	1.0389174721806629	0.9207033761235819	0.9914647974923605	0.9445301199020151	0.9143713437948127	0.9505785078475448	0.8774869867891988	0.9305462478281223	0.9016636196484248	0.8887849000597298	0.9830928534222654	0.904377624425699	0.9800582836672537	0.9135042816320245	0.9144903526154203
YDR526C	0.4573155113746993	0.3359352747643932	0.37314976148161616	0.5213342590997749	0.3174967843329979	0.3182395332865162	0.07728901071736932	0.4355832268470949	0.3174967843329979	0.45251140107990856	0.07896732466064874	0.35712000437583225	0.36876775128219974	0.07978963743328191	0.444045522890658
YDR527W	1.8503438674172439	2.2880514994176746	1.9272602962208538	2.221168285827889	2.393857133121755	1.7986837875939365	2.45011234097804	2.29357865453337	2.2924337963660157	2.499442821805013	1.9340229171287218	2.49390462363224	2.3290883439127854	2.2531659301002813	2.499442821805013
YDR528W	0.87212406144714	0.987646160474418	1.0572068332097684	1.0031285007005186	1.0448771166703292	0.9910398015913615	0.954325576294455	1.0071224522230178	1.0197947116856545	1.0493895499087127	0.9363513661003555	1.0136330532834452	1.0550743529107847	1.0317984720450615	1.0119208417836951
YDR529C	2.836399671565577	2.520527037770732	2.9206158074055635	2.326947233834868	2.3164116047381964	3.127975534653901	2.4130304279624744	2.7755286011714513	2.2503989541749037	2.404175983711334	2.696774672147043	2.522190240718587	2.496651810900755	2.2562701359516435	2.3411046397732918
YDR530C	1.6978624422895172	1.4895822606858697	1.3597232685974947	1.3591225244124157	1.3102876377357662	1.6125525588231224	1.4114164461051828	1.2477748883913908	1.3437876669927487	1.3532797231311315	1.558724666651072	1.38626236452865	1.1972916748395894	1.3237002748696645	1.2913352662345878
YDR531W	1.691279418889615	1.5521130444213624	1.7453262792418363	1.6889484225794362	1.7030023944018917	1.6895283550083815	1.6844265846685735	1.852628280896719	1.828783470987291	1.6880666646595373	1.7874053920736175	1.8021741925661856	1.911093183144395	1.8411248857219307	1.860265320714296
YDR532C	1.2003944101257542	1.2302900830271237	1.158100070554216	1.1695440796691359	1.1798981981312535	1.1968535960958713	1.163439867660815	1.136987539758486	1.1423274349147043	1.1547646614635427	1.262269595943913	1.131186467983868	1.1103122698930903	1.1470064381198426	1.147999840864716
