Gene	SRR2302179	SRR2302180	SRR2302181	SRR2302182
ETS1-1	9.959292194791908	9.805057292625115	10.199541120598747	10.142519078392704
ETS2-1	1.2585986997864227	1.3586284567534708	0.20378159900397835	0.2710396601910656
HRA1	1.016598117003265	1.0617853234244363	1.0345490900794179	1.0991851079663175
ICR1	1.6590304735489436	1.6978624422895172	1.589611933849501	1.5972571628883525
IRT1	1.2551179572182987	1.292629221556809	1.2480564998957857	1.344230397307291
ITS1-1	3.28538011547977	2.9669995980247013	3.1851040351897106	2.523595527789924
ITS2-1	1.265395035465794	1.355423248731376	1.280668546594957	1.162908590610614
LSR1	11.00159888932874	11.00159888932874	10.464779104646581	10.435731055875108
NME1	9.117671523485999	9.088924950001225	8.858621163143056	8.76194299762172
PWR1	0.8443401581218037	0.822218783684916	0.8693170771215795	0.9037437787691492
Q0010	0.1315714109498392	0.1465673498487981	0.1663218110885194	0.0445605619259873
Q0017	0.030338093591575806	0.03392418827092454	0.05655277956454841	0.06638952523995305
Q0020	1.8773431654858266	1.7347940284086718	2.1107076493990338	1.7363114281401189
Q0032	-0.0015942269664591922	0.0013736442425464435	-0.04645694261410003	-0.053816466184265874
Q0045	6.6132117964292405	6.18335616835546	6.210038370703174	6.011429737802256
Q0050	5.898421083574158	5.625122746892046	7.432910941786997	5.738547062903917
Q0055	5.862869883434463	5.651358697031413	6.741414169621715	5.637427308317436
Q0060	2.4298361501877337	2.22556986100495	2.3302910388563323	2.2362057087196514
Q0065	3.7695372992401306	3.3953082884464205	3.5898230736125627	3.3330876791208124
Q0070	2.0603152564569744	1.8982106964633922	2.010184835262003	1.9226242594492495
Q0075	1.6952565112766385	1.604008872863674	1.7338701492977489	1.708706861322224
Q0080	0.21336873193065614	0.2705977314460746	0.13693379302927539	0.2514702973792402
Q0085	5.269257439463912	4.799761425749858	4.698197676525444	4.5552769872289876
Q0092	-0.05224948933462008	-0.05071361666259076	-0.04645694261410003	-0.053816466184265874
Q0105	6.724966066683784	6.410795975452556	6.220510705316173	6.227864180886803
Q0110	2.854861491350567	2.5125186848727035	2.506715741929141	2.3302910388563323
Q0115	1.611817667921866	1.4456715359129493	1.4644004431882471	1.3958457345441722
Q0120	3.2560085602928286	3.0530026620124864	3.08678411185957	2.9167924078835936
Q0130	4.24632166933575	4.098547845405717	4.256953464564005	4.159522727530136
Q0140	0.9808209396268672	0.9046620305559447	0.8398666167005169	0.7852193854761859
Q0142	0.37534598537785985	0.29439924570638293	0.38786443696677536	0.3586259894623447
Q0143	0.18057771223274396	0.19910306020567384	0.24586199416948817	0.14440164684899803
Q0144	0.014815970613834684	0.04023797336519541	0.032147687070597314	0.06035863861118477
Q0158	2.6245382980874066	2.5535227822138262	3.4473028895817546	2.720867145915995
Q0160	1.7777826428770167	1.7741012237337048	2.320844821663656	1.9161326093540125
Q0182	0.8446552580624819	0.7564761087752322	0.8063237854509726	0.8316753871885318
Q0250	4.481135034766768	4.606360086603037	5.221787266494389	5.248186072983275
Q0255	1.8790499524375575	1.8540752626075272	1.7501596261208425	1.7653224848590638
Q0275	4.737168719992216	4.613381672059232	4.69359636324986	4.594149847896719
Q0285	0.9392624711748039	0.9213006999206416	0.8319350059758738	0.8689935658125737
Q0297	1.2899433258097752	1.1943972534751977	1.2108339613926051	1.1941738056438247
RDN18-1	9.603361528118322	10.117553934834259	9.117671523485999	9.76669227681463
RDN25-1	9.375927700976172	9.718308625307394	8.98404843909703	9.718308625307394
RDN37-1	0.1789035361593941	0.19106204657243314	0.08732820189071992	0.19016301880663417
RDN5-1	1.0369500858553249	1.0941912022304998	0.933558738598321	0.9319720977372463
RDN5-2	0.7916112239034648	-0.05071361666259076	-0.04645694261410003	-0.053816466184265874
RDN58-1	4.583646507864212	4.416445844649774	2.9468648303756613	3.9267861535639867
