Gene	SRR202029	SRR202030	SRR202031	SRR202032	SRR202033	SRR202034	SRR202035	SRR202036	SRR202037	SRR202038	SRR202039	SRR202040	SRR202041	SRR202042	SRR202043	SRR202044
ETS1-1	4.885386457456268	3.7134573590578706	3.517911776435029	2.7729437031965336	3.133776829970021	2.251811182564644	3.440683301806651	2.8994004060215004	4.098547845405717	2.613375743194579	4.702515079093773	3.321459275422391	4.145607202114707	3.517911776435029	5.211973955853135	4.134666531207064
ETS2-1	0.8120187433496416	1.0354948805573656	1.3262303338390464	0.9666333603794421	1.1941738056438247	0.8689935658125737	1.027415677491807	0.7889168543702989	0.7159478669780688	0.6534673012745752	0.34858953239622353	0.3840971094757366	0.9830928534222654	0.7675398077700795	0.4411858620124387	0.39597379959843887
HRA1	0.7053752326280365	0.710668261738584	0.6826530800884403	0.6794921314407292	0.6830685864230827	0.5883866073761919	0.7023033096131384	0.629800363206072	0.710317831058772	0.6340445096882371	0.6546719032906024	0.6770069028570742	0.6664267082746863	0.6830685864230827	0.6649555724756122	0.6947610091722789
ICR1	0.9643850168841015	1.0745744833237936	1.0153900371427005	0.9871511090526034	1.0509919723455052	1.052622909168432	0.8538844164533876	0.8951537752034987	0.8610075509343648	0.8899678130658213	1.122237704690186	1.1041032970240994	1.0195858238285196	1.0238876200659488	1.1676618167899142	1.1281596071155742
IRT1	0.6947610091722789	0.7831893122957334	0.7501573286755157	0.6126384216509586	0.7277450765966849	0.5971051858668761	0.7366880815227069	0.6973818052401605	0.6915810041048438	0.663473268464104	0.814030727198921	0.7221752857182678	0.7070077423458438	0.5888967559394473	0.704404631296383	0.6596452808897406
ITS1-1	3.235662259558635	3.116126717798925	2.309650069673859	2.2740183445586104	2.031829121924452	1.5673810408813813	3.5526253504435306	4.5254686938241555	3.23423979048511	2.8069020872209167	4.79449133639527	4.424589716397296	2.0235714114517824	1.9203345613592129	4.761522713558635	4.87605932729867
ITS2-1	3.9216960178377107	2.8048617492274794	1.7980902914139287	1.691279418889615	1.9850591408250922	1.555282055982441	3.2730059497751274	3.843505593874686	4.374180222914072	4.563463528266924	5.732118441591849	5.862869883434463	2.640437525170099	2.57929393918502	5.337772627779393	5.7350097112637926
LSR1	1.0561980101348227	1.2313965931659834	1.4998174986827606	1.2439238556540748	1.5412233389357999	1.2785581878775012	1.2170510280699494	1.236581280824461	0.8204998337036701	0.7730463931420015	0.9948776616926288	0.9669516944078411	1.2735185531910227	1.0197947116856545	0.9669516944078411	1.013873904293828
NME1	0.7126958523477619	0.5665244128375111	0.4084756005172566	0.38294661843166744	0.5047014186457337	0.35100810550857825	0.5514640123641901	0.401841753269969	0.6938952080055778	0.4984129039627836	0.6963316838455941	0.6356860003661565	0.5621950220883309	0.4425014606982791	0.7139410849931298	0.6011662844932083
PWR1	0.36289849228081145	0.04856137769813326	0.014351819166995216	0.010624115154019943	0.5223921257189765	0.019968631817579865	0.4707279028120907	0.011089190829528705	0.2969938070507238	0.4318143100194289	0.5111485015953311	0.6150586521513195	0.012026583372660425	0.4759534501364876	0.3400083190854996	0.5716299619817301
Q0010	0.003356824325426803	0.04856137769813326	0.12190384823502498	0.11163837262480893	0.0038314403173462758	0.019968631817579865	0.02539961223749677	0.10580408065644367	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.011089190829528705	0.012026583372660425	0.0038314403173462758	0.011089190829528705	0.011089190829528705
Q0017	0.003356824325426803	0.04856137769813326	0.09156356956341388	0.010624115154019943	0.0038314403173462758	0.12406931640665302	0.02539961223749677	0.011089190829528705	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.011089190829528705	0.012026583372660425	0.09027016121887299	0.011089190829528705	0.14890981547078033
Q0020	0.6927767822574752	0.6522046386630407	0.65299961809661	0.689533230340711	0.7015817725170177	0.6770069028570742	0.6340445096882371	0.87212406144714	0.5888967559394473	0.5436766210011217	0.4686967466751732	0.5397018892973792	0.5888967559394473	0.6344462778162208	0.48163585148227983	0.5298961015676911
Q0032	0.003356824325426803	0.04856137769813326	0.014351819166995216	0.010624115154019943	0.0038314403173462758	0.019968631817579865	0.1387442421760785	0.011089190829528705	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.011089190829528705	0.012026583372660425	0.0038314403173462758	0.011089190829528705	0.011089190829528705
Q0045	0.11502657270246154	0.04856137769813326	0.26841398788083826	0.3128007333445408	0.3159814403986993	0.1502008388231782	0.15970639612429635	0.20199795509091503	0.20636348357965117	0.24198232101774375	0.3059828599676143	0.372416159770899	0.14933238566634677	0.2161207751767864	0.22869036810030596	0.23689834990677
Q0050	0.5003363417104669	0.43724133807702326	0.4155809435399752	0.45393492735857865	0.43257021506244064	0.38070512255464795	0.5249623660451517	0.5701673821096738	0.2825998920652203	0.39445885160376093	0.4253845493817553	0.4560169715159633	0.4454682707819951	0.46417071816038585	0.355504817933152	0.34858953239622353
Q0055	0.39597379959843887	0.32656551084756413	0.38294661843166744	0.3975151297832928	0.48444264554332894	0.4003369059929549	0.372416159770899	0.5366827304640422	0.16058354857499502	0.216950473702504	0.2825998920652203	0.27279799624981266	0.2514702973792402	0.29272595490377895	0.27938171056573374	0.2081978925092704
Q0060	0.003356824325426803	0.2161207751767864	0.12543178566777016	0.2834626217739799	0.10580408065644367	0.019968631817579865	0.21248314192294807	0.011089190829528705	0.013425886840776993	0.00430605044973339	0.19472365500364136	0.08984838333622906	0.012026583372660425	0.0038314403173462758	0.13790294707669554	0.011089190829528705
Q0065	0.1840877718907294	0.04856137769813326	0.2710396601910656	0.15109064813540124	0.2825998920652203	0.21082087064900992	0.22584400631272386	0.3760889185779608	0.0957797212562923	0.22319517240113806	0.038929739734058055	0.3232919052029098	0.012026583372660425	0.15625530736696971	0.1995307812223141	0.2073578414190967
Q0070	0.11163837262480893	0.04856137769813326	0.2116531725529231	0.010624115154019943	0.24105053985819402	0.2081978925092704	0.02539961223749677	0.16854312090044726	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.011089190829528705	0.1315714109498392	0.0038314403173462758	0.011089190829528705	0.011089190829528705
Q0075	0.003356824325426803	0.216950473702504	0.014351819166995216	0.08397814141993212	0.1474354087125654	0.20998063060182806	0.21082087064900992	0.1570937506772226	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.17105751870922406	0.012026583372660425	0.0038314403173462758	0.13603884044787912	0.011089190829528705
Q0080	0.003356824325426803	0.04856137769813326	0.014351819166995216	0.010624115154019943	0.08144398764071431	0.019968631817579865	0.02539961223749677	0.011089190829528705	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.011089190829528705	0.012026583372660425	0.0038314403173462758	0.011089190829528705	0.011089190829528705
Q0085	0.07225061366584558	0.04856137769813326	0.12628717608581289	0.08984838333622906	0.23135405751180582	0.019968631817579865	0.216950473702504	0.2549474735910296	0.013425886840776993	0.15198644603121902	0.038929739734058055	0.1315714109498392	0.012026583372660425	0.0038314403173462758	0.12277209466402564	0.12628717608581289
Q0092	0.003356824325426803	0.04856137769813326	0.014351819166995216	0.010624115154019943	0.0038314403173462758	0.019968631817579865	0.02539961223749677	0.011089190829528705	0.013425886840776993	0.00430605044973339	0.038929739734058055	0.011089190829528705	0.012026583372660425	0.0038314403173462758	0.011089190829528705	0.011089190829528705
