Gene	ERR2088803	ERR2088804	ERR2088805	ERR2088806	ERR2088807	ERR2088808	ERR2088809	ERR2088810	ERR2088811	ERR2088812	ERR2088813	ERR2088814
YDL194W	2.633905462446144	2.774279251266956	3.0686797939007864	2.5031253334115426	2.8867415586917833	3.181823476589524	2.554144860755758	2.7679753740864808	2.2914709386694647	6.0046331196723015	2.7755286011714513	2.658675881433688
YDL195W	3.831357096846936	3.8914082791385933	3.508009486742802	4.492107475901829	3.766671843039583	4.008220395273493	3.745670581591874	3.779595298341837	3.814975259068276	1.042602442106082	4.032566056248245	4.057586140984817
YDL196W	0.4984129039627836	0.5543029728825882	0.49659102783575887	0.44920533555021547	0.36032544767482366	0.5857991284964661	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.48992384161471686	0.4585503481113194
YDL197C	2.2503989541749037	2.0763784418469586	2.3343016553852336	2.504981922626615	2.487043875477618	2.0343616947608014	2.093462969424129	2.1831070992815356	2.309650069673859	3.915000287762613	2.3755996625834523	2.451004067831933
YDL198C	2.089005490967759	2.24468649184619	1.8796654367735246	1.6681274087058044	1.7621381746901124	1.7129636409312081	1.6127777314801457	1.3583839012292367	1.353662263367985	1.042602442106082	1.6880666646595373	1.2580182814788776
YDL199C	1.8776693480829374	2.379213563275016	2.704507840502777	2.0282678318057323	2.7410506620389903	2.8272954081085837	2.1582227133815777	2.303510144227121	1.682764651509517	2.5743835058993785	2.295694660985591	2.251356168235578
YDL200C	1.6255153288309232	1.6731167126326012	1.7120216900709235	1.4551917580757212	1.5763462508257011	1.4585604137045687	1.9711445028401333	2.0307248801270004	1.704032615821369	1.042602442106082	1.9345209346144598	1.9598669716202395
YDL201W	1.2542728659255407	1.1671076515964705	1.0441769478999707	1.1866425932800497	1.1396220270305355	1.096419128802456	1.1385544184505947	1.1870679363360745	1.2065887976449983	1.042602442106082	1.1372680952108318	1.220876438184225
YDL202W	1.6831361449530136	1.5323609757401264	1.5186021406152963	2.110219558406981	1.6219252875454515	1.4949791725122104	1.116624336719814	1.1768865383578424	1.1900234526613185	1.042602442106082	1.1524171730146837	1.150900414192161
YDL203C	1.3102876377357662	1.3381055184069461	1.3970139194596853	1.4152291176767235	1.4370324348778998	1.395418895310919	1.4234490116027017	1.3521271681535545	1.240630476460768	4.196067044029609	1.4323199010086256	1.4124994222844922
YDL204W	8.196583799265213	8.298366898623406	9.112524713799722	8.850313243209811	9.319358897355142	9.051584127962045	5.742785876768013	5.688230461446563	4.8791673437465395	6.323736214613266	4.9624374880211874	5.542242756506751
YDL205C	2.0116160364105284	2.3040494780829137	2.200116393892349	2.7092394285051142	2.6095724627231514	2.6249599608305347	1.5395708679311133	1.3377585472338391	1.3370281997818876	1.042602442106082	1.3872084003729677	1.4041196434249055
YDL206W	1.1048146401221217	1.4472173685012912	1.5205629116716517	1.6315973744120376	1.3933173164411154	1.5218792536830668	1.111007564986213	1.1941738056438247	1.0961785302027736	2.1418099831454427	1.2434404156409642	1.079550625831193
YDL207W	1.8021741925661856	1.9332053750118412	1.8650048296189385	1.7814041887597742	1.900582209349062	1.9513083304528833	2.0119341956062615	1.968686745807772	1.7859792454706982	1.7878778516575693	1.9412167677259387	1.9917298221884745
YDL208W	1.7618191695568337	1.2899433258097752	1.1621998240219817	1.0623679819037388	1.127178608756543	1.157456937195074	1.3211844341219372	1.2589623189732584	1.7659891128920948	1.042602442106082	1.2072575485331183	1.3074560261431245
YDL209C	0.8419900420316895	0.8679559729611784	0.8679559729611784	0.7831893122957334	0.8765036458839977	0.8998270469517922	1.0509919723455052	0.989191980346849	0.9290768754781793	1.042602442106082	0.9765922535213916	1.0059643077239924
YDL210W	1.0444323074297763	0.9305462478281223	0.8156727610999357	0.8485107309490493	0.7736688957490465	0.8479015616242142	0.9347962210809692	0.8956556887395885	0.8513296959887352	1.042602442106082	0.9239046053222219	0.8596758315242243
YDL211C	0.7391126700983338	0.732285481544336	0.6915810041048438	0.6643866703191339	0.7063037374207151	0.6959187167058312	0.7766687956308969	0.7427275818119887	0.7816791308210321	1.042602442106082	0.762194488857729	0.7689786243077263
YDL212W	1.962763251898787	2.18505663789754	2.1107076493990338	2.4572884303622824	2.0657320597958115	2.079128388205975	1.9923520697546293	2.011298450521435	2.120491829920323	6.8146302161237005	1.8854142929286728	1.9250143186406574
YDL213C	1.4648520664989015	1.3159452170147028	1.2010653935868956	1.0509919723455052	1.2185615997187318	1.1639616123417464	1.3320156428788021	1.2938622069087886	1.4721392037093954	1.042602442106082	1.2811111637841572	1.429137284528783
YDL214C	2.944447566445395	2.4120944315231325	3.591189987858825	4.220325522149896	3.220033744315124	2.6761626917860566	3.133776829970021	3.360504157521326	2.858170413083949	1.042602442106082	3.5111335520942513	3.584153114000686
YDL215C	5.930064350653287	7.6777054292823514	6.4842405688005735	4.7431600173775035	6.822758654857034	7.668998893646417	7.6777054292823514	8.558169508699493	8.442747344000118	5.6964330712942255	8.412410843390983	7.873671516141576
YDL216C	1.2103353834462247	1.3305398535552853	1.4466681844951248	1.800186547299603	1.4585604137045687	1.2923223034287472	1.4478535694059655	1.4133840947856045	1.3173722791824767	2.287513612628996	1.4855531858077256	1.4119146907122726
YDL217C	1.3397025403681515	1.4050367089870894	1.4500277519214193	1.2837840792609954	1.5352227310833466	1.5323609757401264	1.1761658213821735	1.1900234526613185	1.1748449935577623	1.042602442106082	1.1393770306294333	1.1418896722107872
YDL218W	0.7501573286755157	0.8231760103661119	0.8244145855901484	0.8903732244501044	0.9436685549174398	1.1552177628207045	0.7480207626498231	0.7504586126648863	0.6942986406283591	1.042602442106082	0.7273984428156862	0.7468890188304745
YDL219W	0.8659634138244379	0.8929451847639203	0.8717697871140392	0.9302827804398033	0.7914690393282349	0.7716344082391389	0.791327576179793	0.8143260860542362	0.8899678130658213	1.042602442106082	0.8360505632798325	0.8049924842910394
YDL220C	1.0578319801547438	1.0195858238285196	1.001397139224308	1.1158701719530817	1.0206022002370172	1.0229224682892946	1.225273978265223	1.1571934542594546	1.063041994547287	1.042602442106082	1.2003944101257542	1.2151097584607113
YDL221W	0.7289944260234733	0.730618234007794	0.7370718137938708	0.7162666741660011	0.6891570261348727	0.6963316838455941	0.6050820790119467	0.6389735255364898	0.6574487098445283	1.042602442106082	0.5987823369696342	0.6826530800884403
YDL222C	5.24032715569555	5.300869040247081	6.390453889385295	6.8393800992888965	6.550488326260689	6.754730605411078	5.809809709096388	6.975077408278061	5.2311441328757216	6.073954455418308	6.460765726030308	5.8812847249855835
