Gene	SRR5798519	SRR5798520	SRR5798521	SRR5798522	SRR5798523
Q0285	0.017159440347852415	0.22038898039653138	0.48105953064397666	0.416936432281173	0.46797310730781577
Q0297	0.10080769648309176	0.014351819166995216	0.41481650097483846	0.4461788035765666	0.3798775213740352
RDN18-1	8.83219217241757	9.812777547282774	10.81015640473891	11.746071809201743	10.912307204971501
RDN25-1	10.117553934834259	10.641639102468298	12.573847217818859	12.573847217818859	12.573847217818859
RDN37-1	0.9381566620838622	2.648208045024382	5.939567988901661	7.668998893646417	7.228759868190391
RDN5-1	0.8986172710009974	0.8334706518014015	1.1768865383578424	1.628946152392166	1.3173722791824767
RDN5-2	0.7096324408067757	0.6455695385178963	0.7640187107291017	0.6755341155140033	0.6615137566674822
RDN58-1	0.406121960063705	0.014351819166995216	0.8147114265620764	0.0008738636561302895	0.6493002134860963
RME2	2.6713800948005644	3.3756663570976855	3.70986276823932	3.1404649890042178	3.4771198844243774
RME3	0.017159440347852415	0.24198232101774375	0.0076908142936565095	0.0008738636561302895	0.009644312695882297
RNA170	0.5088676159956668	0.5356875528972419	0.5809675954241957	0.48234657897494654	0.5927246552392569
RPR1	1.0119208417836951	1.0550743529107847	1.4635584383856446	1.9042613485932103	1.6067945421504737
RUF20	0.759721417146741	0.8123594271161971	0.7281818702098921	0.7208578819238861	0.7740611893575342
RUF21	0.4184863890541406	0.35639283773772495	0.2610165574957016	0.301858937033238	0.3059828599676143
RUF22	0.13430828620648913	0.1719169821437766	0.0076908142936565095	0.13252328438639738	0.08732820189071992
RUF23	0.3890190770169831	0.41991153096898326	0.3461487862982448	0.517308718452646	0.4673378023966709
RUF5-1	9.088924950001225	8.504373212476374	7.059582840233913	8.753257547097324	7.093352780634183
SCR1	0.8513296959887352	0.8868706740841312	0.8231760103661119	0.8962460347578071	0.7318749138518573
SRG1	2.5191250822081424	1.147213743152999	1.2477748883913908	1.051490722332748	1.2777710100869806
YAL001C	2.7665556795752297	2.188533373518475	2.550739630484458	2.184502857633524	2.227381427117833
YAL002W	2.166427839619093	1.9072062666830354	1.705591203277634	1.6895283550083815	1.4603946226700861
YAL003W	6.269069423560913	6.390453889385295	7.1931550356475356	7.556046341241599	7.20548345771346
YAL004W	0.16587765858303782	0.13790294707669554	0.0076908142936565095	0.0008738636561302895	0.009644312695882297
YAL005C	10.435731055875108	10.380967930368602	7.995929521708511	8.412410843390983	7.838751608806547
YAL007C	1.1655488217239491	1.0119208417836951	1.013873904293828	0.9158907000741368	1.002437939567922
YAL008W	3.977265146748268	2.902344477268487	2.5450784140664586	2.437978540181021	2.395326007040669
YAL009W	1.3495715360828158	1.233063497359142	1.241785503102061	1.182424179937643	1.1970630687513992
YAL010C	0.9168990756275559	0.8708525845185034	0.7744499811378334	0.8301896578717162	0.7921808899388634
YAL011W	2.5360561628098353	2.0205315969304243	2.1469537592122068	2.0401251807843512	2.2531659301002813
YAL012W	3.108644470709719	2.481093845262535	3.297356230902426	3.532489237537762	3.0649354641836752
YAL013W	2.2391338607264943	2.9460629072546602	2.72812706698633	2.2307641931138216	2.776781638389289
YAL014C	1.929803620629418	1.6819154922699322	1.6572391639895652	1.581574674400232	1.860265320714296
YAL015C	1.416783599562316	1.2938622069087886	1.1861996809601945	1.2409288391264588	1.228247696840867
YAL016C-A	0.7669483916627768	0.7969217545671694	1.0263352573221465	0.6534673012745752	0.9406949479641216
YAL016C-B	0.3975151297832928	0.43478578545936736	0.39445885160376093	0.3059828599676143	0.4075865518146345
YAL016W	2.987540660196329	3.158008760806217	2.9544420380883674	2.953782116015567	2.800214886656216
YAL017W	4.481135034766768	3.3905925903544865	3.0982799749480945	2.7410506620389903	2.8174428682961974
YAL018C	0.1456912442174261	0.014351819166995216	0.13790294707669554	0.12277209466402564	0.009644312695882297
YAL019W	2.319888881060028	1.755495567465228	1.7344300952959864	1.7314046399779088	1.767978422362934
YAL019W-A	0.7733622669504312	0.7432099448077477	0.4923931415807441	0.5310319399981	0.5223921257189765
YAL020C	3.0291045164880286	2.0499535227253722	1.8896210201137063	1.812017010046039	1.955522800832064
YAL021C	2.0272295752051317	1.6540170857820653	1.371723326688851	1.3179745288889648	1.3860406599681088
YAL022C	1.4147959445803224	1.4330460486156325	1.2054904348196813	1.2054904348196813	1.1467842335909328
YAL023C	3.1677473115911057	3.2945497154551835	2.9308355838401385	2.902344477268487	2.7972860643962707
YAL024C	1.1559373884042379	0.942600262617663	1.0898288520682453	1.0402883814425976	1.0552828069732747
YAL025C	1.3757142352485423	1.2990993598397345	1.6224288663871793	1.4823782617192653	1.8183220320019653
YAL026C	1.6177907847028077	1.638156056323434	1.496704293995022	1.4377558297060928	1.372294235541082
YAL026C-A	0.5665244128375111	0.5726735941565295	0.5479612307343303	0.5419077702183329	0.557694492414548
YAL027W	1.102008535455219	1.2072575485331183	1.322648403271539	1.2199206992410063	1.3472533609465314
YAL028W	1.837403779843751	1.2737525377801004	1.0685719334906656	1.0645447734131879	1.0757680802323955
YAL029C	2.355950985416918	1.7818089690737273	1.3700577324848782	1.6516621663200288	1.3461140305826023
YAL030W	1.651415932515314	1.8924826789847597	1.6247537810894277	1.5936077918574738	1.5739627187673613
YAL031C	1.682764651509517	1.4145850068005283	1.3540970896075257	1.295901864629967	1.3288917774696047
YAL031W-A	0.6126384216509586	0.5229452787957587	0.4884890393080643	0.4560169715159633	0.49305498645995616
YAL032C	1.7501596261208425	1.6654495566360337	1.75157879016528	1.5352227310833466	1.8932783456611735
YAL033W	0.6992547547300882	0.8439905237239026	0.8525228727234386	0.861848670251153	0.8295213613276788
YAL034C	5.429915968420845	5.651358697031413	5.084380745890893	4.328475630067351	5.058873045778254
YAL034C-B	0.1271117718090195	0.09156356956341388	0.09912350304530337	0.10666002717647864	0.2161207751767864
YAL034W-A	0.5547901194855038	0.7015817725170177	0.7011906235199086	0.6739944865519218	0.7135155010992343
YAL035W	7.556046341241599	5.337772627779393	4.78150582593166	4.702515079093773	5.406356506049445
YAL036C	1.8168572078861807	1.5972571628883525	1.5499323267404064	1.4577804570810056	1.6200233437372802
YAL037C-A	0.16234463637236013	0.4184863890541406	0.4053884074136771	0.5514640123641901	0.4184863890541406
YAL037C-B	9.603361528118322	7.20548345771346	6.310389900947978	7.526913510169944	7.538814871725129
YAL037W	0.8186479027339597	0.8557291366492763	0.8959103052597331	1.1989559634997125	0.8565160279958075
YAL038W	10.552899691671737	8.565315738785966	8.39218632106191	8.98404843909703	8.93929830392826
YAL039C	4.254708168161136	4.647829710668763	4.2429226017053105	4.036302961834079	4.522096443335365
YAL040C	1.5540584040074243	2.002019307794638	1.9024727055840405	1.7941839563343005	1.9768073447144228
YAL041W	1.5726712057360892	1.5038867652488757	1.6196780091393737	1.4147959445803224	1.5409209216504254
YAL042C-A	0.755529745016853	0.7750709428168733	0.7432099448077477	0.7548397893831248	0.7023033096131384
YAL042W	3.8401711022166234	3.2467536152209346	2.89447048314281	2.8928216569365635	2.686570025938644
YAL043C	2.0224144455109148	2.1711781173408164	2.0921179433293946	2.0708529817998205	1.9131079185615192
YAL044C	2.227381427117833	2.4410954650034817	3.4239551556087937	3.30921959674908	2.984623930565696
YAL044W-A	1.1858938940895598	1.278883194441122	1.1230248259996807	1.1750484144007816	1.14376341605448
YAL045C	0.6257027539932151	0.5903219836185399	0.5266227988947083	0.5218430702378196	0.48105953064397666
YAL046C	0.9763639974313733	1.1521760248375894	1.0297661020960756	1.1929835695397633	1.0387790240030372
YAL047C	1.0339509093582673	1.0540799445245768	1.1027414440811247	1.021119577244372	0.9975574700424501
YAL047W-A	0.1641123221332098	0.19016301880663417	0.1814311583358369	0.14304056212331384	0.20547836303736483
YAL048C	1.1873449210134464	1.3322400498776052	1.3192058760311487	1.2027373372865173	1.28158193307754
YAL049C	2.9009289654431822	2.3681039251099754	2.0805897911967213	1.9455556625242654	1.998143104208673
YAL051W	2.212225610523605	2.2503989541749037	2.363026628901173	2.5930588018649825	2.185979958495815
YAL053W	2.271833913024753	2.9740413879399963	3.867035496302715	5.719306698027738	4.572996055202996
YAL054C	3.3154259110045925	6.404611490362076	4.390341996352695	3.3984498065211977	4.416445844649774
YAL055W	1.2452063708130834	1.7308980298931798	1.9923520697546293	1.4466681844951248	1.9042613485932103
YAL056C-A	0.5039818197129757	0.4246520530728335	0.5080717561627147	0.40388447227285634	0.5361896318494417
YAL056W	3.9077579934248936	3.507226244285866	3.2502874400670088	2.7859890834411933	2.957006979066355
YAL058W	1.4463131744757414	1.0797602750252724	1.1048146401221217	1.003553901204516	1.1388549876996956
YAL059C-A	0.017159440347852415	0.1159231208648187	0.5161275015938369	0.28018817801421986	0.4425014606982791
YAL059W	1.0247625142408519	1.0512428900155326	1.1206940516546104	1.0441769478999707	1.1642160047536565
YAL060W	5.7350097112637926	5.992552359091455	8.307477791845907	8.423926762592561	8.455275079419549
YAL061W	7.707046698450163	8.442747344000118	8.93929830392826	7.880422303718248	8.71101546898817
YAL062W	4.013992657332986	8.47821081311369	8.046887285326775	6.404611490362076	7.366089494619184
YAL063C	2.1941809605894056	1.8472358254154846	1.8174616507277719	2.0588394178647915	1.8021741925661856
YAL063C-A	0.5027696719146055	0.45318654776436373	0.5638553956092044	0.5867755385109489	0.5883866073761919
YAL064C-A	0.6670520804825975	0.5697006822269474	0.5402083361943922	0.5033556828577597	0.47454343150280187
YAL064W	0.3453939386430118	0.38527450536212315	0.49659102783575887	0.5298961015676911	0.4923931415807441
YAL064W-B	0.461268615840418	0.37081052947897053	0.26471067451022995	0.2842772001947699	0.2582686250420561
YAL065C	0.4701069672988748	0.4398883121661674	0.4418698184192296	0.3375824675553977	0.36536256325255323
YAL066W	0.25583055459970633	0.2549474735910296	0.355504817933152	0.24716121131643687	0.1969933105746352
YAL067C	1.0493895499087127	1.081813795382907	0.9639218895266845	1.0599348210796617	0.9897063769477794
YAL067W-A	0.12020804965274892	0.13693379302927539	0.11163837262480893	0.08732820189071992	0.009644312695882297
YAL068C	0.11163837262480893	0.014351819166995216	0.0076908142936565095	0.0008738636561302895	0.009644312695882297
YAL068W-A	0.30946238935626597	0.20036216819289032	0.12543178566777016	0.1601313411839699	0.11771471889837985
YAL069W	0.19372109581931973	0.22788627666264868	0.0076908142936565095	0.0008738636561302895	0.009644312695882297
YAR002C-A	1.707224823916334	1.5571162387605022	1.4116830359998407	1.4862326358018048	1.4057556472282033
YAR002W	1.3432465763418815	1.340722142523461	1.4785734393103804	1.4912881162628386	1.6346268051965578
YAR003W	1.0366732927932352	1.2765281362375371	1.2635261249125396	1.3377585472338391	1.3155825084831037
YAR007C	1.6149316160392062	1.5222263822240674	1.6255153288309232	1.744696312822287	1.838025140624502
YAR008W	0.6377252827176474	0.7529588563240752	0.848790046358479	0.7750709428168733	0.8596758315242243
YAR014C	2.6492113934734416	2.3889166486635425	2.324486147471204	2.0414391117571187	2.134851757416287
YAR015W	1.860560855790356	1.6862443192545191	2.172601727044219	1.9622473087811358	1.7162964240745113
YAR018C	1.4680695477708414	0.849881212489586	0.7352621973660436	0.8356982742397832	0.7510860505574563
YAR019C	1.4551917580757212	1.3815260532633789	1.21888598085886	1.234461571288738	1.1861996809601945
YAR019W-A	0.27359411131952976	0.16148174010573182	0.27446821231692947	0.3860537584320394	0.259204865953015
YAR020C	0.31523383908977554	0.2262666374246558	0.2994380582692576	0.5061797386773601	0.33678970631092847
YAR023C	1.160486770655572	0.7408883092393593	0.7152907950499329	0.7423687155108252	0.7254713569612254
YAR027W	2.1699712338734085	1.6145224675147185	1.5237415975504986	1.7628229140973475	1.5571162387605022
YAR028W	1.848990432645267	1.4045529313502614	1.2884003363433914	2.0800001621631097	1.5868195176293027
YAR029W	0.7498178338046669	0.7402377005814837	0.6902832998462789	0.9684388756950172	0.8495798478255183
YAR030C	0.6250017472885552	0.5961711833075773	0.6032366703699997	0.708436578497933	0.6344462778162208
YAR031W	0.8392490947821156	0.8803123530628553	0.814030727198921	1.0226484346343898	0.8350451430724461
YAR033W	1.0146489423269445	0.8677021040273802	0.8199479288392396	0.826127904557338	0.7658649420351906
