Gene	SRR1583741	SRR1583742	SRR1583743	SRR1583744	SRR1583745	SRR1583746	SRR1583747	SRR1583748	SRR1583749	SRR1583750	SRR1583751	SRR1583752	SRR1583753	SRR1583754	SRR1583755	SRR1583756	SRR1583757	SRR1583758	SRR1583759	SRR1583760	SRR1583761	SRR1583762	SRR1583763	SRR1583764	SRR1583765
ETS1-1	9.125946274349847	9.471995685274207	9.375927700976172	9.52481585548779	9.819641498961985	9.396358655913309	9.805057292625115	9.396358655913309	9.101443759654353	9.812777547282774	9.396358655913309	9.52481585548779	9.471995685274207	9.52481585548779	9.425309129682937	9.425309129682937	9.805057292625115	9.805057292625115	9.819641498961985	9.852400593668355	9.805057292625115	9.718308625307394	9.805057292625115	9.094002106928592	9.718308625307394
ETS2-1	1.3795692030042097	1.1864364221953934	1.3131770295960594	0.8280128102209814	1.0062096433930927	1.0822405960504522	1.238019582997833	1.2529480212507202	1.214853598526475	1.1214769590037348	0.9412441816451389	1.0385017599233142	1.0959685486426314	1.883200231140917	1.033636224741183	1.0279679621525177	0.9576529535756314	0.8472362565758081	1.0406208039883702	1.1474186259876649	1.0433899551101846	1.0420401458849309	1.4200629539048086	1.0815814869965255	1.5232521340436098
HRA1	0.2969938070507238	0.3757176943500903	0.3457684093766114	0.30474338226113334	0.32618355715623776	0.3727881133679694	0.33123604247506555	0.2549474735910296	0.2671850413762892	0.35207494235016	0.2781672185700833	0.30674425383277254	0.29145545035002773	0.6327462947869582	0.314860972930152	0.269799872878217	0.3446549936388368	0.3461487862982448	0.3211191195346914	0.2601411639905095	0.30715289990251915	0.2998190517646085	0.33925359184484793	0.5736145220283697	0.3080196847805663
ICR1	0.5862402987461439	0.876825330330889	0.7807478987442038	0.8827571949960991	0.7603796001810538	0.3727881133679694	0.8098199733079007	0.8127067333295377	0.9878761455248936	0.8906720018662148	0.757094056010594	0.8035255052839377	0.962559612363243	0.6327462947869582	0.8936150797318404	0.8322123364780121	0.9821685895712582	0.8750300310984873	0.962559612363243	0.838263260781645	1.038205671479935	0.8464496693006938	0.7727346830334092	1.3561145998670914	1.0954025364302304
IRT1	0.8669039840428991	0.8212563065464553	0.9371291489686768	0.9608702249909069	0.9360831640143892	0.8160109522277822	0.8234718657291354	0.8439905237239026	0.871479188618478	0.964905161425151	1.3790840131966118	1.22041258615294	1.1160724011384704	1.1939008328992853	1.2103353834462247	1.3004079809855482	1.0847242726558572	0.9724310915193812	0.9700684658945986	1.1388549876996956	1.253661216712858	1.3768966665030158	1.0342677242883744	3.1841302490292134	1.3650744561054353
ITS1-1	2.5991674479953075	3.2421095029454725	4.447843680683482	2.72812706698633	5.588652968381956	2.429383373613278	2.9776496280113123	4.032566056248245	4.107115240901203	4.10060619534679	4.574083508001213	3.3893163405463445	5.151553351268149	4.90291775622522	3.671598316634884	5.137761177973639	5.153694329883986	5.870813338503894	4.850972358072251	8.323076464926592	7.695114771057331	4.313045056291725	4.281327129267812	5.188912633503921	3.3672862098940812
ITS2-1	1.9287703379300178	2.686570025938644	2.0751080289734807	1.83789119473795	1.9932318030648264	1.5099602733307735	1.7090541945267095	2.307940031772718	1.6215670286188355	1.630951014985468	2.0082541884111125	1.8995001827470563	1.5004388826512411	2.9776496280113123	1.525057166372086	1.9511753991292553	2.1187806482908575	2.1741276936607914	1.7792736050532816	2.0868053525928096	2.398822131288796	1.5966652004100594	1.5959879297593282	1.707709794248704	1.6848404089694442
LSR1	6.112204236437471	6.937100375403031	6.741414169621715	7.71512858707781	7.873671516141576	7.141063876425247	7.137476132044002	6.093306801816242	6.420164204358091	8.352582107985391	8.442747344000118	8.412410843390983	8.434821871571547	7.867481683391784	8.323076464926592	8.298366898623406	8.71101546898817	8.71953309481113	8.956104025611879	8.488234787372901	8.71953309481113	8.412410843390983	8.71101546898817	7.504124333254944	8.656766651976838
NME1	0.8309952367605453	0.3757176943500903	0.7300788902447972	0.6381422854777505	0.6849292233756777	0.855606221445281	0.33123604247506555	0.7821399722717941	0.7611858740332426	0.762194488857729	0.9262153984677721	0.7355776635576189	0.29145545035002773	1.0467830490089642	0.7483903561219728	0.6121137823197269	0.7154571058612103	0.9553634094369419	0.3211191195346914	0.905138979142927	0.9991083593317969	0.892426503219296	0.33925359184484793	1.0561980101348227	0.851540816027192
PWR1	0.6250017472885552	0.3757176943500903	0.3457684093766114	0.30474338226113334	0.32618355715623776	0.3727881133679694	0.33123604247506555	0.2549474735910296	0.2671850413762892	0.35207494235016	0.2781672185700833	0.30674425383277254	0.29145545035002773	0.6327462947869582	0.7088185628369598	0.269799872878217	0.3446549936388368	0.3461487862982448	0.3211191195346914	0.2601411639905095	0.30715289990251915	0.2998190517646085	0.33925359184484793	0.5736145220283697	0.3080196847805663
