Gene	SRR2045244	SRR2045245	SRR2045247	SRR2045248	SRR2045249	SRR2045250	SRR2045251	SRR2045252	SRR2045253	SRR2045254	SRR2045255	SRR2045256	SRR2045257	SRR2045259	SRR2045260	SRR2045261	SRR2045262	SRR2045263	SRR2045264	SRR2045265	SRR2045266	SRR2045267	SRR2045268	SRR2045269	SRR2045272	SRR2045274	SRR2045275	SRR2048394	SRR2048395	SRR2048396	SRR2048397
Q0010	0.07184775402032201	0.35712000437583225	-0.008311152187684877	0.30674425383277254	0.1752700346046912	0.19106204657243314	0.22038898039653138	0.31975824705013556	0.05566760460794651	0.21336873193065614	0.016680719719038697	0.4386636308947014	0.3897512728072322	0.30757530693119306	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.054365244903946654	0.06723706770036474	0.24801857093942342	0.02539961223749677	0.038929739734058055	0.49718979218236137	0.5521116404009705	0.3375824675553977	0.295247978592439	0.27446821231692947	0.35312142108541794	0.4752234640684301	0.3296764814923524	0.4418698184192296
Q0017	0.2081978925092704	0.19286368232601014	-0.008311152187684877	0.22038898039653138	0.17975988609599095	0.23689834990677	0.3010589943341316	0.2667924360954355	0.27446821231692947	0.10411560865412371	0.10164577997343427	0.643592919918347	0.512805102191215	0.36876775128219974	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.054365244903946654	0.06723706770036474	0.06511979388867306	0.02539961223749677	0.14482744348700538	0.0776970538146873	0.12406931640665302	0.2818358008849934	0.018573404878981858	0.10164577997343427	1.047532670011791	1.308040071546957	0.7916112239034648	0.8133376737146261
Q0020	7.616367451285127	6.357938288444218	7.246886228989471	5.876905206211132	4.796336142331963	7.67316597340002	7.889413666890618	8.753257547097324	9.088924950001225	8.558169508699493	8.323076464926592	9.718308625307394	9.101443759654353	8.850313243209811	2.8301342585153444	3.6642445631757017	3.21181381973382	3.3501961976849	3.0101646087218783	2.633905462446144	3.8914082791385933	3.8782831481434727	7.8475530104494045	8.63309550036581	8.723349230426791	8.118473135183752	7.867481683391784	3.3984498065211977	3.002015092263358	5.108253646737072	4.735339122894316
Q0032	0.07184775402032201	0.1396333067630242	0.14222119382801404	0.15452807350185654	0.15625530736696971	0.16317978875846423	0.22584400631272386	0.3010589943341316	0.20547836303736483	0.1752700346046912	0.11688568107795104	0.5334409002906811	0.40680210274829065	0.021327215589076957	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.054365244903946654	0.06723706770036474	0.06511979388867306	0.13790294707669554	0.038929739734058055	0.0776970538146873	0.12406931640665302	0.4984129039627836	0.20199795509091503	0.2752891334505877	0.36121594260780715	0.0748102753847645	0.2177823064502422	0.07225061366584558
Q0045	5.7350097112637926	5.588652968381956	5.992552359091455	4.334875072048613	4.078116863742302	5.129892741834828	5.2815003246759495	8.39218632106191	8.412410843390983	8.871773971246022	8.83219217241757	9.117671523485999	8.768000765249877	9.13693039172888	3.002015092263358	3.3083328294864054	3.3561973723571072	3.289995631613292	2.7665556795752297	2.5892301030501113	2.8780198347116652	3.220033744315124	6.609745464117811	5.921336477433437	6.895388895706729	6.283697918144227	6.588215039164706	2.0242648682197557	1.5183164980346782	1.7121695195706765	1.838025140624502
Q0050	7.995929521708511	7.831837126769764	8.323076464926592	7.130206970739139	6.4842405688005735	8.160510367419567	8.307477791845907	8.551859251389569	7.914892581102297	8.689519764487105	8.47821081311369	9.425309129682937	8.93929830392826	9.677795271612801	6.41573750131383	7.044155852900953	7.72279632842891	7.637268905552336	4.790289491312537	4.416445844649774	5.764282690530599	6.0204788618059215	8.63309550036581	8.46664072431871	7.682183508017526	7.6777054292823514	7.8272803844083185	2.0347101993604544	1.7572104754343312	2.235898509923305	2.6859508493618796
Q0055	7.169528221370911	6.993166635916397	7.234728763217431	5.809809709096388	5.438551825559822	6.6946860322910435	7.0222452048708615	0.2445742294635027	0.3118345931757945	0.37459771056712254	0.39824484643036984	0.5484836546225147	0.5616107137806461	0.41103752975204993	5.219834472101928	5.6964330712942255	6.341596515337765	6.197412307563516	3.856338688048404	3.475665753130394	4.263424692492427	4.574083508001213	7.481240557951079	7.228759868190391	7.20548345771346	6.993166635916397	7.228759868190391	3.117080792609899	2.856804300131727	2.6557892390862707	2.596046498378841
Q0060	2.295694660985591	2.0647030139659783	1.6267291619960988	1.6952565112766385	1.5237415975504986	1.433890955070962	1.558724666651072	2.24468649184619	2.0594808210581808	1.413750882644073	1.2409288391264588	3.699341826095057	2.9058021551826476	1.8954945042775855	0.894601065855437	1.0789248223624046	0.904377624425699	0.9266650172928423	0.8538844164533876	0.8624372435022132	0.8098199733079007	0.8189982538909084	2.7585193478316645	2.3481389080244863	3.3507209539313467	2.637887637373637	2.7893385728069493	0.8599710047169438	0.9199716169288197	0.7976711490847345	0.954325576294455
Q0065	3.8545781800597165	3.6675768122148122	3.3083328294864054	3.1595480662398874	2.9420858728418713	3.118251167178124	3.220033744315124	4.440443264339933	4.073882342470501	3.6365345359614185	3.3304551213520375	6.467132649298106	5.326030439799245	5.084380745890893	1.280668546594957	1.650686436913227	1.3300999158145737	1.4077374134244156	1.3872084003729677	1.498541165109912	1.3696003137913615	1.3162135612666717	4.097040105239257	3.563030937970518	4.561149509162873	4.356020865238346	4.405524783141014	1.6393361490978287	1.9319062910719702	1.7176861595533015	1.6731167126326012
Q0070	1.489797785612193	1.3514342363286047	1.004205369564123	1.0509919723455052	0.9535069825310538	0.8988625225607212	0.8868706740841312	0.5464008427630727	0.4773364695648305	0.4131394444472054	0.41178327705361684	0.10411560865412371	0.40252220887303714	0.2785721402735	0.7770219990565302	0.8234718657291354	0.7460564656973228	0.8127067333295377	0.7634694021266656	0.7178374935828138	0.6747871555625976	0.707369690742344	1.823524216796047	1.5609402698438317	2.194556624628719	1.2913352662345878	1.5232521340436098	0.723731725741241	0.7382097427919292	0.5888967559394473	0.5658624365010498
Q0075	1.7245035195887883	1.6184471035842758	1.1939008328992853	1.409320312489768	1.2316610432389798	1.1932719698755994	1.182424179937643	1.0037571473896514	0.9236220570059148	0.7318749138518573	0.6959187167058312	1.5417567773584575	1.251898668625003	0.8327683486128787	0.8350451430724461	1.0031285007005186	0.831389974392703	0.8909102745032768	0.8495798478255183	0.7831893122957334	0.7658649420351906	0.7574979487114798	1.8809330215793394	1.63131612205309	2.309650069673859	1.7894107119860787	1.8364481886579536	0.689533230340711	0.6915810041048438	0.5761709952019751	0.5196139159186952
Q0080	0.3242061494563272	0.27688854493044196	0.19780123547434766	0.22584400631272386	0.1840877718907294	0.36032544767482366	0.2506330794388326	0.6963316838455941	0.6704942472050175	0.5261006204665526	0.4779409114596589	0.9324618865271602	0.8353785587149113	0.5207135315645959	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.054365244903946654	0.06723706770036474	0.06511979388867306	0.12628717608581289	0.038929739734058055	0.5201636946856775	0.47379653305708536	0.6564524112985067	0.332001932152033	0.40252220887303714	0.4418698184192296	0.636866429345941	0.8160109522277822	0.444045522890658
Q0085	3.475665753130394	3.400935700519169	3.021998183373067	2.196439666780048	2.089557538335789	2.7315121192629155	2.9383268816778667	3.5123050761645196	3.385260486506022	2.9184413393013573	2.9468648303756613	5.151553351268149	4.188931708430072	2.927892428439871	1.5632385245107407	1.7325945527988835	1.4680695477708414	1.4826318643086758	1.2302900830271237	1.162908590610614	1.2568625220429148	1.3288917774696047	2.8301342585153444	2.2799860981777	5.114207994503531	4.353189861298398	4.472001333836484	2.6815188831972714	2.353934357128349	2.7092394285051142	2.437978540181021
Q0092	0.07184775402032201	0.029415751597878334	-0.008311152187684877	0.011089190829528705	0.005773811105296769	-0.007809108752338016	-0.0005833833204564813	0.14482744348700538	0.17975988609599095	0.10494644478496984	0.10246030070760928	0.618856602281112	0.5223921257189765	0.11327535634084275	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.054365244903946654	0.06723706770036474	0.06511979388867306	0.02539961223749677	0.038929739734058055	0.0776970538146873	0.3453939386430118	0.15109064813540124	0.018573404878981858	0.10246030070760928	0.05739812177397464	0.37164851790994813	0.05168536139993621	0.32733456099236186
Q0105	5.862869883434463	5.845854340991659	6.568288964585807	3.781567825713533	3.1693811283639923	4.313045056291725	4.600894287024632	7.779144866243497	7.6777054292823514	8.196583799265213	8.118473135183752	8.768000765249877	8.412410843390983	8.442747344000118	2.6950540751557917	2.8125902252653985	2.8253128196123045	2.9184413393013573	1.991391507958033	1.7099024345984202	2.148029426408676	2.2707860252902994	7.216708079113241	6.341596515337765	6.975077408278061	6.18335616835546	6.663710832433891	0.7110681275338336	0.5557267975916933	0.5692011641352982	0.7402377005814837
Q0110	1.3568361688148305	1.2938622069087886	1.0065136130802348	1.2322123811753587	1.0615459316650984	1.0057639351399013	1.027415677491807	0.8485107309490493	0.7993577334739231	0.7011906235199086	0.7077164784066974	1.3896687409782278	1.1506864550511078	0.8779527933016485	0.6727359236224265	0.7053752326280365	0.6274808535682953	0.6655667542557178	0.6923885148221514	0.6935486212995635	0.6199512487744979	0.6356860003661565	1.6063096097383278	1.3625290131330239	2.2391338607264943	1.5073720140127906	1.5097709620020225	1.027415677491807	0.9618558634359636	0.8538844164533876	1.0084543772329384
Q0115	1.0236266344324487	1.0236266344324487	0.8094661471014455	0.9503888949739463	0.8998270469517922	0.8939642033200644	0.8915156335780474	1.004514712070876	0.9324618865271602	0.7603796001810538	0.7468890188304745	1.8631810175347674	1.4015011597253733	0.9494635059307085	0.4512557923835181	0.6236009287569538	0.36536256325255323	0.6240873323379098	0.6649555724756122	0.6468313922221081	0.6589989657328161	0.6160635677483824	1.1173683569137853	1.0590570659798348	1.4463131744757414	0.9070979497234906	0.938988654642959	0.5117030417349546	0.4884890393080643	0.5310319399981	0.2091087093699222
Q0120	2.5991674479953075	2.481093845262535	1.82319058787925	2.331762874390094	2.001110612399914	1.8643132594125924	1.9328995678360057	3.431911767890056	3.210560844050283	2.001110612399914	1.8959579257455381	5.429915968420845	4.381101013310862	2.926866157875595	0.9074751725004302	1.1932719698755994	0.9913098686142686	1.0397278913691903	1.025963756818711	1.0625301810691234	0.8841503478638127	0.9034148287159447	2.8180219265622943	2.605405603268127	3.339568428474442	2.8038320758532422	2.72812706698633	0.9164160080024946	0.8683377952381734	0.9021750899575208	0.707369690742344
Q0130	4.281327129267812	4.320616846459631	4.1544991998433485	4.0936080920495534	3.3119586178462335	4.0384887464019	4.083833937255967	5.994391235518298	5.978258016537585	5.898421083574158	5.809809709096388	7.67316597340002	6.987479518228259	5.89275941867192	2.000055674840429	2.0603152564569744	1.9171026900373291	1.9385927398365532	1.8503438674172439	1.5023382484931724	1.6265266100970135	1.823524216796047	5.629882057012521	5.601184676840919	4.301388241013671	3.928368727331276	4.334875072048613	0.3424169409188892	0.8123594271161971	0.7649186064997073	0.9121236162421502
Q0140	0.8025121228772572	0.7491674002750874	0.6834981996843632	0.757094056010594	0.6919903791183233	0.6777665098433647	0.6881088017278689	0.6204199858522109	0.5903219836185399	0.5572013747057557	0.46477009632643895	0.7733622669504312	0.693194842168367	0.5372332819196667	0.4131394444472054	0.5080717561627147	0.4984129039627836	0.4499277743875222	0.4274953066242785	0.42901846709448554	0.4461788035765666	0.33850493725407177	0.8363704990888308	0.7918997888802307	1.1147454960375733	0.6869215193599756	0.7092327069975901	0.39597379959843887	0.3671075596798518	0.35712000437583225	0.2385685332694982
Q0142	0.5413697457994179	0.5027696719146055	0.48105953064397666	0.49718979218236137	0.4053884074136771	0.3996255273107284	0.3646222852438685	0.5117030417349546	0.33678970631092847	0.2351965095385567	0.34390534238909165	0.7327155618587636	0.6552060991827248	0.5213342590997749	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.2818358008849934	0.06723706770036474	0.2489416648925268	0.15109064813540124	0.18586035592533104	0.6655667542557178	0.7281818702098921	0.7249728265286343	0.580007707518512	0.5469182934385876	0.5484836546225147	0.0748102753847645	0.05168536139993621	0.07225061366584558
Q0143	0.2760779512525135	0.382218521756245	0.29272595490377895	0.40680210274829065	0.3776865652665918	0.27688854493044196	0.2351965095385567	0.5322542047504792	0.2582686250420561	0.3538663323309392	0.38294661843166744	0.681317910558581	0.5643480776252439	0.5073735463765363	0.08651212918725079	0.36997774198886724	0.041567416715321145	0.2116531725529231	0.06723706770036474	0.06511979388867306	0.02539961223749677	0.2760779512525135	0.5027696719146055	0.5149150458919545	0.47379653305708536	0.1702111123158589	0.3026573453092153	0.05739812177397464	0.0748102753847645	0.05168536139993621	0.07225061366584558
Q0144	0.07184775402032201	0.029415751597878334	-0.008311152187684877	0.32066278107208246	0.20998063060182806	-0.007809108752338016	0.15286941738577312	0.47454343150280187	0.4454682707819951	0.2667924360954355	0.25400500543870513	0.6472316178025689	0.5161275015938369	0.2935499457549783	0.08651212918725079	0.10494644478496984	0.041567416715321145	0.054365244903946654	0.06723706770036474	0.06511979388867306	0.15198644603121902	0.038929739734058055	0.2994380582692576	0.12406931640665302	0.3182395332865162	0.018573404878981858	0.010624115154019943	0.19780123547434766	0.33504114115973677	0.26276487995542747	0.07225061366584558
Q0158	9.396358655913309	8.891690668658846	9.117671523485999	9.101443759654353	8.956104025611879	9.805057292625115	9.805057292625115	9.819641498961985	10.199541120598747	10.280278690157264	10.171459498227641	10.552899691671737	10.171459498227641	10.380967930368602	7.234728763217431	7.7327225049248325	8.455275079419549	8.6642995021941	8.504373212476374	8.434821871571547	8.98404843909703	9.051584127962045	9.172262829644419	9.819641498961985	9.101443759654353	9.112524713799722	8.956104025611879	9.52481585548779	9.471995685274207	9.805057292625115	9.812777547282774
Q0160	2.1720775886731305	1.9131079185615192	1.3702952800476016	1.881264171837932	1.6738484350946745	1.9412167677259387	1.9774503377124475	3.3648071905930736	3.5132934548328913	1.8889412895444084	1.7980902914139287	5.594197852459805	4.274395212925541	1.8465831562389226	1.1567894152982907	1.295901864629967	1.083803735493245	1.09668074432881	1.1853532370632491	1.102008535455219	1.0543695465277225	1.0604980879447903	2.7203105077828407	2.8253128196123045	2.5002915115044266	2.2924337963660157	2.283032536409964	1.006822396662502	1.0555614964794227	0.827187089791005	1.004514712070876
Q0182	0.7213131806368798	0.7099857531263232	0.6394412578338934	0.87212406144714	0.7357455839932083	0.695195591854217	0.7033342161334646	0.8880061602379032	0.8697249442257973	0.7130370742700757	0.6988512991120661	1.315046434477445	1.2160951727147788	0.7770219990565302	0.08651212918725079	0.43795031234458903	0.20636348357965117	0.29013736778844246	0.4585503481113194	0.5201636946856775	0.42243304982170854	0.27688854493044196	0.7961641269669655	0.794357545989913	1.0175199684327345	0.7149695195032305	0.707369690742344	0.05739812177397464	0.0748102753847645	0.2222569322296936	0.07225061366584558
Q0250	5.496421863839884	5.310883878328428	6.077760145565703	5.79706714161067	5.321835094248071	6.231904269880305	6.420164204358091	7.198128032138685	7.27769815307498	7.265310682047243	7.15460653538007	8.352582107985391	7.699781142752989	7.6777054292823514	2.0911539790145577	2.382865413066173	2.284812505529804	2.369475318493415	2.2436261931767105	2.1227317660179015	2.29357865453337	2.331008152073939	6.6132117964292405	5.637427308317436	5.9061188668878	5.6964330712942255	6.031629198620254	1.6101195368011698	1.4515013215929642	1.3120094869788466	1.357093238637974
Q0255	1.0201459941452866	0.9226560606644831	0.8827571949960991	0.8865882059721394	0.8621328557902594	0.894601065855437	0.9115523589588224	0.6884716899080732	0.6344462778162208	0.5775789688553062	0.5234740095588416	0.7753720462014426	0.7273984428156862	0.631319351283296	0.6570747776836745	0.755529745016853	0.6525846337289598	0.6512577311349899	0.6032366703699997	0.6022355860112623	0.6649555724756122	0.606463475652012	1.0898288520682453	1.0714517132720627	1.500900979224077	0.989191980346849	1.1521760248375894	0.5293844683206794	0.589384569449884	0.3110533168224849	0.3860537584320394
Q0275	4.2535189859670375	4.268580058995462	3.884587446503864	5.219834472101928	4.577753257127014	5.206151421249244	5.269257439463912	4.735339122894316	4.387872653029509	4.091152378277114	4.032566056248245	6.6132117964292405	5.505269729727541	5.123519001666763	1.7382770617722323	1.9617155511131474	1.6562316606835017	1.704762294378599	2.380150036722172	2.2562701359516435	2.2307641931138216	2.200116393892349	5.7350097112637926	4.964737367963922	4.574083508001213	4.464138720368462	4.534167275170589	0.9353088191999785	0.9406949479641216	0.9010634428551558	0.8755715131463493
Q0285	1.0366732927932352	0.9419869558099904	0.8689935658125737	0.9748116623065421	0.8212563065464553	0.755529745016853	0.7759456427273681	0.643592919918347	0.6245602546499817	0.5413697457994179	0.4499277743875222	0.8172787464492939	0.7795967607280236	0.58391998782257	0.5685180611458917	0.680334374227396	0.6126384216509586	0.5658624365010498	0.2994380582692576	0.6226817314806106	0.4701069672988748	0.4923931415807441	1.2712799362965919	1.1227900644113653	1.6214477335726754	0.9913098686142686	1.0279679621525177	0.17273114192088365	0.0748102753847645	0.2081978925092704	0.2377674912671586
Q0297	0.7892862996768931	0.7693347707752959	0.7175071804263355	0.7175071804263355	0.6923885148221514	0.6497093528782879	0.671380232196181	0.6629938302403964	0.6455695385178963	0.6204199858522109	0.5966058325216826	0.8035255052839377	0.7539823913425328	0.680334374227396	0.5003363417104669	0.5003363417104669	0.37459771056712254	0.5977649761232726	0.5122477069833963	0.567044210286691	0.3327291998375489	0.41991153096898326	0.849881212489586	0.952156300092845	0.8107858346614554	0.708436578497933	0.7799215184639495	0.594413626154197	0.4165730420613326	0.401841753269969	0.48444264554332894
RDN18-1	11.746071809201743	11.746071809201743	11.237759902083965	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	12.573847217818859	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	12.573847217818859	11.746071809201743	11.746071809201743	11.746071809201743	12.573847217818859	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743
RDN25-1	12.573847217818859	12.573847217818859	11.746071809201743	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	11.746071809201743	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	11.746071809201743	12.573847217818859	12.573847217818859	12.573847217818859	11.746071809201743	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965
RDN37-1	9.76669227681463	7.699781142752989	2.6761626917860566	7.27769815307498	8.056476510665892	7.682183508017526	8.970719208561526	9.319358897355142	10.574262456909707	3.7498196134981345	4.256037020389024	10.912307204971501	9.959292194791908	3.871726878721533	10.81015640473891	10.912307204971501	10.522352049194033	10.912307204971501	11.00159888932874	11.00159888932874	11.00159888932874	10.912307204971501	7.394035940132895	10.844656263224461	10.641639102468298	10.912307204971501	9.52481585548779	9.13693039172888	8.970719208561526	8.402473079183633	8.352582107985391
RDN5-1	10.142519078392704	9.819641498961985	9.76669227681463	9.812777547282774	9.812777547282774	10.552899691671737	10.199541120598747	9.812777547282774	9.718308625307394	8.99530320116057	9.677795271612801	9.805057292625115	10.199541120598747	9.094002106928592	9.52481585548779	8.98404843909703	8.434821871571547	8.442747344000118	9.805057292625115	9.425309129682937	9.112524713799722	9.76669227681463	10.464779104646581	10.171459498227641	9.852400593668355	9.319358897355142	9.101443759654353	4.434500900084604	4.797675999036535	1.8132040557997715	2.7859890834411933
RDN5-2	8.488234787372901	9.375927700976172	8.6642995021941	9.805057292625115	9.805057292625115	4.451413864625257	9.76669227681463	4.412980926090814	4.334875072048613	10.199541120598747	9.375927700976172	9.125946274349847	5.690900092936525	10.117553934834259	9.852400593668355	10.171459498227641	10.142519078392704	10.171459498227641	10.574262456909707	10.464779104646581	10.464779104646581	9.852400593668355	7.15460653538007	7.822970241615458	6.41573750131383	9.13693039172888	9.375927700976172	2.888297092296779	3.4119857314041155	2.312557771902391	3.133776829970021
RDN58-1	11.237759902083965	11.237759902083965	12.573847217818859	10.912307204971501	11.00159888932874	11.00159888932874	10.844656263224461	11.00159888932874	11.237759902083965	11.00159888932874	11.00159888932874	11.00159888932874	10.912307204971501	11.00159888932874	9.375927700976172	9.425309129682937	9.051584127962045	9.051584127962045	10.171459498227641	9.852400593668355	9.812777547282774	9.819641498961985	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	8.71953309481113	8.020791325790096	8.307477791845907	8.160510367419567
RME2	1.793387141377927	1.7234132347738287	4.159522727530136	1.7998549281295704	1.8621745052873597	2.9206158074055635	2.897354329846885	1.6125525588231224	1.7411013528805324	4.266541637199937	4.3077137918307145	1.017306233903963	1.5791660811263242	0.9942574844284441	2.1044994661715775	1.9389618087709106	3.2027544569151765	3.170207767886935	1.901697990366568	2.1136440933806178	3.297356230902426	3.508009486742802	1.4669568166348803	1.24741431804133	1.8341363836587008	3.9472911763865235	3.7909740974776027	4.357783861344105	4.790289491312537	5.342706711427809	5.211973955853135
RME3	0.9058465046974675	0.9274334436980227	1.3865529091342668	0.931344610125167	0.982826323329024	1.5955722853176582	1.5931306881880185	1.0297661020960756	1.0789248223624046	2.078419086918585	2.103911418952226	0.9737398981179158	1.085924239344241	1.3872084003729677	0.9483270984429537	0.9193914464984714	1.146324935693401	1.2095497764982577	0.9363513661003555	0.9573291110700695	1.588186734159945	1.5703530468883902	0.9281979309690096	0.8956556887395885	1.0911434727217342	1.8343693032385668	1.8313115587341562	0.05739812177397464	0.0748102753847645	0.05168536139993621	0.07225061366584558
RNA170	0.7969217545671694	0.8443401581218037	0.7816791308210321	0.7023033096131384	0.7048416679147493	0.6489281862788827	0.6398770596186578	0.8392490947821156	0.9587247590326333	0.8280128102209814	0.8475495401311928	1.4396230739025615	1.5795501471616988	0.9985801631474157	0.8507753593602431	0.8319350059758738	0.7852193854761859	0.7126958523477619	0.6512577311349899	0.6996539401835988	0.6557617739994056	0.617894412906065	0.7996638622636508	0.7000733406631053	1.029298818094028	0.9121236162421502	0.8377558530770033	0.05739812177397464	0.7856138437764383	0.46605496690945786	0.7721249037382876
