ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	5
ICR1	256
IRT1	852
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	279
NME1	165
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	2
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	107
RME3	0
RNA170	39
RPR1	49
RUF20	945
RUF21	158
RUF22	1
RUF23	8
RUF5-1	0
RUF5-2	0
SCR1	169
SRG1	2825
YAL001C	1933
YAL002W	953
YAL003W	16203
YAL004W	0
YAL005C	5558
YAL007C	3734
YAL008W	2121
YAL009W	811
YAL010C	895
YAL011W	341
YAL012W	1951
YAL013W	669
YAL014C	830
YAL015C	1082
YAL016C-A	37
YAL016C-B	41
YAL016W	5258
YAL017W	1243
YAL018C	8
YAL019W	1278
YAL019W-A	1
YAL020C	261
YAL021C	1155
YAL022C	1020
YAL023C	3562
YAL024C	411
YAL025C	4561
YAL026C	1527
YAL026C-A	356
YAL027W	1410
YAL028W	252
YAL029C	3583
YAL030W	943
YAL031C	540
YAL031W-A	39
YAL032C	395
YAL033W	1992
YAL034C	558
YAL034C-B	140
YAL034W-A	584
YAL035W	5384
YAL036C	1599
YAL037C-A	44
YAL037C-B	2268
YAL037W	647
YAL038W	17767
YAL039C	937
YAL040C	844
YAL041W	1029
YAL042C-A	0
YAL042W	2798
YAL043C	620
YAL044C	8489
YAL044W-A	1395
YAL045C	10
YAL046C	598
YAL047C	541
YAL047W-A	2
YAL048C	381
YAL049C	1466
YAL051W	924
YAL053W	2596
YAL054C	898
YAL055W	1245
YAL056C-A	37
YAL056W	2352
YAL058W	650
YAL059C-A	0
YAL059W	2554
YAL060W	3541
YAL061W	2060
YAL062W	337
YAL063C	322
YAL063C-A	33
YAL064C-A	61
YAL064W	23
YAL064W-B	15
YAL065C	25
YAL066W	7
YAL067C	207
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	7485
YAR002W	2309
YAR003W	1691
