ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	1
ICR1	116
IRT1	3425
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	1280
NME1	288
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	1
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	337
RME3	0
RNA170	65
RPR1	241
RUF20	652
RUF21	107
RUF22	2
RUF23	12
RUF5-1	0
RUF5-2	0
SCR1	1362
SRG1	1969
YAL001C	1534
YAL002W	1047
YAL003W	45901
YAL004W	0
YAL005C	5423
YAL007C	2293
YAL008W	3530
YAL009W	588
YAL010C	1238
YAL011W	324
YAL012W	191
YAL013W	1632
YAL014C	880
YAL015C	985
YAL016C-A	28
YAL016C-B	61
YAL016W	6096
YAL017W	1267
YAL018C	11
YAL019W	493
YAL019W-A	0
YAL020C	384
YAL021C	727
YAL022C	1088
YAL023C	969
YAL024C	263
YAL025C	3800
YAL026C	846
YAL026C-A	468
YAL027W	1752
YAL028W	195
YAL029C	4694
YAL030W	3816
YAL031C	488
YAL031W-A	57
YAL032C	1241
YAL033W	909
YAL034C	1128
YAL034C-B	200
YAL034W-A	323
YAL035W	5936
YAL036C	1567
YAL037C-A	11
YAL037C-B	389
YAL037W	409
YAL038W	2865
YAL039C	5473
YAL040C	649
YAL041W	736
YAL042C-A	0
YAL042W	2306
YAL043C	639
YAL044C	20685
YAL044W-A	4294
YAL045C	15
YAL046C	2709
YAL047C	414
YAL047W-A	0
YAL048C	545
YAL049C	3596
YAL051W	754
YAL053W	6148
YAL054C	5790
YAL055W	1673
YAL056C-A	90
YAL056W	3060
YAL058W	912
YAL059C-A	0
YAL059W	1648
YAL060W	16452
YAL061W	1206
YAL062W	4221
YAL063C	713
YAL063C-A	36
YAL064C-A	156
YAL064W	7
YAL064W-B	32
YAL065C	23
YAL066W	0
YAL067C	297
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	6880
YAR002W	3383
YAR003W	1022
