ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	0
HRA1	4
ICR1	210
IRT1	1286
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	484
NME1	74
PWR1	0
Q0010	0
Q0017	0
Q0020	0
Q0032	0
Q0045	0
Q0050	0
Q0055	0
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	0
Q0160	0
Q0182	0
Q0250	0
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	5
RDN5-2	0
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	377
RME3	0
RNA170	44
RPR1	120
RUF20	912
RUF21	254
RUF22	1
RUF23	6
RUF5-1	0
RUF5-2	0
SCR1	328
SRG1	1470
YAL001C	1380
YAL002W	768
YAL003W	37307
YAL004W	0
YAL005C	5491
YAL007C	2800
YAL008W	2727
YAL009W	552
YAL010C	1026
YAL011W	387
YAL012W	364
YAL013W	1097
YAL014C	663
YAL015C	1100
YAL016C-A	35
YAL016C-B	87
YAL016W	6225
YAL017W	1116
YAL018C	45
YAL019W	426
YAL019W-A	0
YAL020C	296
YAL021C	704
YAL022C	870
YAL023C	1630
YAL024C	320
YAL025C	3133
YAL026C	699
YAL026C-A	607
YAL027W	1490
YAL028W	213
YAL029C	3710
YAL030W	2638
YAL031C	391
YAL031W-A	68
YAL032C	1171
YAL033W	997
YAL034C	1000
YAL034C-B	248
YAL034W-A	554
YAL035W	3966
YAL036C	1149
YAL037C-A	34
YAL037C-B	836
YAL037W	369
YAL038W	2747
YAL039C	2737
YAL040C	457
YAL041W	676
YAL042C-A	1
YAL042W	1963
YAL043C	511
YAL044C	13329
YAL044W-A	3348
YAL045C	21
YAL046C	2617
YAL047C	424
YAL047W-A	0
YAL048C	275
YAL049C	2907
YAL051W	525
YAL053W	5037
YAL054C	1212
YAL055W	1749
YAL056C-A	83
YAL056W	2519
YAL058W	649
YAL059C-A	0
YAL059W	1765
YAL060W	15788
YAL061W	1334
YAL062W	1233
YAL063C	644
YAL063C-A	46
YAL064C-A	92
YAL064W	6
YAL064W-B	8
YAL065C	7
YAL066W	2
YAL067C	224
YAL067W-A	1
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	9494
YAR002W	2491
YAR003W	1057
