Gene	SRR1027846	SRR1027847	SRR1027848	SRR1027849	SRR1027850	SRR1027851
ETS1-1	4.036302961834079	5.8812847249855835	3.963759519328169	4.468786538519117	3.4296909618416516	4.24632166933575
ETS2-1	0.4664015668583501	0.8569121719360124	0.51703037565539	0.6608989890776403	0.43106630907011145	0.5830511900126061
HRA1	0.5501354106719671	0.6649555724756122	0.6027686139158706	0.5183650748209939	0.7885627234781627	0.7048416679147493
ICR1	0.7504586126648863	0.6655667542557178	0.575671055229555	0.65299961809661	0.8204998337036701	0.7277450765966849
IRT1	0.9730493947980918	1.1100513181197826	0.9161474063001989	1.0482426265734839	1.3129462446051345	0.7480207626498231
ITS1-1	3.688422728620983	3.7753460665728644	2.7315121192629155	2.9460629072546602	2.5673887512275444	3.730083047869277
ITS2-1	5.8163593077011475	5.7837605181983704	5.188912633503921	5.105440806954331	4.796336142331963	5.683399443969515
LSR1	1.5703530468883902	1.6520974455472406	1.7741012237337048	1.611817667921866	0.9818580422591981	1.0133313568201237
NME1	0.8206542118416223	1.077169537786969	0.9509979868876717	1.1107469706280324	0.6858311557308775	1.1107469706280324
PWR1	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0010	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0017	0.038929739734058055	0.13477200237322648	0.05168536139993621	0.19472365500364136	0.18839661367524038	0.07355041870312248
Q0020	0.36381034393528616	0.8606975734295788	0.36032544767482366	0.7721249037382876	0.3110533168224849	0.8686853116738152
Q0032	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0045	0.038929739734058055	1.4238187751725748	0.3461487862982448	0.7318749138518573	0.5446800703115714	1.6247537810894277
Q0050	0.038929739734058055	1.048005586328106	0.2810066299516078	0.5469182934385876	0.3167491923167039	0.9123594586163369
Q0055	0.038929739734058055	1.1571934542594546	0.21082087064900992	0.62218124939354	0.2918540556418754	1.2660622250629714
Q0060	0.038929739734058055	0.5234740095588416	0.05168536139993621	0.2850839514749469	0.3461487862982448	0.48105953064397666
Q0065	0.038929739734058055	1.3551357583147587	0.05168536139993621	0.6060420982838138	0.4596251200645816	1.23905627276068
Q0070	0.038929739734058055	1.286963874401182	0.16587765858303782	0.8327683486128787	0.45251140107990856	1.48373483109924
Q0075	0.038929739734058055	1.0645447734131879	0.20998063060182806	0.406121960063705	0.29272595490377895	0.9782114738024509
Q0080	0.038929739734058055	0.13477200237322648	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.2710396601910656
Q0085	0.038929739734058055	0.2445742294635027	0.05168536139993621	0.22038898039653138	0.2222569322296936	0.216950473702504
Q0092	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0105	0.038929739734058055	0.252291788408143	0.295247978592439	0.2935499457549783	0.23429354208999648	0.07355041870312248
Q0110	0.038929739734058055	0.8147114265620764	0.05168536139993621	0.5532040952951327	0.5746301193985393	0.8153761038549789
Q0115	0.038929739734058055	0.5249623660451517	0.05168536139993621	0.22319517240113806	0.23135405751180582	0.3250119806994465
Q0120	0.038929739734058055	0.6855671958831425	0.05168536139993621	0.2401792205849245	0.2960782518472586	0.7218137655439621
Q0130	0.038929739734058055	0.39630880564982274	0.35207494235016	0.39630880564982274	0.2825998920652203	0.6141669250256355
Q0140	0.038929739734058055	0.18323802797231542	0.2177823064502422	0.33344452374381367	0.16148174010573182	0.3257970709724204
Q0142	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.17843371332173752	0.07355041870312248
Q0143	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.18839661367524038	0.07355041870312248
Q0144	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0158	0.4239080135690584	3.591189987858825	0.7950695989513628	1.9308375276575502	1.1554737198012242	3.123353560859032
Q0160	0.038929739734058055	0.5080717561627147	0.16767766916029994	0.5111485015953311	0.3159814403986993	0.21858354089147194
Q0182	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0250	0.038929739734058055	0.1789035361593941	0.2960782518472586	0.2177823064502422	0.044998998569700396	0.23048617174591496
Q0255	0.038929739734058055	0.17698262878082258	0.16317978875846423	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0275	0.038929739734058055	0.37534598537785985	0.29865439759317475	0.3257970709724204	0.22129708048661884	0.4124612053080188
Q0285	0.038929739734058055	0.1641123221332098	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
Q0297	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
RDN18-1	6.077760145565703	6.390453889385295	5.501020347462963	5.719306698027738	4.87605932729867	5.952100171391654
RDN25-1	10.912307204971501	10.844656263224461	10.844656263224461	10.81015640473891	10.522352049194033	10.552899691671737
RDN37-1	1.075520357254512	1.1655488217239491	1.1932719698755994	1.5540584040074243	1.260884657025905	2.1923731709994696
RDN5-1	2.5673887512275444	3.170207767886935	2.097019709045305	3.738069651083431	1.9774503377124475	2.9246030864342725
RDN5-2	0.038929739734058055	0.03303789589640242	0.05168536139993621	0.054365244903946654	0.044998998569700396	0.07355041870312248
RDN58-1	4.407476367276523	4.385710241705577	3.938209859249115	4.008220395273493	2.3681039251099754	4.557809981052351
