Gene	SRR945046	SRR945047	SRR945048	SRR945049	SRR945050	SRR945051	SRR945052	SRR945053	SRR945054	SRR945055	SRR945056	SRR945057
ETS1-1	4.5254686938241555	3.9216960178377107	4.097040105239257	2.159626994788114	2.2455545352241177	2.33322763555672	1.623527486919616	2.4260628678593834	1.3941567035704758	1.0402883814425976	1.0263352573221465	1.0250980772409333
ETS2-1	0.519012995359969	0.41809877104686266	0.47702622927533	0.3975151297832928	0.37387252367383783	0.2884592020334769	0.2850839514749469	0.21248314192294807	0.2428725182314416	0.20464491362446646	0.3289218734151451	0.16979250352048755
HRA1	0.6121137823197269	0.6570747776836745	0.6282870540334032	0.5143957454941378	0.49388078166180305	0.5809675954241957	0.615517346053631	0.5341550385466125	0.6042245827787812	0.5386222562223394	0.5441543021045406	0.5701673821096738
ICR1	0.8544234081647695	0.8962460347578071	0.8936150797318404	0.7875733845849976	0.7518197063446945	0.792738820596042	0.8504834830773427	0.8906720018662148	0.8850775946086079	0.7783676832734342	0.7983323225574993	0.784823585003687
IRT1	0.7142992389998066	0.7412483470140416	0.6808264437513107	0.7456878211380533	0.7889168543702989	0.708436578497933	0.7000733406631053	0.7859255125399847	0.6816973740221604	0.6522046386630407	0.6851294513494717	0.6055903552183867
ITS1-1	1.4424335473543528	1.4212511101597605	1.3054672365768512	0.8991250833575694	0.897260499424777	0.893319988336775	0.8747525941770091	1.3464243242063607	0.8472362565758081	0.589384569449884	0.6394412578338934	0.6094373457896068
ITS2-1	1.9176925829077895	1.9719388738045716	1.9545018258897104	1.0925708299915189	0.9246737224747658	1.265769505566802	1.372294235541082	2.2420725868204663	1.115666018097218	0.832491997379693	0.8098199733079007	0.8208706817288296
LSR1	0.8613093160049995	0.8212563065464553	0.8123594271161971	0.7427275818119887	0.7088185628369598	0.7835417076682942	0.7852193854761859	0.8215637443899415	0.7910167738632395	0.7717836856633524	0.7498178338046669	0.7088185628369598
NME1	0.5067789372920837	0.4701069672988748	0.44770224615182713	0.23223428275190774	0.31975824705013556	0.19190710079273518	0.5356875528972419	0.5751585640445531	0.4318143100194289	0.18926521484097947	0.21858354089147194	0.3289218734151451
PWR1	0.4454682707819951	0.410186117658609	-0.011379939197618379	0.19780123547434766	-0.00621905228643709	-0.011379939197618379	0.22788627666264868	0.0076908142936565095	-0.012427381691495102	0.008659498663359806	0.004790794407614947	-0.0005833833204564813
Q0010	0.002374995763083624	-0.007809108752338016	-0.011379939197618379	0.054365244903946654	-0.00621905228643709	-0.011379939197618379	-0.005713841611974654	0.0076908142936565095	-0.012427381691495102	0.008659498663359806	0.004790794407614947	-0.0005833833204564813
Q0017	0.002374995763083624	-0.007809108752338016	-0.011379939197618379	0.03392418827092454	-0.00621905228643709	-0.011379939197618379	-0.005713841611974654	0.0076908142936565095	-0.012427381691495102	0.008659498663359806	0.004790794407614947	-0.0005833833204564813
Q0020	0.5397018892973792	0.3415689701232655	0.4725985543930875	0.4566893599701294	0.39824484643036984	0.48314195760900575	0.3242061494563272	0.4084756005172566	0.40457079215365893	0.35016325576436713	0.3791600563319566	0.34076539758214686
Q0032	0.002374995763083624	-0.007809108752338016	-0.011379939197618379	-0.01835647554010114	-0.00621905228643709	-0.011379939197618379	-0.005713841611974654	0.0076908142936565095	-0.012427381691495102	0.008659498663359806	0.004790794407614947	-0.0005833833204564813
Q0045	0.22129708048661884	0.09238676257027824	0.14222119382801404	0.34858953239622353	0.34858953239622353	0.4003369059929549	0.09828853272506267	0.08144398764071431	0.12190384823502498	0.43106630907011145	0.4960102775453341	0.4003369059929549
