Gene	SRR953535	SRR953536	SRR953537	SRR953538	SRR953539	SRR953540	SRR953541
ETS1-1	10.641639102468298	10.641639102468298	10.464779104646581	7.759289161437836	9.074166953787508	8.723349230426791	9.76669227681463
ETS2-1	3.928368727331276	2.1835159134275344	2.0763784418469586	1.6854374279542974	1.443759791207323	0.6257027539932151	2.227381427117833
HRA1	0.681317910558581	0.5857991284964661	0.5441543021045406	0.5562005816423163	0.46797310730781577	0.6257027539932151	0.4411858620124387
ICR1	1.4635584383856446	1.623527486919616	1.48373483109924	1.135380659113355	2.6095724627231514	1.0804825165446275	2.3915423768985846
IRT1	2.2265963074166786	1.3072522166998293	1.314134634087261	1.2081516883525711	2.22556986100495	1.1689614482388622	2.262988887877396
ITS1-1	9.959292194791908	9.819641498961985	8.83219217241757	6.300379556567287	10.117553934834259	6.467132649298106	9.812777547282774
ITS2-1	8.290547952733746	8.911328416205382	6.6946860322910435	9.52481585548779	10.574262456909707	9.52481585548779	10.641639102468298
LSR1	11.237759902083965	11.237759902083965	11.237759902083965	11.746071809201743	10.844656263224461	12.573847217818859	10.844656263224461
NME1	5.594197852459805	4.583646507864212	3.9903989475338824	1.3366125143691017	1.073715443372318	1.3427710058896039	1.294598580774264
PWR1	0.6443474910865785	0.7066668631962603	0.4773364695648305	0.5562005816423163	0.9851639931550342	0.6257027539932151	0.929686486637006
Q0010	0.13295298110658083	0.16587765858303782	0.19527088259351297	0.5562005816423163	0.46797310730781577	0.6257027539932151	0.4411858620124387
Q0017	0.13295298110658083	0.0249455533054445	0.19527088259351297	0.5562005816423163	0.46797310730781577	0.6257027539932151	0.4411858620124387
Q0020	9.819641498961985	10.171459498227641	9.852400593668355	1.3710100815391915	1.7347940284086718	1.0898288520682453	3.303047795723412
Q0032	0.13295298110658083	0.0249455533054445	0.19527088259351297	0.5562005816423163	0.46797310730781577	0.6257027539932151	0.4411858620124387
Q0045	6.818983181604782	8.99530320116057	8.090937628233153	1.761528054872612	2.888297092296779	2.3840102142096153	3.161770939471084
Q0050	9.677795271612801	10.464779104646581	10.380967930368602	2.0219779754622644	8.434821871571547	3.6675768122148122	8.689519764487105
Q0055	8.911328416205382	9.677795271612801	9.819641498961985	4.2429226017053105	8.044120634747022	5.300869040247081	8.558169508699493
