Gene	SRR6426322	SRR6426323	SRR6426324	SRR6426325	SRR6426326	SRR6426327	SRR6426328	SRR6426329	SRR6426330	SRR6426331	SRR6426332	SRR6426333	SRR6426334	SRR6426335	SRR6426336	SRR6426337	SRR6426338	SRR6426339	SRR6426340	SRR6426341	SRR6426342	SRR6426343	SRR6426344	SRR6426345
ETS1-1	0.8606975734295788	0.804032479127476	0.8169977272231296	0.9302827804398033	0.8644160334495751	0.832491997379693	0.9615348663392158	0.9722034559835395	0.8699824610482473	0.874127632036666	0.7677272722686732	0.8677021040273802	0.8031571360936979	0.838263260781645	0.7693347707752959	0.8189982538909084	0.9376233609444846	0.8922610650053697	0.9618558634359636	0.9355611998651803	0.9010634428551558	0.886334230521274	0.7955241314384575	0.9164160080024946
ETS2-1	0.2998190517646085	0.18235940476747695	0.22912859832719223	0.18189528155165693	0.22869036810030596	0.14482744348700538	0.11371483153843422	0.24328673330402797	0.03483376938860426	0.03483376938860426	0.24801857093942342	0.026306035910472876	0.12836257637830245	0.02539961223749677	0.12106887432450303	0.20158501075129368	0.033477151136976746	0.22038898039653138	0.037168380166790846	0.270198486933949	0.16148174010573182	0.17698262878082258	0.2116531725529231	0.21653541637934948
HRA1	0.5167122529695116	0.5021547946305174	0.47855923799327377	0.5952723510172941	0.44770224615182713	0.5015119274236267	0.5234740095588416	0.5341550385466125	0.5484836546225147	0.5819810943978373	0.3860537584320394	0.43478578545936736	0.410186117658609	0.5015119274236267	0.2834626217739799	0.5361896318494417	0.5315816374076917	0.479205044214121	0.5766481620575882	0.45790906003266685	0.43336761031276416	0.5293844683206794	0.3975151297832928	0.5562005816423163
ICR1	0.9078173045836031	0.9656027772078855	0.9146068499110289	0.9452014833889766	0.9443910617240242	1.027415677491807	0.927923912190785	1.0019933544279147	0.9835706714561551	1.0789248223624046	0.9246737224747658	1.0223672566736723	0.9666333603794421	0.9368399582311133	0.962785136912176	0.9532722836168845	0.9830928534222654	1.0409150570591736	1.078686699452516	1.0680549051916126	1.1814485607104064	1.0804825165446275	1.076546546484356	1.1183139455633473
IRT1	0.7487599495941222	0.827636594043872	0.758492713051962	0.7427275818119887	0.7535988735485799	0.7613723752648174	0.7266250035208726	0.7744499811378334	0.8063237854509726	0.777716172713928	0.7845026749382638	0.7156234166724875	0.7574979487114798	0.7802549391495825	0.7473548703201256	0.7662448835381191	0.7996638622636508	0.7802549391495825	0.8081941304396619	0.8264516754861073	0.8228944682595114	0.7786976884204939	0.8015314364428036	0.7983323225574993
ITS1-1	0.6004609080798773	0.6735613781581412	0.6425897956297286	0.6493002134860963	0.7026340828922892	0.5746301193985393	0.6917884006878711	0.716988059776866	0.7466831219938838	0.6637089958921949	0.5891421395801523	0.5870576138736215	0.5618920047582283	0.6037500251175827	0.5761709952019751	0.5397018892973792	0.6646273649322009	0.5841357172339412	0.6009289573613475	0.635252571212058	0.6213352922730313	0.5993340729502326	0.5582548225107149	0.6497093528782879
ITS2-1	0.6879289165579359	0.7088185628369598	0.7342950386734262	0.7738584016636085	0.7939611966703408	0.7349286673838508	0.7317226773034462	0.7617928841902897	0.7878306369690449	0.7759456427273681	0.7650715444681058	0.7405835483578995	0.6425897956297286	0.6499324636524655	0.6938952080055778	0.7352621973660436	0.6646273649322009	0.5855532736648599	0.5790284656813238	0.6160635677483824	0.6121137823197269	0.6747871555625976	0.6592867430939252	0.6134205649381752
LSR1	0.8578670297621598	0.8424002964304235	0.8319350059758738	0.8316753871885318	0.876125319931597	0.826127904557338	1.0470982094889185	0.9967558638356686	0.9229124758316769	0.8689935658125737	0.8839212189147913	0.908369276941466	0.7793018810467888	0.8123594271161971	0.886334230521274	0.8004788721094613	0.7408883092393593	0.7302479465131955	0.6860824062348252	0.6493002134860963	0.6022355860112623	0.6557617739994056	0.5521116404009705	0.5547901194855038
NME1	0.41481650097483846	0.4318143100194289	0.4246520530728335	0.4184863890541406	0.41625469991381825	0.4084756005172566	0.46539492567081775	0.4355832268470949	0.37459771056712254	0.32812055365981685	0.44051266438538467	0.3678323817436593	0.3586259894623447	0.32242536387829723	0.3453939386430118	0.4596251200645816	0.5537454882743363	0.49305498645995616	0.3026573453092153	0.37164851790994813	0.33925359184484793	0.3342275463297448	0.2818358008849934	0.2514702973792402
PWR1	0.026306035910472876	0.022243316456049513	0.025854406726791568	0.026306035910472876	0.02808323346422211	0.023155222641250334	0.017631154384864088	0.018101956312748014	0.03483376938860426	0.03483376938860426	0.028968907923791858	0.026306035910472876	0.030338093591575806	0.02539961223749677	0.025854406726791568	0.02987692259472706	0.033477151136976746	0.03849849923610589	0.037168380166790846	0.035279500446667944	0.041124958386577766	0.048118411468643166	0.03392418827092454	0.04068125718470259
