Gene	ERR2682199	ERR2682200	ERR2682201	ERR2682202	ERR2682203	ERR2682204	ERR2682205	ERR2682206	ERR2682207	ERR2682208	ERR2682209	ERR2682210	ERR2682211	ERR2682212	ERR2682213	ERR2682214	ERR2682215	ERR2682216	ERR2682217	ERR2682218	ERR2682219	ERR2682220	ERR2682221	ERR2682222	ERR2682223	ERR2682224	ERR2682225	ERR2682226	ERR2682227	ERR2682228	ERR2682229	ERR2682230
Q0075	0.1641123221332098	0.361989692784645	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.4719676881004735	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.48314195760900575	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0080	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.43336761031276416	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0085	0.3874825560150803	0.3646222852438685	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.3975151297832928	0.5143957454941378	0.3594340560827053	0.16457913525184747	0.16457913525184747	0.3890190770169831	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.6655667542557178	0.6460979971499846	0.6584399533770591	0.6759014424347112	0.4411858620124387	0.5877742088289648	0.4386636308947014	0.4318143100194289	0.5213342590997749	0.5178258176887418	0.15369910436537595	0.16058354857499502
Q0092	0.45190030509058	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0105	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.3776865652665918	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.3996255273107284	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.3844484752166766	0.3874825560150803	0.41178327705361684	0.13603884044787912	0.15153979915869764	0.6891570261348727	0.5638553956092044	0.6542801666514044	0.6493002134860963	0.46797310730781577	0.14975849789595788	0.14136857258893532	0.444045522890658	0.1549442179228085	0.39824484643036984	0.15369910436537595	0.4084756005172566
Q0110	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.43795031234458903	0.15751503749533272	0.4673378023966709	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0115	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.4891778896442357	0.48314195760900575	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0120	0.1641123221332098	0.15286941738577312	0.36381034393528616	0.3594340560827053	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.4461788035765666	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.58727756212579	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.42901846709448554	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0130	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.557694492414548	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.48511880657482453	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.6377252827176474	0.6534673012745752	0.6472316178025689	0.6381422854777505	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.5419077702183329	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0140	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.35312142108541794	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.4838253978694283	0.5033556828577597	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.4719676881004735	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.5223921257189765	0.401841753269969	0.15369910436537595	0.16058354857499502
Q0142	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.39824484643036984	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.444045522890658	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.46477009632643895	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0143	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.42901846709448554	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.4314369070795695	0.15198644603121902	0.38569415759898035	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0144	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0158	0.8590976917728772	0.8199479288392396	0.8238503089051317	0.8677021040273802	0.7588446364791922	0.7363840960855123	0.7711101213283064	0.762194488857729	0.7976711490847345	0.7655219986765288	0.7790251573989402	0.7770219990565302	0.7875733845849976	0.7822860056713643	0.755529745016853	0.7822860056713643	0.7807478987442038	0.8234718657291354	0.7766687956308969	0.8116599760107759	2.860527174399083	3.002015092263358	2.8093030163528803	2.7515201120366237	0.8587677141755604	0.8575383665791803	0.8330679527165431	0.8590976917728772	0.7916112239034648	0.8507753593602431	0.8650746418795932	0.8286326204786922
Q0160	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.37689343602727327	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.4626138975914746	0.1570937506772226	0.14975849789595788	0.382218521756245	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0182	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.1549442179228085	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0250	0.1641123221332098	0.3671075596798518	0.361989692784645	0.5015119274236267	0.3784333000638255	0.1663218110885194	0.372416159770899	0.16979250352048755	0.41991153096898326	0.16722359859766345	0.16722359859766345	0.39049370778711595	0.5795662975774694	0.16457913525184747	0.5149150458919545	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.5795662975774694	0.4411858620124387	0.6489281862788827	0.682195041444372	0.6589989657328161	0.5913513843343858	0.4947753174049054	0.557694492414548	0.5819810943978373	0.5993340729502326	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.5277041886583345
Q0255	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.1465673498487981	0.14613084867733778	0.4261388880847253	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0275	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.5731576639557814	0.15970639612429635	0.1663218110885194	0.15751503749533272	0.39297515425039836	0.16058354857499502	0.4596251200645816	0.45790906003266685	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.15153979915869764	0.6996539401835988	0.6629938302403964	0.6421947082582729	0.5441543021045406	0.1570937506772226	0.4605189622348883	0.14136857258893532	0.1549442179228085	0.38294661843166744	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0285	0.1641123221332098	0.15286941738577312	0.4719676881004735	0.14794429619722718	0.15970639612429635	0.1663218110885194	0.4838253978694283	0.16979250352048755	0.48511880657482453	0.16722359859766345	0.16722359859766345	0.35712000437583225	0.16457913525184747	0.16457913525184747	0.38374562263703127	0.16234463637236013	0.15751503749533272	0.15198644603121902	0.13603884044787912	0.4626138975914746	0.5027696719146055	0.1465673498487981	0.48105953064397666	0.479205044214121	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.16058354857499502
Q0297	0.1641123221332098	0.15286941738577312	0.14975849789595788	0.3586259894623447	0.15970639612429635	0.3922958438433781	0.15751503749533272	0.16979250352048755	0.3814879418882996	0.5027696719146055	0.5003363417104669	0.14845318368188898	0.16457913525184747	0.16457913525184747	0.16234463637236013	0.16234463637236013	0.5088676159956668	0.563321978413024	0.13603884044787912	0.36876775128219974	0.36289849228081145	0.4984129039627836	0.6270726655238763	0.5572013747057557	0.1570937506772226	0.14975849789595788	0.14136857258893532	0.1549442179228085	0.1549442179228085	0.15411321919992804	0.15369910436537595	0.5721455431645113
RDN18-1	10.280278690157264	10.280278690157264	10.280278690157264	10.280278690157264	9.819641498961985	9.812777547282774	9.812777547282774	9.812777547282774	9.76669227681463	9.805057292625115	9.76669227681463	9.76669227681463	9.805057292625115	9.76669227681463	9.76669227681463	9.76669227681463	10.199541120598747	10.199541120598747	10.199541120598747	10.199541120598747	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	10.380967930368602	10.280278690157264	10.435731055875108	10.171459498227641	10.199541120598747	10.199541120598747	10.199541120598747	10.199541120598747
RDN25-1	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859
RDN37-1	5.206151421249244	4.870682414508507	2.0805897911967213	1.7273074237335808	1.7804075992702204	4.6342467952914115	2.327824055729507	1.693562169131408	4.220325522149896	3.766671843039583	4.009422639544145	4.188931708430072	4.008220395273493	4.36855957616727	3.654455590707135	3.8782831481434727	5.108253646737072	5.137761177973639	4.953051394119006	4.5478797739475185	3.0686797939007864	2.5290090082754535	2.3222610555985193	2.029971157713695	4.2138155348937305	4.616070553772031	4.3971302682003	5.371514009486871	4.540048371986402	5.084380745890893	4.540048371986402	3.917849106492046
RDN5-1	0.9830928534222654	0.9477217462889823	0.9703219186245624	0.9460013252448686	1.050415353929273	0.9049074688711436	0.9693427296691977	0.9858699957457125	0.9422506509328914	0.9290768754781793	0.9046620305559447	0.9201967026473358	0.6973818052401605	0.8800649443483295	1.0599348210796617	0.9535069825310538	0.929686486637006	0.9095472695856941	1.047532670011791	0.9726796240381793	1.0356085589149702	0.9618558634359636	1.0499492366344518	0.9653762186839342	0.9239046053222219	0.913080986068838	1.0238876200659488	0.8238503089051317	1.0216393944993665	0.927923912190785	0.9512716409235427	0.9795539021771211
RDN5-2	0.1641123221332098	0.7897394191461826	0.14975849789595788	0.7918997888802307	0.15970639612429635	0.7135155010992343	0.15751503749533272	0.16979250352048755	0.16058354857499502	0.16722359859766345	0.16722359859766345	0.14845318368188898	0.9641646613228146	0.7885627234781627	0.16234463637236013	0.7491674002750874	0.629800363206072	0.7790251573989402	0.13603884044787912	0.15153979915869764	0.1532856564667112	0.7802549391495825	0.6570747776836745	0.7023033096131384	0.7625236240302671	0.7780567991991438	0.14136857258893532	0.8532665577857322	0.1549442179228085	0.791327576179793	0.6525846337289598	0.7118721898738949
