Gene	SRR6423292	SRR6423293	SRR6423294	SRR6423295	SRR6423296	SRR6423297	SRR6423298	SRR6423299	SRR6423300	SRR6423301	SRR6423302	SRR6423303	SRR6423304	SRR6423305	SRR6423306	SRR6423307	SRR6423308	SRR6423309	SRR6423310	SRR6423311	SRR6423312	SRR6423313	SRR6423314	SRR6423315	SRR6423316	SRR6423317
ETS1-1	10.280278690157264	9.959292194791908	10.117553934834259	9.718308625307394	10.844656263224461	10.552899691671737	10.844656263224461	10.435731055875108	10.81015640473891	10.81015640473891	10.641639102468298	10.435731055875108	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	12.573847217818859	10.199541120598747	9.76669227681463
ETS2-1	5.629882057012521	5.590674566259598	5.20100137066398	5.764282690530599	4.616070553772031	4.726828309055095	3.6507234554185617	3.253377932457782	7.130206970739139	7.440454892985944	6.283697918144227	7.508504588196985	7.779144866243497	7.8475530104494045	8.1846594402742	8.83219217241757	8.858621163143056	8.323076464926592	7.6777054292823514	7.873671516141576	7.995929521708511	7.594049194375483	7.779144866243497	7.72279632842891	5.246054255182271	6.822758654857034
HRA1	0.6949798013001738	0.6330048461543683	0.629583778296897	0.45251140107990856	0.6046520906261859	0.6183655625168172	0.513083064851244	0.48414188128651137	0.29229000527282717	0.8560850564661207	0.2797860024308806	0.18099531512800468	0.8587677141755604	0.7336313664069796	0.6493002134860963	0.7889168543702989	0.7201504356193501	0.9118464374425128	0.7640187107291017	0.8395098279321043	0.5351711592561661	0.6727359236224265	0.826789556387002	0.848790046358479	0.45790906003266685	0.6141669250256355
ICR1	2.9747064115709483	3.437968484610089	3.4082582580384635	3.9863334759323834	3.210560844050283	1.9774503377124475	2.8726040397390435	3.7736434671415617	0.987646160474418	1.6533844952693202	0.8457057700773368	3.4278401444799966	0.9156492135934993	1.0862525145432957	0.995548616578392	2.131787826302509	1.9216411488803926	1.2455301599760489	0.9748116623065421	1.109564579676147	1.9742856784815819	1.203700473217854	1.2732898267835768	0.9246737224747658	2.4276833371523128	1.06830198861666
IRT1	4.104972248049149	3.561811285658851	3.8914082791385933	3.804162073210101	5.186682940928689	3.5290247730211393	6.045619567726437	3.4216873839397746	2.098243135262806	1.6910073612780558	1.8299362092797058	1.7443624258859114	1.8796654367735246	1.805531779280642	1.6720220792536784	1.5884672625290412	1.4688788362233987	1.3046986430992615	1.541493259744106	1.8357820252126755	1.6265266100970135	1.4413914923617923	1.408029603048572	1.6919344382373827	3.2730059497751274	1.9439204936630166
ITS1-1	7.169528221370911	7.224156693639491	7.862924413071527	8.286857413476742	7.637268905552336	7.183092421429269	7.556046341241599	8.07782701578447	9.959292194791908	9.603361528118322	9.959292194791908	9.117671523485999	10.81015640473891	10.522352049194033	10.641639102468298	10.280278690157264	10.117553934834259	10.574262456909707	10.844656263224461	10.81015640473891	10.641639102468298	10.522352049194033	9.819641498961985	10.117553934834259	7.044155852900953	9.471995685274207
ITS2-1	5.47704237147056	7.481240557951079	7.389481151001053	7.600756038901974	4.540048371986402	6.944767478794507	3.4183685692986354	3.711523869901664	7.256055791308917	7.600756038901974	7.526913510169944	7.606017171227773	7.754775952878543	7.995929521708511	7.838751608806547	8.046887285326775	8.020791325790096	7.9710783806098835	8.423926762592561	8.196583799265213	8.118473135183752	7.873671516141576	7.6777054292823514	7.246886228989471	6.073954455418308	6.624391117118731
LSR1	10.199541120598747	10.280278690157264	9.852400593668355	9.852400593668355	10.171459498227641	10.171459498227641	10.117553934834259	9.677795271612801	8.871773971246022	8.850313243209811	8.753257547097324	8.858621163143056	7.265310682047243	7.9710783806098835	7.668998893646417	8.871773971246022	8.83219217241757	8.196583799265213	7.548142523983204	7.67316597340002	8.46664072431871	7.838751608806547	7.8475530104494045	6.189671497714366	10.117553934834259	8.504373212476374
NME1	7.404226707043752	6.724966066683784	7.8272803844083185	8.723349230426791	8.98404843909703	8.402473079183633	7.526913510169944	8.504373212476374	8.07782701578447	8.160510367419567	8.689519764487105	8.98404843909703	9.603361528118322	9.13693039172888	8.558169508699493	8.286857413476742	8.412410843390983	8.76194299762172	9.718308625307394	9.805057292625115	9.677795271612801	10.574262456909707	9.375927700976172	9.396358655913309	9.819641498961985	8.265560931278268
PWR1	0.6949798013001738	0.6330048461543683	0.629583778296897	0.45251140107990856	0.6046520906261859	0.6183655625168172	0.513083064851244	0.48414188128651137	0.6860824062348252	0.3167491923167039	0.2797860024308806	0.44920533555021547	0.5680334510460235	0.44051266438538467	0.5397018892973792	0.3996255273107284	0.11037020802816774	0.48992384161471686	0.41771115303958456	0.539167832095529	0.4274953066242785	0.22958738306753143	0.3760889185779608	0.693194842168367	0.45790906003266685	0.5867755385109489
Q0010	0.6949798013001738	0.6330048461543683	0.629583778296897	1.0438751793849514	0.6046520906261859	1.2338098967694795	1.0745744833237936	0.9074751725004302	0.6629938302403964	0.7165983399507594	0.2797860024308806	0.18099531512800468	0.3400083190854996	0.08816121027237388	0.11502657270246154	0.44920533555021547	0.11037020802816774	0.10037829285211788	0.08610681275759909	0.07017427621729466	0.07688096762005135	0.33504114115973677	0.20117674010381092	0.06974173067123653	0.45790906003266685	0.618856602281112
Q0017	0.6949798013001738	0.6330048461543683	0.629583778296897	0.45251140107990856	0.6046520906261859	0.6183655625168172	0.513083064851244	0.48414188128651137	0.6110788483184973	0.6679328224002313	0.2797860024308806	0.5518499908214171	0.10955390280386054	0.3897512728072322	0.11502657270246154	0.41103752975204993	0.3359352747643932	0.10037829285211788	0.27446821231692947	0.23689834990677	0.29013736778844246	0.02852556199986332	0.03806374573245359	0.06974173067123653	0.45790906003266685	0.286421080630092
Q0020	2.9806295482895804	3.007148481453344	2.4639452042185823	2.3481389080244863	3.3310775484059496	2.9167924078835936	2.3709427079228185	2.379213563275016	8.98404843909703	9.074166953787508	8.970719208561526	8.455275079419549	8.858621163143056	8.71101546898817	8.98404843909703	8.71953309481113	8.656766651976838	8.784921741103126	8.871773971246022	8.689519764487105	8.323076464926592	8.871773971246022	8.956104025611879	9.52481585548779	3.3501961976849	8.891690668658846
Q0032	0.6949798013001738	0.6330048461543683	0.629583778296897	0.45251140107990856	0.6046520906261859	0.6183655625168172	0.513083064851244	0.48414188128651137	0.29229000527282717	0.3167491923167039	0.2797860024308806	0.18099531512800468	0.10955390280386054	0.08816121027237388	0.32656551084756413	0.0962134072131199	0.11037020802816774	0.10037829285211788	0.08610681275759909	0.07017427621729466	0.07688096762005135	0.02852556199986332	0.03806374573245359	0.06974173067123653	0.45790906003266685	0.286421080630092
Q0045	0.6949798013001738	0.6330048461543683	1.2732898267835768	0.45251140107990856	1.1979786530147614	1.0303182833244637	0.8621328557902594	0.48414188128651137	6.508913411146379	6.4842405688005735	5.8163593077011475	6.045619567726437	2.4711498545450308	2.5630727662126978	2.927892428439871	3.4542408798465267	3.071909838092634	3.0801091715662436	2.1386588086443687	2.089005490967759	2.0951617996227196	2.281097155919608	2.7627136372922845	3.1028407062939283	1.1063172635993388	6.621104219430337
Q0050	5.8812847249855835	6.031629198620254	5.12846245029528	4.775476119370002	4.78150582593166	5.614877194709471	4.2535189859670375	4.418534781828873	7.548142523983204	7.481240557951079	7.754775952878543	7.198128032138685	8.1846594402742	7.699781142752989	7.867481683391784	7.305415323846928	7.366089494619184	7.695114771057331	8.298366898623406	7.85550014756928	7.8272803844083185	8.118473135183752	7.7327225049248325	8.76194299762172	4.574083508001213	7.616367451285127
Q0055	2.615639315579277	2.7654271959884937	2.336260017412274	2.8027796021100904	2.054097113609882	2.1442808276618885	2.11762087052354	2.110219558406981	6.011429737802256	5.921336477433437	7.7327225049248325	5.300869040247081	8.914949918731832	8.434821871571547	8.434821871571547	6.993166635916397	7.556046341241599	8.286857413476742	9.094002106928592	8.656766651976838	8.47821081311369	8.956104025611879	8.46664072431871	9.425309129682937	2.7122118415857916	6.6024098147851795
Q0060	1.5429828369967022	1.6520974455472406	1.3642065446550553	1.223161468199497	1.4709175308882536	1.384510628791974	0.8457057700773368	0.8656713306479007	5.321835094248071	5.317442405254187	5.543752420883603	4.677605205462388	3.071909838092634	2.6649890618193126	3.1833473948006494	3.2560085602928286	3.942850321874581	3.391999362612405	2.7203105077828407	3.1677473115911057	2.4342583653717633	3.463163532530407	3.7343700683198184	4.313045056291725	1.3961145248755034	6.244440612975547
Q0065	0.6949798013001738	1.284910469906751	0.629583778296897	1.037829335490729	1.1015373725244124	0.6183655625168172	0.8436404599047569	1.045930600172146	5.740083331388864	5.740083331388864	5.807278918415465	4.561149509162873	2.888297092296779	3.4278401444799966	3.235662259558635	3.560444243735793	3.49899322232656	4.417556895078075	3.116126717798925	3.6507234554185617	2.7654271959884937	3.5088985349832336	3.766671843039583	4.79449133639527	1.4330460486156325	6.031629198620254
Q0070	2.2868599378007954	2.532137687269686	2.499442821805013	2.926157953331201	2.221812778578871	2.624095214492865	2.0428975087879375	2.658212472017074	3.534591271551803	3.4396204990464385	3.4932736808931493	2.6815188831972714	1.251898668625003	1.2987604570715638	1.5537340163051656	1.7631550362831687	1.4693459597144385	1.2934792202037544	1.5349268826877531	1.5112165737240446	1.3454943073706578	1.8516309167396898	2.0144356144853104	2.504981922626615	2.0921179433293946	2.5077083713576807
Q0075	3.5780595642157134	3.75271321791057	2.9246030864342725	3.4239551556087937	3.2467536152209346	3.297356230902426	2.5563300197530907	2.3495893235498073	5.47704237147056	5.429915968420845	5.637427308317436	3.7021639595886477	1.9064037701106034	2.4140027858752147	2.0374127927044636	2.1469537592122068	2.739786650788983	2.3749171814102237	1.8128915910766292	1.800933728854956	1.7930234677410848	2.0800001621631097	3.104228067703967	3.2232064078617793	3.5359051707531277	5.79706714161067
Q0080	0.6949798013001738	0.6330048461543683	0.629583778296897	0.45251140107990856	0.6046520906261859	0.6183655625168172	0.513083064851244	0.48414188128651137	0.8430688137475396	0.942600262617663	0.591562609580919	0.5518499908214171	0.49543834302570966	0.08816121027237388	0.48511880657482453	0.31899004249676943	0.3359352747643932	0.314488435443962	0.08610681275759909	0.07017427621729466	0.07688096762005135	0.47379653305708536	0.41771115303958456	0.06974173067123653	0.45790906003266685	0.286421080630092
Q0085	0.6949798013001738	0.6330048461543683	0.629583778296897	0.45251140107990856	0.6046520906261859	0.6183655625168172	0.513083064851244	0.8049924842910394	2.696774672147043	2.7627136372922845	2.1215862903541867	1.8377445241960548	0.9213006999206416	1.0695714567178851	0.9753167863466176	0.8163978300767737	0.9830928534222654	1.1794577566274231	0.9835706714561551	0.8750300310984873	0.8244145855901484	0.9081025717262254	1.1595336145641264	1.09668074432881	0.45790906003266685	2.3713287960970333
