Gene	SRR5312432	SRR5312433	SRR5312434	SRR5312435	SRR5312436	SRR5312437	SRR5312438	SRR5312439	SRR5312440	SRR5312441	SRR5312442	SRR5312443
ETS1-1	2.2531659301002813	2.3290883439127854	8.402473079183633	1.6107091857030602	1.638156056323434	2.0374127927044636	1.9714959294480812	3.843505593874686	3.7021639595886477	5.588652968381956	4.405524783141014	5.845854340991659
ETS2-1	0.9347962210809692	0.9046620305559447	1.1348650071335755	0.9639218895266845	0.9433758537121245	1.2494613910411334	1.045930600172146	0.9256615853977057	0.8918577550080478	0.8708525845185034	0.8590976917728772	0.832491997379693
HRA1	0.683887782260165	0.5775789688553062	1.1348650071335755	0.4585503481113194	0.6522046386630407	0.5751585640445531	0.24758989112793017	0.8280128102209814	0.25786088075140434	0.2652572873050744	0.4635904556217429	0.38374562263703127
ICR1	0.9111999269855091	0.9322234826817586	1.1348650071335755	0.8726340909352271	0.8827571949960991	0.8404191427597943	0.9830928534222654	1.1407338294394513	1.0156253120119332	0.8912353540904218	0.9226560606644831	0.8956556887395885
IRT1	0.9546943235481307	0.9666333603794421	1.1348650071335755	0.8734789096698959	0.7683673250961773	0.7880878893530922	0.7023033096131384	0.8650746418795932	0.8081941304396619	0.8298861439003666	0.822218783684916	0.8228944682595114
ITS1-1	0.814030727198921	0.7822860056713643	1.1348650071335755	0.8015314364428036	0.8343121206638889	1.021119577244372	0.9086249945996636	1.0003873928574711	0.8482129930445861	1.028629585526096	0.9244033039065715	1.0896167580882012
ITS2-1	0.862990674074742	0.7930245540584189	1.1348650071335755	0.826789556387002	0.8244145855901484	0.804032479127476	0.8101424438522529	0.9480567405730473	0.9684388756950172	1.0534741343682374	1.089346706011919	1.0512428900155326
LSR1	7.8475530104494045	5.939567988901661	3.3953082884464205	5.637427308317436	4.458304789460736	3.3154259110045925	3.8449667483592247	7.812264749543306	6.6946860322910435	8.488234787372901	7.481240557951079	7.880422303718248
NME1	0.8988625225607212	0.8163978300767737	1.1348650071335755	0.8824871143464539	0.7522334079491032	0.8053645952095057	0.8712093038080659	1.1903273489545199	1.0935254292969168	1.8841681802870607	1.024215257993692	1.205683372802935
PWR1	0.2805903535975592	0.15538596178415795	1.1348650071335755	0.18627601048478157	0.19417642741376984	0.22869036810030596	0.24758989112793017	0.3791600563319566	0.25786088075140434	0.2652572873050744	0.15452807350185654	0.3760889185779608
Q0010	0.2805903535975592	0.6245602546499817	1.1348650071335755	0.6959187167058312	0.6121137823197269	0.7786976884204939	0.24758989112793017	0.7561655349262256	0.25786088075140434	0.6174466731769636	0.6208757087176954	0.3975151297832928
Q0017	0.2805903535975592	0.5532040952951327	1.1348650071335755	0.18627601048478157	0.19417642741376984	0.5572013747057557	0.55668429389959	0.3791600563319566	0.6274808535682953	0.2652572873050744	0.5761709952019751	0.11688568107795104
Q0020	2.902971489172358	1.4693459597144385	1.1348650071335755	1.548731520113193	1.2577251349533207	1.755076928498748	0.9070979497234906	1.0590570659798348	1.2502684911467061	2.520527037770732	1.901697990366568	2.640437525170099
Q0032	0.2805903535975592	0.15538596178415795	1.1348650071335755	0.18627601048478157	0.19417642741376984	0.22869036810030596	0.24758989112793017	0.3791600563319566	0.25786088075140434	0.2652572873050744	0.15452807350185654	0.37351140959526286
Q0045	0.9719133031746406	0.9933166956435404	1.1348650071335755	0.8839212189147913	0.9074751725004302	0.9141275818607243	0.9061681053370063	1.307655596193156	1.063041994547287	1.7642069196848795	2.069263086587821	2.104829009437323
