Gene	SRR2039751	SRR2039752	SRR2039753	SRR2039754	SRR2039755	SRR2039756	SRR2039757	SRR2039758	SRR2039759	SRR2039760	SRR2039761	SRR2039762	SRR2039763	SRR2039764	SRR2039765	SRR2039766	SRR2039767	SRR2039768
ETS1-1	1.6407435993404742	1.8567523784198223	1.6097985927279486	4.784804380362973	4.761522713558635	4.963673930256058	2.0183575026384	2.104829009437323	1.958952140974369	1.827774732626713	1.5931306881880185	1.5050298259068629	6.550488326260689	6.741414169621715	6.741414169621715	2.297106502399783	2.4711498545450308	2.3326072858074673
ETS2-1	0.5114259300809602	0.5399553012110659	0.3375824675553977	0.8796746001264203	0.9512716409235427	0.8685214201064407	0.48234657897494654	0.5597684143061589	0.5977649761232726	0.48414188128651137	0.2818358008849934	0.44516088530679754	0.6717441505733284	0.7223585296703213	0.7527848527707562	0.5158652611404462	0.4943255732318295	0.4804859784643469
HRA1	0.5402083361943922	0.49177256808899317	0.5402083361943922	0.6717441505733284	0.6046520906261859	0.5490332218983595	0.5196139159186952	0.6606734301099234	0.6094373457896068	0.16937883593771885	0.5155696121736053	0.5685180611458917	0.5271488259666935	0.5616107137806461	0.47667280714279003	0.5304464705017393	0.5255575411942585	0.4752234640684301
ICR1	0.9788131991478303	0.9099262209299798	0.9236220570059148	0.8734789096698959	0.8821510686863183	0.8056836027057732	0.8644160334495751	0.879034523548089	0.8765036458839977	0.8662069297418873	0.8915156335780474	0.9065148480676977	0.758492713051962	0.8737762219989929	0.7740611893575342	0.8090459433061302	0.8814026611787837	0.8821510686863183
IRT1	0.8865882059721394	0.9347962210809692	0.8758192971028678	0.9021750899575208	0.874127632036666	0.9218395960024546	0.9034148287159447	0.9842591589144629	0.9161474063001989	0.8800649443483295	0.8581792411452318	0.8846969180050994	1.235489662167538	1.1848012156700898	1.265395035465794	0.8621328557902594	0.8538844164533876	0.7955241314384575
ITS1-1	0.8094661471014455	0.913080986068838	0.8071320792096344	1.727025727967995	1.677845048265224	1.7736714293171072	1.0279679621525177	1.0578319801547438	0.9430187364845034	0.9462535137832195	0.829194490249531	0.7662448835381191	3.539653072136492	3.7753460665728644	3.4278401444799966	1.0496273878921056	1.143020331715743	1.1443040696608044
ITS2-1	1.0868748387934117	1.325773338192421	1.1351582270425664	2.305204023479712	2.0854344002492464	2.2773530770566883	1.3987662411436639	1.5443866338645682	1.3919775348553085	1.1970630687513992	1.100233641088124	1.1777984407927173	4.035065367578067	4.3971302682003	4.035065367578067	1.679451335329054	1.8693053629216727	1.6817012663617692
LSR1	0.7099857531263232	0.73873358547638	0.6927767822574752	1.027125254309261	0.8915156335780474	0.9643850168841015	0.7277450765966849	0.7232846327512157	0.7939611966703408	0.8410643315307594	0.7289944260234733	0.6507430280222217	1.1292779373158441	1.167949910152033	1.2527186245465443	0.934086191028427	0.9046620305559447	0.9091841839211225
NME1	0.49777900713456935	0.46191811066646876	0.4155809435399752	0.5697006822269474	0.5784979869452672	0.5201636946856775	0.5621950220883309	0.5100252448678096	0.5143957454941378	0.5701673821096738	0.4448137974184464	0.4759534501364876	0.7955241314384575	0.7532707380137978	0.7581935758236499	0.4207232445974798	0.4719676881004735	0.49060321102081594
PWR1	0.010141261529901104	0.022704136813364514	0.012964569380601122	0.020420105507506916	0.03079286563914704	0.022704136813364514	0.027201931207815836	0.03169762484330099	0.024498201318067042	0.031245726215288844	0.022243316456049513	0.012964569380601122	-0.003113251089386236	0.0008738636561302895	-0.008311152187684877	0.010624115154019943	0.012964569380601122	0.008659498663359806
