	log2fc	p-adj
5'-deoxy-5'-methylthioadenosine	0.840279807	0.001734452
fucose-rhamnose	1.083475984	0.000752443
myristic acid	-0.126354716	0.152408467
1-hexadecanol	-0.054971749	0.637810756
cystine	-0.240817155	0.118751843
oxoproline	0.212251017	0.007684847
1-monostearin	-0.226174471	0.028190959
lauric acid	-0.208178192	0.079279578
caprylic acid	-0.360573208	0.00033643
3-phosphoglycerate	-1.085793749	0.001044686
ethanolamine	0.25067071	0.116419702
mannose	-0.266642053	0.156550618
