	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3
CAF120	8.66096	8.28687	8.31129	9.16917	9.31284	10.3752
CAB2	8.36591	7.21551	8.45397	9.67179	11.9441	9.88079
CIT1	8.20647	15.3824	8.89103	3.96649	4.15441	3.71538
KSP1	10.0574	9.0839	10.0461	7.30436	8.92245	7.31979
RRP3	10.8536	9.61144	10.6514	8.21906	9.49981	8.43124
ABD1	8.67674	8.68358	8.70357	8.74924	8.93739	8.91391
YIL077C	10.0994	7.97433	9.85068	5.43395	7.73473	6.20817
TMA10	2.52317	2.89994	3.37702	1.93957	2.36564	1.78208
YHR192W	8.96119	8.05664	7.40186	10.3666	9.34729	11.413
APC2	8.39584	8.37057	9.46437	9.70732	10.0762	9.82196
YLR312C	6.76619	6.78542	7.64698	8.19386	9.94408	8.52679
KTR4	8.9698	9.42211	9.75531	10.2812	10.0575	9.99153
FAA4	7.37869	7.75521	8.22926	12.5358	9.11141	13.1304
HNT1	7.71055	7.87259	7.59426	9.40323	11.3245	8.96591
AXL1	10.8463	10.1219	10.9274	9.42019	9.94934	9.8271
RLF2	9.47811	8.54446	9.50268	10.1879	10.0366	10.7889
FOL1	8.7524	8.03634	8.5854	8.9618	9.67171	9.41823
MFM1	9.12583	9.51631	9.66187	7.80899	6.02806	8.24549
PRP42	7.65605	8.6774	8.34234	9.98797	9.07564	9.26502
ARP8	8.94053	7.88843	8.77793	9.29258	9.90861	9.76003
SAC3	8.92177	7.45605	8.21878	9.24379	10.3909	9.75628
POP1	9.10964	8.72892	9.08659	9.99545	9.33135	10.2226
RMD9	10.1827	9.13809	9.63707	8.15411	8.99051	8.12652
RPS8A	9.70144	11.0306	10.5576	8.2393	5.84043	8.66058
VAM7	8.68778	8.42826	8.52905	9.07084	9.94609	9.17407
YEN1	8.28868	8.2836	8.64704	9.05272	10.2458	9.31336
PRP28	9.05542	8.07368	8.48797	9.37835	10.9331	10.0419
YBR197C	11.0694	9.46749	9.80989	7.54393	9.00959	8.00066
YDL124W	8.14314	9.30932	8.41217	9.59187	10.2403	9.65763
OST2	9.57243	8.80734	9.58175	10.108	9.98726	10.2224
UTP10	9.22109	8.61748	9.29091	9.71262	9.72382	9.61465
MST1	8.54554	10.2134	11.1209	8.02992	6.71057	7.61033
YEA6	9.62334	8.48658	8.63071	6.95564	8.12951	7.05671
HIT1	9.14368	9.34355	9.09037	10.0172	11.969	10.706
RPL8A	11.7863	11.1518	8.96021	7.84384	8.36332	7.98053
PRP39	8.49327	7.96503	8.65458	8.85466	9.69807	9.82256
CDC55	8.3646	7.86757	8.23734	8.60468	9.60213	9.13389
MSK1	9.85757	9.91225	10.87	8.60056	6.47722	8.63008
UGP1	9.46563	8.55505	9.72204	10.0943	10.6947	10.4296
AIM17	5.86002	6.417	8.33231	9.83687	8.57982	10.6363
STE23	8.97841	8.42984	9.04489	8.05724	8.35045	8.17385
YAF9	7.74998	8.34317	8.41927	9.6107	11.1013	9.20432
TPO2	5.65672	6.75139	8.96926	4.41495	4.02269	4.30615
YMR265C	8.5477	8.27532	7.94517	8.66023	8.90096	8.88042
ACO2	8.48727	7.39537	7.09247	6.18737	6.66719	5.80946
GET3	9.61803	9.54866	9.4463	9.39569	9.0484	9.01655
SER3	7.94342	6.72751	7.35312	8.54371	9.67389	8.44032
RPL18B	10.2949	11.9757	9.83338	9.26863	8.12139	7.8263
YIL108W	8.10467	7.43136	8.32034	8.96125	10.6304	9.30501
ECI1	4.87921	4.17738	4.24104	7.32297	5.75856	9.23027
GPG1	10.3629	9.1778	9.87516	7.91375	9.03311	7.58195
DEP1	8.64685	9.09103	8.32989	9.18101	10.0892	9.89568
NPL4	8.77147	7.6553	9.00488	9.47775	10.0175	9.83535
IAH1	9.0185	7.34271	8.20048	9.38732	10.0045	9.67764
RPC82	9.59421	9.18784	9.70502	7.95167	9.06939	8.20168
SEC3	8.48653	8.123	8.79267	8.96507	9.03588	9.18655
LSM1	9.22511	8.75438	8.82608	9.54997	10.5268	9.68654
COY1	9.05121	8.11607	8.42623	9.15793	10.3687	10.0237
DSN1	7.9058	8.03979	8.45534	9.66863	12.2942	9.90321
SNF4	9.53749	9.35297	10.0995	9.12894	8.4845	8.83114
RIB5	4.61424	4.29906	4.26898	4.85216	4.78955	5.34228
GTR2	8.90949	8.81184	8.19506	9.22295	9.58135	10.1356
MDN1	9.28545	8.21446	9.18309	9.71865	10.5575	10.0579
AST2	8.66731	8.41092	9.20881	9.44962	9.66337	9.36386
DUG3	9.01559	7.9742	8.61976	9.61056	11.0637	9.7514
RPL33B	10.0203	9.3305	9.77961	7.96537	9.2046	7.98904
PUF4	9.3179	8.99321	8.95026	8.77443	8.42309	8.69464
BAP2	12.0892	10.125	12.3745	7.96227	10.0225	8.39112
PER33	8.53149	8.1969	9.063	9.27506	10.3386	9.65264
RTG3	7.28086	6.96328	7.95627	8.14332	9.62347	8.92839
PRP8	8.70001	8.42164	8.64018	9.13566	10.2181	9.36032
WWM1	9.67871	8.66041	8.6501	10.3038	11.5974	10.1065
ARF2	8.74601	9.22418	9.02036	9.50567	10.5641	9.86796
CLB1	9.57638	9.40923	9.87281	8.3592	9.22538	8.81084
CYB5	8.98913	7.4314	9.23353	10.392	13.2256	10.9717
STE24	9.30152	8.68435	9.06261	9.80978	9.74603	9.39937
BIM1	8.62428	8.94543	9.17488	9.28899	9.98478	9.69763
SUP45	10.1124	9.86084	10.5634	9.22464	7.98431	9.27254
TTI1	8.29018	7.97657	8.76483	9.52698	10.7928	9.25559
TRZ1	11.1828	9.81777	10.0056	8.63499	9.35221	8.91387
COS2	8.14945	9.92939	10.4725	14.1607	11.1448	12.9312
IBA57	8.2684	7.87943	8.33402	8.55945	9.29016	8.83778
PXL1	9.74567	9.50774	11.1474	8.74941	8.36975	8.7434
GLT1	6.99953	6.51683	7.16264	7.73752	7.30628	7.65657
COG6	8.8579	8.1486	8.55639	9.0891	9.93492	9.33306
RLI1	9.51021	9.49254	9.5262	8.46232	7.0361	8.64919
HPR1	8.84869	7.81466	8.31955	9.22803	10.6569	9.58998
PTC4	8.37598	8.20765	8.9864	9.55833	10.3726	9.21751
YVH1	9.65697	8.65722	8.89468	10.0229	10.8223	9.92484
MOD5	8.55578	8.20715	9.13875	9.97288	9.19222	10.0299
YDL199C	7.4317	7.23673	7.67402	8.11768	9.86587	8.84572
PDR1	8.30887	8.73617	8.80218	9.90828	8.98913	9.94674
AIM27	8.1913	8.7161	8.40573	10.1755	8.8858	10.1997
EBS1	8.11079	8.43433	8.73597	10.4195	8.94253	9.98306
UBR1	9.40614	8.92086	9.74089	10.081	10.1144	9.95508
ASK10	8.97443	7.67438	8.03666	9.09214	10.2726	9.74617
SWP82	9.08387	8.22738	8.17878	9.10645	10.2	10.0107
BSP1	9.06939	8.03971	8.49769	9.15625	10.2	9.96478
RBA50	8.72464	8.15862	9.20538	9.43895	9.61527	9.70525
KIN82	10.2354	9.61601	10.2905	9.226	9.57901	9.01363
FRE7	10.8264	9.5205	10.6401	12.6438	17.7233	14.0291
RTS2	8.29734	8.84228	8.28265	8.9925	10.3306	9.76401
EMW1	8.96968	8.84428	9.31195	9.69751	9.32586	9.68243
YBR139W	7.14321	7.88496	7.47561	8.79012	8.16187	8.13487
YJR098C	8.39225	7.98437	8.29947	8.58095	9.48695	9.07583
MTC5	9.12114	8.03339	9.13375	9.82215	11.9005	10.5953
VPH1	8.66055	7.84889	8.75013	9.27129	10.6245	9.60412
SIR2	9.10275	7.47771	9.2738	9.92023	11.2925	10.5696
MFT1	8.97252	8.20736	8.74807	9.7241	11.6503	10.0128
SUP35	10.3121	9.05943	9.72709	8.32796	8.83244	8.61699
GRE1	0.0452777	0.138767	0.0845536	0.198875	0.452101	0.288908
CMD1	6.588	6.53779	7.22909	9.1164	8.08959	11.227
KSS1	9.83381	9.42288	9.78027	10.3229	10.2226	11.1058
BIG1	8.26175	6.74449	8.22066	9.24069	11.0837	9.43508
SWF1	6.87166	7.25166	8.85849	12.8692	9.0917	12.7116
MNS1	9.41854	8.77321	10.4802	11.8685	10.5762	11.6455
RRN5	7.32134	8.97844	8.01078	9.08137	10.457	10.7689
PPH22	8.28465	7.89175	8.14987	8.71883	10.2571	9.28402
NCE101	10.6552	9.93131	10.2707	6.57246	8.71142	8.93891
PPT2	10.7505	8.21541	9.96818	4.96148	8.08912	5.59531
GND2	6.8547	7.41325	8.1228	8.45211	8.73403	8.42401
MSB1	11.7341	9.69172	10.5409	8.04556	9.45977	8.06975
SLM5	9.80907	9.11694	9.26329	7.89279	8.87389	8.43136
SNC2	9.05333	10.8521	7.87131	11.9157	11.3198	13.0894
VID28	7.77324	7.89379	8.78748	8.998	9.06151	9.11472
YBR225W	7.89148	7.0898	8.3373	8.76159	8.92643	8.75303
REB1	8.71742	7.93571	8.45166	9.10763	10.7736	9.75635
MTH1	9.81757	7.38619	8.58489	10.7042	11.5614	10.2677
YOR228C	9.30478	7.94581	7.28406	6.03163	6.78584	6.36579
RAD61	8.99848	8.75314	9.61051	9.78561	10.9732	10.2327
KAR1	7.63292	6.88144	8.06362	8.47376	10.8775	9.77069
NMA1	8.41209	7.23147	7.88289	8.86179	9.6384	8.7474
FIG4	8.69707	8.29715	8.42168	8.94684	10.3495	9.67546
MRK1	8.75035	9.18923	11.4172	13.2631	16.9397	12.5541
RAD30	9.49863	8.54389	9.39795	9.96885	11.5525	10.5686
YDR476C	5.3662	6.53511	7.46608	14.3339	8.3193	12.6137
SET5	8.10398	8.37624	9.40714	10.4948	9.40928	10.4631
TCB1	8.9782	7.81639	9.02413	9.73209	9.57974	9.93365
YNL022C	8.49759	8.30047	9.80712	10.0785	10.3731	10.1828
VID24	9.34066	9.00936	12.0802	14.3869	17.9265	12.9525
COX11	10.2452	9.21523	10.9084	8.1211	9.12712	7.76742
MHR1	8.95115	9.94309	12.0946	8.11594	6.38824	7.60905
ZEO1	12.6932	17.0428	8.87042	7.05758	5.88012	5.55247
DIS3	9.11819	8.37513	8.83705	9.36231	9.61019	9.32079
FHL1	8.43214	8.25505	8.34896	8.98686	10.4799	9.34921
SIC1	7.17488	6.42766	7.60526	8.17471	10.6485	9.06947
RPN1	8.90103	8.91176	9.04503	8.46523	8.77497	8.72698
INP1	8.45288	7.78226	8.63204	9.11248	10.9146	9.73943
VTC1	10.0532	9.61337	9.78497	8.48694	9.4397	8.99616
CSF1	9.09227	8.55063	9.21597	9.6128	11.1683	10.2146
FLC3	9.67882	8.17153	9.48941	10.0589	11.4002	11.0489
MSL1	8.0307	8.50887	8.65071	9.54119	11.7661	9.86339
NSL1	9.37009	8.78868	8.11242	9.92756	11.3848	9.96303
MCM16	10.1991	9.49743	9.78665	10.5817	12.2422	11.0817
LAP2	8.29824	8.21558	8.4503	8.98811	8.63272	9.49279
ALY1	7.96227	7.09872	8.3436	9.03762	11.3634	9.5845
TRP4	4.68374	5.20097	5.05411	6.42322	5.43519	6.91919
ADH4	22.137	12.1394	11.1134	5.82425	5.79107	4.32017
SNZ1	0.448613	0.581283	0.526587	0.874202	1.92457	1.3048
CSG2	10.6201	8.96953	10.3545	11.6508	12.031	11.0801
SNU13	9.68926	9.04095	10.6185	8.4124	8.70668	7.69691
FLD1	8.03132	9.0602	8.65903	10.6979	11.9337	9.48024
NAT2	10.1256	8.56311	9.08684	7.20879	7.95462	8.14412
STP3	7.77977	7.64	8.69912	9.05747	10.8884	12.2125
GPX2	7.69482	5.20834	7.26703	8.7059	8.67895	9.5359
PUS6	9.179	8.8239	9.65368	9.93501	11.3428	10.3551
KRE28	8.75731	8.83026	9.17869	9.49384	10.6149	9.6987
CUE4	8.67462	8.05572	8.82268	9.74838	11.7326	9.79709
GSC2	10.7869	10.0173	10.8468	9.84715	9.6303	9.87964
MET31	9.45128	7.32416	8.55138	9.70077	11.0435	11.8976
MCR1	9.80814	13.5038	11.1956	8.34016	9.04442	7.63803
TRS33	8.62096	8.42759	8.97319	9.53121	10.4305	9.2585
SLA1	10.4076	8.95948	9.97099	8.19778	8.86143	8.39945
YER140W	8.2639	7.76156	8.70142	9.04167	11.4184	10.3418
UGX2	4.78647	4.55999	5.41605	3.35151	3.9978	4.29822
YDR090C	9.56338	10.5121	9.17718	11.1367	11.1655	10.5731
NOP12	10.7073	9.55261	10.0295	9.00394	9.25928	9.20291
USA1	8.266	8.25589	9.65113	10.2401	10.0245	9.83273
TRA1	8.62079	8.3001	9.22659	9.67304	9.29796	9.5944
YPD1	9.27193	8.65751	9.49337	8.26138	8.62842	8.22565
RPL20A	11.1601	11.4937	8.95779	8.31158	8.5847	8.08674
STU1	9.23635	8.81292	9.406	9.5752	10.0939	9.71009
YLR407W	10.3785	9.61472	10.0124	11.3723	13.6526	11.4069
TRS120	9.19659	8.6409	9.07463	9.34232	9.7031	9.48899
ETP1	11.5252	10.1368	10.7622	9.07213	10.0531	9.03039
CBF1	8.67359	8.05565	8.4244	8.99565	8.7787	8.93847
HUB1	7.79655	8.96624	8.68669	11.5606	9.26284	11.7225
UTP7	9.39016	9.10594	8.7163	9.50454	9.66199	9.91458
RPS18A	9.25669	11.2759	9.2886	8.36365	8.10392	7.62049
YGL114W	7.72949	9.2796	8.3759	9.47173	9.77724	10.0482
SNT1	8.81361	7.71719	8.4031	9.03836	10.3941	9.6268
SEC66	9.12773	7.64789	9.28581	9.8807	11.5152	10.4393
FTR1	17.438	11.3739	12.5388	7.62999	8.2327	9.62063
HUT1	9.10305	7.98278	9.90333	11.5843	10.1378	10.9376
PIS1	8.199	8.61118	9.15934	11.5201	9.30591	11.2366
TMA19	11.985	8.6272	9.08495	6.60149	7.49552	6.77259
COG3	8.70987	8.19836	9.05679	9.26877	10.3413	9.62216
REP1	8.43844	7.88756	8.07375	11.452	8.82607	10.4899
TIF5	10.1937	9.58186	9.24694	8.62471	8.94063	9.01021
NTE1	8.70312	7.4729	9.10781	9.86461	11.6137	9.92928
ATG19	12.3993	11.8952	13.6089	11.2177	10.8516	11.4673
RPL37B	11.2577	9.17241	10.4618	7.87	9.13868	7.93914
SAS5	8.58597	8.27239	8.99431	9.36586	11.0828	9.86513
GAL3	6.75861	8.0174	8.30355	10.7548	8.64463	9.97378
YCK1	9.35083	8.25504	8.8519	9.7659	10.5179	9.60323
MDM35	12.4952	9.96389	9.8984	7.45318	9.05523	7.94116
TIM54	9.92182	8.79561	9.35913	7.40707	8.63673	8.12863
NSA2	12.2727	10.2156	10.8398	8.73907	9.86472	9.12257
NAT1	9.75808	9.15264	9.6911	8.71513	7.93913	8.98311
ERG26	7.976	8.81003	8.76455	11.5815	9.22793	11.9241
MLS1	1.20516	2.38202	2.40142	0.809714	1.08843	0.811523
YAT1	2.97049	3.57545	2.58538	3.56482	4.63278	4.51797
NTH1	8.29575	8.46746	9.16197	9.3197	9.57493	9.28638
SAC6	10.0647	9.34801	9.85011	8.69171	9.34824	8.41693
SPT5	10.6071	9.51907	10.0111	9.01597	9.12403	9.34695
APM1	8.51276	8.19795	8.07107	8.62681	9.64363	9.10052
SAD1	6.7466	7.82603	8.05539	10.6849	8.3299	10.5182
HOG1	9.13009	8.46115	8.87761	10.0543	9.17908	10.0502
RPL32	10.0381	11.8014	8.90101	7.82955	8.34654	7.5267
RCY1	8.89669	8.1637	9.09901	9.60587	11.2594	9.93877
PEX29	8.53504	7.37044	9.28641	9.62168	10.2128	10.0409
SEC11	8.62269	7.65333	8.93568	10.7847	13.8082	10.16
YER163C	12.6612	12.0794	11.2846	10.4204	11.1674	9.5942
POT1	1.07502	1.29739	1.31539	1.7516	1.54759	2.30857
ZWF1	9.34611	8.73885	8.93918	9.45337	9.82418	9.47057
UTP22	8.26046	7.92027	8.85456	8.94246	9.12255	9.31903
SGF29	9.07187	7.61994	8.61846	9.43959	10.7933	9.79178
DUS1	8.75201	9.27433	9.57884	10.0889	10.4319	9.67769
BET2	7.94418	9.13344	7.77919	10.6964	9.04102	10.4519
SMM1	9.69279	9.20653	9.95205	8.74652	9.14593	8.98804
IMP2	9.24436	8.96618	10.1303	8.7545	6.59944	7.08979
UBP5	8.20173	7.76625	8.36471	8.43745	9.23375	9.34553
CCT8	10.5213	9.66202	10.3232	9.34025	9.64485	9.08611
NSE4	8.7213	7.91166	8.72767	9.7629	12.1972	9.96768
GCN20	10.948	9.55578	10.5771	8.42387	9.63133	8.34164
MRPL38	7.15894	11.3511	13.0772	6.51323	3.24996	5.79357
JIP5	10.356	8.88955	9.78511	7.78152	8.90703	7.39901
ALT2	6.13485	6.94999	6.98149	13.1699	7.8645	12.0311
CYT2	9.43515	8.0444	9.13849	6.42062	8.06955	7.04402
SSQ1	8.89915	8.14113	8.8914	6.56093	8.13969	7.00196
RPN5	9.62802	8.75455	9.31199	9.90592	10.4861	9.86937
CCT5	11.5211	9.21072	10.7175	8.81415	8.61267	8.63923
HOF1	10.2554	9.58168	9.92083	8.32269	9.41323	9.05295
TOR2	8.81731	8.36223	9.28825	9.41733	10.3367	9.72215
ALG9	7.67593	7.61883	8.66561	10.2058	8.58729	10.1893
SIN3	8.88	8.61014	9.57034	9.8021	9.90546	9.67235
AGE1	10.5113	8.73087	10.0382	6.65017	8.84484	6.78497
PLB1	9.62037	7.28675	10.0069	7.02014	6.32804	6.684
YTP1	10.5799	13.0358	14.164	8.78601	8.14549	10.6376
ARG3	2.25936	2.52156	2.86556	4.18933	3.00291	4.76275
YBR241C	7.23124	9.52536	8.31516	10.7117	11.5549	9.62609
RRT2	7.79992	7.39868	8.43578	8.85992	11.4745	9.77918
SOL2	8.41599	8.5407	8.47375	9.92166	8.72005	9.78271
KCS1	8.40639	8.13599	8.75034	9.21668	8.741	9.35376
GWT1	7.94648	8.06382	8.54197	9.10612	8.49188	9.15294
BDF2	11.4877	11.7555	11.9116	9.38772	11.3039	9.50004
HXK1	7.38818	11.1343	7.52073	13.2983	10.8912	13.4346
YLR057W	8.84868	8.56019	8.70918	8.99789	9.92735	9.39393
MAL33	7.53539	8.44331	8.85467	16.5904	10.1174	13.0344
RPS14A	10.2143	9.63231	9.09137	7.68481	9.08654	7.42472
IRS4	9.65832	7.15994	8.58531	10.0287	11.7074	10.5044
PCI8	8.18519	8.99472	8.11394	8.95185	9.45756	9.81093
YPK1	9.58688	9.29896	10.1349	9.12926	8.75276	9.04035
CCC2	9.39598	10.3486	10.799	11.7631	13.6125	11.39
DAL81	8.95202	8.04915	8.3254	9.69678	11.2339	9.3468
KSH1	8.2788	9.94751	7.69559	11.5252	9.82092	12.3173
RPL6B	10.9866	12.2843	8.63791	8.0562	7.51483	7.96893
CDC9	9.46779	8.48671	9.74648	8.32199	8.21622	8.19252
SSO1	10.9353	9.34251	10.4398	8.07128	9.46493	7.91186
BRE1	8.8484	8.56403	9.25523	10.1862	9.29054	9.71704
TRS20	9.38043	8.68202	8.60623	9.33662	9.84183	9.72709
SAM2	9.83104	10.6287	10.4881	9.27565	7.17626	9.03864
RRP43	9.34749	9.08882	8.767	9.34574	9.84991	9.79061
PAC2	8.77623	8.62867	8.67745	9.43631	12.0593	10.4715
SFP1	7.89689	7.61645	8.79868	9.84919	8.7272	10.3751
IFH1	9.26986	7.24846	8.81881	9.76364	12.0209	10.4926
ERG7	8.69048	8.80716	9.23356	11.9435	9.4303	11.2178
PTP2	8.67157	8.58292	9.56734	9.80428	9.58422	10.1567
NIC96	8.81264	8.01301	8.35265	8.9238	9.56438	9.02551
ALK2	10.1081	9.70645	9.84548	9.11897	8.2849	9.45211
TAH18	8.01618	7.81227	8.79483	9.24639	9.05797	8.80681
SNL1	7.62204	8.02117	8.57537	8.96645	8.5819	9.24666
YDL156W	9.02561	7.48858	8.36185	9.08993	10.6392	9.97626
POP8	9.86278	7.01651	8.07999	9.9062	12.3543	11.031
TPK3	9.38181	7.94046	8.23058	9.97151	10.589	9.33908
YPT7	8.94338	8.25129	9.62068	10.4917	9.90882	9.82881
PDS1	11.2691	9.91909	9.95211	8.05672	9.46236	8.9896
TOA2	9.02343	8.15104	8.43221	9.10102	10.4475	9.63304
MET32	9.08625	6.60231	8.5087	9.65489	10.1075	11.3706
RSR1	9.55022	9.04088	9.24251	9.73102	11.8275	11.0894
RTC4	9.54351	8.94825	8.99526	10.1981	12.775	10.6981
BFA1	10.0667	8.86846	10.0254	8.50731	8.52913	8.82957
ACE2	9.19385	8.65915	9.51494	9.54766	10.0658	10.0651
NSE1	8.92762	8.95458	9.76334	9.88986	12.0421	10.8872
NTG1	10.2542	9.10277	9.77388	8.45975	8.99252	8.85966
TRM44	8.71414	6.70521	8.30185	8.91522	11.2998	10.6575
SEC21	9.83621	8.92885	9.6969	8.6313	8.36451	8.95652
RPL21A	9.80843	11.6519	9.16613	8.3768	7.89889	8.51685
INP51	8.83767	8.46112	9.49956	9.53873	10.2378	9.79907
PCL6	8.2965	8.68965	8.84673	9.53282	8.9882	10.1538
YBL081W	13.4545	10.6778	12.1517	6.84933	10.5759	8.68204
RGD1	9.13437	8.12762	8.81795	9.21331	10.0325	9.72411
FCY2	9.67957	9.23402	9.5161	11.1644	14.5461	11.2335
ERG3	10.8306	8.06087	10.9819	11.8505	15.2248	13.1497
TSR4	9.1435	9.15852	9.54981	9.83504	9.52537	10.0968
YDR391C	8.96351	8.02539	8.99408	9.27006	9.8056	9.57807
NCS2	9.08871	8.30576	8.87594	9.36576	10.0761	9.35152
MBR1	8.1692	9.78464	10.7246	7.20452	2.80926	6.73973
ABF1	8.70047	6.71135	7.75551	8.99151	10.5542	9.26908
SMC3	9.83046	9.14901	9.19106	9.77751	10.4536	10.1602
TFB1	8.92442	8.32738	8.74794	9.56656	10.9594	9.41159
NRD1	8.90954	8.46852	9.1906	9.42609	9.27425	9.6137
MSM1	8.93413	9.64558	10.7323	8.72018	7.66002	8.35754
LYS9	10.7988	8.81492	10.0999	7.96677	8.8656	7.97189
MLH2	8.89754	7.7165	8.43789	9.10123	10.3461	9.41754
ALG7	9.70881	8.58608	9.29816	10.0115	10.0117	10.0316
RPL16B	11.4216	8.89833	9.70834	7.59436	8.57557	7.86813
SPP2	8.16269	7.14998	8.24974	9.61857	12.9096	9.64141
EPS1	10.1803	9.21991	10.0125	8.70599	8.95082	9.24943
PGC1	7.33931	7.26941	8.29589	13.0817	8.46056	12.5703
DUS4	8.32066	8.60185	8.53984	10.8428	8.84956	10.2057
RPL27B	10.3678	11.4628	9.53345	7.99395	9.60213	7.77089
YOL159C	9.57911	9.9733	8.49968	10.4054	13.3537	11.5086
RAD7	7.74847	7.14719	7.97856	8.29495	10.2332	8.97217
IMH1	9.42047	9.39375	8.78945	9.58007	9.86567	10.2093
RPL38	12.0449	10.1623	8.76062	7.77082	7.60436	8.31422
RAD10	9.08173	8.33157	8.54616	8.99854	10.2743	10.3096
YOR097C	9.36096	7.82856	8.8604	9.69486	10.5232	9.74616
UBA4	7.66075	7.4153	8.64618	11.8633	8.60849	11.0896
SKI8	10.1886	8.8544	9.31162	7.93062	8.73536	8.30103
ESA1	8.89538	8.77772	9.16571	9.49822	11.326	10.1005
OSH3	9.37516	8.20388	8.77747	9.36241	10.101	9.88561
YCF1	10.0124	8.80323	9.63506	10.286	11.3153	10.4196
ARD1	10.1312	9.23122	9.89171	8.62743	9.27445	8.92345
ARP4	8.91489	8.08385	9.06239	9.29033	9.79369	9.48188
PFK1	8.32441	8.86501	8.0932	9.97627	8.76919	9.80174
GPI14	8.61031	8.33526	9.28465	10.9537	13.1368	9.75858
EAF6	9.36835	7.53636	8.68999	10.1777	11.7645	9.7113
PNS1	8.15783	8.19001	8.78999	9.21041	9.86093	8.80052
PRI1	9.34347	9.06476	9.84232	9.92478	9.93121	10.2738
RPS19B	10.2214	12.2579	8.75335	7.96504	8.02833	7.71959
STV1	9.65613	8.60947	9.26485	9.8663	11.097	10.1268
TIM10	12.1726	11.5372	10.7498	10.0069	6.095	9.13678
SDO1	9.66763	9.32564	10.8221	8.92594	7.09179	8.52804
KAR2	12.3178	9.91508	10.1426	8.47883	8.83118	9.22597
LRS4	9.00554	8.13424	8.20084	9.02296	9.77373	10.7508
NUP145	9.16492	8.13666	8.68222	9.23352	9.71129	9.44304
TKL1	9.74576	11.1065	8.94913	8.06802	8.82246	7.46581
RKR1	9.72726	9.44019	9.19844	10.5682	9.71763	10.9077
YIL067C	9.58286	8.31836	9.76046	10.6617	12.3068	10.3043
SFK1	9.26162	8.52281	8.89219	7.12859	8.56693	7.3612
ADK1	9.29462	12.0734	8.64631	7.67795	7.24023	7.34117
SKS1	7.87901	8.81421	8.70288	13.4372	9.2681	11.8287
YPR098C	5.96414	9.72125	6.84733	10.7853	9.64085	10.9145
MSY1	9.212	9.79319	10.791	8.35645	6.34162	8.7243
ERG2	8.45969	6.23913	8.89446	9.87457	14.5808	11.0708
SPC105	9.04878	7.31985	8.29618	9.16414	11.307	10.0156
SRL3	14.0591	11.0586	13.563	8.90369	11.4493	9.59327
RTT109	8.87761	7.68351	8.19948	9.10395	11.4499	9.83594
MES1	9.34007	8.53569	9.11253	8.47864	7.5257	8.26071
LYS2	15.9186	13.5382	15.0583	16.2353	16.532	17.4648
YOL036W	10.8721	9.42015	9.54197	10.6472	11.6682	11.9976
SHO1	12.5541	11.4955	11.3096	10.1789	11.221	10.2106
BCK1	8.94403	7.56753	8.33098	9.10934	10.9811	9.69097
STP1	7.89492	7.92442	10.1872	11.743	10.5413	15.2054
NTC20	11.3607	10.2652	9.81204	9.03152	9.22707	9.628
SRO7	10.087	9.25896	10.1045	8.90514	9.37342	8.71956
EAF1	9.41082	8.58263	9.07823	9.56243	11.0056	10.0268
GAS3	9.53131	8.94636	9.8738	10.3096	9.98503	10.1217
HOS4	9.04949	7.63676	8.35608	9.22634	11.0619	9.68973
RAD57	8.51165	6.82482	8.70577	8.9149	12.1865	11.0817
SMC6	8.90341	8.1589	8.55932	8.88951	10.415	9.88737
ALT1	6.794	7.54972	8.63115	12.2133	8.41679	12.1083
RPL25	10.3758	12.0061	9.18479	8.19998	9.09926	7.67593
SFH5	10.1586	8.79001	9.89076	10.8264	10.5013	10.5982
YGR012W	9.53523	9.18431	9.45824	10.1306	10.1174	9.53448
TIP20	8.80738	8.21434	8.66808	8.91665	10.09	9.43765
YMR315W	11.4737	10.0594	11.2616	9.25209	10.2731	9.32839
WRS1	10.1614	8.79184	9.86217	8.6707	8.73195	8.13954
TUB2	9.38002	8.71026	9.48383	9.7566	11.3235	10.2407
GPR1	8.61699	8.16625	9.20262	9.38339	9.38069	9.37129
MDM10	7.81953	6.7828	7.48496	7.95695	9.83242	8.76142
HIS2	8.58208	7.55043	8.08218	8.91563	10.2606	8.90441
SLT2	9.81238	9.49189	9.89859	8.88364	6.66272	8.59024
AOS1	8.64858	8.52468	8.80108	8.40968	8.39502	8.5255
SHP1	9.49331	8.34574	10.2674	8.00606	8.2097	7.8103
URA8	10.8395	10.107	11.0647	9.61984	10.2284	9.66223
GPD1	8.20302	9.52344	10.4442	7.92403	5.71164	7.68986
MRS6	9.67932	8.41909	9.64567	9.96504	11.2128	10.5006
VHT1	8.31732	7.15746	8.09312	8.9458	11.0576	9.07455
YEL025C	7.61128	7.17014	8.13284	12.7133	8.3275	11.3445
PRS4	9.66915	9.28209	10.2567	8.64682	9.31982	8.30582
NMT1	8.08888	7.89944	9.69233	9.71573	10.8274	9.8848
YSC84	8.06594	8.0774	9.01757	9.26004	10.2946	9.09845
SWH1	8.21769	7.81555	8.46614	8.62573	9.78459	8.91391
MNT2	12.1909	10.8115	12.6593	9.07157	11.1682	9.09904
SSN2	9.25809	8.4656	9.00405	9.30451	10.669	10.0123
SLD3	10.5708	5.68863	8.82131	10.4859	13.9815	16.2127
ARG82	10.9848	9.68474	10.9391	8.24367	9.97423	7.83343
TUB4	9.15	7.70349	8.33916	8.97411	10.9726	10.4051
