	log2FoldChange	FDR
YPR018W	-0.137648802	0.81701545
YBR206W	-0.126079045	0.81724598
YOL060C	0.120459748	0.817494171
YDR360W	-0.277096411	0.817526538
YNL156C	0.067323844	0.817526538
YEL025C	0.078415312	0.817543773
YER074W-A	-0.100949288	0.817543773
YGR275W	-0.106946466	0.817543773
YJR117W	0.056536681	0.817543773
YLR283W	0.090909326	0.817543773
YGL016W	-0.085451111	0.81770672
YNL091W	0.077115687	0.81770672
YOL009C	-0.078657838	0.81770672
YOR037W	-0.061005647	0.81770672
YPL062W	-0.656047483	0.81770672
YMR234W	-0.06257422	0.818379042
YPL219W	-0.058270601	0.818742976
YKL036C	-0.274394973	0.818759896
TA(AGC)K1	1.619600151	0.818759896
YHL005C	0.37308861	0.818825449
YML110C	-0.072761058	0.818825449
YNR063W	0.205148112	0.818825449
YPL037C	-0.107476056	0.819092262
TN(GUU)F	1.641963698	0.81929635
YDR459C	-0.064185619	0.819385717
YOR293W	-0.13969496	0.819385717
YDR002W	-0.117516754	0.819797991
YLR425W	0.100513523	0.82000874
YJR046W	0.148563864	0.821187126
YFL046W	-0.076413126	0.82124436
YLR116W	-0.142825772	0.821658855
YIL072W	0.083583832	0.821750638
YDL243C	-0.084385896	0.821807136
YDR072C	-0.072192132	0.821807136
YDR091C	-0.051057292	0.821807136
YFR003C	-0.093083673	0.821807136
YHL002W	0.056725891	0.821807136
YHL042W	0.1555386	0.821807136
YLR355C	0.062965929	0.821807136
YNL151C	-0.060844231	0.821807136
YOL019W-A	-1.424557549	0.821807136
TK(UUU)K	-1.424557549	0.821807136
TS(AGA)D3	-1.423719064	0.821807136
YDR210C-D	-0.293376469	0.823670295
YDR279W	-0.069885317	0.823670295
YGR195W	0.055082093	0.823670295
TG(GCC)B	1.617256804	0.823747417
YBL060W	0.056263734	0.8237865
YBR285W	0.133771942	0.8237865
YDL014W	-0.071908541	0.8237865
YDL125C	-0.074506669	0.8237865
YGR030C	0.088154493	0.8237865
YNL253W	-0.063172939	0.8237865
YLR384C	-0.098378563	0.824367415
TP(UGG)N1	0.767608093	0.824760261
YBR190W	-0.994633742	0.824823604
YBR083W	0.07755151	0.82498463
YBR205W	-0.066801308	0.82498463
YCL035C	-0.12476151	0.82498463
YCR013C	-0.117619852	0.82498463
YDL063C	0.074385447	0.82498463
YDL138W	-0.149283097	0.82498463
YDL154W	-0.076841185	0.82498463
YDL185C-A	-0.445948473	0.82498463
YDL217C	-0.06150756	0.82498463
YDR275W	0.098981009	0.82498463
YER050C	-0.101726038	0.82498463
YER114C	-0.140982245	0.82498463
YGL006W-A	-0.987899424	0.82498463
YGL226C-A	-0.101072895	0.82498463
YGR158C	-0.061830947	0.82498463
YGR212W	0.06997096	0.82498463
YKL214C	-0.086651868	0.82498463
YLR065C	-0.069372327	0.82498463
YLR419W	-0.118344756	0.82498463
YLR458W	-0.419985983	0.82498463
YML003W	-0.198867272	0.82498463
YMR230W-A	0.252023549	0.82498463
YNL011C	-0.076288033	0.82498463
YNL033W	0.342614741	0.82498463
YOR170W	0.178109176	0.82498463
YOR173W	0.096269658	0.82498463
YPL005W	0.065001975	0.82498463
YPR101W	-0.091318618	0.82498463
YPR124W	-0.064769675	0.82498463
YPR179C	0.063390078	0.82498463
TT(AGU)N1	0.552854873	0.82498463
YBR084C-A	-0.125811418	0.825150571
YCR032W	-0.062674117	0.825150571
YER046W	-0.096156801	0.825150571
YGR057C	0.089666744	0.825150571
YML029W	-0.106381727	0.825150571
YDL067C	-0.127643872	0.825178545
YJL064W	0.569628805	0.825178545
SNR45	-0.383236206	0.825178545
YLR102C	0.086247932	0.826061335
YBL092W	-0.126619257	0.826122954
YDR169C-A	-0.519536135	0.826122954
YER133W-A	-0.113104228	0.826122954
YER180C-A	0.114470935	0.826122954
YHL016C	0.234554594	0.826122954
YJL122W	-0.081132922	0.826122954
YKL179C	-0.054802368	0.826122954
TA(UGC)G	0.854921278	0.826122954
YGR182C	-0.074111773	0.826441636
NME1	-0.293672445	0.826712324
YDR308C	-0.08454304	0.826712324
YDR397C	0.18243687	0.826712324
YGR100W	0.045500396	0.826712324
YHL022C	-0.124995518	0.826712324
YOL151W	-0.106202289	0.826712324
YOR076C	0.080749383	0.826712324
YPR098C	0.09370522	0.826712324
TY(GUA)D	0.872198293	0.826712324
YLR460C	-0.100024089	0.828191573
TR(UCU)G1	-1.087580058	0.828191573
YDR272W	-0.079590252	0.828509288
YDR339C	-0.087523103	0.828509288
YDR533C	-0.103328301	0.828509288
YHL001W	-0.077388942	0.828509288
YHR037W	0.068027277	0.828509288
YJL026W	0.062201694	0.828509288
YMR028W	-0.07382942	0.828509288
YMR166C	-0.084303628	0.828509288
YMR244W	-0.248618686	0.828509288
YOR304C-A	-0.10414512	0.828509288
YPR077C	-0.385747814	0.828509288
YPR135W	-0.083945904	0.828509288
YML014W	0.119022032	0.828692055
YER059W	-0.05851256	0.829026758
YMR101C	0.202666612	0.829026758
YOR271C	-0.1409372	0.829026758
YIL068W-A	0.183370597	0.829083924
YLR082C	-0.076206985	0.829083924
YNL213C	-0.070020371	0.829083924
YOR029W	-0.390591282	0.829083924
YNL094W	0.084590291	0.830298581
YGL183C	-0.198417838	0.830425981
YJR036C	0.074843545	0.830425981
YCR008W	0.057792226	0.830925751
YPL125W	0.100086376	0.831035205
YOR366W	0.333586604	0.831273637
YJL077C	0.093809295	0.831760401
YEL020C-B	-0.337643446	0.832002442
YDR138W	0.066633877	0.832493531
YBR061C	-0.052619949	0.833215691
YBR271W	0.093958278	0.833215691
YDL247W	-0.277630956	0.833215691
YDR165W	0.0578036	0.833215691
YHL040C	0.119723837	0.833215691
YHR193C	-0.107031572	0.833215691
YIL002W-A	-0.126094009	0.833215691
YKL070W	0.076578952	0.833215691
YKL153W	-0.110981279	0.833215691
YMR052C-A	0.11976663	0.833215691
YNL328C	-0.149277224	0.833215691
YPR037C	-0.073867941	0.833215691
YLR055C	-0.123221666	0.833341703
RNA170	0.154943458	0.833652525
RUF20	-0.102683678	0.833652525
YDR011W	0.136064683	0.833652525
YDR179C	0.116925321	0.833652525
YDR500C	-0.109721558	0.833652525
YHL046W-A	0.174811402	0.833652525
YKL039W	0.049373363	0.833652525
YLR015W	0.061999279	0.833652525
YLR016C	0.06476655	0.833652525
YMR081C	0.063293955	0.833652525
YMR250W	-0.086106951	0.833652525
YMR275C	-0.130445256	0.833652525
YNL313C	-0.148358223	0.833652525
YPL226W	0.129848187	0.833652525
TD(GUC)O	0.602363778	0.833652525
TG(CCC)O	-1.347095135	0.833652525
TN(GUU)C	-1.347095135	0.833652525
YJL142C	0.140752253	0.833936491
YMR031C	0.041176932	0.833958225
YPR074W-A	0.776491767	0.833958225
YBL079W	-0.144707707	0.834012658
YDL070W	0.053393783	0.834012658
YDL245C	-0.258351964	0.834012658
YDR505C	0.102385097	0.834012658
YER002W	-0.078625067	0.834012658
YER123W	0.068770196	0.834012658
YGL148W	-0.093409333	0.834012658
YGR016W	0.108982149	0.834012658
YKL116C	-0.114790461	0.834012658
YMR272W-B	-0.356876211	0.834012658
YOR045W	-0.101068723	0.834012658
SNR73	0.284425071	0.834012658
YDR401W	-0.422916497	0.834535093
YGR018C	-0.150386987	0.834959271
YGR264C	-0.065894804	0.835039398
YBR255C-A	0.087191794	0.835865855
YCL025C	0.057410747	0.835865855
YIR007W	0.120522683	0.835865855
YLR246W	-0.060327309	0.835865855
YLR278C	0.077501643	0.835865855
YMR290C	0.050169823	0.835865855
YNL205C	-0.27701138	0.835865855
YOL130W	0.107842112	0.835865855
YGL231C	-0.073234608	0.83590109
YKL130C	-0.072822326	0.83590109
YMR082C	-0.282859086	0.83590109
YIL101C	0.084223018	0.836257281
YNR022C	-0.103203798	0.836257281
YLR038C	-0.099507158	0.836972596
YNL174W	-0.811608101	0.837252264
YOR344C	-0.067111526	0.837252264
YDL113C	0.052820615	0.837307971
YBL070C	0.238901278	0.837421587
YDR094W	-0.259397776	0.837421587
YDR344C	-0.195246451	0.837421587
YGR111W	-0.06795402	0.837421587
YGR161C-D	0.226734854	0.837421587
YHR165W-A	-0.742319251	0.837421587
YLR247C	0.050929419	0.837421587
YNL227C	0.079837849	0.837421587
YNL236W	0.124816984	0.837421587
YOR122C	-0.09509898	0.837421587
YOR238W	-0.075049318	0.837421587
YPL198W	-0.089600783	0.837421587
YBR176W	0.061891538	0.837820769
YJL203W	-0.083691768	0.837820769
YML072C	-0.085418792	0.837820769
YPR164W	-0.088417738	0.837820769
SNR6	-0.470201265	0.837820769
YFR042W	-0.089432896	0.837924902
YDL117W	-0.066164694	0.838222389
YDR452W	-0.040069493	0.838222389
YDR488C	-0.216068246	0.838222389
YNL081C	-0.080928119	0.838222389
TP(UGG)O3	-0.600839451	0.838222389
YCL031C	0.060385354	0.838250397
YKL166C	-0.05573795	0.838445282
YFL015C	0.438672205	0.839176303
YJL003W	0.086400601	0.839176303
YBR095C	-0.048707962	0.839206717
YCL050C	-0.056082415	0.839206717
YCL076W	1.197543994	0.839206717
YDR203W	-1.098763001	0.839206717
YEL047C	0.118262352	0.839206717
YGL064C	0.068081351	0.839206717
YGL221C	-0.057197176	0.839206717
YMR220W	0.044563656	0.839206717
YOL026C	0.08503254	0.839206717
YPL127C	-0.099659823	0.839206717
YPR044C	0.111341273	0.839206717
YDL110C	0.089844685	0.839249505
YJL086C	-1.097648614	0.839264455
YPR157W	-0.138689039	0.839264455
YLR264W	-0.087042874	0.839296875
YER010C	0.071563362	0.83932693
YGL157W	-0.087568782	0.83932693
YHR066W	0.065464278	0.83932693
YIL024C	-0.080816897	0.83932693
YPL169C	0.079656216	0.83932693
YDR228C	-0.090489467	0.840224326
YMR152W	0.052238162	0.840224326
YDR029W	-0.161298373	0.841505976
YML081W	-0.084938625	0.841505976
RUF23	0.363797641	0.842637226
YBL036C	-0.0626631	0.842637226
YBR188C	-0.083719942	0.842637226
YBR289W	-0.11335889	0.842637226
YCL045C	-0.070934396	0.842637226
YDL129W	0.129392351	0.842637226
YDR182W-A	0.149390433	0.842637226
YER137W-A	-0.784689604	0.842637226
YER167W	0.088675631	0.842637226
YGL088W	-0.64687325	0.842637226
YGL136C	0.064387223	0.842637226
YGR093W	-0.051093347	0.842637226
YHR133C	-0.061295486	0.842637226
YJR060W	-0.106316986	0.842637226
YKL123W	0.145226763	0.842637226
YNR072W	0.188009386	0.842637226
YOR078W	0.067800931	0.842637226
SNR17A	-0.224466554	0.842637226
YNL079C	-0.1175666	0.842687699
YGL258W-A	-0.182816081	0.842825621
YIL124W	-0.080557042	0.842868481
YGL172W	-0.078352945	0.842962283
YAL055W	-0.069095427	0.843393503
YPR125W	0.068195553	0.843394098
YJL096W	-0.075241602	0.843598451
YGR255C	0.049473861	0.844527182
YDR092W	-0.077241565	0.844697573
YDL148C	-0.052502948	0.846898589
YDL181W	-0.076310953	0.846898589
YDR464W	0.134864093	0.846898589
YDR524C	0.062322016	0.846898589
YJL174W	-0.057826336	0.846898589
YLR179C	0.07566662	0.846898589
YLR238W	0.066640977	0.846898589
YML057C-A	0.329626665	0.846898589
YNL099C	0.051729971	0.846898589
TD(GUC)D	-1.460538221	0.846898589
TE(UUC)E2	-1.460538221	0.846898589
YMR211W	0.049221088	0.84745931
YPR092W	0.26075365	0.847807716
YFL017W-A	-0.074798374	0.848557136
YLR361C	0.054760389	0.848677428
YOR148C	0.08569677	0.849019952
YDR198C	0.051202046	0.849188812
YER144C	-0.096032012	0.849188812
YHL004W	0.067944705	0.849188812
YBR123C	-0.067286565	0.849952181
YAL017W	0.071982373	0.849978766
YEL062W	0.060608012	0.849978766
YGR168C	0.052261358	0.849978766
YIL038C	0.098948933	0.849978766
YKL183W	-0.058452447	0.849978766
YKR022C	-0.057710433	0.849978766
YLR075W	-0.118418397	0.849978766
YLR409C	-0.106756311	0.849978766
YNR021W	-0.041763716	0.849978766
YOR133W	-0.072798772	0.849978766
YOR301W	-0.152295047	0.849978766
TF(GAA)N	0.941439954	0.85021277
YDL049C	-0.077182145	0.850566595
YDR293C	0.077722677	0.850566595
YLR397C	0.107158376	0.850566595
YNL015W	0.123838986	0.850566595
YNL056W	-0.068276482	0.850566595
YOL040C	-0.09941319	0.850566595
TQ(UUG)B	0.662647345	0.850566595
YOR376W-A	-0.115118062	0.850894383
YLR092W	-0.082667381	0.851221536
YDR199W	-0.134366139	0.851426851
YML012C-A	-0.174155347	0.852079082
YER060W	0.148621542	0.85264494
YGL256W	0.045940547	0.85264494
YDR080W	-0.07520371	0.85301143
YER087W	-0.079952239	0.85301143
YKR044W	-0.070601701	0.85301143
TD(GUC)L2	-0.874113269	0.85301143
YKL038W	0.077057648	0.853274624
YPL079W	-0.098990774	0.853274624
YDR222W	0.070318915	0.853646948
YOL067C	0.183023829	0.853646948
YER140W	0.053445369	0.853723806
YHR187W	0.053527134	0.853780543
YLR230W	0.162621702	0.853780543
YMR259C	0.055661161	0.853780543
YPR078C	0.126882097	0.853780543
YHR127W	-0.054235013	0.855076583
YNL039W	0.09876913	0.855621785
YJR014W	-0.078976027	0.856178377
YER104W	-0.075675306	0.856890253
YGL150C	-0.095044425	0.856890253
YGR105W	-0.091031891	0.856890253
YML114C	0.117512806	0.856890253
YDL010W	0.068758657	0.856904909
YOR038C	-0.105325835	0.856904909
TC(GCA)B	0.632958724	0.856904909
YKR106W	0.095997427	0.857051484
YIR030W-A	0.171210168	0.85766667
YBR010W	-0.08698943	0.857785753
YNL216W	-0.115101307	0.858097767
YBR089W	0.343119342	0.858573328
YDL133W	0.048319563	0.858573328
YEL059W	-0.110941043	0.858573328
YHL008C	0.090454187	0.858573328
YIL071W-A	0.119892132	0.858573328
YJL162C	0.060542812	0.858573328
YMR158W-B	-0.241427579	0.858573328
YOL137W	0.054518321	0.858930062
YHR069C-A	-1.398107767	0.858932983
YBR142W	0.043331182	0.859077563
YER181C	0.243833093	0.859077563
YJR087W	-0.10142364	0.859077563
YLR374C	0.483194945	0.859077563
YHR148W	0.061823118	0.859304333
YIL136W	-0.065853706	0.859409965
YJR039W	0.055367382	0.859426867
YOR034C	0.062202919	0.859426867
YOR104W	-0.0923141	0.859426867
YOR265W	-0.089419509	0.859426867
YOR343W-B	-0.135526916	0.859570491
YDL139C	-0.080015561	0.859717227
YPR167C	-0.069336945	0.859717227
YIL029C	-0.12578749	0.859836785
YMR304C-A	-0.072786334	0.859836785
YAL019W	-0.165532803	0.860289664
YBR052C	-0.078288288	0.860289664
YBR094W	0.060370774	0.860289664
YBR136W	0.08343926	0.860289664
YBR283C	-0.046602191	0.860289664
YCL058C	-0.080412804	0.860289664
YCR020W-B	0.093572488	0.860289664
YDR131C	0.057465498	0.860289664
YDR358W	-0.063764333	0.860289664
YDR374W-A	-0.093076348	0.860289664
YDR538W	0.09708618	0.860289664
YGL047W	0.078155054	0.860289664
YGR085C	-0.108747888	0.860289664
YGR230W	0.083543759	0.860289664
YHR022C-A	0.175726234	0.860289664
YJL183W	-0.076776926	0.860289664
YKL140W	0.06526098	0.860289664
YKL174C	0.0377631	0.860289664
YKR072C	0.073072268	0.860289664
YLR110C	-0.060651356	0.860289664
YMR193C-A	0.083717351	0.860289664
YMR212C	-0.046490936	0.860289664
YMR233W	-0.063726897	0.860289664
YNR033W	0.087909254	0.860289664
YOR059C	0.046304903	0.860289664
YOR286W	-0.081731399	0.860289664
SNR62	0.108845646	0.860289664
TQ(UUG)H	-1.370471488	0.860289664
YCR075W-A	-0.08656357	0.860769158
YOR015W	0.075695327	0.860795029
YPL203W	0.044834137	0.860795029
TE(UUC)E1	-0.637613345	0.860795029
YFR032C	-0.371292922	0.860854322
YLR375W	0.061601107	0.860882424
YDR375C	-0.041087013	0.860922315
YKR051W	-0.056911763	0.860922315
YMR099C	0.042642252	0.860922315
YMR086C-A	0.100182882	0.861030281
YDL061C	-0.099468511	0.861035754
YIL115C	0.098031625	0.861035754
SNR19	-0.189361085	0.861035754
SNR4	-0.119376929	0.861035754
SNR56	-0.422859746	0.861832023
YPL146C	0.051195794	0.862086371
YBR167C	0.080384851	0.862467502
YBR173C	-0.088578637	0.862467502
YBR268W	-0.090344843	0.862467502
YDR010C	0.10865056	0.862467502
YHL034W-A	-0.116839848	0.862467502
YHR112C	0.047159793	0.862467502
YIL041W	0.048840538	0.862467502
YIL098C	-0.088058207	0.862467502
YIL111W	0.085920456	0.862467502
YJR044C	0.063155848	0.862467502
YKL211C	-0.103006274	0.862467502
YMR121C	-0.07012042	0.862467502
YNL244C	-0.100983525	0.862467502
YOR091W	0.078541667	0.862467502
YOR331C	0.702625865	0.862467502
YPR115W	-0.076890188	0.862467502
YPR134W	0.046790151	0.862467502
YPL238C	0.409851004	0.862556682
YNL185C	0.080943102	0.862648587
YIR035C	0.049620477	0.863057557
TQ(UUG)D3	-1.340357357	0.863785121
YBL094C	0.158028089	0.863981842
YBR090C	0.167538282	0.863981842
YBR139W	0.055000877	0.863981842
YFR014C	0.046328465	0.863981842
YHR032C-A	0.158620269	0.863981842
YHR059W	-0.074388798	0.863981842
YJL138C	-0.07698871	0.863981842
YKR077W	-0.1996362	0.863981842
YNL224C	-0.055144715	0.863981842
YOL053W	-0.056921118	0.863981842
YPL102C	-1.338510345	0.863981842
YPR039W	-0.703136765	0.863981842
YPR059C	-0.137352736	0.863981842
YPR130C	0.116575746	0.863981842
YNL255C	-0.102822011	0.86438993
YMR290W-A	0.312524873	0.864631909
YDR067C	0.066618557	0.864732093
YDR303C	-0.180443541	0.864914232
YDR313C	0.065662391	0.864914232
YEL021W	-1.256727448	0.864914232
YIL030C	0.08585765	0.864914232
YJL222W	-0.249144263	0.864914232
YKL082C	0.058712424	0.864914232
YKR047W	-0.106738449	0.864914232
YLR040C	-0.04719977	0.864914232
YLR111W	0.267476904	0.864914232
YMR040W	-0.070485934	0.864914232
YMR293C	-0.048829947	0.864914232
YNR062C	-0.15516605	0.864914232
YOL013W-A	0.187900242	0.864914232
YOL164W	-0.080749825	0.864914232
YOR153W	0.120734017	0.864914232
YPL143W	-0.200078578	0.864914232
YPL239W	-0.0623748	0.864914232
YNR054C	0.053789256	0.864927822
YAR028W	0.065910695	0.864964292
YDL030W	0.046618524	0.864964292
YGL222C	0.055651576	0.864964292
YOR166C	0.052174185	0.864964292
YOR330C	-0.103746348	0.864964292
YPR177C	-1.060030193	0.864964292
YOR020C	-0.096048994	0.865232433
YKR050W	0.097522084	0.865278212
TK(UUU)G1	-1.080328325	0.865480915
YCL001W-B	0.11930612	0.865853011
YDR354W	0.109988457	0.865853011
YHR109W	0.087829374	0.865853011
YKL046C	-0.052394384	0.865853011
YKL206C	-0.046773344	0.865853011
YLR342W-A	-0.164645245	0.865853011
YNL154C	-0.078598698	0.865853011
YBR165W	-0.072216549	0.866066402
YGR227W	0.120059888	0.866066402
YLR147C	-0.077489004	0.866066402
YPL221W	-0.08605285	0.866066402
TL(UAA)D	-1.307042098	0.866066402
YIL001W	-0.060798338	0.866121802
YDR266C	0.074255375	0.866984719
YBL001C	-0.094174501	0.866996687
YBL093C	0.07361698	0.866996687
YGL056C	0.067026524	0.866996687
YJL131C	0.065157567	0.866996687
YMR188C	-0.053266255	0.866996687
YPL199C	0.061584225	0.868054037
YDR420W	-0.113976797	0.869068742
YMR102C	-0.130104524	0.869068742
TW(CCA)G1	-1.063401976	0.869068742
YPL023C	0.080700388	0.869121449
YEL069C	0.168423018	0.869212567
YCR071C	0.061901283	0.869660388
YGR123C	-0.047650638	0.869660388
YPL128C	-0.158113474	0.869660388
YDL007C-A	0.936509935	0.869747815
YGR283C	-0.051073587	0.869747815
YLL050C	-0.05321106	0.870033297
YOR389W	0.084900012	0.870033297
YGL139W	0.080949738	0.870530248
YLR072W	0.095093523	0.870530248
YBR067C	-0.040281933	0.870789356
YDL107W	-0.063613264	0.870789356
YCL054W-A	0.757463324	0.871272581
YJR011C	-0.070681723	0.871272581
YCL028W	0.041012232	0.871868664
YCL074W	0.797882766	0.871868664
YGL102C	-0.100048217	0.871868664
YHR079C-A	0.32521219	0.871868664
YIL110W	-0.049254598	0.871868664
YJL101C	-0.105439836	0.871868664
YJR114W	0.158558407	0.871868664
YMR071C	0.061297404	0.871868664
YOR116C	-0.113325272	0.871868664
YPL196W	0.051651011	0.871868664
YMR225C	-0.078366735	0.871990057
YDR438W	0.046400892	0.872841
YER129W	0.057411086	0.872841
YGL018C	0.067602056	0.872841
YGR215W	-0.071035381	0.872841
YMR103C	0.056416316	0.872841
YNR018W	-0.062777775	0.872841
YLR061W	-0.374405277	0.872846725
YDR037W	0.031841373	0.873021326
YDR493W	-0.066125316	0.873021326
YER148W-A	0.164548257	0.873021326
YGR262C	-0.052848574	0.873021326
YPL047W	0.071240289	0.873021326
LSR1	-0.175710392	0.873127607
YCL034W	0.046291667	0.873127607
YCR024C-B	-0.066915446	0.873127607
YGL230C	-0.171316834	0.873127607
YJR013W	0.041290278	0.873127607
YJR128W	-0.314735929	0.873127607
YJR135W-A	-0.085110253	0.873127607
YLR228C	0.108438656	0.873127607
YML039W	1.242411407	0.873127607
YMR192W	-0.111980018	0.873127607
YOR219C	-0.059295636	0.873127607
YOR318C	-0.088825442	0.873127607
YPL009C	0.073889713	0.873127607
YPL042C	-0.094041278	0.873127607
TS(GCU)F	0.914621328	0.873127607
YDR491C	0.137057287	0.873176751
YGL247W	0.055590192	0.873389078
YDR437W	-0.081188837	0.873460991
YPL189W	0.090870008	0.873460991
YDR049W	-0.058558992	0.874413294
YBL089W	-0.053743461	0.874973447
YCR073W-A	0.064290904	0.874973447
YDR038C	-0.106985352	0.874973447
YGR122W	-0.041309641	0.875336513
YOR264W	-0.040618501	0.875336513
YBR031W	0.052697325	0.875466112
YDR154C	-0.066215871	0.875466112
YDR333C	0.048679763	0.875466112
YDR395W	-0.052829231	0.875466112
YDR515W	-0.047123547	0.875466112
YDR544C	0.893180763	0.875466112
YER063W	0.044916079	0.875466112
YGL079W	-0.069003296	0.875466112
YGL101W	-0.054900717	0.875466112
YKL195W	-0.062214577	0.875466112
YKR007W	-0.069009879	0.875466112
YMR180C	-0.069381445	0.875466112
YMR239C	0.046944366	0.875466112
YNL140C	-0.154949741	0.875466112
YPR183W	0.043228563	0.875466112
TA(UGC)L	1.245148976	0.875466112
RUF22	1.232305806	0.875975396
YNL023C	0.092340984	0.875975396
YBR286W	0.043644203	0.876233787
YPL082C	-0.119219672	0.876233787
YCL027W	-0.070758925	0.876411734
YJL164C	-0.057369881	0.876411734
YEL007W	-0.071845745	0.876417898
YER133W	-0.052070455	0.876417898
YOR072W-A	0.142906581	0.876417898
YNL315C	-0.053653292	0.877076876
YCL046W	-0.377642448	0.877487737
YDR022C	0.084454558	0.877487737
YDR383C	0.061667459	0.877487737
YDR428C	-0.051063218	0.877487737
YGL216W	-0.114609041	0.877487737
YGR128C	-0.041770864	0.877487737
YJR002W	0.038099833	0.877487737
YKL052C	-0.070490107	0.877487737
YLR437C-A	-0.651700357	0.877487737
YOR342C	-0.040837973	0.877487737
YOR252W	-0.064666281	0.877699659
YPR024W	-0.092558035	0.877699659
YHR176W	0.055848644	0.877944321
YJL127W-A	-0.190292684	0.877944321
YDR183W	-0.062657291	0.878048798
YER048C	-0.045616481	0.878048798
YJR120W	-0.203054437	0.878048798
YMR155W	0.04160155	0.878048798
YNL285W	0.225600503	0.878048798
YPL064C	0.061474155	0.878279943
YNL259C	-0.077791671	0.87862311
YAL042W	-0.052859825	0.878715947
YDL136W	-0.120183965	0.878715947
YHL039W	0.037400522	0.878715947
YIR023C-A	0.133363792	0.878715947
YKL201C	-0.097140137	0.878715947
YLR035C-A	-0.529674862	0.878715947
YLR335W	-0.111576487	0.878715947
YPL110C	-0.084821322	0.878715947
TN(GUU)N2	0.673156453	0.878715947
YLL049W	0.070807479	0.878968701
YAL040C	-0.080389223	0.878981742
YDL208W	-0.064172209	0.878981742
YHR005C-A	-0.09321786	0.878981742
YHR195W	-0.053184136	0.878981742
YOL135C	0.107423715	0.878981742
YOR223W	0.053366389	0.879120419
YGR169C-A	0.073745549	0.879165363
YML079W	-0.042728599	0.879165363
YDR202C	0.06457103	0.879283233
YGL235W	-0.782836471	0.879295031
YLR028C	0.029416099	0.879295031
YOL160W	0.171883522	0.879295031
YGL198W	0.05118174	0.879753725
SNR65	0.319185174	0.879753725
YBR246W	0.075114206	0.880211971
YIL003W	0.050370482	0.880211971
YPR122W	0.04209372	0.880211971
SNR80	-0.386796574	0.880211971
TE(UUC)G1	1.180490374	0.880211971
YGR290W	-0.174738112	0.880724026
YJR003C	0.051726264	0.880725784
YLR141W	0.099203096	0.880725784
YLR399C	-0.0595058	0.880725784
YIL171W	-0.137610796	0.880968788
SNR61	0.345833547	0.880977977
YBR008C	-0.072092798	0.881038177
YDL086W	0.062704679	0.881038177
YDL115C	0.046444153	0.881038177
YDR068W	0.063712536	0.881038177
YFL028C	-0.052425312	0.881038177
YGL025C	0.108303103	0.881038177
YIL164C	0.070915098	0.881038177
YNL252C	0.037439183	0.881038177
YDR191W	0.070639894	0.881634962
YHR049C-A	-0.09486112	0.881634962
YOR071C	0.079112812	0.881634962
YAL047C	0.081574351	0.882328587
SRG1	0.063157347	0.88262551
YBL091C-A	-0.054409258	0.88278713
YJL042W	-0.048269988	0.88278713
YLL033W	0.061870108	0.88278713
YNL242W	0.065378233	0.88278713
YOL087C	0.039486744	0.88278713
YPR027C	0.054763112	0.88278713
YFR022W	0.090284167	0.883097029
YAR002W	-0.037794188	0.883986908
YCL048W	-0.088609964	0.884986835
YPL012W	0.064095921	0.884986835
YPR189W	-0.077094618	0.885054933
YLR213C	0.091662475	0.886159268
YDR482C	0.06980971	0.886787476
YGR161W-C	0.070084431	0.887098773
YHR143W-A	-0.075209177	0.887098773
YAR014C	0.049904088	0.887804157
YLL039C	-0.066715745	0.887804157
YPL074W	0.030680259	0.887804157
YOR043W	0.037878956	0.887851373
YPL180W	0.06311963	0.887851373
YGR008C	-0.094804183	0.888293647
YDR221W	-0.042524283	0.888445138
YJL195C	0.713548524	0.888445138
YMR100W	0.037330646	0.888445138
YOL095C	-0.081338551	0.888445138
YOR255W	-0.271754415	0.888445138
YER149C	-0.07335985	0.889243698
YGR025W	-0.283260032	0.889243698
YGR091W	-0.042173391	0.889243698
YGR102C	0.052375449	0.889243698
YKR033C	0.654189191	0.889243698
YLL037W	0.116064509	0.889243698
YNL155W	0.063031581	0.889453865
YBR103W	0.046149805	0.889597145
YNL206C	-0.041622841	0.889597145
YOR020W-A	-0.07258222	0.889892531
YDR359C	-0.09246806	0.89033233
YDR327W	-0.065315478	0.890373976
YGL226W	-0.062388803	0.890373976
YGL214W	-0.124975919	0.890687533
YOR105W	-0.121822352	0.890687533
TQ(UUG)E2	-0.428823066	0.890687533
YDL006W	0.053917692	0.891050329
YML094W	-0.063229528	0.891050329
SNR59	0.365798452	0.891050329
YGR041W	-0.089196063	0.891087664
YGR076C	-0.06325488	0.891087664
YKL099C	-0.049121501	0.891420543
YER071C	-0.06443932	0.891648357
YOR024W	0.529381634	0.891648357
YCR053W	0.083562237	0.891757593
YER156C	-0.064923857	0.891757593
YMR163C	0.081611583	0.891767137
YCR041W	0.16530847	0.892375844
YKL097C	-0.496629686	0.892375844
SNR77	-0.257568475	0.892375844
YOR295W	-0.053906491	0.892394375
YDR263C	-0.129532723	0.892531003
YIL141W	-0.21173756	0.892531003
YDR169C	0.073327417	0.892615825
YLR459W	0.047313021	0.892615825
YEL013W	0.03571197	0.89335968
YLR150W	-0.058637811	0.893368206
YPR022C	-0.081643638	0.893368206
YDR510C-A	0.073807998	0.893782785
YLR434C	-0.324268906	0.893782785
YOR282W	-0.565711126	0.893782785
YPL250W-A	-0.238884404	0.893782785
YDL089W	-0.046461124	0.893965575
YAR019W-A	-0.647974667	0.894161075
