Gene	SRR6205698
ETS1-1	1.2363534381696917
ETS2-1	0.32283020527061446
HRA1	0.7360732398811609
ICR1	0.826789556387002
IRT1	0.9452014833889766
ITS1-1	0.710317831058772
ITS2-1	0.5966058325216826
LSR1	1.5873871278411646
NME1	1.0413696479221364
PWR1	1.5769568580615845
Q0010	0.0552186964840946
Q0017	0.0552186964840946
Q0020	0.4480760358065964
Q0032	0.0552186964840946
Q0045	1.559732581353068
Q0050	0.0552186964840946
Q0055	0.0552186964840946
Q0060	0.0552186964840946
Q0065	0.39132788449254075
Q0070	0.0552186964840946
Q0075	1.0297661020960756
Q0080	0.0552186964840946
Q0085	0.2273287526774963
Q0092	0.0552186964840946
Q0105	0.0552186964840946
Q0110	0.0552186964840946
Q0115	0.0552186964840946
Q0120	0.23223428275190774
Q0130	1.0099195635049858
Q0140	0.0552186964840946
Q0142	0.0552186964840946
Q0143	0.0552186964840946
Q0144	0.0552186964840946
Q0158	1.837403779843751
Q0160	0.7042181890061812
Q0182	0.0552186964840946
Q0250	0.35312142108541794
Q0255	0.0552186964840946
Q0275	0.17611199917790823
Q0285	0.2385685332694982
Q0297	0.6619536542580173
RDN18-1	7.914892581102297
RDN25-1	11.237759902083965
RDN37-1	0.982826323329024
RDN5-1	0.846846368732461
RDN5-2	0.0552186964840946
RDN58-1	0.0552186964840946
RME2	4.073882342470501
RME3	0.8783278655729567
RNA170	0.7378038974661809
RPR1	0.7050940452992223
RUF20	0.681317910558581
RUF21	0.7468890188304745
RUF22	0.22414836689987697
RUF23	0.7315704407550351
RUF5-1	0.8953965829102831
SCR1	0.7159478669780688
SRG1	1.754289928127942
YAL001C	1.2103353834462247
YAL002W	1.8924826789847597
YAL003W	4.220325522149896
YAL004W	0.7460564656973228
YAL005C	10.641639102468298
YAL007C	1.979599475969719
YAL008W	1.9598669716202395
YAL009W	1.4873374845814136
YAL010C	1.1584854545954877
YAL011W	0.9380263295141307
YAL012W	8.858621163143056
YAL013W	1.350405271896196
YAL014C	2.496173728336613
YAL015C	1.6090521516279161
YAL016C-A	0.7643844803657664
YAL016C-B	0.0552186964840946
YAL016W	4.098547845405717
YAL017W	3.871726878721533
YAL018C	0.6278800205743847
YAL019W	1.494140473697581
YAL019W-A	0.6771896005535019
YAL020C	1.6196780091393737
YAL021C	1.3428935329388934
YAL022C	1.842072787613654
YAL023C	4.790289491312537
YAL024C	1.016598117003265
YAL025C	0.7164249140259632
YAL026C	1.5609402698438317
YAL026C-A	0.7394882846151295
YAL027W	0.9013559342382143
YAL028W	1.7507611656789304
YAL029C	1.82319058787925
YAL030W	1.9143349803915792
YAL031C	1.5292508517723258
YAL031W-A	0.4573155113746993
YAL032C	1.0746776719020992
YAL033W	1.2808837101801926
YAL034C	3.4973057440817628
YAL034C-B	0.17975988609599095
YAL034W-A	0.7494885937549158
YAL035W	2.928983999000207
YAL036C	1.6829661607608455
YAL037C-A	0.0552186964840946
YAL037C-B	1.5698866762562516
YAL037W	0.7989847055320773
YAL038W	10.142519078392704
YAL039C	2.41447402580617
YAL040C	4.070857311081234
YAL041W	2.196439666780048
YAL042C-A	0.7892862996768931
YAL042W	3.280344810496498
YAL043C	2.1432452349080098
YAL044C	1.8108023883418536
YAL044W-A	1.4483535838987784
YAL045C	0.0552186964840946
YAL046C	1.1864364221953934
YAL047C	0.9406949479641216
YAL047W-A	0.32283020527061446
YAL048C	1.8183220320019653
YAL049C	2.6266376313443724
YAL051W	1.6608545380922002
YAL053W	3.271336601637784
YAL054C	3.8782831481434727
YAL055W	0.8993934380016684
YAL056C-A	0.41991153096898326
YAL056W	2.4338004342323565
YAL058W	1.389549232141844
YAL059C-A	0.0552186964840946
YAL059W	1.018039699364366
YAL060W	7.600756038901974
YAL061W	1.9995788231282872
YAL062W	1.864044419293673
YAL063C	2.1054142476313746
YAL063C-A	0.6733416438503529
YAL064C-A	0.0552186964840946
YAL064W	0.65791213700214
YAL064W-B	0.1752700346046912
YAL065C	0.6830685864230827
YAL066W	0.6350531534274496
YAL067C	0.8156727610999357
YAL067W-A	0.0552186964840946
YAL068C	0.3453939386430118
YAL068W-A	0.20036216819289032
YAL069W	0.23937424086159717
YAR002C-A	2.5380847724604436
YAR002W	1.26251763504236
YAR003W	1.7754450633081473
YAR007C	1.8803184366441186
YAR008W	0.87212406144714
YAR014C	1.5398686571759592
YAR015W	1.8044847439848257
YAR018C	1.2259427575972892
YAR019C	2.0414391117571187
YAR019W-A	0.36997774198886724
YAR020C	0.27192296771113056
YAR023C	1.0057639351399013
YAR027W	0.3926354990468882
YAR028W	0.929686486637006
YAR029W	0.7284463628312939
YAR030C	0.7378038974661809
YAR031W	0.0552186964840946
YAR033W	0.23048617174591496
YAR035C-A	0.0552186964840946
YAR035W	0.9454738879342182
YAR042W	2.1816882926732486
YAR047C	0.9899569520671597
YAR050W	0.931344610125167
YAR053W	0.0552186964840946
YAR060C	0.5917738348274523
YAR064W	0.0552186964840946
YAR066W	0.0552186964840946
YAR068W	0.6213352922730313
YAR069C	0.5180954462548679
YAR070C	0.0552186964840946
YAR071W	1.2732898267835768
YAR073W	0.0552186964840946
YAR075W	0.0552186964840946
YBL001C	1.9723161249574084
YBL002W	2.8826939482571508
YBL003C	1.7228451004078127
YBL004W	2.2318697734187407
YBL005W	1.992782100681078
YBL006C	1.798316216405507
YBL006W-A	0.0552186964840946
YBL007C	2.9430904350924294
YBL008W	1.5171753506943437
YBL008W-A	0.0552186964840946
YBL009W	1.4844553813556494
YBL010C	0.9240158669267498
YBL011W	2.2158941329378496
YBL012C	0.0552186964840946
YBL013W	0.7691613972044996
YBL014C	1.5653708153348613
YBL015W	8.39218632106191
YBL016W	2.9420858728418713
YBL017C	3.726726521073169
YBL018C	1.0395190269866832
YBL019W	1.0797602750252724
YBL020W	2.5951525094155894
YBL021C	1.0084543772329384
YBL022C	3.0542635706171155
YBL023C	1.4742919888821324
YBL024W	1.2218606061773547
YBL025W	1.0006964156986682
YBL026W	1.1347591021323722
YBL027W	3.0178276457165127
YBL028C	0.9362255036783531
YBL029C-A	1.217922092626293
YBL029W	1.9164264899494676
YBL030C	8.46664072431871
YBL031W	0.6302573071871842
YBL032W	1.87081210205011
YBL033C	3.300276755384388
YBL034C	1.3712498391396108
YBL035C	0.9837819509074248
YBL036C	1.3544768772275186
YBL037W	1.6657402654275473
YBL038W	1.3501417714551156
YBL039C	1.0071224522230178
YBL039C-A	0.0552186964840946
YBL039W-B	0.8587677141755604
YBL040C	1.986910646198095
YBL041W	2.99841665368951
YBL042C	1.111145071561616
YBL043W	1.5583747790357037
YBL044W	0.33678970631092847
YBL045C	7.130206970739139
YBL046W	1.104424630708752
YBL047C	5.719306698027738
YBL048W	1.8149540265150619
YBL049W	4.556701568062817
YBL050W	3.1221217591635604
YBL051C	2.002555334869873
YBL052C	0.8930669554182012
YBL053W	0.3375824675553977
YBL054W	1.3957401453204685
YBL055C	1.797745008479322
YBL056W	4.028292218176172
YBL057C	1.5354388730194157
YBL058W	2.925581343431262
YBL059C-A	1.182956188798627
YBL059W	0.9201967026473358
YBL060W	1.236581280824461
YBL061C	1.9510512804773668
YBL062W	0.0552186964840946
YBL063W	1.0789248223624046
YBL064C	6.68970274401712
YBL065W	0.7378038974661809
YBL066C	2.185979958495815
YBL067C	1.5242104971421404
YBL068W	1.628946152392166
YBL068W-A	0.7336313664069796
YBL069W	1.1983910834877463
YBL070C	0.25271454514584757
YBL071C	0.6350531534274496
YBL071C-B	0.0552186964840946
YBL071W-A	1.0470982094889185
YBL072C	3.70986276823932
YBL073W	0.0552186964840946
YBL074C	0.8860333952511935
YBL075C	2.818824672061893
