Gene	SRR1121434	SRR1121435	SRR1121436	SRR1121437	SRR1121438	SRR1121439	SRR1121440	SRR1121441	SRR1121442	SRR1121443	SRR1121444	SRR1121445	SRR1121446	SRR1121447	SRR1121448	SRR1121449	SRR1121450	SRR1121451	SRR1121453	SRR1121454	SRR1121455	SRR1121457
ETS1-1	6.6132117964292405	5.870813338503894	6.6946860322910435	5.862869883434463	5.588652968381956	5.6964330712942255	5.713891636987398	7.1931550356475356	6.227864180886803	6.341596515337765	5.614877194709471	5.625122746892046	5.206151421249244	4.091152378277114	4.098547845405717	3.882236909035906	4.032566056248245	3.9321915321157324	3.9855015355641283	3.957461746675649	4.015255946251896	4.134666531207064
ETS2-1	0.618856602281112	0.6240873323379098	0.631883458665481	0.6350531534274496	0.5896204317379141	0.6208757087176954	0.5325747353332144	0.6226817314806106	0.7180185085986873	0.6615137566674822	0.25313730188355216	0.3002250076061868	0.3506061974492829	0.35136721748476507	0.4159363577663039	0.1982366169566866	0.41809877104686266	0.3671075596798518	0.33850493725407177	0.4522099833675907	0.451578048737049	0.3171276130404578
HRA1	0.5588598557716499	0.5862402987461439	0.65791213700214	0.5366827304640422	0.5701673821096738	0.5196139159186952	0.549602195003667	0.6288721268441373	0.5621950220883309	0.6302573071871842	0.6266626674521516	0.5751585640445531	0.5605994589393468	0.44770224615182713	0.461268615840418	0.5419077702183329	0.4053884074136771	0.5721455431645113	0.36536256325255323	0.5054916756836888	0.5100252448678096	0.5424414399809163
ICR1	1.0890995863675421	1.1383373572826108	1.1449132173585894	0.931344610125167	0.9469385026199401	0.9785077992692	0.8956556887395885	1.1451846328294015	1.1163392851501983	1.0872165347292864	0.862990674074742	0.9899569520671597	0.9792969387754891	0.8015314364428036	0.8644160334495751	0.8011863337901299	0.7766687956308969	0.7730463931420015	0.8136879706838587	0.8104837775900818	0.8610075509343648	0.8599710047169438
IRT1	1.842072787613654	1.852628280896719	1.8776693480829374	1.4656866817820804	1.4413914923617923	1.5499323267404064	1.697594924636399	1.9206536517529418	1.8558200907599065	1.9069017903743752	1.8567523784198223	1.842072787613654	2.167409844250874	1.3847956588318653	1.378111884133542	1.3495715360828158	1.4248178774706128	1.4408289593152739	1.363282551370455	1.3171250760795405	1.3199709366328203	1.5171753506943437
ITS1-1	1.4454021888987838	1.4959105416217777	1.6143197438743986	3.9802489112650754	3.229078376280533	4.284029468580286	4.325663944018414	1.7608233986546276	1.619203867611749	1.696452216209529	1.280668546594957	1.5609402698438317	1.5028139645230372	2.8416441861687503	2.9009289654431822	2.822342545434691	2.561553758251386	2.6000404009872016	2.422126955258588	2.3448853637769105	2.4140027858752147	1.6613117107127326
ITS2-1	2.510724974729691	2.2332038304564072	2.683058393125285	5.728325745546568	5.337772627779393	5.89275941867192	5.9061188668878	3.5276099935724625	2.6325133510976406	2.9430904350924294	3.1010625008546304	2.9646889591965384	3.047378989516024	4.107115240901203	4.011192371455821	4.107115240901203	3.7415128290935993	3.8703160763739266	3.730083047869277	3.671598316634884	3.738069651083431	3.1677473115911057
LSR1	0.8874503656934137	0.8569121719360124	0.8841503478638127	0.9539984879750607	0.929686486637006	0.8887849000597298	0.9653762186839342	2.1840678493415164	0.9121236162421502	0.9054340360603996	0.8874503656934137	0.9985801631474157	0.9232589137179805	0.9693427296691977	0.9930453015555674	0.9037437787691492	0.938988654642959	0.8737762219989929	1.0312999689813853	1.013873904293828	0.9883835186432552	0.9143713437948127
NME1	0.7363840960855123	0.6389735255364898	0.710668261738584	0.7996638622636508	0.7159478669780688	0.7440606215502414	0.7225417736223748	0.7646071721649352	0.6808264437513107	0.6141669250256355	0.6394412578338934	0.6574487098445283	0.6174466731769636	0.6689929021886818	0.6766466205913911	0.6915810041048438	0.6516913562099393	0.689533230340711	0.7249728265286343	0.7096324408067757	0.65791213700214	0.670010202344146
PWR1	0.39824484643036984	0.3798775213740352	0.3798775213740352	0.15625530736696971	0.27446821231692947	-0.012427381691495102	0.4139128686575617	0.38070512255464795	0.3882463179184704	0.382218521756245	0.5201636946856775	0.49718979218236137	0.42162083869342565	0.2116531725529231	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.34390534238909165	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	0.5067789372920837
Q0010	-0.022248325161145263	-0.02785413807499431	-0.023899568408237988	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	0.002374995763083624	0.04200866956711542	0.029415751597878334	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0017	0.030338093591575806	0.019517158127652805	-0.023899568408237988	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	-0.038365868205164765	-0.029599603971243477	0.019517158127652805	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0020	0.48992384161471686	0.55668429389959	0.49718979218236137	0.4891778896442357	0.44770224615182713	0.5161275015938369	0.48234657897494654	1.1903273489545199	0.6660740326357224	0.5218430702378196	0.4759534501364876	0.47379653305708536	0.4261388880847253	0.37081052947897053	0.41771115303958456	0.2825998920652203	0.3798775213740352	0.4318143100194289	0.37689343602727327	0.3678323817436593	0.4411858620124387	0.4779409114596589
Q0032	-0.022248325161145263	-0.02785413807499431	-0.023899568408237988	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	-0.038365868205164765	-0.029599603971243477	-0.02726450949823792	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0045	0.07728901071736932	0.15369910436537595	0.1474354087125654	0.17795800863226827	0.05697622062493293	0.16767766916029994	0.1969933105746352	0.3996255273107284	0.23937424086159717	0.13790294707669554	0.10411560865412371	0.20636348357965117	0.11771471889837985	0.06638952523995305	0.008659498663359806	0.0325977492978936	0.05947706712930671	0.009644312695882297	0.08816121027237388	0.11416849430726667	0.03303789589640242	0.19372109581931973
Q0050	0.09828853272506267	0.11163837262480893	0.07143798363665636	0.041124958386577766	0.07896732466064874	0.12362716112535121	0.02808323346422211	0.6660740326357224	0.16767766916029994	0.021327215589076957	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0055	0.03761606294962223	0.03849849923610589	0.04723655768340909	0.06035863861118477	0.0437375229918197	0.09071026222670861	0.2385685332694982	0.5652730428570533	0.06892841560767092	0.076461414814712	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0060	-0.022248325161145263	-0.02785413807499431	-0.023899568408237988	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	0.04723655768340909	-0.029599603971243477	-0.02726450949823792	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	0.03392418827092454
Q0065	-0.022248325161145263	-0.02785413807499431	-0.023899568408237988	0.042884757859460144	-0.022248325161145263	0.06035863861118477	0.15538596178415795	0.07728901071736932	0.03572523150473164	-0.02726450949823792	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0070	-0.022248325161145263	-0.02785413807499431	0.03572523150473164	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	0.012964569380601122	-0.029599603971243477	-0.02726450949823792	0.03303789589640242	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0075	-0.022248325161145263	-0.02785413807499431	-0.023899568408237988	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	0.06294143020902232	-0.029599603971243477	-0.02726450949823792	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0080	-0.022248325161145263	-0.02785413807499431	-0.023899568408237988	-0.02058346399863459	-0.022248325161145263	-0.012427381691495102	0.02808323346422211	-0.038365868205164765	-0.029599603971243477	-0.02726450949823792	-0.02612379754135231	-0.02058346399863459	-0.025562803997283678	-0.01835647554010114	0.008659498663359806	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	-0.019454688311714072
Q0085	0.045437435213413487	0.023155222641250334	0.05947706712930671	-0.02058346399863459	0.045437435213413487	0.05947706712930671	0.02808323346422211	0.09492111191535677	0.030338093591575806	0.06208904529194083	-0.02612379754135231	0.031245726215288844	0.03761606294962223	-0.01835647554010114	0.10914807103126814	0.0325977492978936	-0.007809108752338016	0.009644312695882297	0.00039445766309772643	0.00039445766309772643	0.03303789589640242	0.042884757859460144
