Gene	SRR3744656	SRR3744657	SRR3744658	SRR3744659	SRR3744660	SRR3744661	SRR3744662	SRR3744663	SRR3744664	SRR3744665	SRR3744666	SRR3744667
ETS1-1	5.211973955853135	6.460765726030308	8.6642995021941	5.870813338503894	6.082735841766783	8.753257547097324	4.946930681461252	6.073954455418308	8.090937628233153	5.978258016537585	6.539160305479201	8.6642995021941
ETS2-1	0.6217723579214387	0.44847479500976695	0.5743592138871721	0.4392560274974995	0.4239080135690584	0.5995759265040432	0.4351845061532312	0.1315714109498392	0.23135405751180582	0.5597684143061589	0.5464008427630727	0.6327462947869582
HRA1	0.6141669250256355	0.4253845493817553	0.4418698184192296	0.5903219836185399	0.48784743456352364	0.5356875528972419	0.48163585148227983	0.4246520530728335	0.23135405751180582	0.5328253433366934	0.14700017652211966	0.44709301438078825
ICR1	0.8986172710009974	0.896880253932235	0.8779527933016485	0.9168990756275559	0.8547398606221515	0.8525228727234386	0.8988625225607212	0.9441383209186205	0.8490395877300787	0.9037437787691492	0.8613093160049995	0.8638605069371421
IRT1	1.1764042891008426	0.894601065855437	1.7228451004078127	1.1756686200496684	1.3179745288889648	1.782476184775479	1.1559373884042379	0.8689935658125737	1.6766235412551502	1.3322400498776052	1.4193243341051838	2.1044994661715775
ITS1-1	0.8507753593602431	0.7828637309128312	0.8729006504744858	0.8854780728393037	0.8264516754861073	0.8436404599047569	0.8443401581218037	0.826789556387002	0.7780567991991438	0.8419900420316895	0.8035255052839377	0.8951537752034987
ITS2-1	0.8322123364780121	0.7835417076682942	0.9024798770661814	0.9236220570059148	0.8395098279321043	0.862990674074742	0.8874503656934137	0.8189982538909084	1.0412287005935252	0.920437583989988	0.8504834830773427	1.1451846328294015
LSR1	0.9395466073822123	0.9927062818899346	1.827774732626713	0.9867699966187559	0.9357836702812614	1.5323609757401264	0.9584017539462489	0.9917992088826406	3.1205563188172145	0.9373763553659082	0.931344610125167	4.90291775622522
NME1	0.7273984428156862	0.6262243422583955	0.5784979869452672	0.7007830463075948	0.6217723579214387	0.5819810943978373	0.730618234007794	0.6762761042437798	0.7744499811378334	0.6751682822735188	0.6794921314407292	0.9363513661003555
PWR1	0.6808264437513107	0.6217723579214387	0.61935942895501	0.7581935758236499	0.7249728265286343	0.48992384161471686	0.732285481544336	0.671380232196181	0.5716299619817301	0.7548397893831248	0.6755341155140033	0.13204734766811826
Q0010	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.13204734766811826
Q0017	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.13204734766811826
Q0020	0.6183655625168172	0.5610862367616671	0.5867755385109489	0.650158489181276	0.6266626674521516	0.6497093528782879	0.6574487098445283	0.6183655625168172	1.642397921205263	0.58391998782257	0.6808264437513107	2.1711781173408164
Q0032	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.13204734766811826
Q0045	0.46417071816038585	0.5658624365010498	0.6425897956297286	0.5594353649956719	0.689533230340711	0.7327155618587636	0.5957231184850167	0.5261006204665526	0.9221003275996449	0.6362246869927217	0.6619536542580173	1.3970139194596853
Q0050	0.5271488259666935	0.30757530693119306	0.33123604247506555	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.5003363417104669	0.41771115303958456	0.7724329019330936	0.4884890393080643	0.608878087870256	0.8167127524983759
Q0055	0.13204734766811826	0.5255575411942585	0.5196139159186952	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.6915810041048438	0.15286941738577312	0.14700017652211966	0.827636594043872
Q0060	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.5628335957676683	0.15286941738577312	0.14700017652211966	0.6126384216509586
Q0065	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.49543834302570966	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.416936432281173	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.5351711592561661
Q0070	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.567044210286691
Q0075	0.13204734766811826	0.372416159770899	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.13204734766811826
Q0080	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.13204734766811826
Q0085	0.5207135315645959	0.12064654210344587	0.4386636308947014	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.7625236240302671	0.15286941738577312	0.14700017652211966	0.8031571360936979
Q0092	0.13204734766811826	0.12064654210344587	0.13383644111350004	0.15793632431344284	0.15793632431344284	0.16543679127458694	0.15793632431344284	0.1315714109498392	0.23135405751180582	0.15286941738577312	0.14700017652211966	0.13204734766811826
