Gene	SRR4011662	SRR4011663	SRR4011664	SRR4011665	SRR4011666	SRR4011667	SRR4011668	SRR4011669	SRR4011670	SRR4011671	SRR4011672	SRR4011673	SRR4011674	SRR4011675	SRR4011676	SRR4011677	SRR4011678	SRR4011679	SRR4011681	SRR4011685	SRR4011687	SRR4011689	SRR4011691	SRR4011693	SRR4011695
ETS1-1	9.677795271612801	9.396358655913309	9.375927700976172	9.471995685274207	9.112524713799722	9.172262829644419	10.199541120598747	10.117553934834259	10.464779104646581	10.199541120598747	9.125946274349847	9.125946274349847	9.029508630353824	9.117671523485999	10.199541120598747	10.641639102468298	9.959292194791908	10.574262456909707	10.464779104646581	9.852400593668355	9.805057292625115	10.142519078392704	9.718308625307394	9.52481585548779	9.959292194791908
ETS2-1	0.8490395877300787	0.9334135398292793	0.9410436838627888	0.9576529535756314	0.8586170544215056	0.770577585256323	0.8008328173410335	0.7955241314384575	0.9138709659055333	0.8957829969996609	0.8015314364428036	0.8320684255300028	0.7696555712745202	0.7673485449037742	0.8065759219985016	0.9263967115040264	1.0695714567178851	0.9105388252073572	1.0490137917113056	0.7260197095488087	0.7056505878830898	0.762194488857729	0.7115099871053032	0.7313180116411195	0.7652244824365043
HRA1	0.3118345931757945	0.49898499032254484	0.41103752975204993	0.55668429389959	0.33850493725407177	0.5716299619817301	0.3594340560827053	0.1474354087125654	0.1719169821437766	0.40457079215365893	0.29865439759317475	0.43795031234458903	0.35639283773772495	0.3662907631138216	0.6278800205743847	0.32812055365981685	0.44847479500976695	0.41178327705361684	0.07562801070410835	0.6042245827787812	0.6816973740221604	0.6493002134860963	0.6282870540334032	0.650158489181276	0.7156234166724875
ICR1	1.664264674670462	1.6919344382373827	1.5282836851999213	1.6154047402048541	1.4500277519214193	1.65558478503648	1.1367529923567519	1.1341751650139495	1.2874361532876812	1.3544768772275186	1.5521130444213624	1.5091874544621933	1.6230057909606788	1.5780020949052518	1.4758825904724606	1.3586284567534708	1.8377445241960548	1.360165323324709	1.3472533609465314	1.5364572194855146	1.8047770759490485	1.4937428567637814	1.554490940355091	1.7690384698952755	1.4293822501840607
IRT1	1.1011851792284086	1.2835648538358224	1.1916926894351016	1.1098101859061158	1.1308322825318577	1.0071224522230178	1.132416915120358	1.0236266344324487	1.1241188187581006	1.14325501454613	0.9460013252448686	0.9328013256076677	0.8803123530628553	0.9046620305559447	0.8844223905642884	1.1288744918230302	1.0661812234372912	1.3872084003729677	0.9795539021771211	0.8677021040273802	1.0961785302027736	0.9515734969525573	0.9213006999206416	1.0961785302027736	0.9477217462889823
ITS1-1	1.8858112699090035	1.4724543612218643	1.3623935465195693	1.3881042632444414	1.2830014324171186	1.254740204138344	2.549908690330857	2.0566636146801676	4.21006392106391	3.625632284492845	1.4702306259392952	1.1873449210134464	1.1948996906385876	1.2974973681329565	1.5403969845903125	1.6407435993404742	1.5966652004100594	1.4413914923617923	1.6352985516677347	1.1103122698930903	1.1338262821511904	1.3288917774696047	1.1883165756602998	1.171629642308065	1.2705343264391114
ITS2-1	1.069885010543426	0.8215637443899415	0.9381566620838622	0.9861780693763333	0.7950695989513628	0.6992547547300882	8.970719208561526	8.850313243209811	9.13693039172888	9.029508630353824	0.7677272722686732	0.8234718657291354	0.8107858346614554	0.8316753871885318	0.8449857905079575	0.8857347349604678	0.8517275640081621	0.7969217545671694	0.9651451713619661	0.8113380510938963	0.7460564656973228	0.8734789096698959	0.7327155618587636	0.6902832998462789	0.8557291366492763
LSR1	11.00159888932874	11.00159888932874	11.00159888932874	10.912307204971501	10.844656263224461	10.844656263224461	10.81015640473891	10.81015640473891	10.844656263224461	10.844656263224461	10.912307204971501	11.00159888932874	10.844656263224461	10.844656263224461	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.746071809201743	11.237759902083965	11.746071809201743	11.237759902083965	11.237759902083965	11.746071809201743
NME1	8.251432549138935	7.880422303718248	8.046887285326775	8.210394472430057	7.914892581102297	7.995929521708511	7.9710783806098835	7.504124333254944	9.375927700976172	8.850313243209811	7.995929521708511	8.160510367419567	7.7327225049248325	7.779144866243497	8.434821871571547	8.956104025611879	8.911328416205382	9.029508630353824	8.98404843909703	7.838751608806547	7.867481683391784	7.8272803844083185	7.914892581102297	7.9710783806098835	7.822970241615458
PWR1	0.5167122529695116	0.08944315517096932	0.24716121131643687	0.09114912314735843	0.3002250076061868	0.10494644478496984	0.14440164684899803	0.1474354087125654	0.1719169821437766	0.16500796326321718	0.0974590059288438	0.10164577997343427	0.12628717608581289	0.4605189622348883	0.4461788035765666	0.4798664129086254	0.5957231184850167	0.4253845493817553	0.07562801070410835	0.076461414814712	0.07265347331136918	0.07937848104696534	0.08651212918725079	0.35639283773772495	0.39132788449254075
Q0010	0.4231107351231239	0.3890190770169831	0.3798775213740352	0.09114912314735843	0.10833521771768795	0.43106630907011145	0.4425014606982791	0.5003363417104669	0.1719169821437766	0.16500796326321718	0.0974590059288438	0.10164577997343427	0.12628717608581289	0.13107519859863262	0.3646222852438685	0.3327291998375489	0.0586339544850059	0.4207232445974798	0.39445885160376093	0.4425014606982791	0.07265347331136918	0.07937848104696534	0.25400500543870513	0.07399247145356003	0.07225061366584558
Q0017	0.4605189622348883	0.08944315517096932	0.557694492414548	0.44577565625719273	0.3999714614554397	0.3901097179076404	0.606913554109999	0.3586259894623447	0.6208757087176954	0.6344462778162208	0.35900978075955936	0.4707279028120907	0.39049370778711595	0.420266178414175	0.2506330794388326	0.08061421875457914	0.34310138635996845	0.48105953064397666	0.3424169409188892	0.076461414814712	0.07265347331136918	0.38111469083405836	0.39824484643036984	0.07399247145356003	0.23429354208999648
Q0020	2.112971256024786	1.6072216339180239	1.7659891128920948	1.8668780336240773	1.9719388738045716	1.904796816096233	10.844656263224461	10.912307204971501	10.81015640473891	10.81015640473891	1.9303438812689757	1.4542909008792435	1.8563991097203076	1.767002368371947	3.4278401444799966	3.4278401444799966	2.159626994788114	4.022210565855373	2.6512919258366305	1.6255153288309232	1.6471991657630418	1.6032861080107481	1.7325945527988835	1.6154047402048541	1.6023022850847597
Q0032	0.10204881694026026	0.08944315517096932	0.08774073986922236	0.35100810550857825	0.10833521771768795	0.10494644478496984	0.3757176943500903	0.1474354087125654	0.44847479500976695	0.41178327705361684	0.3316345716780698	0.10164577997343427	0.12628717608581289	0.13107519859863262	0.26580658298499094	0.3757176943500903	0.4253845493817553	0.376478108894752	0.22319517240113806	0.24328673330402797	0.07265347331136918	0.07937848104696534	0.2797860024308806	0.07399247145356003	0.07225061366584558
Q0045	7.688236127974032	7.256055791308917	7.504124333254944	7.7327225049248325	7.72279632842891	7.7327225049248325	9.718308625307394	9.812777547282774	9.52481585548779	9.471995685274207	6.8393800992888965	6.778931587152802	7.169528221370911	7.432910941786997	8.768000765249877	8.911328416205382	8.956104025611879	8.98404843909703	9.094002106928592	7.141063876425247	7.169528221370911	6.778931587152802	7.265310682047243	7.265310682047243	7.228759868190391
Q0050	6.97354987588769	5.829255191392853	6.197412307563516	6.741414169621715	6.663710832433891	6.930892276498298	9.425309129682937	9.76669227681463	8.588382721241128	8.689519764487105	7.216708079113241	7.224156693639491	7.668998893646417	7.838751608806547	8.737328884604654	8.6642995021941	8.412410843390983	8.768000765249877	8.434821871571547	7.093352780634183	6.568288964585807	6.572830171357219	7.141063876425247	6.741414169621715	7.246886228989471
Q0055	6.077760145565703	5.542242756506751	5.719306698027738	6.073954455418308	5.921336477433437	6.082735841766783	8.784921741103126	9.088924950001225	8.71101546898817	8.553860458692217	6.460765726030308	6.310389900947978	6.900381552617359	7.183092421429269	8.118473135183752	8.307477791845907	8.434821871571547	8.46664072431871	8.488234787372901	5.764282690530599	5.342706711427809	5.340770923421143	5.6964330712942255	5.70507603795002	5.690900092936525
Q0060	2.099874882678849	1.6630038024561424	1.8096230721319877	1.939618742082086	1.7501596261208425	1.8563991097203076	3.25096603019828	2.796620594262447	2.9662651880583235	2.5264190171816363	1.9348946063927088	1.8947336138873219	1.992782100681078	2.196439666780048	2.2413845519293103	1.9105313855292476	2.6221136808875363	2.4050513221413086	2.7567159959489205	1.3197065193776434	1.2048874779216883	1.2909053161902504	1.3309889362146703	1.3664201089825074	1.4186520388248665
Q0065	3.6406285928384454	3.303047795723412	3.419790577535222	3.888548058979756	3.7695372992401306	3.799778215984312	8.871773971246022	8.93929830392826	6.244440612975547	5.594197852459805	3.6311670536220646	3.584153114000686	3.888548058979756	4.073882342470501	5.746537922139947	6.029857453339096	4.472001333836484	6.341596515337765	5.429915968420845	3.6235567109959472	3.0050902915888464	3.266910781249353	3.3715707598044173	3.2008339971124427	3.6011520711587917
Q0070	1.1966371958227753	1.0482426265734839	1.1409858583644557	1.135380659113355	1.0956499984409183	1.148523738268985	1.1920444448721947	1.4982126559964353	1.7210091678337465	1.7284732600616433	1.158100070554216	1.1914553965456458	1.1891792241439052	1.136169575212346	1.158100070554216	1.3286702526473753	1.4015011597253733	1.645929686060901	1.9823963902062802	0.8644160334495751	0.8143260860542362	0.8116599760107759	0.9010634428551558	0.871479188618478	0.7955241314384575
Q0075	1.4956734259444102	1.1848012156700898	1.372294235541082	1.3847956588318653	1.2833314067653803	1.344230397307291	0.9632418909111051	0.9698067976880645	1.8693053629216727	1.5332441017512193	1.363282551370455	1.3279238819109116	1.4504982363738046	1.426428814665335	1.420606758630387	1.3360569484895193	1.8616516294905228	1.5028139645230372	1.7754450633081473	0.9855151007667677	0.9698067976880645	1.0254887636683518	1.001690533988641	1.0898288520682453	1.0190711450070604
Q0080	0.4798664129086254	0.3237636142568878	0.31523383908977554	0.44577565625719273	0.3999714614554397	0.3901097179076404	0.14440164684899803	0.1474354087125654	0.5518499908214171	0.4231107351231239	0.35900978075955936	0.3473565493171942	0.48597931357153734	0.49898499032254484	0.4719676881004735	0.08061421875457914	0.34310138635996845	0.5461418168110236	0.24847954098274316	0.076461414814712	0.2601411639905095	0.07937848104696534	0.08651212918725079	0.07399247145356003	0.07225061366584558
Q0085	5.317442405254187	4.8791673437465395	5.073727900025071	5.543752420883603	5.300869040247081	5.297798123745092	6.029857453339096	6.4842405688005735	5.103148485932367	5.214611347083714	4.735339122894316	4.7431600173775035	4.8791673437465395	5.105440806954331	5.8163593077011475	5.7350097112637926	7.440454892985944	6.955602574207282	7.481240557951079	4.275661937741961	3.9216960178377107	3.8278867480540346	4.020534855223488	3.9903989475338824	3.8691882660683206
Q0092	0.10204881694026026	0.08944315517096932	0.08774073986922236	0.09114912314735843	0.10833521771768795	0.10494644478496984	0.14440164684899803	0.1474354087125654	0.1719169821437766	0.16500796326321718	0.0974590059288438	0.10164577997343427	0.12628717608581289	0.13107519859863262	0.08984838333622906	0.08061421875457914	0.0586339544850059	0.0869174456169025	0.07562801070410835	0.076461414814712	0.07265347331136918	0.07937848104696534	0.08651212918725079	0.07399247145356003	0.07225061366584558
Q0105	7.668998893646417	7.508504588196985	7.67316597340002	7.831837126769764	7.85550014756928	7.838751608806547	7.873671516141576	7.880422303718248	8.455275079419549	8.455275079419549	6.621104219430337	6.447279231992917	6.563745911731264	6.987479518228259	7.707046698450163	7.697852681028998	8.656766651976838	8.160510367419567	8.71101546898817	6.197412307563516	6.028143506047837	5.637427308317436	6.045619567726437	6.269069423560913	5.978258016537585
Q0110	1.8206787003359057	1.4991579422505776	1.581574674400232	1.6603424884630793	1.8041667837271471	1.7165320269438396	1.704032615821369	1.5531628087380553	1.771070712338181	1.7002683125472409	1.7835421255927746	1.707952429643529	1.8108023883418536	1.8377445241960548	1.355872994239336	1.0146489423269445	1.7854881054893446	1.2197297337737099	1.3883336529980856	1.0908391509811406	0.9669516944078411	0.9811009972619213	0.9887917887217891	1.0653490511795412	0.9305462478281223
Q0115	1.162699820380412	1.058325596762703	1.1098101859061158	1.1609903965734965	1.2332902771146435	1.2934792202037544	0.7535988735485799	0.7443886325940751	1.0561980101348227	1.2483079694594428	1.163148117772915	1.236581280824461	1.2103353834462247	1.269772766381672	0.8507753593602431	0.9031577171989357	1.3120094869788466	0.8882622023203187	1.0244678371578733	0.8060042488683634	0.9028068243237937	0.7733622669504312	0.7727346830334092	0.8841503478638127	0.7856138437764383
Q0120	2.800214886656216	2.530361638823466	2.6950540751557917	2.9646889591965384	2.8204149754033576	3.047378989516024	5.7350097112637926	6.13617220976214	3.3083328294864054	3.2053267006109003	3.110633143028582	2.927892428439871	2.9338981362407512	3.1010625008546304	4.252675067465697	3.3995551738713305	2.996007390635075	3.5898230736125627	2.4239240593628524	3.007148481453344	2.506715741929141	2.602666593916251	3.0542635706171155	2.6908270519897903	2.913788471685361
Q0130	6.06996892617588	5.683399443969515	5.742785876768013	6.624391117118731	6.360587822833921	5.898421083574158	6.093306801816242	6.472664988841519	8.737328884604654	7.9710783806098835	4.96835028938277	4.900242658971436	4.711933296700684	5.058873045778254	7.452319673384478	7.137476132044002	7.779144866243497	7.366089494619184	7.256055791308917	5.740083331388864	5.688230461446563	5.24032715569555	4.924543313757944	5.121122411103784	5.105440806954331
Q0140	0.7721249037382876	0.7704130611401838	0.6785540680827926	0.757094056010594	0.7336313664069796	0.7885627234781627	0.6525846337289598	0.6204199858522109	0.9201967026473358	0.762194488857729	0.7447037781382359	0.6643866703191339	0.6988512991120661	0.7610115548992736	0.7391126700983338	0.6747871555625976	0.7394882846151295	0.6126384216509586	0.6629938302403964	0.6731399533981315	0.6808264437513107	0.5155696121736053	0.6855671958831425	0.6418064258177824	0.6011662844932083
Q0142	0.6534673012745752	0.7042181890061812	0.43895982919610044	0.6190946646355254	0.6777665098433647	0.6670520804825975	0.5506129682350573	0.6150586521513195	0.6495047831821921	0.6664267082746863	0.5610862367616671	0.6042245827787812	0.7434398506228503	0.6949798013001738	0.40388447227285634	0.25704174276290753	0.6911496195327205	0.38527450536212315	0.6766466205913911	0.076461414814712	0.24501143898526317	0.07937848104696534	0.2978374008712847	0.5136227744509562	0.07225061366584558
Q0143	0.10204881694026026	0.3237636142568878	0.44739763026630774	0.5106091855987754	0.3999714614554397	0.5832695238600613	0.75242057879421	0.7611858740332426	0.6208757087176954	0.6344462778162208	0.5213342590997749	0.3473565493171942	0.5773395564499989	0.49898499032254484	0.549602195003667	0.5388868348653221	0.41884760485157513	0.5685180611458917	0.4676549224225804	0.2554340007137516	0.5832695238600613	0.4664015668583501	0.49177256808899317	0.6058188221513351	0.6504248637138309
Q0144	0.10204881694026026	0.08944315517096932	0.08774073986922236	0.09114912314735843	0.10833521771768795	0.10494644478496984	0.4028614686735701	0.1474354087125654	0.5419077702183329	0.16500796326321718	0.0974590059288438	0.10164577997343427	0.12628717608581289	0.42969532052105464	0.08984838333622906	0.08061421875457914	0.0586339544850059	0.0869174456169025	0.07562801070410835	0.076461414814712	0.07265347331136918	0.07937848104696534	0.08651212918725079	0.07399247145356003	0.07225061366584558
Q0158	3.509709136952973	2.61708741874268	2.8901765989780808	2.987540660196329	3.1792263944932007	3.1385986991979893	10.912307204971501	11.237759902083965	10.912307204971501	10.912307204971501	3.391999362612405	2.7203105077828407	3.297356230902426	3.3310775484059496	4.796336142331963	5.186682940928689	3.70986276823932	6.073954455418308	4.79449133639527	2.543384066391572	2.550739630484458	2.616504797373851	2.6270003011324707	2.6040404443680325	2.7410506620389903
Q0160	1.5454735409560358	1.2889147413262674	1.323826524086685	1.400751146783896	1.3629490831616464	1.424049005486249	1.780101219896931	1.6265266100970135	3.4216873839397746	3.1738460126963823	1.5443866338645682	1.31304750528993	1.361105360138553	1.4617610876026061	1.6402957118688681	1.2691976674074679	1.800933728854956	1.2521033471645941	1.6013377692847972	0.8683377952381734	0.8613093160049995	0.8708525845185034	0.9070979497234906	0.9360831640143892	0.967958973214369
Q0182	0.8596758315242243	0.8839212189147913	0.8841503478638127	0.9302827804398033	0.807821258704055	0.8560850564661207	0.9758400181882549	0.883647224872151	1.2556917931326856	1.085924239344241	0.8547398606221515	0.861848670251153	0.8330679527165431	0.8392490947821156	1.3424956282701195	1.0289670333660514	1.1252655021617393	0.9899569520671597	0.9730493947980918	0.8283603683038511	0.8535660412014979	0.7961641269669655	0.8163978300767737	0.8215637443899415	0.8392490947821156
Q0250	5.809809709096388	5.496421863839884	5.751803460265659	5.845854340991659	6.060283028770828	5.89275941867192	3.2945497154551835	2.922357551865955	7.044155852900953	6.18335616835546	5.303056742831767	5.2945696770792825	5.246054255182271	5.417044221937409	6.460765726030308	6.410795975452556	7.831837126769764	7.183092421429269	8.090937628233153	4.391961552362714	4.40909309593333	4.322913157280041	4.381101013310862	4.6887496394674875	4.5205703005216975
Q0255	1.3750867006979528	1.172512432878456	1.1202144132869196	1.2593834244333681	1.2593834244333681	1.2615619561310076	0.8123594271161971	0.7574979487114798	1.161876185142916	1.0567924684915244	0.9726796240381793	0.9703219186245624	0.9636167520889617	1.0431403711123535	1.0366732927932352	1.063041994547287	1.5139275970840371	1.163148117772915	1.4596887570581965	0.9067861782143664	0.846846368732461	0.8915156335780474	0.8410643315307594	0.9031577171989357	0.8909102745032768
Q0275	5.342706711427809	5.310883878328428	5.738547062903917	5.651358697031413	5.79706714161067	5.862869883434463	6.467132649298106	6.227864180886803	7.80663474266371	7.616367451285127	4.963673930256058	4.87605932729867	4.900242658971436	5.12846245029528	6.930892276498298	6.68970274401712	7.688236127974032	7.059582840233913	7.779144866243497	4.840408476610124	4.6887496394674875	4.6342467952914115	4.622827840259459	4.84921459427559	4.840408476610124
Q0285	1.0218508712514476	0.8624372435022132	0.8638605069371421	0.8906720018662148	0.9046620305559447	0.9151247230451005	1.1034140553464582	1.0146489423269445	1.3452738746907114	1.1598775651758408	0.8407234419671257	0.811066664342138	0.7634694021266656	0.8495798478255183	0.9433758537121245	0.8485107309490493	1.258472281617596	0.8578670297621598	0.9507457761261745	0.8464496693006938	0.8427531045342592	0.7875733845849976	0.8238503089051317	0.886334230521274	0.7924598507959895
