Gene	SRR5085167	SRR5085168	SRR5085169	SRR5085170
ETS1-1	9.603361528118322	9.319358897355142	10.142519078392704	10.199541120598747
ETS2-1	1.3719837884726414	1.030636491252467	1.1777984407927173	1.2302900830271237
HRA1	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
ICR1	1.0595443395303565	1.3127313032005414	0.9995669385657704	0.9133907831800575
IRT1	0.8712093038080659	0.7436679675413722	0.7933255641841063	0.8130101515409734
ITS1-1	8.47821081311369	7.8272803844083185	8.044120634747022	8.402473079183633
ITS2-1	7.556046341241599	7.24882279610034	6.975077408278061	7.265310682047243
LSR1	4.492107475901829	3.6675768122148122	4.437046817364717	4.357783861344105
NME1	1.0163570163553444	0.9530174907651174	0.8398666167005169	0.954325576294455
PWR1	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
Q0010	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
Q0017	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
Q0020	4.24632166933575	4.65640673168101	3.919619351946533	4.65640673168101
Q0032	0.372416159770899	0.3296764814923524	0.5952723510172941	0.33123604247506555
Q0045	1.0201459941452866	1.1054040463890171	1.0320456972820116	1.0323357526144148
Q0050	1.120456103563166	1.0522498384391397	1.0590570659798348	1.0039876098422933
Q0055	1.090225544729482	1.1844796356705618	1.0522498384391397	1.109564579676147
Q0060	0.8446552580624819	0.7398670240422394	0.8472362565758081	0.8120187433496416
Q0065	0.9790636447141382	0.8316753871885318	0.9345590653476046	0.8627124639261939
Q0070	1.0522498384391397	0.9307799761728526	1.003553901204516	0.8557291366492763
Q0075	0.707369690742344	0.8436404599047569	0.8120187433496416	0.6959187167058312
Q0080	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
Q0085	0.6735613781581412	0.6356860003661565	0.6611245480453573	0.33123604247506555
Q0092	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
Q0105	0.7780567991991438	0.8803123530628553	0.6552060991827248	0.7733622669504312
Q0110	0.372416159770899	0.3296764814923524	0.6468313922221081	0.62218124939354
Q0115	0.372416159770899	0.718210048496937	0.2818358008849934	0.33123604247506555
Q0120	0.372416159770899	0.6873612420209857	0.7491674002750874	0.33123604247506555
Q0130	0.7273984428156862	0.3296764814923524	0.631883458665481	0.6385684753242986
Q0140	0.372416159770899	0.6236009287569538	0.8347213802753457	0.7704130611401838
Q0142	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
Q0143	0.7223585296703213	0.6741808301290115	0.2818358008849934	0.33123604247506555
Q0144	0.372416159770899	0.3296764814923524	0.2818358008849934	0.33123604247506555
